科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"37,981,615.12","60,943,167.30","86,227,739.50","19,754,497.18","42,544,585.00","59,687,220.65","75,607,362.19","16,654,498.74","33,156,102.16","48,234,401.50","68,125,549.33","16,524,858.34","37,842,664.36","54,910,012.87","80,011,485.56","22,778,132.60","54,385,696.71","79,322,504.10","107,593,468.31","24,160,677.68","55,022,569.89","85,333,193.31","125,151,746.80","36,683,099.86","71,234,726.43","104,884,840.02","147,161,297.01","33,083,231.38","63,402,586.16","89,279,141.07","119,042,083.16","28,225,106.00","51,188,401.51"
取得借款收到的现金,"64,314,980.90",,,,,,,,,,,,,,,,,,"9,189,177.30",,,,,,,,,,,,,,
支付的各项税费,"10,302,112.20","31,947,510.97","44,155,109.86","11,999,141.85","28,369,508.75","41,046,101.29","50,410,751.95","15,553,001.13","28,888,002.97","31,185,688.97","38,098,412.43","5,598,529.14","10,700,451.67","15,531,323.67","22,169,297.62","7,183,169.68","15,491,623.02","21,341,827.08","23,825,592.83","2,172,725.58","6,214,317.19","10,975,794.97","16,998,178.08","5,457,191.91","7,950,395.89","16,258,273.25","25,624,166.91","3,950,084.12","11,245,985.29","19,887,821.80","26,594,952.99","4,139,116.97","6,031,131.92"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,"830,000.00",,"8,001,298.00","13,265,045.10","11,002,500.00","54,000.00","214,500.00","214,500.00","331,500.00",,,"410,000.00","410,000.00","1,800,000.00","1,800,000.00"
支付其他与经营活动有关的现金,"21,997,584.12","28,181,764.24","34,082,569.82","10,785,012.26","22,786,289.37","36,985,008.17","43,207,249.73","9,487,255.07","21,755,323.45","32,475,123.08","40,019,392.99","25,830,637.53","32,735,596.90","50,972,258.94","64,177,336.42","29,688,876.13","55,282,745.32","108,417,484.36","88,959,222.23","19,313,631.86","43,040,027.27","59,384,048.66","128,619,300.56","29,502,004.44","52,019,117.78","70,362,358.47","93,186,567.61","17,537,723.31","40,219,689.15","60,769,922.31","72,287,978.75","19,310,323.25","34,762,795.61"
筹资活动现金流入小计,"78,736,280.90",,,,"1,145,040,000.00","1,145,040,000.00","1,145,040,000.00",,,,,,,,,,,,"10,019,177.30","27,906,500.00","35,906,717.16","41,169,471.27","38,909,000.00","54,000.00","214,500.00","214,500.00","331,500.00",,,"410,000.00","410,000.00","1,800,000.00","1,800,000.00"
经营活动现金流出小计,"364,737,973.87","462,725,991.89","585,543,341.87","158,338,504.25","319,437,425.13","452,400,185.70","569,055,711.31","138,937,120.71","282,440,268.07","367,638,558.30","447,577,875.60","89,612,368.37","201,230,119.64","349,671,213.39","422,081,221.29","148,207,413.56","273,720,434.36","425,671,917.57","494,120,810.51","91,965,907.88","228,102,899.07","380,344,382.75","592,312,578.12","187,549,584.70","321,008,469.29","454,878,410.12","622,972,224.47","145,692,627.73","287,476,811.01","431,989,609.37","556,185,497.65","156,766,583.35","302,022,849.68"
偿还债务支付的现金,"66,314,980.90",,,,,,,,,,,,,,,,,,,"9,199,202.12","9,178,962.88","9,366,234.05","9,460,490.67",,,,,,,,,,
经营活动产生的现金流量净额,"30,354,748.35","128,755,685.97","130,058,676.66","2,052,543.74","11,404,676.84","27,188,808.12","65,330,066.92","-1,148,349.65","-16,696,413.28","37,535,931.90","62,878,471.42","27,676,274.72","26,970,993.00","19,327,611.87","21,010,711.58","36,547,037.34","25,465,501.62","14,769,638.98","50,560,085.29","16,709,179.47","-12,895,855.57","-36,071,059.49","-24,889,286.81","-26,483,549.84","-36,010,239.21","-32,962,364.82","-21,020,168.34","-12,480,049.37","-3,106,198.62","-3,954,392.29","-94,256.78","28,438,703.78","-20,412,630.11"
分配股利、利润或偿还利息支付的现金,"456,245.21","3,429,583.49","80,000,000.00",,,,,,"89,764,063.96","89,764,063.96","89,600,000.00",,"74,113,341.61","74,113,341.61","73,984,000.00",,"31,116,800.00","31,116,800.00","31,259,742.73",,,,"70,794.10",,,,,,,,,,
收回投资收到的现金,,,,"125,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,"71,087,013.66"
支付其他与筹资活动有关的现金,"520,000.00",,"2,530,000.00","200,000.00","3,811,500.00","4,806,500.00","4,806,500.00",,,,,,,,,,,,,,,,,,,"9,050,900.00","9,050,900.00",,"3,993,300.00","3,993,300.00","3,993,300.00",,"2,862,300.00"
取得投资收益收到的现金,,,,"147,945.21","147,945.21","147,945.21","147,945.21",,,,,,,,,,,,,,,,,,"91,062,654.27","91,062,654.27","91,062,654.27",,,,,,
筹资活动现金流出小计,"67,291,226.11","3,429,583.49","82,530,000.00","200,000.00","3,811,500.00","4,806,500.00","4,806,500.00",,"89,764,063.96","89,764,063.96","89,600,000.00",,"74,113,341.61","74,113,341.61","73,984,000.00",,"31,116,800.00","31,116,800.00","31,259,742.73","9,199,202.12","9,178,962.88","9,366,234.05","9,531,284.77",,,"9,050,900.00","9,050,900.00",,"3,993,300.00","3,993,300.00","3,993,300.00",,"2,862,300.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"67,283.08","560,000.00","2,454,000.00","2,884,307.00","2,884,307.00","544,000.00","2,480,325.00","2,480,625.00","2,480,625.00","530,000.00","535,652.00","557,452.00","547,259.57",,,,"92,000.00",,"600,000.00","608,160.00","1,294,922.57","412,950.00","417,950.00","489,162.50","482,279.64","10,969.50","12,500.50","2,692,110.82","8,656,273.64","15,296.20","354,482.19"
筹资活动产生的现金流量净额,"11,445,054.79","-3,429,583.49","-82,530,000.00","-200,000.00","1,141,228,500.00","1,140,233,500.00","1,140,233,500.00",,"-89,764,063.96","-89,764,063.96","-89,600,000.00",,"-74,113,341.61","-74,113,341.61","-73,984,000.00",,"-31,116,800.00","-31,116,800.00","-21,240,565.43","18,707,297.88","26,727,754.28","31,803,237.22","29,377,715.23","54,000.00","214,500.00","-8,836,400.00","-8,719,400.00",,"-3,993,300.00","-3,583,300.00","-3,583,300.00","1,800,000.00","-1,062,300.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"31,723,500.00","31,723,500.00",,,,,,,
四、汇率变动对现金的影响,"49,546.30","-211,374.08","-276,976.62","-106,282.95","-198,171.43","-355,832.17","-548,471.06","148,506.33","-414,146.53","49,209.60","-323,212.84","-439,164.09","-387,849.44","-213,998.03","-432,925.21","668,803.74","345,450.45","174,456.53","-449,922.49","-1,330,694.29","-599,414.12","-63,938.08","697,993.11","219,516.62","861,593.32","1,016,610.54","678,891.61","-172,043.01","671,726.58","807,904.42","-133,795.76","-1,127,715.40","-1,562,851.30"
收到其他与投资活动有关的现金,,,,,,,"14,384,889.29","72,650,003.16","171,197,808.77","1,033,387,133.77","2,363,655,914.35","250,928,645.59","1,060,430,341.46","1,162,246,091.35","1,515,413,275.99","248,427,105.36","926,520,819.10","1,739,578,533.37","2,302,326,890.26","758,974,881.31","1,224,909,826.87","1,789,770,139.17","1,737,323,602.22","80,728,334.72","146,170,491.66","485,652,984.83","766,964,681.91","470,686,087.15","979,706,862.39","1,492,826,999.58","2,098,120,796.23","445,607,545.59","890,764,704.70"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"67,283.08","125,707,945.21","127,601,945.21","128,032,252.21","142,417,141.50","73,194,003.16","173,678,133.77","1,035,867,758.77","2,366,136,539.35","251,458,645.59","1,060,965,993.46","1,162,803,543.35","1,515,960,535.56","248,427,105.36","926,520,819.10","1,739,578,533.37","2,302,418,890.26","758,974,881.31","1,225,509,826.87","1,790,378,299.17","1,738,618,524.79","81,141,284.72","269,374,595.93","608,928,301.60","858,509,615.82","470,697,056.65","979,719,362.89","1,495,519,110.40","2,106,777,069.87","445,622,841.79","962,206,200.55"
五、现金及现金等价物净增加额,"10,058,577.39","96,989,409.95","-13,962,451.86","-23,049,685.01","1,081,231,005.05","1,065,285,948.79","-15,557,114.91","4,892,065.02","-25,051,340.85","4,404,645.85","54,628,679.95","10,896,091.75","2,176,654.75","-8,346,787.15","-3,429,022.44","19,345,025.01","105,408,400.08","37,232,230.46","57,118,332.60","21,347,429.78","-34,361,671.11","-41,106,483.00","296,956,412.21","-316,824,813.64","-248,858,955.02","-329,723,721.98","-405,167,488.71","29,420,863.13","34,516,410.79","66,479,959.16","30,341,776.18","757,336.94","-31,868,598.61"
购建固定资产、无形资产和其他长期资产支付的现金,"31,790,772.05","27,577,408.01","52,958,744.98","25,503,891.01","73,805,945.57","104,812,779.37","186,447,102.27","67,302,094.82","91,854,850.85","139,284,190.46","155,119,573.03","18,237,118.57","27,010,375.31","31,901,837.38","44,646,118.66","5,944,923.62","14,053,694.10","19,200,340.50","35,359,788.51","5,421,020.08","13,011,760.63","19,053,021.82","24,548,534.11","5,756,065.14","17,299,405.06","31,869,869.30","36,677,921.19","2,624,101.14","4,775,180.06","8,309,363.37","18,623,941.15","3,976,493.23","11,037,017.75"
期初现金及现金等价物余额,"12,959,462.54","23,018,039.93","120,007,449.88","106,044,998.02","106,044,998.02","106,044,998.02","106,044,998.02","90,487,883.11","90,487,883.11","90,487,883.11","90,487,883.11","983,328,418.98","145,116,563.06","145,116,563.06","145,116,563.06","141,687,540.62","141,687,540.62","141,687,540.62","141,687,540.62","199,805,873.22","198,805,873.22","198,805,873.22","198,805,873.22","418,319,920.59","418,319,920.59","418,319,920.59","495,762,285.43","90,594,796.72","90,594,796.72","90,594,796.72","90,594,796.72","120,938,099.42","120,936,572.90"
投资支付的现金,,"547,910.44",,"125,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00",,,,"10,500,000.00",,,,,,,,"39,505,073.20","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,,,,,
期末现金及现金等价物余额,"23,018,039.93","120,007,449.88","106,044,998.02","82,995,313.01","1,187,276,003.07","1,171,330,946.81","90,487,883.11","95,379,948.13","65,436,542.26","94,892,528.96","145,116,563.06","994,224,510.73","147,293,217.81","136,769,775.91","141,687,540.62","161,032,565.63","247,095,940.70","178,919,771.08","198,805,873.22","221,153,303.00","164,444,202.11","157,699,390.22","495,762,285.43","101,495,106.95","169,460,965.57","88,596,198.61","90,594,796.72","120,015,659.85","125,111,207.51","157,074,755.88","120,936,572.90","121,695,436.36","89,067,974.29"
