科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"384,485,790.24","576,060,100.10","701,183,714.39","153,313,446.27","319,432,295.82","462,194,384.59","620,455,396.17","132,547,686.97","256,298,561.18","388,835,748.70","492,412,471.39","106,947,962.03","217,047,409.84","348,785,323.89","417,450,480.63","168,343,204.50","268,781,684.08","400,925,000.54","521,760,268.67","96,983,321.77","198,218,761.03","320,386,286.78","545,436,798.32","157,058,020.96","276,562,335.44","411,193,007.12","583,220,073.66","124,521,367.25","269,689,181.59","409,924,277.77","529,110,326.02","175,526,771.68","267,640,318.64"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"120,112,365.47","208,312,365.47","208,312,365.47","208,312,365.47",,,,,,,,,,,,,,
收到的税费返还,"8,663,189.25","3,928,135.56","7,173,056.91","5,483,394.20","6,902,329.09","9,441,711.18","10,258,297.19","3,591,507.08","6,403,041.11","12,858,112.89","15,469,027.22","3,865,461.26","7,889,602.45","14,177,812.72","18,467,509.48","5,095,865.46","7,030,103.39","14,904,482.88","18,999,768.38","2,979,198.23","8,861,190.64","14,246,144.49","11,522,558.90","2,926,637.36","5,874,510.62","7,084,283.70","9,915,317.28","1,595,818.83","5,360,310.14","7,947,666.07","22,203,398.89","2,251,552.59","4,591,488.96"
支付其他与投资活动有关的现金,,,"8,322,690.00",,,,"1,051,542,250.00",,,"840,000,000.00","2,118,843,544.95","249,562,545.90","984,248,765.35","1,084,248,765.35","1,421,337,225.71","140,240,632.34","593,440,511.52","1,458,660,892.45","1,990,992,927.85","716,292,214.51","1,210,092,221.94","1,758,100,000.00","1,372,300,000.00","366,000,000.00","466,000,000.00","866,000,000.00","1,197,938,506.61","426,000,000.00","934,000,000.00","1,414,000,000.00","2,054,000,000.00","470,000,000.00","960,000,000.00"
收到其他与经营活动有关的现金,"1,943,742.73","11,493,442.20","7,245,247.23","1,594,207.52","4,507,477.06","7,952,898.05","3,672,084.87","1,649,577.01","3,042,252.50","3,480,628.61","2,574,848.41","6,475,219.80","3,264,100.35","6,035,688.65","7,173,942.76","11,315,380.94","23,374,148.51","24,612,073.13","3,920,858.75","8,712,567.35","8,127,091.83","9,640,891.99","10,463,934.09","1,081,376.54","2,561,384.02","3,638,754.48","8,816,665.19","7,095,392.28","9,321,120.66","10,163,273.24","4,777,515.96","7,426,962.86","9,378,411.97"
投资活动现金流出小计,"31,790,772.05","28,125,318.45","61,281,434.98","150,503,891.01","198,805,945.57","229,812,779.37","1,362,989,352.27","67,302,094.82","91,854,850.85","979,284,190.46","2,284,463,117.98","267,799,664.47","1,011,259,140.66","1,116,150,602.73","1,465,983,344.37","266,297,921.43","815,806,571.09","1,686,173,598.42","2,274,170,155.03","771,713,234.59","1,273,103,982.57","1,827,153,021.82","1,446,848,534.11","371,756,065.14","483,299,405.06","897,869,869.30","1,234,616,427.80","428,624,101.14","938,775,180.06","1,422,309,363.37","2,072,623,941.15","473,976,493.23","971,037,017.75"
经营活动现金流入小计,"395,092,722.22","591,481,677.86","715,602,018.53","160,391,047.99","330,842,101.97","479,588,993.82","634,385,778.23","137,788,771.06","265,743,854.79","405,174,490.20","510,456,347.02","117,288,643.09","228,201,112.64","368,998,825.26","443,091,932.87","184,754,450.90","299,185,935.98","440,441,556.55","544,680,895.80","108,675,087.35","215,207,043.50","344,273,323.26","567,423,291.31","161,066,034.86","284,998,230.08","421,916,045.30","601,952,056.13","133,212,578.36","284,370,612.39","428,035,217.08","556,091,240.87","185,205,287.13","281,610,219.57"
投资活动产生的现金流量净额,"-31,790,772.05","-28,125,318.45","-61,214,151.90","-24,795,945.80","-71,204,000.36","-101,780,527.16","-1,220,572,210.77","5,891,908.34","81,823,282.92","56,583,568.31","81,673,421.37","-16,341,018.88","49,706,852.80","46,652,940.62","49,977,191.19","-17,870,816.07","110,714,248.01","53,404,934.95","28,248,735.23","-12,738,353.28","-47,594,155.70","-36,774,722.65","291,769,990.68","-290,614,780.42","-213,924,809.13","-288,941,567.70","-376,106,811.98","42,072,955.51","40,944,182.83","73,209,747.03","34,153,128.72","-28,353,651.44","-8,830,817.20"
购买商品、接受劳务支付的现金,"294,456,662.43","341,653,549.38","421,077,922.69","115,799,852.96","225,737,042.01","314,681,855.59","399,830,347.44","97,242,365.77","198,640,839.49","255,743,344.75","301,334,520.85","41,658,343.36","119,951,406.71","228,257,617.91","255,723,101.69","88,557,235.15","148,560,369.31","216,590,102.03","273,742,527.14","46,318,872.76","123,825,984.72","224,651,345.81","321,543,352.68","115,907,288.49","189,804,229.19","263,372,938.38","357,000,192.94","91,121,588.92","172,608,550.41","262,052,724.19","338,260,482.75","105,092,037.13","210,040,520.64"
吸收投资收到的现金,"14,421,300.00",,,,"1,145,040,000.00","1,145,040,000.00","1,145,040,000.00",,,,,,,,,,,,,"27,906,500.00","27,905,419.16","27,904,426.17","27,906,500.00",,,,,,,,,,
