科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"175,316,238.55","325,078,026.46","482,126,548.62",,"1,575,131,868.23","1,647,409,740.73","999,404,287.92","938,529,533.47","169,897,779.78","284,252,458.40","1,039,147,197.76","454,516,281.18","147,521,940.06","110,158,143.85","1,474,817,657.53","214,847,719.99"
短期借款,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,"100,000,000.00",,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"1,432,106.00","1,407,233.15","6,460,763.64",,"392,391.81","170,000.00","5,937,209.28",,"900,000.00","1,931,988.00","810,582.40","42,040.00","425,341.00","133,224.45",,"214,904.00"
应付票据,,,,,,,,,,,,,,,,
应收账款,"2,485,534.05","4,965,500.19","6,349,271.08",,"11,507,672.49","12,310,846.65","14,375,404.35","16,839,831.07","9,921,162.67","22,315,440.80","13,325,601.85","13,847,380.99","16,696,991.81","55,119,281.37","80,062,742.49","103,449,651.21"
应付账款,"5,533,359.02","7,832,685.96","8,532,393.05",,"12,536,196.91","8,126,645.13","12,771,393.09","25,164,503.65","22,517,636.78","21,380,062.32","66,667,081.00","53,074,833.98","61,370,135.54","53,533,480.70","77,603,901.03","98,525,911.89"
预付款项,"9,129,387.25","8,327,146.22","9,707,322.83",,"11,285,875.96","6,880,309.25","789,936.21","1,738,567.57","1,864,846.00","2,551,646.20","19,425,112.39","36,782,976.41","29,879,256.39","18,826,992.93","24,496,013.03","18,939,363.80"
预收款项,"18,600,959.79","20,041,304.64","41,589,654.29",,"6,673,260.29","7,935,434.59","22,255,657.59","15,326,554.17","16,361,355.37","12,894,015.37","24,678,441.37","13,520,017.33","10,681,118.07","9,719,778.27","12,962,134.43","11,977,685.49"
其他应收款,"176,362.10","163,996.54","161,235.66",,"238,837.91","263,690.43","124,327.06","334,562.04","349,823.90","378,085.29","351,580.54","590,363.82","592,605.82","517,056.33","582,002.49","934,373.64"
应付职工薪酬,"3,774,228.28","4,971,423.10","6,370,000.00",,,,"7,304,351.03",,,,"6,667,481.00",,,,"10,069,238.60","3,327,343.08"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"3,736,784.39","10,807,601.00","9,796,468.34",,"11,373,486.75","15,381,941.06","9,564,862.10","13,107,047.05","14,264,410.81","17,190,935.22","10,687,310.75","8,737,459.74","15,483,691.17","23,124,489.68","13,869,542.17","11,094,156.49"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"39,051,667.29","24,638,932.52","45,993,909.27",,"61,070,193.08","46,836,748.50","61,124,464.97","69,467,115.32","58,342,898.13","64,782,042.74","75,080,189.94","103,466,727.09","96,558,560.04","113,631,609.97","142,197,663.38","157,697,012.18"
其他应付款,"3,529,761.97","3,677,356.06","3,733,272.46",,"3,697,458.43","8,852,887.02","8,885,206.33","8,953,390.27","8,911,256.34","9,184,153.87","9,182,296.10","8,332,282.88","8,337,290.83","8,083,051.96","19,132,747.11","32,670,896.41"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,"380,000.00","1,230,800.00","2,479,200.00","2,479,200.00","2,479,200.00",,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"29,059.83",,,,,,"575,000,000.00","665,000,000.00","1,424,000,000.00","1,345,000,000.00","505,055,233.18","1,050,000,000.00","1,235,000,000.00","1,375,000,000.00","55,736.03","1,270,072,600.10"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"227,620,355.07","364,580,835.08","550,799,051.10",,"1,659,626,839.48","1,713,871,335.56","1,657,135,629.79","1,693,140,409.47","1,667,755,710.48","1,723,690,861.43","1,655,674,698.06","1,659,245,769.49","1,626,674,695.12","1,673,386,308.90","1,722,211,814.95","1,766,155,624.92"
流动负债合计,"35,175,093.45","47,330,370.76","70,021,788.14",,"34,280,402.38","40,296,907.80","60,781,470.14","62,551,495.14","62,054,659.30","60,649,166.78","117,882,610.22","83,664,593.93","95,872,235.61","94,460,800.61","133,637,563.34","157,595,993.36"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,"105,000,551.25","105,000,551.25","105,081,297.74","105,081,297.74","210,094,911.61","210,094,911.61","206,854,068.18","228,727,832.05","230,656,040.10","228,871,801.01"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"78,346,334.11","113,654,420.57","103,549,614.79",,"101,035,846.66","98,402,602.87","96,117,041.24","97,472,261.55","94,213,144.95","90,649,221.45","86,640,691.06","82,594,080.75","79,250,552.47","75,827,799.02","72,718,962.10","68,741,193.66"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"26,095,337.75","2,254,279.46","4,761,496.00",,"6,209,634.73","8,286,046.37","12,780,903.48","28,178,511.54","52,140,229.69","61,773,579.25","131,442,789.60","140,125,939.26","172,890,326.37","185,228,905.00","250,964,292.65","303,787,046.93"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,,,"1,686,274.51",,"1,450,980.37","1,450,980.37","1,215,686.23","1,098,039.16","980,392.09","862,745.02","745,097.95","627,450.88","509,803.81","392,156.74","274,509.67","156,862.60"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"35,175,093.45","47,330,370.76","71,708,062.65","50,193,200.00","35,731,382.75","41,747,888.17","61,997,156.37","63,649,534.30","63,035,051.39","61,511,911.80","118,627,708.17","84,292,044.81","96,382,039.42","94,852,957.35","133,912,073.01","157,752,855.96"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00",,"120,000,000.00","120,000,000.00","120,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"99,550,588.47","99,550,588.47","99,550,588.47",,"1,160,911,288.47","1,157,523,988.47","1,150,495,288.47","1,030,495,288.47","1,030,495,288.47","1,030,495,288.47","1,030,495,288.47","1,030,495,288.47","1,030,495,288.47","1,030,495,288.47","1,030,495,288.47","1,030,495,288.47"
无形资产,"61,133,899.65","58,475,772.99","56,839,004.34",,"55,777,420.84","55,246,629.08","54,782,504.01","54,304,349.65","54,029,986.33","53,671,667.84","53,293,781.86","53,623,550.82","53,687,367.39","53,326,200.09","52,995,610.30","52,812,079.35"
盈余公积,"18,791,014.11","34,922,420.89","45,000,000.00",,"45,000,000.00","45,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","85,930,782.05","85,930,782.05","85,930,782.05","85,930,782.05","114,202,031.30","114,202,031.30"
开发支出,,,,,,,"12,818,941.13","19,318,941.13","54,124,658.80","61,603,582.52","74,250,002.65","75,746,971.42","80,485,536.40","80,907,792.83","84,098,700.22","84,098,700.22"
减:库存股,,,,,,,,,,,,,,,,
