科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"470,577,478.88","825,351,852.68","347,098,433.38","511,329,306.17","716,645,974.39","269,349,552.51","530,251,604.20","844,428,855.97","1,207,448,891.71","254,332,885.78","560,266,674.79","942,312,351.17","1,141,417,318.05","351,385,611.50","652,304,978.84","982,425,762.29","1,058,131,038.44","208,301,586.13","419,489,796.04","683,084,807.97","940,234,274.52","258,490,885.06","480,119,135.81","678,511,299.95","1,000,709,301.33","211,932,771.80","423,536,692.31","637,176,367.83","889,570,356.74","202,567,761.62","386,777,757.69","583,051,185.17","866,410,227.18","175,777,709.69","413,528,801.80","685,552,366.68","798,075,480.12","358,415,001.44","541,995,589.38"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,334,460.14","20,334,460.14","20,334,460.14","16,600,000.00",,
收到的税费返还,"506,882.98","791,378.56",,"670,907.88","877,552.33","2,278,995.93","3,039,657.32","6,814,721.89","10,999,520.23","3,969,277.60","5,450,178.73","14,961,488.05","11,751,081.98","3,200,449.50","9,240,938.46","10,953,076.22","17,860,208.51","7,406,806.25","14,400,753.00","19,525,936.39","21,674,862.63","5,393,312.13","5,393,312.13","14,425,072.06","19,144,815.07","9,873,063.25","15,873,532.45","22,164,060.27","23,810,566.97",,"1,411,533.74","5,805,012.18","7,950,702.82","2,407,919.15","5,144,671.04","5,144,671.04","16,906,617.01","7,223,908.83","15,372,086.00"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"4,118,982.66",,,,"1,424,271.76","59,100.00","59,100.00","59,100.00","1,762,050.00","622,800.00","622,800.00","622,800.00","622,800.00",,,,"220,000,000.00","80,787,041.44","206,050,453.75","427,943,227.75","840,000,000.00","290,000,000.00","460,000,000.00"
收到其他与经营活动有关的现金,"1,629,749.53","3,218,524.47","3,008,722.96","6,348,064.01","6,605,290.29","1,716,310.72","1,417,737.70","4,342,339.44","7,679,702.43","11,028,975.31","12,441,101.29","12,069,636.85","5,937,618.18","1,103,328.01","2,980,799.44","10,475,629.26","8,068,663.37","1,844,151.14","7,432,280.13","17,244,916.54","43,749,875.11","2,636,505.87","13,074,181.14","17,151,284.32","39,266,206.00","5,501,222.15","40,605,428.95","39,170,886.09","48,318,384.51","2,509,436.01","127,908,528.79","230,334,373.77","130,506,402.20","170,220,452.92","285,707,228.62","316,969,172.54","1,409,271,113.59","650,442,612.89","1,190,625,947.75"
投资活动现金流出小计,"4,824,318.27","39,882,131.73","14,295,037.09","17,994,597.61","25,364,755.29","8,122,077.01","47,357,770.99","71,888,787.15","144,185,225.82","18,449,754.09","27,865,790.51","35,896,738.88","42,862,683.94","9,775,444.65","11,601,192.45","19,001,608.75","43,473,869.63","4,716,430.26","8,234,171.53","11,888,738.54","16,498,484.63","75,397,668.66","250,104,126.68","251,933,973.02","274,794,104.94","5,915,159.16","22,773,548.88","37,649,876.10","32,595,915.47","8,083,724.11","3,568,610.93","5,503,289.72","254,802,112.01","105,851,927.85","246,591,702.27","472,891,035.53","894,030,899.26","291,457,779.92","469,251,241.47"
经营活动现金流入小计,"472,714,111.39","829,361,755.71","350,107,156.34","518,348,278.06","724,128,817.01","273,344,859.16","534,708,999.22","855,585,917.30","1,226,128,114.37","269,331,138.69","578,157,954.81","969,343,476.07","1,159,106,018.21","355,689,389.01","664,526,716.74","1,003,854,467.77","1,084,059,910.32","217,552,543.52","441,322,829.17","719,855,660.90","1,005,659,012.26","266,520,703.06","498,586,629.08","710,087,656.33","1,059,120,322.40","227,307,057.20","480,015,653.71","698,511,314.19","961,699,308.22","205,077,197.63","516,097,820.22","819,190,571.12","1,019,817,026.53","353,600,525.76","715,350,145.46","1,036,724,543.26","2,288,893,170.05","1,051,432,456.48","1,813,098,123.11"
投资活动产生的现金流量净额,"526,930.94","-39,882,131.73","-14,295,037.09","-17,994,597.61","-25,364,755.29","-8,122,077.01","-47,357,770.99","-71,888,787.15","-131,088,069.17","-18,449,754.09","-27,865,790.51","-35,896,738.88","-31,047,683.94","-9,775,444.65","-11,601,192.45","-18,983,954.90","-33,353,769.63","-4,036,430.26","198,311.13","-3,456,255.88","-8,111,001.97","-75,397,668.66","-248,679,854.92","-250,509,701.26","-272,130,525.68","3,992,890.84","-12,865,498.88","-27,747,826.10","-21,493,865.47","-7,883,724.11","-3,363,610.93","-5,298,289.72","-254,597,112.01","-35,113,895.88","66,069,160.84","-58,122,567.61","-67,391,076.02","-17,922,214.55","5,870,878.78"
购买商品、接受劳务支付的现金,"458,260,467.58","692,180,318.16","245,884,004.23","422,876,424.94","718,543,139.66","313,281,532.61","506,965,739.94","774,019,174.67","1,124,532,746.54","348,601,367.64","667,115,546.03","1,044,682,471.37","1,225,098,795.53","268,334,641.86","484,248,200.01","788,139,482.36","736,218,041.10","238,286,166.35","379,578,310.59","636,619,977.99","823,636,603.33","177,571,230.89","362,011,221.68","576,162,077.89","811,352,355.80","230,110,769.62","366,309,774.14","530,136,115.40","764,345,716.42","122,189,866.86","262,137,774.31","431,419,767.61","662,770,858.57","190,910,493.05","450,352,531.77","717,057,831.51","700,392,222.30","318,941,742.39","437,831,194.87"
吸收投资收到的现金,"45,268,000.00",,,"550,116,900.00","550,116,900.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"362,512,700.00","362,512,700.00",,,,,,
支付给职工以及为职工支付的现金,"6,020,187.54","11,505,537.04","6,235,790.26","9,546,517.57","14,305,793.41","3,784,891.63","10,960,670.98","16,740,896.49","23,347,810.54","7,187,913.71","15,564,757.07","22,956,430.76","32,346,866.62","8,465,145.09","16,604,045.06","25,002,013.95","43,400,443.73","12,117,973.83","21,348,732.14","32,242,963.13","43,562,172.36","10,968,195.25","22,594,911.37","34,251,457.42","46,131,292.63","12,466,764.67","24,842,015.18","37,295,618.71","50,013,125.82","12,992,569.47","25,531,395.91","37,335,011.91","49,478,666.26","14,304,557.45","28,712,040.43","43,529,331.52","60,879,032.99","16,672,427.64","31,400,479.34"
取得借款收到的现金,"90,192,084.05","249,436,176.03","5,000,000.00","40,000,000.00","40,000,000.00",,"2,320,000.00","2,320,000.00","2,320,000.00",,"31,975,575.88","67,580,607.30","107,174,760.28","51,469,323.93","78,939,487.30","100,448,698.30","100,448,698.30",,"16,121,834.76","16,121,834.76","16,190,484.61","108,964,101.35","108,967,690.10","188,967,690.10","188,900,741.19",,,"22,341,188.08","122,341,188.08","100,000,000.00","100,000,000.00","170,000,000.00","220,000,000.00","80,000,000.00","1,061,263,158.00","1,524,491,228.17","1,553,263,158.00","60,000,000.00","780,000,000.00"
支付的各项税费,"21,060,526.35","26,416,074.73","10,239,285.57","14,046,380.14","20,622,239.09","6,356,867.83","10,544,127.65","20,224,036.23","23,947,326.74","5,494,222.18","14,928,350.13","32,471,804.83","30,515,573.12","7,056,316.41","10,792,601.24","13,834,953.86","19,785,827.81","1,374,998.13","3,298,167.58","7,661,447.77","10,802,331.84","1,633,460.34","12,186,025.82","16,753,159.89","21,621,324.37","6,311,880.28","12,365,031.62","20,947,424.14","32,799,461.83","8,812,255.22","16,700,516.31","18,752,006.19","27,782,436.57","13,210,476.82","22,619,709.02","40,273,306.67","60,905,191.73","21,920,548.09","39,566,265.87"
收到其他与筹资活动有关的现金,,"800,000.00",,"7,683,100.00",,,,,,,,,,,,,,,,,,"1,094,271.76",,,,,,,,,,,,"200,000,000.00",,,"255,430,000.00",,
支付其他与经营活动有关的现金,"18,178,549.54","25,762,223.98","8,435,126.37","14,777,000.77","19,181,887.12","10,336,999.16","11,756,879.64","19,958,268.50","30,586,594.25","7,061,999.21","12,412,679.89","19,673,524.34","24,839,311.17","7,275,240.18","20,685,851.06","30,047,497.56","69,351,635.45","22,979,472.77","18,079,637.36","28,173,872.35","66,743,456.28","21,608,606.95","42,144,662.78","47,920,538.56","72,037,229.84","8,016,826.55","52,423,460.64","53,295,201.27","166,008,899.92","109,682,445.80","247,830,295.77","363,703,807.62","283,133,512.05","344,339,780.88","1,017,055,092.80","1,440,256,491.49","2,431,261,354.19","630,808,054.81","1,682,912,782.69"
筹资活动现金流入小计,"135,460,084.05","250,236,176.03","5,000,000.00","597,800,000.00","590,116,900.00",,"2,320,000.00","2,320,000.00","2,320,000.00",,"31,975,575.88","67,580,607.30","107,174,760.28","51,469,323.93","78,939,487.30","100,448,698.30","100,448,698.30",,"16,121,834.76","16,121,834.76","16,190,484.61","110,058,373.11","108,967,690.10","188,967,690.10","188,900,741.19",,,"22,341,188.08","122,341,188.08","100,000,000.00","100,000,000.00","532,512,700.00","582,512,700.00","280,000,000.00","1,061,263,158.00","1,524,491,228.17","1,808,693,158.00","60,000,000.00","780,000,000.00"
经营活动现金流出小计,"503,519,731.01","755,864,153.91","270,794,206.43","461,246,323.42","772,653,059.28","333,760,291.23","540,227,418.21","830,942,375.89","1,202,414,478.07","368,345,502.74","710,021,333.12","1,119,784,231.30","1,312,800,546.44","291,131,343.54","532,330,697.37","857,023,947.73","868,755,948.09","274,758,611.08","422,304,847.67","704,698,261.24","944,744,563.81","211,781,493.43","438,936,821.65","675,087,233.76","951,142,202.64","256,906,241.12","455,940,281.58","641,674,359.52","1,013,167,203.99","253,677,137.35","552,199,982.30","851,210,593.33","1,023,539,213.46","562,765,308.20","1,523,288,775.70","2,257,403,215.25","3,300,504,649.00","999,039,997.01","2,215,263,079.98"
偿还债务支付的现金,"51,742,448.94","265,885,811.14","54,000,000.00","89,000,000.00","89,000,000.00",,"2,320,000.00","2,320,000.00","2,320,000.00",,,"22,364,364.10","47,119,467.28","30,030,093.00","121,531,398.30","150,503,991.30","160,503,991.30",,,"16,121,834.76","16,190,484.61","2,443,307.84","8,967,690.10","108,967,690.10","108,900,741.19","30,000,000.00","80,000,000.00","80,000,000.00","82,436,044.19",,,"70,000,000.00","120,000,000.00","100,000,000.00","100,000,000.00","220,000,000.00","467,543,859.66","88,771,929.83","378,543,859.66"
经营活动产生的现金流量净额,"-30,805,619.62","73,497,601.80","79,312,949.91","57,101,954.64","-48,524,242.27","-60,415,432.07","-5,518,418.99","24,643,541.41","23,713,636.30","-99,014,364.05","-131,863,378.31","-150,440,755.23","-153,694,528.23","64,558,045.47","132,196,019.37","146,830,520.04","215,303,962.23","-57,206,067.56","19,017,981.50","15,157,399.66","60,914,448.45","54,739,209.63","59,649,807.43","35,000,422.57","107,978,119.76","-29,599,183.92","24,075,372.13","56,836,954.67","-51,467,895.77","-48,599,939.72","-36,102,162.08","-32,020,022.21","-3,722,186.93","-209,164,782.44","-807,938,630.24","-1,220,678,671.99","-1,011,611,478.95","52,392,459.47","-402,164,956.87"
分配股利、利润或偿还利息支付的现金,"3,070,935.26","7,527,737.46","409,095.90","443,115.50","429,115.34","16,720,000.00","16,725,073.84","16,725,073.84","16,725,073.84",,"22,811,824.36","23,416,906.78","24,261,349.69","796,835.32","16,607,951.82","16,964,684.12","16,997,496.05",,"21,067,200.00","21,116,899.98","21,140,445.33","273,120.29","12,257,662.95","13,488,036.28","14,535,836.77","853,666.66","1,376,030.21","33,116,936.92","33,958,038.32","1,379,819.45","24,913,408.34","27,321,852.78","29,674,752.86","1,551,205.56","2,905,207.53","9,898,274.11","4,948,179.24","6,261,262.43","17,108,444.43"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,000,000.00",,,,,
支付其他与筹资活动有关的现金,"16,156,643.21","600,000.00","50,000.00","3,110,100.00",,"78,376.80","78,376.80","78,376.80",,,,,,,,,,,,,,,,,,,,,,,,"32,040.33","127,040.00",,,,"226,940,000.00","66,771,929.83",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,"680,000.00","4,313,500.00","4,313,500.00","4,268,500.00",,,,,,,,,,,,,"738,031.97","4,005,637.11","4,730,467.92","149,369.91","3,000,065.37","4,050,120.25"
筹资活动现金流出小计,"70,970,027.41","274,013,548.60","54,459,095.90","92,553,215.50","89,429,115.34","16,798,376.80","19,123,450.64","19,123,450.64","19,045,073.84",,"22,811,824.36","45,781,270.88","71,380,816.97","30,826,928.32","138,139,350.12","167,468,675.42","177,501,487.35",,"21,067,200.00","37,238,734.74","37,330,929.94","2,716,428.13","21,225,353.05","122,455,726.38","123,436,577.96","30,853,666.66","81,376,030.21","113,116,936.92","116,394,082.51","1,379,819.45","24,913,408.34","97,353,893.11","149,801,792.86","101,551,205.56","102,905,207.53","229,898,274.11","699,432,038.90","161,805,122.09","395,652,304.09"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,"13,097,156.65",,,,"15,000.00",,,"17,653.85","18,000.00",,,,,,,,"79,307.50","6,000.00","6,000.00",,,"200,000.00","205,000.00","205,000.00","205,000.00",,"38,000.00","38,000.00","45,000.00",,"1,000.00"
筹资活动产生的现金流量净额,"64,490,056.64","-23,777,372.57","-49,459,095.90","505,246,784.50","500,687,784.66","-16,798,376.80","-16,803,450.64","-16,803,450.64","-16,725,073.84",,"9,163,751.52","21,799,336.42","35,793,943.31","20,642,395.61","-59,199,862.82","-67,019,977.12","-77,052,789.05",,"-4,945,365.24","-21,116,899.98","-21,140,445.33","107,341,944.98","87,742,337.05","66,511,963.72","65,464,163.23","-30,853,666.66","-81,376,030.21","-90,775,748.84","5,947,105.57","98,620,180.55","75,086,591.66","435,158,806.89","432,710,907.14","178,448,794.44","958,357,950.47","1,294,592,954.06","1,109,261,119.10","-101,805,122.09","384,347,695.91"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,626,419.90","10,535,500.00","21,071,000.00"
四、汇率变动对现金的影响,"254,020.65","441,664.17","-231,958.35","-242,537.96","-292,639.50","-36,513.43","-843,002.29","-863,120.97","-2,553,584.80","-512,038.30","-1,059,833.91","-2,075,998.98","-2,325,163.03","55,106.83","713,338.62","1,202,893.81","174,647.34","-1,047,820.36","-3,975,631.05","-4,467,813.38","-5,991,606.60","369,277.07","710,971.13","892,664.15","919,596.02","1,450,760.32","1,802,445.93","3,698,444.73","3,093,345.93","-497,988.84","1,956,060.97","3,091,091.97","6,276,844.66","-584,479.92","-2,064,885.37","-4,082,994.09","-6,012,870.86","-5,411,700.74","2,101,694.02"
收到其他与投资活动有关的现金,"5,351,249.21",,,,,,,,,,,,"11,800,000.00",,,,"10,102,100.00",,"4,118,982.66","4,118,982.66","4,118,982.66",,"1,424,271.76","1,424,271.76","2,584,271.76","9,902,050.00","9,902,050.00","9,902,050.00","11,102,050.00",,,,,,"308,617,226.00","410,000,000.00","805,819,033.43","260,000,000.00","450,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
