科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"15,942,291.73","20,090,960.62","29,778,004.19","794,249,649.33","784,312,489.32","758,213,989.23","659,215,956.74","607,694,751.44","616,631,299.11","541,323,167.67","449,954,787.47","392,930,686.98","366,736,794.04","326,644,560.43","256,460,470.28","253,661,812.93","307,786,212.57","253,604,291.83","196,990,774.55","102,472,932.32","302,760,643.83","137,827,780.44","150,239,749.71","120,202,688.57","342,506,261.06","223,598,774.56","215,104,615.80","297,877,900.23","935,958,439.49","678,168,169.28","674,359,037.27","1,203,027,953.32","1,800,354,019.39","1,070,758,839.41","989,904,835.79","2,043,742,886.69","1,627,844,680.34","1,602,070,640.81"
短期借款,,,"26,000,000.00","26,000,000.00",,,,,,,,,,,,,,"104,000,000.00","45,100,000.00","103,000,000.00","202,900,000.00","245,000,000.00","330,000,000.00","382,000,000.00","432,000,000.00","460,000,000.00","630,000,000.00","795,445,200.00","967,974,400.00","890,844,082.00","1,481,524,800.00","1,194,711,200.00","1,393,745,338.69","1,433,858,405.71","2,044,325,121.62","2,411,600,975.57","2,451,565,680.00","2,570,291,083.16"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,000,000.00",,"940,000.00",,"6,372,330.00","3,200,000.00","3,200,000.00","33,450,000.00","10,070,000.00","6,197,200.00","4,428,880.00","15,646,880.00","7,900,000.00","500,000.00","2,850,000.00","3,060,000.00","43,750,000.00","23,636,872.00","10,635,209.95","19,900,000.00","18,062,382.29","14,895,000.00","27,034,593.00","40,969,235.20","60,055,849.60","49,492,156.60","9,596,210.00","141,030,332.79","106,729,597.50","145,056,294.09","183,225,482.11","173,779,694.67","100,246,665.88","111,119,086.92","86,879,407.38","758,305,955.58","310,446,440.91"
应付票据,,"500,000.00","3,360,000.00","3,360,000.00","7,500,000.00","7,500,000.00",,,,,,"10,900,000.00","17,337,000.00","7,020,440.00","20,023,937.00","49,872,978.30","60,763,021.80","117,326,182.74","117,679,198.36","121,929,232.14","156,462,895.80","151,659,368.71","144,503,625.87","209,730,748.64","298,420,592.79","285,472,277.60","248,097,754.22","342,130,612.46","784,416,508.69","1,037,924,076.59","1,355,804,166.92","1,985,119,214.17","2,674,706,536.47","2,124,064,697.97","1,581,343,938.71","1,675,075,940.66","1,378,977,895.44","1,247,525,361.77"
应收账款,"49,674,268.64","117,640,350.69","140,434,557.49","214,210,216.07","211,320,165.69","219,919,044.89","282,115,541.64","351,162,432.31","332,402,948.41","373,724,065.80","420,793,019.87","485,394,742.75","463,630,188.34","509,797,661.06","564,637,730.54","571,183,919.19","580,810,783.73","689,345,727.33","783,396,338.06","907,132,205.58","963,856,044.88","1,037,810,646.15","1,101,375,699.20","1,328,734,022.71","1,371,741,458.31","1,475,104,982.82","1,542,579,405.74","1,728,567,924.08","2,393,033,703.16","2,469,396,304.00","3,429,807,091.24","2,832,968,858.95","4,059,108,177.20","3,367,275,113.44","3,547,016,952.81","3,476,642,756.91","4,048,878,895.85","5,015,682,139.14"
应付账款,"22,761,415.38","35,827,677.20","58,825,828.55","67,391,117.62","64,575,618.15","61,145,710.87","79,135,788.78","88,882,807.16","128,805,906.42","122,901,163.26","126,230,394.46","191,868,774.89","191,315,799.24","177,528,957.61","195,244,701.55","176,313,793.77","171,140,098.55","218,513,780.44","234,578,342.67","334,783,783.57","357,689,716.64","376,065,213.48","489,641,583.21","578,292,269.86","568,721,369.66","434,647,985.94","634,811,545.18","854,160,753.29","1,355,884,288.18","1,108,967,493.26","1,295,713,845.39","1,035,835,610.04","2,117,373,298.25","1,549,772,925.43","1,505,921,326.99","1,544,395,693.72","2,429,538,146.43","2,733,691,147.56"
预付款项,"7,011,441.81","6,054,951.15","7,685,508.91","8,485,771.22","3,675,704.23","13,114,010.33","27,172,624.36","49,119,194.80","26,361,260.25","27,370,146.85","37,583,068.13","39,654,932.06","14,340,171.43","19,271,369.53","23,293,269.47","26,976,276.83","16,019,604.35","34,650,086.30","70,565,128.00","86,811,826.19","20,011,158.45","31,650,521.15","81,234,707.17","100,862,913.48","12,428,248.85","25,406,992.55","56,078,523.20","172,513,596.44","98,900,806.40","128,752,735.66","115,323,226.27","894,774,474.62","446,157,965.80","175,977,843.27","391,988,267.91","482,919,052.71","475,373,673.12","584,830,122.63"
预收款项,"18,019,655.00","13,610,314.00","9,753,134.00","8,039,291.00","3,349,040.00","2,545,000.00","2,765,040.00","21,110,227.10","10,700,209.23","16,258,332.82","7,701,529.32","27,655,331.50","4,083,185.30","10,043,346.26","12,660,555.97","17,274,402.36","21,343,594.30","62,895,327.70","43,283,902.97","85,572,625.60","117,832,224.86","104,237,452.01","75,661,933.66","96,785,427.88","68,145,395.20","150,725,003.92","79,453,314.12","45,692,187.53","253,710,701.09","143,929,182.89","240,687,727.80","313,760,372.29","555,466,547.33","218,711,371.00","227,708,687.10","517,121,595.87","425,543,214.59","530,650,572.28"
