科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"152,766,576.08","134,235,923.34","103,058,331.01","117,441,948.41","133,656,849.08","247,672,157.03","841,315,644.68","414,525,565.90","248,717,474.81","423,273,271.38","637,590,246.95","804,360,148.10","566,330,277.36","721,888,335.57","800,590,353.49"
短期借款,"40,000,000.00",,,,,,,,,"26,000,000.00","96,000,000.00","254,000,000.00","304,000,000.00","243,000,000.00","403,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"207,229.26","207,229.26"
交易性金融负债,,"88,926.06","442,180.52","1,137,497.21","385,497.39",,,,,,,,,"224,322.38","224,322.38"
应收票据,"29,376,527.70","22,255,270.87","9,923,134.20","4,204,605.61","6,143,503.60","4,927,607.00","8,202,500.00","10,550,700.00","6,448,314.00","10,596,540.57","7,556,550.00","24,718,632.40","7,604,486.90","2,392,573.40","7,017,520.00"
应付票据,"122,016,965.00","194,516,134.36","24,278,594.11","85,664,905.00","100,288,840.00","113,229,596.50","179,871,418.03","186,374,296.53","142,365,082.90","124,739,192.00","139,194,123.90","126,596,939.90",,"225,756,219.70",
应收账款,"87,763,984.88","92,347,862.01","111,815,423.05","223,768,583.55","191,163,906.86","99,002,203.40","146,138,211.07","259,962,599.88","275,981,949.61","278,757,851.62","390,422,934.66","591,496,693.16","544,075,788.87","430,518,225.71","548,147,907.30"
应付账款,"108,385,255.63","132,322,033.69","141,379,921.78","132,088,373.14","116,302,942.82","117,515,742.85","152,733,229.44","167,549,871.03","157,864,950.67","216,974,778.58","211,658,906.18","259,382,242.48",,"365,529,665.90",
预付款项,"56,260,843.41","52,403,552.94","29,962,612.96","17,486,558.68","42,565,891.64","67,148,317.81","87,645,133.52","84,176,773.18","195,956,790.38","166,547,445.51","112,565,741.53","205,171,552.00","227,480,225.94","215,715,560.02","294,007,305.30"
预收款项,"121,817,770.36","127,232,753.22","117,708,418.71","17,791,453.38","28,043,661.10","210,887,159.20","92,539,290.97","39,418,449.99","69,365,766.58","212,665,348.30","123,993,872.87","108,380,298.32","166,773,962.58","304,575,964.52","239,234,376.88"
其他应收款,"6,048,758.64","14,195,089.26","11,624,617.16","12,730,348.52","10,315,982.73","12,227,207.70","15,766,584.68","19,389,134.23","24,983,764.05","31,516,903.61","38,133,936.39","46,072,065.68","61,899,621.52","23,387,148.54","39,465,843.62"
应付职工薪酬,"13,784,735.14","17,464,135.75","19,957,572.95","17,898,294.11","15,654,227.19","22,772,910.79","14,447,372.16","17,968,950.64","25,730,043.07","29,904,152.99","18,205,056.73","30,320,778.24","33,782,725.09","34,393,579.03","24,446,825.19"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"10,088,284.56","6,690,621.10","9,564,525.48","21,638,679.60","8,660,671.22","6,733,834.61","15,756,227.42","18,695,925.03","13,895,965.65","12,841,314.33","14,220,636.20","31,390,111.67","9,753,313.51","28,176,136.63","25,987,337.97"
应收利息,,,,,,,,,,,,,,"476,568.07",
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"168,954,148.96","294,768,738.74","185,642,010.55","136,883,593.06","119,228,268.15","190,015,754.36","225,472,068.65","195,042,407.08","193,707,593.42","379,779,291.41","434,662,036.40","282,364,122.60","438,218,032.62","666,570,804.40","644,149,319.86"
其他应付款,"3,486,342.71","5,353,034.65","7,254,340.24","9,505,747.96","8,328,636.06","9,572,251.04","25,827,601.66","10,197,665.58","4,983,274.14","10,732,991.76","34,229,794.86","41,165,882.56","46,337,541.30","51,465,190.75","47,045,639.34"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,"62,951.01","97,427.00",,"48,712.60","41,040.40","130,689.00","89,673.00","48,657.00",,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"15,484,215.38","59,237,239.86","120,294,754.57","102,805,283.17","83,861,079.87","170,940,695.14","130,109,975.52","516,775,491.01","567,415,877.38","476,200,056.34","244,086,647.51","8,305,062.15","17,063,314.96","47,480,777.08","28,857,094.70"
其他流动负债,,,,,,,,,,,"34,348.00",,,,"4,203,647.26"
流动资产合计,"516,655,055.05","669,443,677.02","572,383,834.51","615,418,348.00","586,935,481.93","791,982,655.04","1,454,691,158.52","1,500,553,360.28","1,513,301,436.65","1,766,720,017.44","1,865,018,093.44","1,962,488,276.09","1,862,671,748.17","2,108,160,653.98","2,362,442,573.53"
流动负债合计,"419,579,353.40","483,667,638.83","320,585,553.79","285,724,950.40","277,664,475.78","480,711,494.99","481,175,139.68","440,205,158.80","414,205,083.01","633,857,777.96","637,536,738.74","851,236,253.17","930,596,045.00","1,253,121,078.91","1,415,472,568.32"
可供出售金融资产,"2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00","2,820,000.00"
长期借款,,,"1,000,000.00","1,000,000.00","1,000,000.00","31,000,000.00","31,000,000.00","31,000,000.00","31,000,000.00","31,000,000.00","31,000,000.00","31,000,000.00","31,000,000.00",,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,"3,557,000.44","4,346,071.72","4,346,071.72","4,283,253.85","4,265,215.09","3,332,022.43","4,440,207.52","4,462,129.11","4,195,810.51","3,865,193.55","3,865,193.55","4,562,335.92","4,562,335.92"
专项应付款,"1,469,250.00","2,448,371.00","2,426,281.00",,,,,,,,,,,,
投资性房地产,,"1,408,560.01","1,242,832.94","1,159,756.73","1,118,218.28","1,076,680.52","1,035,142.42","993,604.33","952,066.24","911,799.83","870,189.74","828,579.65","786,969.56","745,359.47","703,749.38"
预计负债,"2,221,471.24","2,610,404.43","2,611,390.35","19,320,984.39","21,474,200.38","5,439,079.86","22,637,160.92","36,045,069.00","40,157,762.62","14,181,513.19","40,682,081.77","52,323,785.35","57,901,324.71","11,615,382.36","30,512,211.27"
