科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"350,934,746.96","713,914,951.29","1,219,467,915.80","1,835,024,211.49","638,464,742.71","1,271,850,153.78","1,886,923,085.72","2,295,410,762.40","166,131,791.02","327,926,341.85","475,036,778.83","534,999,542.84","30,951,054.72","53,070,222.59","67,006,536.20","68,485,933.61","1,302,884.94","2,387,557.64","3,497,226.08","4,813,819.74","1,637,412.39","3,200,842.23","6,270,899.75","104,954,271.07","175,317,814.84","425,314,073.73","606,845,554.89","721,757,334.54","18,595,434.92","24,122,428.29","33,702,901.07","67,194,613.97","8,574,426.52","16,994,189.98","32,203,781.04","170,618,870.76","18,775,731.78","42,719,787.19","86,835,898.51","297,563,205.88","20,412,601.37","92,777,210.59","166,004,632.25","412,929,685.18","38,662,918.57","86,408,127.15"
二、营业利润,"-84,509,374.42","-192,691,017.05","-231,767,802.21","-220,895,047.54","5,619,113.60","-981,993.00","2,473,549.39","-15,483,448.62","-515,918,542.43","-988,714,194.71","-1,345,772,958.67","-1,927,228,499.04","-15,071,301.78","-26,572,866.34","-36,632,278.44","-53,418,796.43","-11,492,156.85","-25,674,755.37","-37,708,845.50","-57,883,388.12","-9,785,840.03","-20,092,799.51","-28,042,629.35","-36,433,900.65","-8,064,342.23","-16,172,312.98","-25,078,443.04","-34,333,781.83","-11,935,315.33","-29,200,748.36","-45,011,583.61","-106,180,314.39","-14,353,961.97","-28,771,303.47","-37,953,552.79","-599,926.54","-16,100,242.63","-27,971,553.53","-37,907,140.37","21,931,533.98","-16,939,912.67","-17,112,598.42","-4,145,087.83","42,111,282.37","-15,901,520.93","-29,081,659.75"
减:营业成本,"287,641,289.12","624,609,389.24","1,073,276,599.10","1,571,600,295.31","498,782,428.80","1,021,522,265.72","1,546,471,826.11","1,894,975,923.11","149,366,014.10","286,465,677.31","416,319,414.39","490,658,086.96","42,941,693.87","63,126,116.09","74,044,291.62","68,537,993.90","703,781.51","1,320,454.13","1,930,200.02","2,534,992.64","823,114.74","1,568,422.83","2,481,472.10","99,176,666.84","171,696,134.42","416,931,639.58","593,702,277.41","705,283,674.33","16,967,849.64","20,694,968.54","28,101,329.99","41,589,916.58","6,847,311.07","13,726,784.03","22,510,164.17","105,964,203.47","13,906,341.16","29,635,099.30","60,721,466.44","171,353,702.43","13,661,939.15","57,548,559.99","87,324,194.69","236,138,140.41","27,037,292.36","54,988,069.52"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"118,230.36","207,385.76","723,181.94","1,162,565.69","376,363.78","730,870.40","1,078,170.36","1,350,438.85","79,448.39","148,768.94","167,562.68","227,082.90","83,698.98","144,511.63","204,179.19","240,775.24","68,318.93","128,706.91","202,018.88","277,592.98","90,771.66","196,492.79","278,135.90","405,828.23","130,534.33","306,072.99","479,895.01","631,598.09","145,657.42","305,056.06","466,063.30","810,891.17","208,938.78","431,371.98","696,055.78","1,893,132.09","226,431.13","327,665.48","419,296.65","6,346,598.03","1,686,572.28","3,440,587.87","5,077,433.45","8,682,608.28","1,671,794.46","3,165,362.13"
营业外收入,"62,863.97","26,508,484.84","26,302,176.76","33,253,310.46","128,546.08","16,606,940.75","16,657,146.06","41,205,594.78","11,929,921.31","21,675,381.75","24,333,051.68","30,699,741.49","993,776.63","1,498,894.19","2,371,143.29","99,722,291.49","130,249.52","5,359,034.43","6,298,633.07","25,564,071.89","18,381,967.91","21,589,540.57","21,597,683.47","45,001,996.66","3,760.00","6,910.00","15,656.00","38,079.51","2,790.00","5,636.00","7,066.61","218,845.11","135,687.94","202,125.70","6,894,259.29","10,203,403.70","178,782.03","925,336.47","1,209,781.48","1,579,150.11","75,039.93","595,747.12","1,086,935.66","52,268.88","3,900.00","5,060.00"
销售费用,"15,277,164.85","34,466,023.15","54,769,496.30","78,077,756.03","34,595,241.97","57,537,054.37","74,762,130.57","85,357,082.99","6,483,776.91","11,519,621.20","19,349,107.17","19,534,109.88","784,462.40","1,500,891.84","2,431,197.10","2,433,653.94",,,,,,,,,,,,,,"29,139.90","881,489.55","2,325,586.47","1,327,682.96","2,815,991.42","4,486,403.06","7,973,715.40","1,987,875.05","4,256,799.17","7,174,730.57","12,669,948.58","1,948,647.52","4,396,989.11","7,069,966.85","10,789,525.03","1,957,298.35","4,318,907.59"
减:营业外支出,"156,678.80","753,592.36","953,094.65","2,240,986.26","159,071.80","1,715,761.84","1,984,058.81","5,627,887.86","21,859.79","624,181.73","720,956.62","27,791,685.52","2,157,328.09","6,959,280.02","8,876,336.52","10,913,159.06","2,001,320.07","4,932,237.27","7,057,672.28","8,544,981.55","1,515,600.93","3,614,371.31","4,723,797.61","5,402,044.93","775,527.52","1,558,356.01","2,336,082.94","2,905,691.97","1,501.50","1,564.36","1,564.36","117,387.92","19,000.00","19,100.00","19,100.00","71,008.40",,"182,354.70","182,354.70","182,354.70",,"58,248.76","2,058,248.60","2,048,000.00","150,000.00","465,859.54"
管理费用,"111,476,700.74","213,747,164.81","261,626,538.52","313,909,621.95","68,965,395.70","138,837,697.26","191,634,950.11","237,430,482.59","129,617,232.18","281,697,664.73","359,568,381.79","410,397,193.14","2,603,944.47","13,273,468.79","25,345,902.57","41,292,671.41","10,437,237.41","23,631,787.30","34,830,031.08","37,134,986.67","9,084,460.23","18,725,394.21","27,615,553.19","27,844,248.27","7,394,475.92","15,933,326.57","24,541,418.64","33,677,769.08","8,145,863.40","20,905,208.24","30,718,684.35","48,961,390.15","12,915,416.03","26,085,856.13","39,945,583.60","63,110,403.11","17,774,503.37","35,337,965.34","55,749,684.88","87,092,603.10","16,355,652.40","33,021,824.31","47,918,576.68","77,625,938.52","15,484,963.65","34,820,959.31"
其中:非流动资产处置净损失,,"747,009.63","747,009.63","2,230,101.23",,,,"5,304,435.00",,"235,406.99","266,065.00","1,235,496.79","36,601.27","1,235,496.79","43,669.27","8,265,700.08",,,,,,"515,131.96",,"5,370,644.47",,,,"2,905,691.97","1,501.50","1,501.50","1,501.50","1,501.50",,,,"23,934.50",,"86,451.70","86,451.70","86,451.70",,"10,248.60","10,248.60",,,
