科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"208,949,350.01","239,247,236.11","482,709,623.23","379,047,562.91","652,330,295.31","887,393,199.57","179,942,580.54","333,283,201.90","493,525,396.14","786,128,410.09","184,723,541.12","369,202,392.87","612,589,892.17","780,206,220.75","150,754,242.08","323,863,512.51","542,977,519.39","728,432,076.06","180,430,879.55","350,917,096.36","594,514,378.92","673,486,116.65","163,900,363.62","353,283,166.52","595,096,917.90","804,394,881.49","203,106,991.65","521,114,332.00","777,339,565.07","1,043,934,527.47","275,304,040.75","605,664,527.91","899,005,460.13","1,229,809,896.42","383,216,549.80"
取得子公司及其他营业单位支付的现金净额,,,"1,000,000.00",,,,,,,,,,,,,,,"48,971,094.60",,,,,,,,,,,,,,,,,
收到的税费返还,,"104,657.07",,,,,,,,,"397,487.66","397,487.66","397,487.66",,,,,,"80,580.90","80,580.90","80,580.90","359,448.23",,,,"335,638.27",,"156,629.37","156,629.37","249,119.64",,"28,976.34","28,976.34","3,454,943.05","2,000.00"
支付其他与投资活动有关的现金,"12,000,000.00","18,000,000.00","28,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,223,887.81","1,891,382.58","2,121,926.98","1,664,829.10","2,844,830.19","5,128,023.52","6,827,037.82","8,133,005.73","9,966,376.25","10,936,883.70","870,666.07","1,849,615.01","2,496,596.36","4,090,747.70","9,234,907.49","7,692,351.01","8,333,060.10","5,030,290.34","941,451.65","1,779,718.26","2,228,900.77","2,503,461.31","1,044,272.16","1,452,199.54","1,780,202.06","3,862,785.42","517,430.08","3,333,460.87","5,861,632.47","26,997,227.08","148,178.98","5,367,252.41","6,288,895.30","18,101,676.44","678,957.26"
投资活动现金流出小计,"27,933,218.60","70,222,019.16","88,981,276.26","22,078,855.61","17,788,750.23","30,207,069.41","11,335,659.01","26,802,182.41","36,124,347.69","28,123,171.43","6,589,174.27","7,960,084.62","6,186,604.19","10,496,249.25","2,963,105.83","2,561,404.84","5,421,651.61","67,198,105.00","56,906,271.44","64,496,731.19","70,479,915.73","74,078,950.55","5,918,797.16","7,693,106.94","10,073,374.38","56,092,149.88","38,339,721.69","55,938,225.64","80,072,091.31","125,490,518.62","48,409,707.53","57,757,287.91","53,709,390.65","120,010,726.70","5,522,771.89"
经营活动现金流入小计,"211,173,237.82","241,243,275.76","484,831,550.21","380,712,392.01","655,175,125.50","892,521,223.09","186,769,618.36","341,416,207.63","503,491,772.39","797,065,293.79","185,991,694.85","371,449,495.54","615,483,976.19","784,296,968.45","159,989,149.57","331,555,863.52","551,310,579.49","733,462,366.40","181,452,912.10","352,777,395.52","596,823,860.59","676,349,026.19","164,944,635.78","354,735,366.06","596,877,119.96","808,593,305.18","203,624,421.73","524,604,422.24","783,357,826.91","1,071,180,874.19","275,452,219.73","611,060,756.66","905,323,331.77","1,251,366,515.91","383,897,507.06"
投资活动产生的现金流量净额,"5,643,750.89","-48,222,019.16","-70,981,083.95","5,947,221.31","10,237,326.69","-2,180,992.49","-11,335,659.01","-26,779,624.72","-36,035,097.69","-27,990,438.52","-6,165,911.42","-2,886,894.09","-4,247,184.07","-8,465,631.20","163,342.71","870,081.70","-1,986,073.22","-54,316,853.02","-56,278,206.18","-58,427,940.70","-65,004,524.97","-67,006,488.15","-5,918,797.16","-7,341,563.65","-9,541,036.94","-54,978,058.19","-38,308,483.71","-54,798,103.66","-79,375,238.26","-120,804,250.70","-25,385,348.56","-34,172,740.17","-30,287,552.51","-94,564,315.01","-5,413,829.80"
购买商品、接受劳务支付的现金,"155,012,660.83","199,304,475.47","455,779,300.88","393,153,858.12","749,587,287.99","885,920,245.66","193,710,355.39","341,600,990.77","469,927,911.28","715,509,507.42","118,228,817.54","282,692,636.52","437,661,531.21","632,168,355.12","151,659,744.46","318,119,505.01","466,586,384.71","560,294,772.21","111,994,599.66","275,286,732.51","441,988,650.46","488,818,178.45","148,271,258.22","330,203,409.65","608,898,779.95","798,073,869.55","198,353,491.46","447,960,383.19","699,547,803.39","903,447,166.78","149,327,550.96","404,134,855.56","590,011,311.84","803,615,176.37","294,622,413.70"
吸收投资收到的现金,"1,750,900.00",,"46,288,026.00",,,,"314,432,650.10","314,432,650.10","314,432,650.10","314,432,650.10",,,,,,,,,,"6,500,000.00","6,500,000.00","6,500,000.00",,,,,,,,,,,,,
