科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
负债合计,"112,818,182.89","209,907,697.90","456,939,141.54","632,244,367.28","711,241,250.75","793,132,030.46","394,687,328.11","381,546,765.37","434,740,104.99","547,314,923.49","646,720,221.36","563,916,543.57"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"66,000,000.00","99,000,000.00","99,000,000.00","99,000,000.00","99,000,000.00","132,000,000.00","132,000,000.00","198,000,000.00","202,602,108.00","202,602,108.00","202,602,108.00","201,134,326.00"
油气资产,,,,,,,,,,,,
资本公积,"81,434,832.50","134,320,990.99","134,320,990.99","134,320,990.99","134,320,990.99","563,195,880.82","563,195,880.89","497,195,880.82","554,630,188.66","558,688,680.39","561,093,972.12","544,834,177.98"
无形资产,"19,538,567.62","52,907,117.57","52,045,435.70","63,926,566.30","91,801,053.23","91,140,591.25","86,977,607.15","86,206,524.62","85,580,684.90","81,989,661.68","81,166,876.30","80,488,264.09"
盈余公积,"14,648,735.85","6,710,108.91","16,357,668.14","16,357,668.14","16,357,668.14","22,779,385.08","22,779,385.08","22,779,385.08","22,779,385.08","25,094,676.25","25,094,676.25","25,094,676.25"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,"62,036,415.84","62,036,415.84","62,036,415.84","42,250,714.48"
商誉,,,,,,,,,,,,
未分配利润,"61,864,135.52","49,686,049.91","133,152,572.73","170,253,637.77","179,393,990.31","193,611,026.51","199,734,085.38","202,949,332.45","209,205,589.22","201,795,931.34","216,125,476.87","229,349,729.58"
长期待摊费用,"2,966,893.14","2,193,322.12","1,451,779.49","1,054,258.37","284,973.70","274,547.83","317,540.79","253,696.09","243,270.22","232,844.35","304,219.75","297,543.33"
少数股东权益,"-183,581.31",,,,,,,,,,,
递延所得税资产,"1,237,777.06","1,337,836.31","3,073,045.16","2,627,718.56","2,677,176.61","6,766,273.72","6,766,273.72","7,627,497.77","7,371,319.40","6,937,702.01","9,729,603.21","7,109,991.89"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"1,498,000.00","9,149,000.00","5,355,049.13","34,000,641.42","4,266,064.07","3,971,985.14","6,606,978.34","6,379,068.44","6,436,606.90","4,440,604.01","730,014.36","930,921.36"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"167,944,279.86","314,505,069.36","644,031,518.70","832,807,976.40","900,288,407.52","901,333,843.65","940,641,657.11","907,530,160.95","906,528,516.07","943,834,246.63","954,611,689.42","929,597,388.98"
所有者权益(或股东权益)合计,"223,744,893.77","289,611,933.71","382,874,767.09","420,019,344.94","429,206,408.72","911,691,095.79","917,822,213.05","921,045,144.38","927,649,586.60","926,374,803.45","943,229,674.92","958,547,943.81"
资产总计,"336,563,076.66","499,519,631.61","839,813,908.63","1,052,263,712.22","1,140,447,659.47","1,704,823,126.25","1,312,509,541.16","1,302,591,909.75","1,362,389,691.59","1,473,689,726.94","1,589,949,896.28","1,522,464,487.38"
负债和所有者(或股东权益)合计,"336,563,076.66","499,519,631.61","839,813,908.63","1,052,263,712.22","1,140,447,659.47","1,704,823,126.25","1,312,509,541.16","1,302,591,909.75","1,362,389,691.59","1,473,689,726.94","1,589,949,896.28","1,522,464,487.38"
