科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"40,421,725.92","77,483,503.10","124,412,975.26","204,641,237.72","36,088,485.20","76,094,184.06","103,971,644.56","183,769,544.13","22,404,984.85","67,021,076.85","108,333,277.41","184,457,552.91","15,442,655.50","83,405,187.40","121,189,405.60","228,454,968.36","37,579,550.03","97,727,029.89","225,582,329.84","423,812,207.72","53,364,462.27","161,069,227.92","265,820,286.36","534,078,760.45","105,304,875.45","228,965,880.44","337,042,096.67","552,167,902.95","121,237,717.00","290,947,973.30","459,585,281.01","692,733,832.36","133,453,127.41","406,789,654.20","634,223,100.42","1,125,216,931.11","236,349,656.60","587,814,090.15","1,040,116,772.70","1,893,560,789.17","485,217,528.92","1,043,740,279.60","1,372,712,820.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"3,394,013.93","3,394,013.93",,"1,139,165.46","1,139,165.46","1,139,165.46",,"4,277,018.82","4,277,018.82","4,277,018.82","675,971.20","675,971.20","675,971.20",,,,"1,220,646.07","4,679,849.84",,"1,884,323.45","2,670,527.70","7,502,605.26","1,384,052.79","4,897,890.70","10,669,389.86","14,211,420.55","2,582,812.22","8,381,247.96","12,357,725.45","16,351,242.72","3,573,403.04","8,633,367.68","10,209,066.05","10,209,066.05","6,305,980.50","9,410,834.50","11,796,088.88","13,454,105.14","1,596,964.11","3,405,048.37","8,293,350.96"
支付其他与投资活动有关的现金,,,,,,,,,,,"171,185.13",,,,"10,896,629.96",,,"363,249.00","363,249.00",,,,,,,,,,,,,,,,"24,000.00",,,"458,730.00","458,800.00",,,,800.00
收到其他与经营活动有关的现金,"76,172.48","140,154.40","217,223.38","592,607.42","490,164.11","1,942,448.46","2,373,353.92","8,278,647.15","373,273.90","1,068,204.52","1,481,638.24","5,262,519.81","629,628.60","1,645,881.87","2,825,105.97","4,653,240.33","767,501.90","1,497,891.35","69,157,023.22","31,367,782.32","2,919,757.13","14,943,381.60","16,463,203.36","49,176,786.39","25,600,377.41","76,983,364.55","78,839,705.52","158,263,193.12","10,774,450.60","51,533,244.48","64,590,025.14","72,946,122.42","12,155,298.30","6,463,117.81","105,114,967.88","58,586,361.73","6,746,780.97","20,605,635.20","59,030,630.02","60,902,184.53","241,389,078.68","510,635,987.11","759,351,030.57"
投资活动现金流出小计,"4,516,929.00","11,918,087.49","12,981,924.49","13,214,968.18","231,534.00","14,917,543.25","21,989,511.75","24,811,809.75","241,412.00","3,986,628.00","26,244,241.38","76,427,179.45","56,455,624.79","79,249,272.82","151,042,288.24","210,951,000.85","22,574,815.15","37,214,321.54","394,087,502.33","472,383,196.30","50,216,221.37","104,409,432.46","171,191,284.96","230,073,380.18","46,722,565.99","86,661,585.60","867,620,754.68","1,072,659,719.48","41,282,057.72","243,331,722.60","464,745,933.24","685,314,589.54","311,753,098.07","660,607,286.05","801,347,916.18","901,302,943.32","180,315,901.17","570,219,244.41","1,586,715,333.47","2,081,491,433.68","121,435,146.65","255,854,674.89","406,954,991.87"
经营活动现金流入小计,"40,497,898.40","77,623,657.50","128,024,212.57","208,627,859.07","36,578,649.31","79,175,797.98","107,484,163.94","193,187,356.74","22,778,258.75","72,366,300.19","114,091,934.47","193,997,091.54","16,748,255.30","85,727,040.47","124,690,482.77","233,108,208.69","38,347,051.93","99,224,921.24","295,959,999.13","459,859,839.88","56,284,219.40","177,896,932.97","284,954,017.42","590,758,152.10","132,289,305.65","310,847,135.69","426,551,192.05","724,642,516.62","134,594,979.82","350,862,465.74","536,533,031.60","782,031,197.50","149,181,828.75","421,886,139.69","749,547,134.35","1,194,012,358.89","249,402,418.07","617,830,559.85","1,110,943,491.60","1,967,917,078.84","728,203,571.71","1,557,781,315.08","2,140,357,201.56"
投资活动产生的现金流量净额,"5,530,249.00","-1,853,409.49","-2,717,246.49","-2,950,290.18","-231,534.00","-14,577,543.25","-21,649,511.75","-24,471,809.75","2,269,588.00","-1,175,628.00","-23,287,601.38","-73,061,539.45","-56,455,624.79","-79,208,372.82","-151,001,388.24","-203,942,732.85","-22,574,815.15","-32,714,591.94","-388,885,772.73","-425,222,696.30","-48,950,341.37","-99,183,552.46","-165,848,254.75","-222,542,849.97","-46,688,565.99","-86,582,585.60","-165,128,599.89","-144,838,465.53","-41,281,867.72","-243,281,532.60","-323,637,306.08","-371,058,494.55","-50,470,000.41","-167,423,761.60","-175,720,162.55","-235,302,749.13","-160,051,613.71","-529,793,718.23","-1,546,289,807.29","-2,040,787,780.50","-121,379,855.90","-250,768,717.45","-401,195,805.37"
购买商品、接受劳务支付的现金,"10,029,071.44","27,293,809.49","58,326,939.30","85,432,874.27","34,928,684.47","58,638,150.34","76,499,222.04","93,781,755.29","13,922,330.45","26,169,180.51","39,211,827.33","52,137,855.06","12,953,172.64","30,484,260.05","57,312,165.14","87,580,844.24","26,394,795.96","64,187,527.34","199,957,211.51","353,153,375.92","91,517,226.19","173,325,237.96","244,336,958.28","347,592,906.78","72,872,731.47","131,800,713.93","218,018,109.09","300,011,796.78","78,140,295.48","164,073,881.71","260,551,883.44","404,598,686.93","121,178,695.93","215,732,442.50","330,653,615.90","470,169,538.52","142,526,080.68","384,618,774.68","751,762,928.51","1,055,070,279.01","263,644,752.94","675,349,546.30","898,174,807.12"
吸收投资收到的现金,,,,"254,817,090.00",,,,,,,"45,000,000.00","45,000,000.00","22,500,000.00","22,500,000.00","22,500,000.00","22,500,000.00",,"1,004,499,990.00","1,004,499,990.00","1,004,499,990.00",,,,,,,,"140,000,000.00",,,,,,,,"340,000,000.00","560,000,000.00","560,000,000.00","560,000,000.00","1,510,000,000.00",,,
