科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"132,154,483.13","106,841,291.98","125,559,186.78","112,932,469.66","90,796,900.57","221,550,931.11","139,751,856.29","80,699,637.79","80,775,946.23","120,807,961.95","176,590,128.69","143,158,751.07","110,085,385.50","283,244,906.84","200,354,372.16"
短期借款,"9,000,000.00","10,050,000.00","39,000,000.00","58,850,000.00","52,850,000.00","34,250,000.00","21,500,000.00","12,500,000.00","15,380,000.00","2,800,000.00","24,620,000.00","20,100,000.00","20,100,000.00","50,000,000.00","50,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,"150,000.00","2,660,000.00","4,503,633.72","1,550,000.00","250,000.00","3,790,000.00","3,790,000.00","400,000.00","2,600,000.00","2,652,000.00","1,224,500.00","8,340,916.66","6,302,628.06"
应付票据,,"1,409,800.00","697,200.00","2,264,450.00","1,225,435.00","5,670,665.00","3,160,500.00","903,500.00","1,500,000.00","2,285,622.00","1,442,000.00","7,236,980.69",,"4,604,300.00",
应收账款,"85,848,397.61","111,453,042.58","145,474,923.36","180,036,091.41","195,606,493.53","213,017,144.94","177,951,803.41","195,008,360.22","209,840,397.20","233,597,424.17","211,191,918.14","273,427,429.49","304,360,171.36","323,480,795.48","309,684,108.95"
应付账款,"11,865,387.31","9,728,418.38","20,017,869.78","26,802,645.69","26,440,422.30","39,561,110.06","29,432,594.62","38,181,050.12","38,351,850.14","47,943,504.88","44,624,407.18","63,423,354.84",,"88,890,729.28",
预付款项,"2,157,902.50","7,296,043.62","6,451,224.74","8,618,480.84","10,459,336.66","11,425,798.82","15,811,929.31","14,926,969.12","21,163,135.13","12,255,869.85","34,889,744.57","33,542,721.01","45,922,032.79","20,017,531.63","36,333,020.56"
预收款项,"22,010,008.76","19,290,561.76","14,231,933.15","16,911,778.61","22,165,339.36","21,498,399.30","29,489,872.84","22,022,121.18","30,703,257.38","30,240,847.63","38,753,642.08","32,581,771.90","64,064,965.32","40,728,044.04","47,773,536.40"
其他应收款,"5,868,445.63","9,476,057.97","11,634,030.97","25,196,586.73","33,225,474.65","28,449,998.09","27,166,133.91","44,265,642.30","49,927,069.95","44,364,133.95","53,527,997.15","56,940,715.84","55,721,571.26","37,801,279.67","37,547,405.77"
应付职工薪酬,"20,140,901.47","25,607,279.00","23,852,970.15","23,853,494.78","26,521,928.61","33,118,844.10","24,730,351.47","31,255,949.98","38,326,379.83","49,606,699.54","32,297,109.05","36,092,657.81","41,984,066.89","70,392,490.45","31,521,691.30"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"5,792,233.66","5,862,249.78","7,406,898.27","6,450,698.22","4,994,551.25","9,684,487.62","3,645,121.23","6,765,161.42","6,304,841.78","11,730,103.09","6,452,579.70","17,431,776.38","11,700,610.46","15,425,959.25","16,250,659.49"
应收利息,"48,829.86","1,484,921.49","1,638,173.50","479,745.92","479,745.92","1,460,335.47","393,332.01",,,,,,,,
应付利息,,,,,,,,,,,,,,"219,004.17",
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"8,198,466.30","9,046,622.09","8,377,472.17","8,402,969.09","8,973,934.88","10,182,147.27","14,757,890.86","7,957,660.77","8,632,910.93","7,571,238.98","11,013,766.25","15,772,604.86","34,066,480.14","19,109,545.95","18,817,266.51"
其他应付款,"432,528.45","1,790,826.19","1,094,767.84","958,810.67","4,638,245.79","4,574,699.31","4,202,610.68","4,351,385.89","4,266,160.18","5,805,246.84","51,271,815.78","51,003,329.19","4,384,952.44","52,806,645.03","37,198,392.54"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"158,946.46","1,701,925.34","1,849,685.08","3,544,008.83","31,952,317.64","29,338,308.73","73,639,258.18","108,054,083.84","97,055,525.02","7,946,074.97","7,595,778.24","7,099,153.01","8,386,495.44","12,221,640.28","13,461,637.22"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"234,435,471.49","247,299,905.07","301,134,696.60","341,870,352.48","375,997,837.57","516,974,664.43","449,722,203.97","454,702,354.04","471,184,984.46","426,942,703.87","497,409,333.04","532,593,375.28","559,766,636.49","704,216,616.51","622,500,439.23"
流动负债合计,"69,241,059.65","73,739,135.11","106,301,639.19","136,091,877.97","138,835,922.31","148,358,205.39","116,161,050.84","115,979,168.59","134,832,489.31","150,412,023.98","199,461,553.79","227,869,870.81","217,194,911.03","322,848,168.05","252,987,294.64"
可供出售金融资产,,,,,,,,,,"69,670,000.00","20,000,000.00","57,000,000.00","71,000,000.00",,"6,000,000.00"
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"31,305,072.72","31,902,441.26","32,873,943.55","30,665,512.04"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"15,158,347.96","19,768,915.08","22,331,039.13","24,131,035.99","24,269,873.67","24,944,141.28","25,734,338.65","34,245,096.36","35,960,474.23","36,772,363.29","38,910,512.72","25,728,463.82","28,381,023.25","29,400,956.67","28,368,190.93"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,"50,183,647.32",,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"3,564,476.90","2,881,075.17","2,761,666.71","2,220,602.58","2,021,210.14","6,777,757.70","6,622,965.26","6,175,927.92","5,227,320.75","8,076,892.86","10,740,819.20","5,444,931.70","50,183,647.32","3,119,500.89","2,820,625.11"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"72,805,536.55","76,620,210.28","109,063,305.90","138,312,480.55","140,857,132.45","155,135,963.09","122,784,016.10","122,155,096.51","140,059,810.06","158,488,916.84","210,202,372.99","233,314,802.51","267,378,558.35","325,967,668.94","255,807,919.75"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"83,333,333.00","83,333,333.00","83,333,333.00","83,333,333.00","83,333,333.00","111,133,333.00","111,133,333.00","111,133,333.00","111,133,333.00","111,133,333.00","114,852,000.00","114,852,000.00","114,852,000.00","114,852,000.00","115,252,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"84,847,815.14","84,847,815.14","84,610,954.31","86,389,771.50","96,975,250.03","185,218,085.15","185,215,695.15","185,223,232.30","185,385,232.30","185,510,049.06","228,498,548.57","231,156,753.97","232,593,617.61","238,878,810.18","244,638,397.42"
无形资产,"4,716,437.92","5,052,131.25","5,484,320.10","4,792,584.82","5,055,697.24","5,855,613.25","5,303,672.69","4,868,853.89","4,419,601.10","4,151,311.95","3,770,685.54","4,502,778.02","4,377,206.02","3,954,786.02","3,798,326.42"
盈余公积,"4,325,953.42","7,263,066.98","10,302,815.31","10,302,815.31","10,302,815.31","12,476,131.96","12,476,131.96","12,476,131.96","12,476,131.96","15,110,110.05","15,110,110.05","15,110,110.05","15,110,110.05","18,114,158.98","18,114,158.98"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"45,590,857.42","45,590,857.42","45,590,857.42","45,404,924.07","31,613,028.25"
商誉,"16,145,307.08","16,145,307.08","16,145,307.08","16,145,307.08","16,145,307.08","17,937,539.70","17,937,539.70","17,937,539.70","17,937,539.70","17,937,539.70","17,937,539.70","376,303.31","376,303.31","376,303.31","376,303.31"
未分配利润,"31,483,148.19","50,203,940.04","78,482,257.50","88,107,786.58","90,115,673.92","103,379,638.22","80,035,570.96","83,637,008.39","89,067,165.30","97,627,682.64","78,687,843.70","125,631,150.44","133,608,688.38","143,204,115.04","127,646,115.59"
长期待摊费用,"5,280,819.13","11,248,097.41","17,917,215.73","16,633,303.44","15,408,486.45","14,988,968.37","14,161,380.35","14,335,519.80","16,212,844.81","16,418,126.46","15,977,995.48","11,792,646.60","11,068,665.62","12,863,806.88","12,063,433.70"
少数股东权益,"3,514,025.47","3,240,199.77","5,186,387.70","3,699,382.64","23,208,732.57","25,293,945.80","20,320,177.41","21,584,983.83","18,817,679.71","16,679,184.21","11,803,850.10","622,552.74","1,087,352.79","960,002.93","703,651.46"
递延所得税资产,"4,037,270.52","4,227,664.64","4,813,637.03","6,355,279.05","7,947,668.45","7,016,585.24","13,146,502.60","10,152,675.89","11,255,263.67","12,395,336.35","17,449,405.60","11,785,447.40","12,135,723.63","12,858,003.81","16,765,404.64"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"536,220.00","1,766,320.00","3,185,864.00","250,000.00",,"4,950,000.00","5,990,000.00",,,"274,500.00","2,128,230.00",,,,"10,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"45,874,402.61","58,208,435.46","69,877,383.07","68,307,510.38","68,827,032.89","75,692,847.84","82,273,433.99","81,539,685.64","85,785,723.51","157,619,177.75","116,174,369.04","142,490,711.87","159,241,363.09","92,327,800.24","108,037,171.04"
所有者权益(或股东权益)合计,"207,504,337.55","228,888,130.25","261,948,773.77","271,865,382.31","303,967,738.01","437,531,549.18","409,211,621.86","414,086,943.17","416,910,897.91","426,072,964.78","403,381,329.09","441,769,284.64","451,629,441.23","470,576,747.81","474,729,690.52"
资产总计,"280,309,874.10","305,508,340.53","371,012,079.67","410,177,862.86","444,824,870.46","592,667,512.27","531,995,637.96","536,242,039.68","556,970,707.97","584,561,881.62","613,583,702.08","675,084,087.15","719,007,999.58","796,544,416.75","730,537,610.27"
负债和所有者(或股东权益)合计,"280,309,874.10","305,508,340.53","371,012,079.67","410,177,862.86","444,824,870.46","592,667,512.27","531,995,637.96","536,242,039.68","556,970,707.97","584,561,881.62","613,583,702.08","675,084,087.15","719,007,999.58","796,544,416.75","730,537,610.27"
