科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"11,498,280.29","14,013,713.28","20,086,642.17","9,822,916.59","16,288,485.26","21,820,697.27","30,898,911.53","11,900,425.34","21,441,750.75","30,022,160.73","42,060,766.68","9,220,646.68","22,760,396.37","38,353,265.85","43,136,149.76","22,696,097.65","35,737,825.18","45,160,353.24","60,300,061.40","15,757,305.03","30,763,591.54","45,897,371.06","62,411,846.86","22,254,886.26","44,057,808.63","62,975,542.06","80,543,047.85","20,727,041.80","43,062,093.35","65,794,117.16","93,578,420.80","29,960,410.08","60,768,228.84"
取得借款收到的现金,"187,100,000.00","140,000,000.00","231,854,214.48","79,468,400.00","152,215,417.78","152,121,337.78","151,882,937.78",,,"17,606,440.55","45,234,091.39","16,816,026.20","9,928,283.94","19,020,505.55","39,092,007.81",,"41,638,850.00","248,668,116.76","248,668,116.76",,"300,000,000.00","300,000,000.00",,,,,,,,,,,
支付的各项税费,"21,002,286.48","12,447,136.87","34,300,153.58","44,472,855.46","74,803,579.36","94,470,075.71","107,550,565.05","48,866,931.88","79,042,133.97","82,342,030.85","85,164,605.50","1,113,920.18","5,704,638.34","13,935,903.28","8,902,777.19","2,554,770.04","10,339,099.61","17,399,008.98","24,220,152.21","3,123,528.74","29,549,813.59","18,656,710.73","24,200,469.85","12,480,083.33","11,346,962.24","31,182,754.29","35,726,442.20","8,542,492.49","17,662,590.91","26,139,276.82","29,665,955.44","8,072,696.48","47,652,846.00"
收到其他与筹资活动有关的现金,"34,500,000.00","41,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"49,720,074.08","37,583,809.60","90,973,114.69","14,662,010.98","60,419,159.74","102,103,087.90","72,328,188.24","17,850,157.35","26,334,581.24","68,553,472.78","146,289,075.24","21,434,888.96","22,422,290.93","41,703,075.67","97,600,040.04","39,311,077.21","62,456,702.24","84,240,158.78","71,207,963.36","16,121,542.07","42,322,453.12","70,026,092.07","100,696,274.22","28,950,355.34","57,748,316.69","95,806,947.05","159,693,110.92","56,670,277.57","78,134,671.65","132,106,809.17","151,583,884.43","47,672,524.95","54,499,263.42"
筹资活动现金流入小计,"249,600,000.00","181,000,000.00","261,854,214.48","79,468,400.00","2,858,825,075.78","2,858,730,995.78","2,858,492,595.78",,,"17,606,440.55","45,234,091.39","16,816,026.20","9,928,283.94","19,020,505.55","39,092,007.81",,"41,638,850.00","1,616,607,493.84","1,616,607,493.84",,"300,000,000.00","300,000,000.00",,,,,"796,981,132.07","1,969,306,649.81","1,969,306,649.81","1,969,306,649.81","1,969,306,649.81",,
经营活动现金流出小计,"346,411,972.26","526,222,966.02","1,072,813,180.73","470,054,439.93","910,067,533.13","1,532,085,970.10","1,808,696,191.20","464,253,475.05","1,265,484,900.56","1,716,054,316.43","2,301,267,628.93","426,128,585.40","909,710,384.68","1,718,003,515.92","2,604,248,233.37","571,257,299.56","1,099,539,584.23","1,936,988,694.69","2,332,114,314.33","585,996,967.28","1,007,443,587.08","1,570,402,928.09","2,218,561,278.30","679,455,764.14","1,093,608,485.74","1,775,869,711.49","2,317,735,457.66","756,991,846.18","1,367,770,521.31","2,119,913,441.75","2,558,735,233.05","901,150,893.67","1,999,804,407.16"
偿还债务支付的现金,"111,000,000.00","110,000,000.00","168,304,404.36","37,500,000.00","287,932,538.98","325,932,538.98","337,932,538.98","7,500,000.00","15,000,000.00","25,000,000.00","63,404,649.48","40,256,810.70","50,072,836.90","56,072,836.90","65,165,058.51","20,609,467.20","20,609,467.20","29,838,667.20","269,277,583.96",,,,"4,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,,,,
经营活动产生的现金流量净额,"92,844,441.61","163,402,128.55","508,050,122.28","101,305,544.99","168,517,705.34","230,779,054.63","52,621,248.43","-41,187,960.80","94,804,330.48","147,554,024.52","80,464,488.43","54,652,417.37","205,033,302.60","179,339,553.22","22,946,785.37","16,229,098.27","167,434,879.92","11,155,557.99","46,864,701.54","-42,266,205.97","11,840,704.06","-2,877,471.86","12,931,648.01","-81,496,140.85","104,065,669.43","104,392,283.72","124,260,814.76","-181,155,473.09","81,860,357.44","129,732,571.35","13,017,412.35","-41,674,373.03","169,239,841.63"
分配股利、利润或偿还利息支付的现金,"8,356,557.67","12,814,481.80","15,978,308.03","4,733,735.05","9,223,263.33","11,070,754.99","11,899,111.09","1,284,932.41","153,280,052.60","211,184,313.33","212,041,396.88","441,874.68","29,083,725.64","36,514,230.00","42,438,737.16","17,405.99","10,417,405.99","10,418,111.40","13,382,306.61","125,221.25","9,234,174.94","12,728,934.94","18,351,297.99","5,890.00","18,271,982.71","18,271,982.71","18,271,982.71",,"17,754,002.98","14,240,632.36","50,513,319.96",1.00,
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"50,930,000.00","34,000,000.00","23,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,"50,000.00","300,000.00",,,,,"924,165.00","924,165.00","924,165.00","924,165.00","924,165.00","924,165.00","924,165.00","924,165.00",,"924,165.00","924,165.00","924,165.00",,"1,108,998.00","1,108,998.00","1,108,998.00",,"813,265.20","813,265.20","813,265.20",,"6,188,698.80","2,639,376.38","19,018,275.51",,"665,398.80"
筹资活动现金流出小计,"170,286,557.67","156,814,481.80","207,782,712.39","42,233,735.05","297,155,802.31","337,003,293.97","349,831,650.07","8,784,932.41","168,280,052.60","236,184,313.33","275,446,046.36","40,698,685.38","79,156,562.54","92,587,066.90","107,603,795.67","20,626,873.19","31,026,873.19","40,256,778.60","282,659,890.57","125,221.25","9,234,174.94","12,728,934.94","22,351,297.99","1,005,890.00","19,271,982.71","19,271,982.71","19,271,982.71",,"17,754,002.98","14,240,632.36","50,513,319.96",1.00,
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,,,,"30,000.00",530.00,900.00,900.00,"75,876.07",,,,,,
筹资活动产生的现金流量净额,"79,313,442.33","24,185,518.20","54,071,502.09","37,234,664.95","2,561,669,273.47","2,521,727,701.81","2,508,660,945.71","-8,784,932.41","-168,280,052.60","-218,577,872.78","-230,211,954.97","-23,882,659.18","-69,228,278.60","-73,566,561.35","-68,511,787.86","-20,626,873.19","10,611,976.81","1,576,350,715.24","1,333,947,603.27","-125,221.25","290,765,825.06","287,271,065.06","-22,351,297.99","-1,005,890.00","-19,271,982.71","-19,271,982.71","777,709,149.36","1,969,306,649.81","1,951,552,646.83","1,955,066,017.45","1,918,793,329.85",-1.00,
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-44,110.42","-595,172.42","-1,662,225.93","-428,251.27","-330,721.92","-522,674.74","-554,833.05","-162,284.86","65,000.20","115,137.20","429,165.14","-102,122.47","-434,666.57","-862,389.28","-1,422,490.35","-316,999.70","60,670.04","53,318.27","4,296,751.83","451,818.54","546,623.25","3,170,975.29","3,404,904.02","-16,827.80","490,371.54","499,689.90","3,043,152.17","-162,286.65","135,254.13","-587,281.39","-14,385,398.52","-4,167,393.38","-5,574,165.60"
收到其他与投资活动有关的现金,,,,,,,"6,948,635.59","1,300,300,000.00","1,321,449,030.51","1,330,659,441.47","1,056,742,593.83","24,908,726.67","40,699,690.66","154,109,505.73","166,062,328.79","53,407,978.59","65,360,009.16","90,704,194.02","14,775,797.07","4,166,603.17","223,146,338.66","309,592,388.40","850,099,968.34","2,654,564.72","2,750,077.22","2,776,739.72","2,370,840.93","738,986.30",,,"2,076,450,677.58",,"440,240,129.32"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"50,000.00","300,000.00",,,,"6,948,635.59","1,301,224,165.00","1,322,373,195.51","1,331,583,606.47","1,057,666,758.83","25,832,891.67","41,623,855.66","155,033,670.73","166,986,493.79","53,407,978.59","66,284,174.16","91,628,359.02","15,699,962.07","4,166,603.17","224,255,336.66","310,701,386.40","851,238,966.34","2,655,094.72","3,564,242.42","3,590,904.92","3,259,982.20","738,986.30","6,188,698.80","2,639,376.38","2,095,468,953.09",,"440,905,528.12"
五、现金及现金等价物净增加额,"7,630,615.73","61,392,808.17","2,045,972.46","24,182,473.47","2,310,589,821.75","1,647,847,180.87","43,609,948.64","122,582,644.76","-70,521,141.02","162,312,851.55","12,474,079.13","-3,513,932.04","-29,356,657.12","22,101,555.93","-45,683,589.31","-4,700,232.97","114,796,465.97","1,399,331,743.06","155,480,391.50","-195,839,266.10","361,278,719.55","131,824,581.57","223,470,420.26","-277,715,910.60","-140,226,208.42","-118,528,049.95","647,643,342.70","1,525,280,158.95","-180,439,341.20","-245,758,273.28","-748,227,623.49","-383,841,898.33","117,227,344.88"
购建固定资产、无形资产和其他长期资产支付的现金,"161,483,157.79","125,649,666.16","556,519,225.98","113,929,485.20","419,266,435.14","1,104,136,900.83","1,223,766,048.04","378,506,342.17","569,483,614.61","798,362,043.86","895,874,378.30","60,014,459.43","206,350,870.21","237,842,717.39","165,682,590.26","53,393,436.94","129,595,234.96","279,856,207.46","539,848,627.26","144,566,260.56","166,129,769.48","389,224,708.33","544,537,135.13","197,852,146.67","229,074,509.10","207,738,945.78","260,629,755.79","263,447,717.42","622,176,298.40","734,608,957.07","793,114,110.76","338,000,130.92","487,343,859.27"
期初现金及现金等价物余额,"25,547,250.11","33,177,865.84","94,570,674.01","105,736,646.47","96,616,646.47","96,616,646.47","96,616,646.47","140,226,595.11","140,226,595.11","140,226,595.11","140,226,595.11","152,700,674.24","152,700,674.24","152,700,674.24","152,700,674.24","107,017,084.93","107,017,084.93","107,017,084.93","107,017,084.93","1,084,997,476.38","262,497,476.43","262,497,476.43","262,497,476.43","485,967,896.69","485,967,896.69","485,967,896.69","485,967,896.69","1,133,611,239.39","1,133,611,239.39","1,133,611,239.39","1,133,611,239.39","825,623,745.22","385,383,615.90"
投资支付的现金,"3,000,000.00",,"2,194,200.00",,,,,,,,,,,,,,,,,,,"77,216,664.99",,,,,,,"398,000,000.00","1,598,000,000.00","398,000,000.00",,
期末现金及现金等价物余额,"33,177,865.84","94,570,674.01","96,616,646.47","129,919,119.94","2,407,206,468.22","1,744,463,827.34","140,226,595.11","262,809,239.87","69,705,454.09","302,539,446.66","152,700,674.24","149,186,742.20","123,344,017.12","174,802,230.17","107,017,084.93","102,316,851.96","221,813,550.90","1,506,348,827.99","262,497,476.43","889,158,210.28","623,776,195.98","394,322,058.00","485,967,896.69","208,251,986.09","345,741,688.27","367,439,846.74","1,133,611,239.39","2,658,891,398.34","953,171,898.19","887,852,966.11","385,383,615.90","441,781,846.89","502,610,960.78"
