科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"415,481,099.35","513,305,300.50","552,721,941.45",,"314,969,505.58","402,298,931.56","601,924,130.40","206,571,498.47","343,368,141.98","489,068,076.55","641,556,661.93","231,073,547.40","367,068,440.58","522,303,964.75","790,272,910.11","195,522,716.83"
取得借款收到的现金,,"300,000,000.00","320,000,000.00",,,,,,,,,,,,"136,247,063.94",
支付的各项税费,"398,632,264.01","391,258,743.96","560,920,531.35",,"283,394,107.19","504,128,296.91","596,250,209.37","104,207,363.15","319,538,450.57","497,158,374.69","605,798,452.71","154,533,096.73","378,589,687.09","531,142,519.91","636,047,652.53","141,230,093.34"
收到其他与筹资活动有关的现金,"4,553,150.59","30,169,638.32","21,531,742.32",,"52,283,031.91","55,600,907.77","61,703,653.20","10,428,910.64","17,250,700.82","34,824,521.03","53,566,485.73","4,778,446.50","8,789,418.59","9,163,517.95","23,443,531.82","6,612,167.44"
支付其他与经营活动有关的现金,"279,211,157.15","464,606,242.94","350,380,189.65",,"337,350,718.92","1,374,782,844.31","2,038,452,504.02","331,800,474.30","553,135,189.27","537,907,806.36","666,462,434.16","195,302,591.62","312,196,659.88","587,030,854.44","872,050,273.40","186,517,183.25"
筹资活动现金流入小计,"158,308,150.59","372,785,438.32","359,202,742.32",,"55,543,031.91","4,163,416,307.77","4,172,679,053.20","12,348,910.64","36,545,700.82","102,004,521.03","149,946,940.28","21,438,446.50","25,699,418.59","31,953,517.95","182,480,595.76","14,392,167.44"
经营活动现金流出小计,"3,701,055,573.17","5,613,463,769.87","6,606,647,352.16",,"4,084,935,850.15","6,686,897,324.41","9,200,448,653.73","1,906,781,657.30","3,920,823,744.32","5,884,475,918.92","8,273,506,819.95","2,072,759,651.57","4,267,329,095.68","6,605,146,513.50","9,022,262,225.33","2,163,181,707.08"
偿还债务支付的现金,"15,000,000.00","515,000,000.00","315,000,000.00",,"170,000,000.00","170,000,000.00","335,000,000.00",,,,"15,000,000.00",,,,"15,000,000.00",
经营活动产生的现金流量净额,"1,126,178,209.36","993,409,120.23","2,011,178,980.26","2,335,405,700.00","460,324,704.81","339,469,245.20","352,745,100.98","1,201,141,921.14","1,024,950,457.27","3,107,899,237.21","1,472,714,117.57","1,384,527,771.01","1,345,426,532.93","1,848,921,373.74","563,324,061.71","1,621,950,628.35"
分配股利、利润或偿还利息支付的现金,"133,379,978.52","141,296,405.08","140,854,977.90",,"40,568,144.25","66,227,828.06","117,113,388.25","2,952,004.44","36,349,060.56","490,879,543.02","567,142,934.02","4,900,000.00","34,903,255.25","713,579,442.04","818,368,613.28","21,424,643.22"
收回投资收到的现金,,"4,070,118.94",,,"180,000,000.00","180,000,000.00","185,000,000.00",,"40,910,000.00","42,643,000.00","2,572,224,577.35","6,937,900.99","2,545,689,643.91","2,578,783,353.53","4,823,783,353.53","214,280,000.00"
支付其他与筹资活动有关的现金,"4,711,863.15","55,642,518.60","28,661,682.03",,"15,431,191.78","15,925,950.10","31,942,324.75","5,024,651.74","12,888,487.91","18,313,548.00","60,516,271.85","6,209,519.80","22,541,449.97","34,214,678.00","65,301,427.10","7,781,715.04"
取得投资收益收到的现金,"26,310,790.27","36,819,254.47","37,648,985.26",,"67,640,866.51","70,674,376.85","72,533,246.70","600,000.00","12,960,993.61","161,335,841.36","188,732,903.69","814,224.11","54,876,313.02","74,053,494.53","122,798,921.75","957,767.27"
筹资活动现金流出小计,"153,091,841.67","711,938,923.68","484,516,659.93",,"225,999,336.03","252,153,778.16","484,055,713.00","7,976,656.18","49,237,548.47","509,193,091.02","642,659,205.87","11,109,519.80","57,444,705.22","747,794,120.04","898,670,040.38","29,206,358.26"
处置固定资产、无形资产和其他长期资产收回的现金净额,"99,190.50","471,081.00","3,488,835.18",,"16,443.20","40,050.00","113,348.45","488,450.00","1,236,201.17","1,270,090.00","2,166,314.97","16,930.29","29,285.29","74,546.79","616,612.79","2,100.00"
筹资活动产生的现金流量净额,"5,216,308.92","-339,153,485.36","-125,313,917.61",,"-170,456,304.12","3,911,262,529.61","3,688,623,340.20","4,372,254.46","-12,691,847.65","-407,188,569.99","-492,712,265.59","10,328,926.70","-31,745,286.63","-715,840,602.09","-716,189,444.62","-14,814,190.82"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-11,311.52","25,076.43","22,715.20",,"58,686.66","60,524.76","240,322.26","-3,336.20","-587,805.43","-600,530.81","-866,794.02","-46,575.94","92,461.97","347,808.68","-446,804.06",-0.07
收到其他与投资活动有关的现金,"80,956,761.13","335,472,653.24","57,946,378.43",,"3,545,210.54","3,779,038.73","30,333,415.54","8,090,438.36","11,572,605.00","63,096,112.91","91,958,657.85","580,000.00","11,425,000.00","242,648,942.78","239,496,395.44",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"107,366,741.90","376,833,107.65","99,084,198.87",,"251,202,520.25","254,493,465.58","287,980,010.69","9,178,888.36","66,679,799.78","268,345,044.27","2,855,082,453.86","8,349,055.39","2,612,020,242.22","2,895,560,337.63","5,186,695,283.51","215,239,867.27"
五、现金及现金等价物净增加额,"569,203,303.04","522,869,434.66","1,100,043,711.71",,"261,217,804.85","4,131,725,306.03","3,699,991,450.57","1,063,590,381.16","708,887,847.40","-116,121,110.86","417,996,918.76","-1,175,197,094.25","702,176,264.38","-860,669,825.46","-520,040,958.59","223,061,737.17"
购建固定资产、无形资产和其他长期资产支付的现金,"669,046,645.62","501,806,566.83","465,678,270.04",,"191,611,802.75","285,260,459.12","515,387,323.56","75,349,346.60","203,712,756.57","303,681,406.38","594,667,893.68","78,356,271.41","149,617,686.11","207,227,912.92","269,924,740.13","43,474,567.56"
期初现金及现金等价物余额,"1,561,761,477.99","2,130,964,781.03","2,653,834,215.69",,"3,753,877,927.40","3,753,877,927.40","3,753,877,927.40","7,453,869,377.97","7,453,869,377.97","7,453,869,377.97","7,453,869,377.97","7,871,866,296.73","7,871,866,296.73","7,871,866,296.73","7,871,866,296.73","7,351,825,338.14"
投资支付的现金,"500,000.00","3,417,900.00","419,249,994.97",,"78,300,000.00","78,300,000.00","104,210,000.00","35,750,000.00","125,750,000.00","2,732,730,000.00","2,777,579,332.17","2,500,000,000.00","3,074,000,000.00","4,681,000,000.00","5,242,277,000.00","1,555,840,000.00"
期末现金及现金等价物余额,"2,130,964,781.03","2,653,834,215.69","3,753,877,927.40",,"4,015,095,732.25","7,885,603,233.43","7,453,869,377.97","8,517,459,759.13","8,162,757,225.37","7,337,748,267.11","7,871,866,296.73","6,696,669,202.48","8,574,042,561.11","7,011,196,471.27","7,351,825,338.14","7,574,887,075.31"
