科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"84,600,343.03","102,404,800.82","47,083,607.52","65,519,428.36","166,964,500.00","25,269,495.60","50,201,789.93","74,981,979.27","147,629,118.61","21,514,570.37","61,683,769.15","118,733,023.09","193,885,753.36","16,958,657.83","49,690,643.47","93,520,219.77","167,496,900.88","21,176,148.92","67,181,779.17","151,284,833.61","242,694,601.75","49,689,655.29","116,312,280.89","206,915,211.13","301,772,027.63","55,930,246.56","188,054,745.84","421,658,647.43","311,892,081.80","58,017,324.71","190,259,591.49","319,231,379.34","375,954,962.62","76,288,525.47","194,335,617.98","320,589,459.87","506,294,924.29","111,493,250.83"
取得借款收到的现金,"234,000,000.00","241,000,000.00","150,000,000.00","240,000,000.00","885,000,000.00","382,000,000.00","582,000,000.00","802,000,000.00","992,000,000.00","222,000,000.00","472,000,000.00","472,000,000.00","564,000,000.00","350,000,000.00","630,000,000.00","925,000,000.00","1,522,000,000.00","1,073,000,000.00","1,365,000,000.00","1,910,097,404.10","1,303,649,212.10","437,000,000.00","1,129,383,853.85","1,736,173,426.52","2,408,580,426.52","1,519,400,000.00","2,250,798,558.35","3,150,800,000.00","5,157,270,565.46","704,979,540.58","2,012,800,473.99","2,888,357,311.95","3,494,879,261.68","823,000,000.00","1,673,870,860.45","2,679,156,990.09","4,464,656,990.09","1,166,586,960.00"
支付的各项税费,"34,942,799.86","31,696,439.84","15,034,266.48","23,223,386.73","46,886,124.54","5,976,908.39","30,889,648.78","47,465,422.01","71,431,639.63","8,640,562.29","47,313,733.69","71,187,013.44","107,391,618.36","7,926,338.87","36,892,598.42","72,191,650.70","131,882,961.15","28,640,632.42","63,711,141.48","121,150,692.56","171,898,020.10","32,830,594.75","66,040,617.12","115,183,491.29","171,352,452.54","21,037,175.76","65,750,141.74","101,344,421.53","173,611,267.44","26,892,892.64","96,230,619.81","194,222,401.12","323,332,304.01","41,354,942.54","221,057,108.56","352,935,663.07","371,076,178.37","130,252,883.85"
收到其他与筹资活动有关的现金,,,,,"13,940,000.00",,,,"20,000,000.00",,"59,000,000.00","59,000,000.00","70,800,162.73",,,,"9,216,000.00",,"100,000,000.00","100,000,000.00","25,015,686.60",,,,"28,250,100.00",,,,"69,320,980.00",,"34,997,804.55","27,046,698.64","60,310,928.34","5,517,988.47","5,950,000.00","47,789,971.54","39,822,954.91","10,622,700.84"
支付其他与经营活动有关的现金,"26,706,103.97","53,372,697.56","31,621,095.91","38,308,285.43","26,598,978.10","22,858,884.30","78,413,711.29","311,106,994.84","310,906,915.09","11,518,273.83","48,125,444.65","70,340,992.63","108,523,360.01","80,715,950.30","276,925,510.17","332,775,355.96","179,433,407.42","186,974,916.88","365,082,958.93","853,866,179.51","860,903,832.26","60,745,318.41","108,159,774.35","280,077,114.95","535,113,628.12","57,095,358.80","148,922,768.87","290,763,173.58","309,105,012.03","80,922,040.16","70,846,786.18","472,692,867.72","352,216,029.65","241,731,257.83","141,900,965.40","397,694,567.71","519,231,558.55","105,921,571.33"
筹资活动现金流入小计,"234,000,000.00","241,000,000.00","150,000,000.00","240,000,000.00","1,275,285,750.00","382,000,000.00","584,000,000.00","806,000,000.00","1,033,200,000.00","222,000,000.00","550,000,000.00","949,999,996.00","1,048,455,304.84","350,000,000.00","630,000,000.00","925,000,000.00","2,070,830,210.00","1,073,000,000.00","1,465,000,000.00","2,034,597,404.10","1,374,164,898.70","437,000,000.00","1,134,283,853.85","1,741,073,426.52","2,441,730,526.52","1,521,850,000.00","2,253,248,558.35","3,175,300,000.00","6,393,257,545.46","704,979,540.58","2,047,798,278.54","2,915,404,010.59","3,559,785,704.02","1,401,092,988.47","2,274,970,860.45","3,531,936,961.63","4,907,645,834.42","1,390,209,660.84"
经营活动现金流出小计,"1,053,859,482.91","1,642,340,017.32","911,252,516.41","1,523,741,474.29","2,145,275,371.15","407,071,429.25","974,754,992.32","1,646,005,192.57","2,384,878,421.61","260,837,408.64","853,632,867.49","1,703,379,365.00","2,657,064,683.50","522,838,170.79","1,440,956,158.74","2,593,897,873.93","4,089,335,562.40","849,661,680.94","2,106,201,069.96","4,444,902,383.54","5,193,221,801.53","827,393,077.08","1,808,119,800.28","3,414,372,823.59","5,549,688,124.23","1,026,318,987.27","2,069,865,631.10","3,628,979,833.57","4,927,694,476.30","1,154,015,255.64","2,388,542,529.63","4,849,519,779.99","6,031,847,495.04","1,579,374,365.12","3,336,206,430.40","5,873,748,253.54","8,513,218,953.12","2,027,887,977.46"
偿还债务支付的现金,"217,000,000.00","155,000,000.00","121,000,000.00","171,000,000.00","885,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00","202,000,000.00","58,000,000.00","58,000,000.00","148,000,000.00","190,000,000.00",,,"57,500,000.00","284,400,000.00","622,925,000.00","977,050,000.00","1,302,621,875.34","631,365,304.91","318,189,195.49","1,031,157,289.16","1,220,374,239.71","1,705,395,389.71","1,065,877,444.00","1,565,648,444.00","2,336,711,078.66","4,319,423,477.55","641,406,387.13","1,762,306,765.63","2,127,856,234.55","3,135,208,400.65","203,594,785.13","568,801,948.26","1,021,485,883.03","2,250,542,883.03","610,050,000.00"
经营活动产生的现金流量净额,"61,667,521.37","82,541,423.94","25,525,602.85","40,189,538.22","120,339,435.00","3,996,862.83","-40,130,545.74","-214,512,769.84","-203,918,770.24","121,573,325.54","227,121,678.28","-3,491,175.88","-25,754,843.27","-27,674,199.39","-143,570,863.75","20,426,138.77","-561,858,812.45","-139,494,319.51","-261,865,740.11","-278,547,668.45","-361,582,362.01","-82,374,074.95","-70,012,635.50","69,177,353.92","321,090,302.22","-248,765,489.60","-203,321,295.20","6,072,258.57","-48,021,029.64","-54,318,082.48","-324,454,559.89","-364,579,919.62","175,883,161.63","-267,233,775.70","-51,852,856.85","-260,215,937.26","358,553,981.96","-245,770,325.67"
分配股利、利润或偿还利息支付的现金,"20,362,930.25","18,217,160.72","11,031,529.10","13,244,323.59","17,694,639.53","5,451,866.00","17,660,584.45","24,173,804.26","45,151,916.74","14,126,197.60","40,520,001.61","60,041,084.86","90,437,937.96","24,580,427.48","53,279,530.35","107,350,248.87","132,519,037.74","49,561,265.81","73,604,455.01","126,137,942.41","184,004,929.62","35,750,734.40","77,604,914.24","108,716,978.42","266,129,731.01","48,079,758.36","98,420,340.12","157,542,958.64","335,549,242.70","31,996,458.61","89,800,723.15","118,252,191.70","337,383,760.96","45,600,893.80","84,995,318.48","103,781,118.59","353,978,914.52","50,027,134.31"
收回投资收到的现金,"950,000.00",,,,,,,,,,,,,,,,"10,000,000.00","14,520,192.38","25,000,000.00","5,076,456.22",,,,,"6,666,184.91",,,,,,,,"20,000,000.00","14,995,035.16",,,,
支付其他与筹资活动有关的现金,,,,,"5,557,597.89",,"1,469,999.90","2,204,999.85","3,694,734.98","932,940.58","2,271,153.32","28,708,913.81","5,581,638.93","944,035.08","1,888,070.16","3,144,794.84","61,115,879.44","3,231,084.59","2,441,169.20","13,316,253.80","8,639,293.41","4,019,990.84","2,999,388.56","2,649,991.98","2,376,872.82","2,695,797.86","1,035,361.19","2,253,698.76","23,138,052.14","793,927.85",,,"118,281,608.70","289,628.54","25,379,839.20",,"137,700,061.23",
取得投资收益收到的现金,"2,039,370.72",,,,,,,,,,,,"1,000,000.00",,,,,"33,397.34","4,500,000.00","4,500,000.00","7,848,802.69","171,232.88","1,526,340.00","1,526,340.00","1,711,381.11",,"4,087,971.00","4,665,804.05","5,642,971.00",,"6,133,361.70","11,808,097.75","2,890,240.14",,,"2,884,782.60","3,558,593.70",
筹资活动现金流出小计,"237,362,930.25","173,217,160.72","132,031,529.10","184,244,323.59","908,252,237.42","15,451,866.00","29,130,584.35","56,378,804.11","250,846,651.72","73,059,138.18","100,791,154.93","236,749,998.67","286,019,576.89","25,524,462.56","55,167,600.51","167,995,043.71","478,034,917.18","675,717,350.40","1,053,095,624.21","1,442,076,071.55","824,009,527.94","357,959,920.73","1,111,761,591.96","1,331,741,210.11","1,973,901,993.54","1,116,653,000.22","1,665,104,145.31","2,496,507,736.06","4,678,110,772.39","674,196,773.59","1,852,107,488.78","2,246,108,426.25","3,590,873,770.31","249,485,307.47","679,177,105.94","1,125,267,001.62","2,742,221,858.78","660,077,134.31"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,868,456.12","1,098,351.65","4,500.00","83,835.77","87,821.77","171,418.71","501,969.85","1,425,159.00","6,177,858.28","170,237.42","2,613,638.96","4,988,559.76","67,354,985.38","122,767.45","1,600,855.91","3,390,701.04","6,942,874.43","2,329,684.66","1,891,822.41","3,368,989.30","6,512,845.08","2,832,755.16","2,444,539.31","6,240,561.55","9,381,824.44","240,723.93","536,109.13","537,759.13","4,070,543.79","407,151.70","2,145,049.28","2,869,304.87","6,440,168.42","1,947,644.82","3,508,467.01","2,874,664.79","10,430,898.37","1,018,500.00"
筹资活动产生的现金流量净额,"-3,362,930.25","67,782,839.28","17,968,470.90","55,755,676.41","367,033,512.58","366,548,134.00","554,869,415.65","749,621,195.89","782,353,348.28","148,940,861.82","449,208,845.07","713,249,997.33","762,435,727.95","324,475,537.44","574,832,399.49","757,004,956.29","1,592,795,292.82","397,282,649.60","411,904,375.79","592,521,332.55","550,155,370.76","79,040,079.27","22,522,261.89","409,332,216.41","467,828,532.98","405,196,999.78","588,144,413.04","678,792,263.94","1,715,146,773.07","30,782,766.99","195,690,789.76","669,295,584.34","-31,088,066.29","1,151,607,681.00","1,595,793,754.51","2,406,669,960.01","2,165,423,975.64","730,132,526.53"
处置子公司及其他营业单位收到的现金净额,"2,145,524.72","1,920,900.00",,,,,,,,,"22,842,082.13","22,842,082.13",,"13,452,431.33","13,256,342.54","12,890,441.91","12,890,441.91",,,,,,,,,,,,"80,188,492.24",,,"20,000,000.00",,,,,,
四、汇率变动对现金的影响,"-1,565,609.58","-2,247,598.53","-716,791.11","-716,791.11","1,200,608.00","-5,957.68","-9,605.21","-379,296.77","-168,183.57","-121,758.25","249,286.37","-879,023.51","-1,834,951.97","-86,322.04","174,743.64","2,914,111.47","3,752,582.41","-1,040,825.06","1,019,094.59","1,803,934.05","6,303,082.66","-3,270,189.65","-2,573,736.42","-1,379,091.98","-1,932,387.79","-1,153,896.61","-346,850.05","-1,196,527.26","5,895,918.22","1,689,243.76","1,463,646.82","3,233,178.60","-728,729.44","2,610,012.78","1,907,473.45","1,889,252.83","-4,932,510.31","2,682,968.98"
收到其他与投资活动有关的现金,,,,,,,,,"34,000,000.00",,,,"3,863,433.45",,"119,645,088.58","119,757,598.66","75,980,661.36",,"213,000,436.52","407,221,057.05","470,735,727.92","56,206,199.83","294,808,234.07","306,054,002.45","170,655,363.79","115,392,495.40","233,241,969.12","270,189,535.29","287,517,205.27","290,580,665.37","316,513,198.80","477,699,350.01","580,919,654.38","88,836,636.16","130,838,397.80","163,263,000.76","441,866,245.98","78,677,857.25"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"7,003,351.56","3,019,251.65","4,500.00","83,835.77","87,821.77","171,418.71","501,969.85","1,425,159.00","40,177,858.28","170,237.42","25,455,721.09","27,830,641.89","72,218,418.83","13,575,198.78","134,502,287.03","136,038,741.61","105,813,977.70","16,883,274.38","244,392,258.93","420,166,502.57","485,097,375.69","59,210,187.87","298,779,113.38","313,820,904.00","188,414,754.25","115,633,219.33","237,866,049.25","275,393,098.47","377,419,212.30","290,987,817.07","324,791,609.78","512,376,752.63","610,250,062.94","105,779,316.14","134,346,864.81","169,022,448.15","455,855,738.05","79,696,357.25"
五、现金及现金等价物净增加额,"-3,260,471.04","99,365,042.67","14,802,520.49","62,423,146.07","348,433,430.58","235,922,166.03","12,319,052.72","-73,159,110.81","-90,430,489.57","221,180,774.12","414,909,143.19","371,092,959.22","193,490,152.90","196,341,240.63","318,705,896.80","496,742,119.64","792,655,347.05","243,353,685.55","-303,996,193.67","-425,782,784.98","-564,000,202.54","-8,317,108.14","62,918,710.36","327,298,476.92","243,593,247.21","217,085,641.34","272,446,051.26","441,513,709.68","1,275,645,560.22","205,724,486.43","-366,391,042.75","-89,368,778.48","-244,884,260.30","609,751,815.88","807,694,338.72","653,921,109.33","923,489,505.16","418,719,778.37"
购建固定资产、无形资产和其他长期资产支付的现金,"65,993,404.14","51,711,174.11","27,979,163.15","32,889,014.22","140,226,082.58","134,784,665.65","122,903,083.15","184,304,300.41","180,319,594.15","22,576,958.04","67,898,832.69","136,307,229.25","175,334,458.61","23,748,974.16","44,985,606.87","119,836,664.30","100,380,691.58","8,976,324.86","82,810,685.90","418,893,879.28","111,299,092.05","40,037,197.99","111,318,621.23","110,345,064.77","194,373,297.85","24,677,899.08","57,874,217.76","35,098,418.82","288,961,323.42","37,166,134.98","392,522,728.00","636,181,153.27","899,435,090.85","339,217,065.34","803,707,987.85","1,569,482,719.72","1,522,046,093.15","133,873,704.03"
期初现金及现金等价物余额,"82,124,335.22","78,863,864.18","178,228,906.85","178,228,906.85","143,104,819.52","491,538,250.10","491,538,250.10","491,538,250.10","491,538,250.10","401,107,760.53","401,107,760.53","401,107,760.53","412,665,377.35","606,155,530.25","606,155,530.25","606,155,530.25","606,155,530.25","1,398,810,877.30","1,398,810,877.30","1,398,810,877.30","1,398,810,877.30","834,810,674.76","834,810,674.76","851,189,820.63","851,189,820.63","1,094,783,067.84","1,094,783,067.84","1,094,783,067.84","1,094,783,067.84","2,370,428,628.06","2,370,428,628.06","2,370,428,628.06","2,370,428,628.06","2,125,544,367.76","2,125,544,367.76","2,125,544,367.76","2,131,809,386.60","3,055,298,891.76"
投资支付的现金,"1,009,400.00",,,,,,"380,000,000.00","425,000,000.00","10,710,000.00",,"11,250,000.00","11,250,000.00","171,482,300.00","16,700,000.00","78,916,184.91","120,682,445.34","80,310,000.00","21,300,769.00","424,135,700.00","422,580,000.00","437,967,900.00","11,500,000.00",,,"30,865,692.46","2,550,000.00","2,550,000.00","30,500,000.00","200,730,436.98",,"3,000,000.00","4,250,000.00","9,280,975.96","43,794,353.00","15,176,832.46","15,176,832.46","1,490,000.00",
期末现金及现金等价物余额,"78,863,864.18","178,228,906.85","193,031,427.34","240,652,052.92","491,538,250.10","727,460,416.13","503,857,302.82","418,379,139.29","401,107,760.53","622,288,534.65","816,016,903.72","772,200,719.75","606,155,530.25","802,496,770.88","924,861,427.05","1,102,897,649.89","1,398,810,877.30","1,642,164,562.85","1,094,814,683.63","973,028,092.32","834,810,674.76","826,493,566.62","897,729,385.12","1,178,488,297.55","1,094,783,067.84","1,311,868,709.18","1,367,229,119.10","1,536,296,777.52","2,370,428,628.06","2,576,153,114.49","2,004,037,585.31","2,281,059,849.58","2,125,544,367.76","2,735,296,183.64","2,933,238,706.48","2,779,465,477.09","3,055,298,891.76","3,474,018,670.13"
