科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"15,077,678.57","25,009,761.80","36,405,731.02","31,357,887.68","10,788,573.24","6,115,756.51","7,635,140.57","8,399,845.18","16,047,118.17","9,567,862.12","6,777,245.99","25,269,466.14","8,796,761.03","7,050,361.40","7,288,460.26","25,366,716.91","6,132,366.10","4,551,438.45","15,007,920.46","20,131,624.74","5,322,858.31","43,166,798.11","23,689,220.76","5,548,877.96","6,158,959.69","5,803,409.34","6,245,999.86"
应付职工薪酬,"15,613,496.20","17,842,038.69","20,471,651.75","15,741,066.94","11,086,524.04","16,215,453.79","11,454,814.99","15,681,267.08","11,169,714.86","17,958,432.01","12,780,658.96","10,745,785.04","10,109,072.82","17,579,879.19","13,337,152.62","17,354,004.03","18,508,171.20","10,206,861.87","9,713,300.99","9,180,842.33","10,390,141.03","24,064,982.34","17,875,122.47","29,591,654.44","46,119,415.92","57,350,518.30","45,351,597.05"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-3,236,126.34","8,236,891.31","-20,067,605.70","-51,996,557.57","-52,858,204.46","-91,880,578.33","-86,850,333.16","-102,930,230.99","-110,953,533.75","-124,906,116.92","-126,482,137.36","-106,790,481.24","-125,913,703.63","4,155,641.23","11,634,012.04","13,588,990.41","12,584,609.27","10,114,016.91","7,734,597.92","4,243,563.86","3,707,587.75","6,486,750.68","5,838,276.56","5,879,242.99","10,051,956.68","27,255,319.45","37,474,826.25"
应收利息,,,,"5,793,484.12","8,802,381.41","15,893,096.34","18,374,547.94","24,991,524.03","28,992,068.61","19,326,415.23","35,780,097.79","44,622,248.05","56,959,487.22","34,897,417.42","49,296,498.47","55,797,577.25","62,355,648.85","54,345,262.96","56,648,081.70","72,644,318.01","80,936,466.70","61,817,203.10","64,085,936.90","7,475,046.25","5,911,654.84","3,851,632.07","2,843,960.72"
应付利息,"2,674,667.21","6,310,475.21","7,998,797.76","8,184,206.83","5,702,382.13","4,601,212.11","4,084,626.46","3,890,955.02","4,002,677.56","4,151,663.43","3,867,475.12","4,005,781.83","2,847,487.85","2,720,763.96","2,758,724.05","3,114,433.87","6,132,337.97","2,534,492.07","2,399,922.99","2,907,038.74","3,845,200.62","6,999,124.12","11,058,089.23","3,992,954.89","4,915,884.32","6,481,351.41","8,061,209.59"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"56,445,677.39",,,"57,172,049.89",,,,,,,,,,,,,,,,,,,,,,,
存货,"538,385,758.87","815,162,988.17","1,089,175,756.93","1,177,387,333.78","1,216,871,913.83","1,238,278,657.05","1,168,592,083.91","1,187,027,102.39","1,206,606,825.34","1,188,264,407.61","1,012,920,275.09","928,001,860.82","1,051,974,423.40","1,034,603,720.63","816,447,731.47","728,765,690.86","760,763,195.55","796,214,694.24","733,671,518.07","783,601,026.20","883,571,404.95","980,124,121.27","1,044,279,542.29","1,041,517,917.50","1,149,102,224.47","1,493,443,894.80","1,540,632,846.59"
其他应付款,"61,702,078.64","160,866,087.56","212,566,146.55","211,068,965.57","7,954,382.42","4,446,963.47","4,515,811.15","4,068,015.70","9,432,931.84","4,014,041.88","3,917,842.03","6,035,254.63","6,844,201.23","2,844,084.99","4,137,923.68","8,759,983.70","5,215,735.29","4,341,236.97","6,003,964.71","6,193,394.98","4,461,482.41","58,893,317.28","15,258,910.21","10,466,447.26","23,288,119.99","8,760,387.29","8,763,638.80"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,"1,292,787.20","323,196.79",,,,,,,"1,568,208.00","1,406,585.09"
一年内到期的非流动负债,"4,014,251.66","3,881,457.80","3,705,475.83","3,697,529.34","3,717,828.18","3,679,819.84","3,663,572.06","2,654,495.23","1,757,652.48","841,896.92",,,,,,,,,,,,"43,241,493.27","40,479,627.04","42,733,260.30",,"43,890,810.40","39,942,109.83"
其他流动资产,,,,,,,,,,"612,000,000.00","612,000,000.00","614,500,000.00","614,500,000.00","652,020,733.92","631,488,982.67","486,139,548.44","702,441,292.43","247,174,728.23","433,828,765.86","362,573,929.95","356,953,655.16","413,862,208.95","365,844,492.20","449,593,816.54","465,156,513.08","511,679,912.47","627,338,444.84"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"44,328,437.95",,
流动资产合计,"1,250,073,746.44","1,726,833,162.68","2,205,650,807.81","3,483,066,186.60","3,239,721,340.36","2,948,562,109.63","3,043,368,129.27","3,028,876,171.80","3,054,021,013.22","2,983,767,063.28","2,975,865,175.57","2,941,204,572.57","2,846,761,038.58","3,054,366,573.36","3,004,246,215.35","2,920,906,727.57","2,859,991,316.95","2,756,792,553.41","2,684,457,361.28","2,843,484,776.30","2,826,005,222.65","3,118,346,473.49","3,032,566,538.78","3,091,032,052.03","3,227,344,124.85","3,551,095,632.66","3,603,322,150.69"
流动负债合计,"1,263,442,542.05","1,573,673,776.23","1,925,223,543.50","1,894,973,336.96","1,604,951,396.79","1,437,160,126.49","1,492,019,575.17","1,496,901,340.44","1,519,856,678.82","1,448,914,472.03","1,436,879,026.75","1,384,457,381.06","1,298,346,035.16","1,591,916,321.26","1,536,475,645.62","1,463,231,840.26","1,469,848,535.29","1,371,286,102.55","1,246,119,228.27","1,382,304,907.80","1,490,182,939.56","1,766,725,621.57","1,550,136,473.15","1,544,429,208.12","1,613,461,430.56","1,958,468,503.28","2,036,619,517.12"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"12,992,794.53","8,681,527.27","4,582,438.45","2,723,846.54","1,809,344.08","870,890.69",,,,,,,,,"43,190,724.49","96,617,120.66","104,712,478.51","117,308,457.66","172,276,096.72","195,715,293.88","551,147,079.64","175,336,307.61","168,781,376.68","160,776,338.35","151,068,416.76","144,376,533.91","136,597,169.38"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,"13,127,182.64","14,370,641.39"
长期应付款,,,,,,,,,,,,,,,,,,,,,"4,610,680.33","19,568,587.25","19,462,239.30","15,163,810.19","19,797,786.42","22,105,739.76","18,898,438.09"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"7,695,636.53","8,263,423.41","7,682,117.80","7,643,209.16","7,984,937.46","190,021,480.40","188,559,636.76","186,722,744.79","185,070,093.86","183,483,877.86","182,229,450.24","180,907,815.20","179,314,646.71","177,390,462.33","175,648,974.00","174,029,154.29","171,780,520.26","170,663,597.50","169,729,370.78","168,315,808.35","166,753,153.57","165,046,041.46","163,654,881.50","6,094,632.04","36,782,316.14","38,214,903.29","38,050,923.73"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"217,742,501.67","359,634,332.47","414,864,885.87","412,050,018.11","412,193,155.65","407,589,007.16","396,069,493.29","383,400,896.47","375,065,422.98","368,298,290.21","358,870,199.89","348,301,470.72","343,667,253.12","341,940,390.55","328,732,274.39","324,168,892.43","309,270,965.48","487,728,206.48","491,406,019.38","556,260,964.30","957,233,009.08","1,032,425,024.11","1,013,347,308.07","1,144,263,391.02","1,106,210,128.74","1,145,407,069.74","1,117,792,795.32"
递延所得税负债,"5,166,293.20","4,746,357.03","4,239,321.54","4,142,966.72","3,470,303.41","4,538,759.20","4,423,267.41","5,173,488.50","4,017,397.79","4,849,307.01","4,904,391.72","4,261,612.13","5,148,578.54","7,560,898.80","6,661,347.99","6,647,738.93","7,242,437.65","12,662,082.88","15,696,886.87","16,898,960.86","20,526,186.20","20,475,627.42","20,885,959.99","7,783,004.38","9,595,607.59","78,027,014.24","81,246,490.03"
在建工程,"98,747,041.04","72,432,871.88","47,187,296.26","50,008,402.02","34,849,587.73","47,024,913.13","47,113,433.27","45,660,723.82","44,869,390.38","47,492,265.94","48,498,588.51","62,902,204.99","68,829,947.61","123,240,953.44","187,005,124.20","242,259,307.87","235,592,121.41","95,828,547.56","116,698,076.35","45,431,787.21","42,507,083.86","8,315,861.34","8,148,019.85","41,680,093.49","57,393,020.65","48,554,402.80","77,055,391.61"
其他非流动负债,,,,,,"29,311,093.35","27,479,150.01","25,647,206.66","23,815,263.34","21,983,319.99","20,151,376.65","18,319,433.31","16,487,489.97",,,,,,,,,"330,000,000.00","330,000,000.00","330,000,000.00","330,000,000.00","280,000,000.00","202,937,605.39"
工程物资,"3,204,980.90","912,300.07",,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"18,159,087.73","13,427,884.30","8,821,759.99","6,866,813.26","5,279,647.49","34,720,743.24","31,902,417.42","30,820,695.16","27,832,661.13","26,832,627.00","25,055,768.37","22,581,045.44","21,636,068.51","22,216,445.43","62,675,675.77","114,256,519.54","121,114,632.77","137,298,313.81","193,468,813.52","216,278,141.33","576,283,946.17","545,380,522.28","539,129,575.97","513,723,152.92","510,461,810.77","524,509,287.91","439,679,702.89"
固定资产清理,,,,,,,,,,,,"88,294.60","93,461.70",,"1,020,827.28","110,107.01","54,297.57",,"47,209.54","47,209.53","775,118.26",,"72,052.14","16,082.75","1,124,887.53",,"152,582.96"
负债合计,"1,281,601,629.78","1,587,101,660.53","1,934,045,303.49","1,901,840,150.22","1,610,231,044.28","1,471,880,869.73","1,523,921,992.59","1,527,722,035.60","1,547,689,339.95","1,475,747,099.03","1,461,934,795.12","1,407,038,426.50","1,319,982,103.67","1,614,132,766.69","1,599,151,321.39","1,577,488,359.80","1,590,963,168.06","1,508,584,416.36","1,439,588,041.79","1,598,583,049.13","2,066,466,885.73","2,312,106,143.85","2,089,266,049.12","2,058,152,361.04","2,123,923,241.33","2,482,977,791.19","2,476,299,220.01"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"220,000,000.00","305,000,000.00","305,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","533,000,000.00","533,000,000.00","533,000,000.00","533,000,000.00","533,000,000.00","533,000,000.00","533,000,000.00","533,000,000.00","2,025,400,000.00","2,025,400,000.00","2,025,400,000.00","2,025,400,000.00","2,025,400,000.00","2,025,400,000.00","2,025,400,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"74,088,614.97","63,077,042.65","63,077,042.65","1,236,908,382.37","1,236,908,382.37","1,233,526,722.30","1,233,526,722.30","1,233,526,722.30","1,233,526,722.30","1,233,526,722.30","1,233,526,722.30","1,233,526,722.30","1,110,526,722.30","1,110,526,722.30","1,110,526,722.30","1,110,526,722.30","1,110,526,722.30","1,110,526,722.30","1,110,526,722.30","1,110,526,722.30","85,207,810.52","101,346,722.30","102,996,722.29","106,324,222.30","108,854,222.30","111,055,055.63","112,708,388.97"
无形资产,"61,538,616.43","99,426,521.50","94,728,025.45","94,686,873.18","96,422,817.22","95,683,100.53","98,673,221.51","96,126,157.90","99,190,973.63","100,428,695.44","100,845,580.62","100,886,965.76","99,161,493.30","95,265,759.54","92,775,514.78","92,092,232.96","86,941,263.93","87,634,467.61","90,168,998.21","101,325,836.04","99,926,145.57","101,936,641.50","101,923,879.96","100,952,898.79","68,764,153.81","68,713,304.46","78,964,764.71"
盈余公积,"3,346,914.83","30,571,610.42","54,362,227.38","54,362,227.38","54,362,227.38","64,986,807.64","64,986,807.64","64,986,807.64","64,986,807.64","93,828,368.03","93,828,368.03","93,828,368.03","93,828,368.03","93,828,368.03","93,828,368.03","93,828,368.03","93,828,368.03","95,252,813.09","95,252,813.09","95,252,813.09","95,252,813.09","95,252,813.09","95,252,813.09","95,252,813.09","95,252,813.09","105,129,090.84","105,129,090.84"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,"54,802,429.72","15,886,292.34","15,886,292.33","15,886,292.33","15,886,292.33","15,886,292.34","15,886,292.33"
未分配利润,"117,511,800.80","315,646,409.36","475,265,289.39","506,448,031.00","528,274,472.01","567,409,990.06","601,376,096.80","598,311,211.48","612,223,940.71","587,528,067.03","603,746,050.77","593,169,689.95","588,391,436.74","590,968,312.76","611,038,537.34","630,397,244.52","598,030,169.55","588,634,214.50","573,198,378.68","576,709,628.32","102,474,722.89","134,782,620.17","238,302,052.86","313,827,030.92","376,850,582.44","447,838,254.53","524,731,643.32"
长期待摊费用,"2,276,365.75","2,100,780.44","782,338.02","285,714.36","200,000.07","6,089,285.78","5,928,571.49","15,113,691.20","14,219,100.80","14,724,510.40","13,679,920.00","12,635,329.60","11,590,739.20","10,546,148.80","9,501,558.40","8,456,968.00","7,412,377.60","5,075,000.00","11,570,755.14","11,087,595.11","28,336,919.83","10,013,012.85","9,308,444.63","8,559,796.97","9,128,579.22","7,131,696.34","6,669,502.61"
少数股东权益,"4,011,153.71","4,200,636.00","4,438,458.68","4,636,001.77",,,,,,,,,"63,654.12","37,062.83","18,562.49","3,354.11","-3,639.69","-7,087.22","-7,096.90","-7,130.98","-7,114.61","-6,974.22","-7,051.26","-7,109.86","-7,167.62","-7,206.52","-7,319.20"
递延所得税资产,"2,298,190.09","2,921,292.93","3,764,792.36","2,988,972.25","2,809,207.91","3,595,291.33","3,562,926.22","3,541,807.24","3,953,281.28","6,136,442.21","5,982,345.39","6,210,715.66","6,230,387.96","8,157,018.82","8,303,974.84","8,136,667.25","8,835,048.26","14,952,000.96","19,161,435.90","21,843,655.79","16,449,610.27","42,410,730.74","26,998,931.84","9,431,120.46","4,745,676.59","81,410,362.27","78,296,296.69"
外币报表折算价差,"-56,983,035.24","-33,072,673.58","-61,528,058.02","-63,465,417.06","-45,595,079.64","-49,239,201.77","-50,536,207.52","-75,104,583.80","-92,037,534.45","-96,299,111.05","-117,064,676.00","-84,425,837.68","-90,143,316.68",,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"393,503,332.41","545,691,522.70","569,009,455.76","567,663,189.08","554,459,706.04","750,003,078.33","739,907,282.54","730,566,021.42","722,368,262.93","720,564,082.06","710,106,084.65","711,932,796.53","708,887,929.60","756,540,733.48","802,988,247.89","849,253,329.81","819,886,594.51","861,881,820.11","898,781,865.30","904,312,856.33","1,366,783,470.16","1,376,033,604.34","1,339,339,810.32","1,326,884,307.85","1,300,035,055.01","1,418,445,213.88","1,427,239,191.35"
所有者权益(或股东权益)合计,"361,975,449.07","685,423,024.85","840,614,960.08","2,148,889,225.46","2,183,950,002.12","2,226,684,318.23","2,259,353,419.22","2,231,720,157.62","2,228,699,936.20","2,228,584,046.31","2,224,036,465.10","2,246,098,942.60","2,235,666,864.51","2,196,774,540.15","2,208,083,141.85","2,192,671,697.58","2,088,914,743.40","2,110,089,957.16","2,143,651,184.79","2,149,214,583.50","2,126,321,807.08","2,182,273,933.98","2,282,640,299.98","2,359,763,998.84","2,403,455,938.53","2,486,563,055.35","2,554,262,122.03"
资产总计,"1,643,577,078.85","2,272,524,685.38","2,774,660,263.57","4,050,729,375.68","3,794,181,046.40","3,698,565,187.96","3,783,275,411.81","3,759,442,193.22","3,776,389,276.15","3,704,331,145.34","3,685,971,260.22","3,653,137,369.10","3,555,648,968.18","3,810,907,306.84","3,807,234,463.24","3,770,160,057.38","3,679,877,911.46","3,618,674,373.52","3,583,239,226.58","3,747,797,632.63","4,192,788,692.81","4,494,380,077.83","4,371,906,349.10","4,417,916,359.88","4,527,379,179.86","4,969,540,846.54","5,030,561,342.04"
负债和所有者(或股东权益)合计,"1,643,577,078.85","2,272,524,685.38","2,774,660,263.57","4,050,729,375.68","3,794,181,046.40","3,698,565,187.96","3,783,275,411.81","3,759,442,193.22","3,776,389,276.15","3,704,331,145.34","3,685,971,260.22","3,653,137,369.10","3,555,648,968.18","3,810,907,306.84","3,807,234,463.24","3,770,160,057.38","3,679,877,911.46","3,618,674,373.52","3,583,239,226.58","3,747,797,632.63","4,192,788,692.81","4,494,380,077.83","4,371,906,349.10","4,417,916,359.88","4,527,379,179.86","4,969,540,846.54","5,030,561,342.04"
