科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"116,814,189.78","103,066,188.77","55,569,390.13","68,180,808.63","98,735,328.63","10,212,531.00","20,430,582.00","30,535,582.00","49,007,877.27","13,180,315.10","31,789,153.85","40,207,203.65","46,052,791.13","11,682,371.39","25,933,403.39","43,160,849.53","69,895,457.26","15,195,748.27","32,986,667.63","57,613,839.76","93,615,593.47","15,370,729.55","34,274,893.46","46,036,876.62","82,759,575.87","11,478,523.21","150,267,704.83","150,967,369.14","153,255,394.12","82,467,103.03","226,080,015.56","378,484,401.72","596,713,712.27","164,195,365.37","316,600,652.31","526,680,085.72","823,926,431.49","100,241,283.74","193,260,189.62","235,664,045.61","382,833,341.13","22,391,042.26"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"25,400,000.00",,"100,000,000.00","185,000,000.00","80,336,430.83","55,000,000.00","55,000,000.00","60,000,000.00","69,400,000.00",,,"2,241,000.00","2,700,000.00",,,"52,650,000.00",,
收到的税费返还,,,,,,,,,,,,,,,,,,,,"19,817.44","19,817.44",,"899,865.81","909,066.58","1,698,380.62",,,"646,936.24","5,043,446.75","743,460.02","743,460.02","3,635,598.51","2,965,587.49","689,061.53","11,246,853.96","11,646,774.73","766,274.30",,"1,015,711.90","1,015,711.90","1,015,711.90","1,855,079.93"
支付其他与投资活动有关的现金,,,,,,,,,"220,580,682.76",,,,,,,,388.00,,,,"7,013.76",,,,,,"26,397,178.23","26,397,178.23",,,,"625,000.00",,"100,000.00","100,000.00","475,000.00",,,,,,
收到其他与经营活动有关的现金,"3,434,724.16","1,517,624.15","922,447.92","1,150,435.63","7,900,234.95","1,910,424.86","3,667,188.42","4,447,416.26","24,538,427.16","917,755.78","2,009,109.23","2,962,582.27","18,660,134.80","1,838,699.33","7,076,364.39","9,006,074.75","6,465,300.18","5,586,211.64","6,926,578.37","9,667,525.57","11,556,156.52","4,243,414.67","5,103,859.06","5,694,341.01","13,087,034.32","9,247,482.28","36,346,948.04","208,154,161.34","1,194,893,655.56","1,138,820,090.03","1,355,561,929.47","1,606,971,065.36","3,317,400,058.60","1,392,839,317.11","1,348,208,480.52","3,411,410,116.68","1,937,928,532.85","1,037,101,459.56","1,194,364,001.68","2,442,058,046.22","2,346,539,492.15","9,393,553.85"
投资活动现金流出小计,"1,545,310.00","11,558,796.30","324,544.62","572,667.20","5,016,213.01","3,306,170.00","3,397,511.00","3,710,815.00","236,486,709.50","2,615,042.56","2,059,724.57","4,950,383.17","20,831,346.81","8,512,257.78","16,538,440.99","26,383,311.46","40,894,928.94","7,700,111.26","19,043,686.92","38,159,045.97","66,148,337.86","4,046,049.97","7,683,117.96","9,126,767.96","33,754,592.88","4,402,310.92","132,770,337.87","1,587,602,306.65","417,914,984.88","293,892,072.32","309,410,156.45","628,247,361.97","868,970,545.04","52,228,794.94","259,513,519.08","2,861,317,172.31","3,708,794,019.88","766,996,860.00","1,115,408,658.12","1,137,179,782.62","1,118,496,947.82","27,215,860.00"
经营活动现金流入小计,"120,248,913.94","104,583,812.92","56,491,838.05","69,331,244.26","106,635,563.58","12,122,955.86","24,097,770.42","34,982,998.26","73,546,304.43","14,098,070.88","33,798,263.08","43,169,785.92","64,712,925.93","13,521,070.72","33,009,767.78","52,166,924.28","76,360,757.44","20,781,959.91","39,913,246.00","67,301,182.77","105,191,567.43","19,614,144.22","40,278,618.33","52,640,284.21","97,544,990.81","20,726,005.49","186,614,652.87","359,768,466.72","1,484,032,101.59","1,222,030,653.08","1,582,385,405.05","1,989,091,065.59","3,917,079,358.36","1,557,723,744.01","1,676,055,986.79","3,949,736,977.13","2,762,621,238.64","1,137,342,743.30","1,388,639,903.20","2,678,737,803.73","2,730,388,545.18","33,639,676.04"
投资活动产生的现金流量净额,"-2,310.00","-1,528,796.30","-276,638.43","-524,761.01","-4,968,306.82","-3,306,170.00","-3,397,511.00","-3,710,815.00","-236,441,009.50","-2,615,042.56","-2,059,724.57","-4,900,383.17","11,878,007.78","-8,512,257.78","19,796,433.11","16,698,871.69","13,966,451.84","2,278,780.82","1,256,212.06","11,376,415.99","9,661,993.27","-4,046,049.97","4,644,649.24","3,200,999.24","-2,584,038.51","-1,045,411.13","34,122,603.59","-282,637,681.30","-81,737,203.31","-104,048,464.52","-42,269,154.35","1,122,345,234.28","-62,654,155.19","-3,512,556.29","-10,498,236.95","-408,672,646.23","-299,571,777.24","-163,679,961.53","-20,881,395.73","120,923,038.66","80,252,292.37","429,926,546.43"
购买商品、接受劳务支付的现金,"104,030,399.22","95,737,974.14","26,868,374.41","28,724,369.42","41,261,286.46","15,900,205.17","22,427,298.18","45,403,849.91","52,449,534.21","12,597,637.32","29,381,726.93","52,005,559.73","58,838,712.65","17,710,663.82","28,666,886.05","47,900,930.89","62,482,986.24","11,524,411.31","19,912,412.22","42,766,442.10","68,799,459.57","11,022,055.85","17,756,787.00","32,482,857.02","59,905,434.64","18,463,400.05","767,373,249.37","68,963,221.59","82,896,826.45","20,352,356.21","46,404,437.64","44,565,804.32","370,494,625.41","31,055,439.58","42,135,323.17","62,235,288.46","516,412,959.57","3,983,586.55","8,335,959.04","8,879,986.01","525,813,289.45","8,754,707.87"
吸收投资收到的现金,,,,,"273,360,000.00",,,,,"15,400,000.00","15,400,000.00","15,400,000.00","5,200,000.00",,,,"4,600,000.00",,,,,,,,,,"211,999,991.00","211,999,991.00","212,999,991.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"3,739,732.71","5,374,047.49","3,759,857.32","5,028,792.13","7,610,362.40","2,509,844.98","4,635,163.94","6,275,879.46","7,611,102.15","2,902,809.05","5,915,973.09","9,533,052.69","11,602,050.13","5,675,944.04","10,346,800.08","15,635,493.64","17,029,221.92","5,422,648.65","9,804,095.61","13,655,032.94","17,962,550.60","3,192,119.20","6,353,809.45","8,923,036.26","10,080,341.90","5,503,956.99","10,148,921.50","17,009,535.19","23,929,275.33","10,853,801.39","17,460,143.61","25,300,350.39","37,735,749.56","12,180,645.38","19,988,401.15","29,316,286.66","34,987,523.83","5,473,013.25","10,215,566.94","15,746,799.02","21,013,623.99","5,444,794.30"
