科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,015,075,865.44","1,450,941,451.17","1,813,873,406.61","1,254,013,302.20","1,844,188,215.47","3,227,789,139.74","758,211,529.03","1,609,171,808.32","2,306,672,712.23","3,784,957,668.68","753,443,921.16","1,699,826,292.34","2,751,928,915.96","3,858,943,774.75","1,001,802,644.50","1,995,082,143.01","3,595,164,449.34","4,691,572,200.90","1,054,193,190.94","2,107,930,517.96","3,191,730,586.91","4,057,706,208.48","907,122,446.75","1,745,985,484.57","2,582,816,929.36","3,300,936,193.31","905,714,227.67","1,786,395,647.34","2,955,725,052.30","2,868,290,729.52","1,040,058,638.42","2,121,797,070.55","3,969,424,007.38"
取得子公司及其他营业单位支付的现金净额,"4,221,384.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"2,038,760.00","5,854,000.00",,,"4,230,234.32",,"1,915,621.04",,,,,,,"1,701,971.65",,,,,,,,,,,,,,,,"924,264.67",,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"3,294,118.53","2,331,469.08","17,793,729.44","9,856,014.88","14,399,836.18","21,591,794.53","71,458,436.88","107,549,008.96","24,533,289.58","191,298,065.45","162,377,349.15","86,392,530.33","96,929,018.95","344,660,514.05","5,860,925.62","48,019,362.75","56,783,246.91","439,697,796.35","5,735,857.88","12,516,295.08","22,029,506.50","554,073,213.02","67,983,280.76","19,364,484.23","25,993,936.99","878,276,681.95","37,713,198.28","46,389,592.34","121,992,515.13","793,387,092.59","127,113,066.68","325,378,222.47","403,329,883.23"
投资活动现金流出小计,"117,980,250.04","121,821,877.48","407,631,918.41","56,914,426.46","77,059,763.16","121,268,737.34","43,868,829.67","135,382,456.67","280,739,575.65","538,472,024.94","65,269,762.67","156,049,220.45","227,851,388.52","350,864,839.58","8,132,663.37","71,566,883.09","107,570,400.33","217,677,643.77","49,494,967.78","112,921,995.16","161,026,459.16","217,818,301.46","7,362,369.35","42,734,820.96","58,584,136.23","124,747,447.61","32,916,699.38","79,229,784.31","123,498,828.92","253,399,602.78","161,096,125.83","165,878,799.53","475,231,773.22"
经营活动现金流入小计,"1,020,408,743.97","1,459,126,920.25","1,831,667,136.05","1,263,869,317.08","1,862,818,285.97","3,249,380,934.27","831,585,586.95","1,716,720,817.28","2,331,206,001.81","3,976,255,734.13","915,821,270.31","1,786,218,822.67","2,848,857,934.91","4,205,306,260.45","1,007,663,570.12","2,043,101,505.76","3,651,947,696.25","5,131,269,997.25","1,059,929,048.82","2,120,446,813.04","3,213,760,093.41","4,611,779,421.50","975,105,727.51","1,765,349,968.80","2,608,810,866.35","4,179,212,875.26","943,427,425.95","1,832,785,239.68","3,077,717,567.43","3,662,602,086.78","1,167,171,705.10","2,447,175,293.02","4,372,753,890.61"
投资活动产生的现金流量净额,"-93,190,773.76","-120,878,297.62","-393,265,842.31","-56,914,032.96","-75,927,653.45","-120,199,750.41","-42,624,127.84","-134,671,784.61","-225,410,126.26","-516,928,893.64","-65,269,762.67","-156,049,220.45","-227,851,388.52","-342,893,465.43","-8,132,663.37","-71,566,883.09","-107,570,400.33","-213,855,715.87","-49,494,967.78","-112,718,269.36","-160,822,733.36","-216,088,124.11","-7,362,369.35","-30,619,011.55","-46,406,811.43","11,449,434.97","-32,916,699.38","22,735,857.44","-21,494,955.39","-144,815,663.45","-161,096,125.83","-165,834,977.78","-473,438,613.68"
购买商品、接受劳务支付的现金,"868,052,529.18","1,174,901,357.64","1,473,756,016.19","1,096,999,934.19","1,540,752,659.85","2,848,784,541.80","948,160,956.52","1,817,837,398.01","2,398,573,839.38","3,650,847,669.95","816,326,050.88","1,531,767,427.53","2,316,501,418.20","3,273,860,755.27","840,291,939.43","1,348,357,846.35","3,159,064,723.81","4,006,730,617.44","822,049,207.89","1,572,635,530.55","2,061,740,592.31","2,904,280,950.43","779,378,286.05","1,071,015,537.41","1,570,526,036.37","2,699,482,981.83","635,993,251.08","1,341,290,538.32","2,460,547,378.30","2,081,024,455.10","911,313,972.78","2,171,041,781.78","3,597,321,926.28"
吸收投资收到的现金,,,,,,"50,000.00","1,329,885,466.20","1,329,885,466.20","1,329,885,466.20","1,329,885,466.20",,,,,,,,,,,,,,,,,,,"1,189,049,466.74","1,197,999,989.02",,,
支付给职工以及为职工支付的现金,"48,167,753.30","63,360,048.91","118,589,650.26","56,779,993.99","136,615,411.31","135,878,853.06","51,446,132.01","106,112,753.95","176,024,884.34","235,766,692.13","62,118,832.39","131,671,147.58","196,830,612.14","300,147,599.89","81,531,510.27","186,849,201.48","304,001,213.45","427,652,721.49","106,151,673.59","206,179,842.14","338,881,908.16","459,614,875.09","106,704,766.69","197,732,991.10","276,348,756.53","400,873,910.19","70,561,133.71","173,924,149.72","273,019,488.26","421,605,513.87","102,173,917.42","227,200,989.74","355,717,885.12"
取得借款收到的现金,"213,300,000.00","400,000,000.00","752,000,000.00","539,500,000.00","720,500,000.00","860,500,000.00","260,000,000.00","356,000,000.00","588,000,000.00","743,000,000.00","330,000,000.00","525,000,000.00","744,000,000.00","1,087,000,000.00","330,000,000.00","492,000,000.00","1,073,000,000.00","1,526,500,000.00","344,950,000.00","726,950,000.00","1,146,450,000.00","1,878,800,000.00","516,000,000.00","836,000,000.00","1,157,000,000.00","1,727,950,000.00","419,450,000.00","956,450,000.00","1,181,450,000.00","1,281,450,000.00","359,000,000.00","1,187,000,000.00","1,510,000,000.00"
支付的各项税费,"29,529,868.06","45,051,947.62","46,418,195.37","28,982,706.96","55,376,660.88","62,976,495.28","28,948,094.29","58,137,830.27","86,012,818.39","138,433,798.57","24,844,533.61","62,239,287.93","95,100,335.90","135,629,222.07","25,777,321.20","57,994,395.64","90,891,667.66","140,209,677.83","31,411,801.70","60,336,275.53","112,214,013.21","172,686,903.64","47,169,828.10","95,624,039.72","149,818,219.86","205,919,627.11","37,380,839.06","92,015,394.18","118,928,180.76","170,764,940.44","49,383,856.36","124,067,075.09","195,667,737.06"
收到其他与筹资活动有关的现金,,,,,,,,,"8,153,496.47",,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"59,834,526.59","100,858,306.12","65,349,739.61","130,770,861.93","123,480,380.87","259,358,401.60","47,080,963.62","80,487,895.58","57,255,832.51","150,219,653.23","58,244,774.89","101,418,272.76","250,009,571.96","513,645,325.61","56,267,090.80","324,694,385.20","271,018,141.71","714,226,990.16","108,964,802.12","232,916,458.25","435,853,843.35","1,033,916,176.86","38,484,450.39","173,817,735.08","291,354,729.22","904,647,078.24","74,230,658.67","112,660,446.63","128,345,685.94","817,767,132.51","95,709,738.20","139,126,766.72","265,533,682.88"
