科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"1,292,351,700.00","1,796,900,794.00","1,927,057,835.00","1,217,685,470.00","1,344,583,443.00","1,091,451,087.00","1,290,429,914.00","1,253,389,329.00","1,540,652,025.00","3,661,760,389.00","3,048,112,350.00","2,593,429,096.00","3,449,438,526.00","1,612,100,684.00","1,930,266,469.00","2,792,836,940.22","2,083,100,390.76","2,655,288,168.42","2,007,818,256.72","2,905,268,548.42","3,186,964,953.91","1,815,188,655.14","4,012,327,917.31","1,635,048,794.78","2,779,414,209.43","2,534,355,200.89","1,352,476,170.13","1,913,476,456.72","2,585,892,110.65","2,486,189,669.49","2,838,108,917.99","1,812,261,919.38","1,994,930,405.34","1,338,517,131.93","2,331,942,288.99","2,032,071,945.62","1,981,310,885.18","3,506,611,009.61","4,175,368,804.14","4,213,222,312.02","4,685,323,307.93","6,071,615,042.76","5,932,268,547.22"
短期借款,"4,299,000,000.00","5,203,700,000.00","5,178,000,000.00","3,250,000,000.00","3,950,000,000.00","4,529,000,000.00","5,528,999,571.00","5,010,000,000.00","5,148,000,000.00","6,827,000,000.00","6,311,000,000.00","5,773,951,965.00","4,747,012,245.00","4,750,446,423.00","5,547,303,687.00","5,854,622,700.00","5,783,151,849.38","6,732,000,000.00","6,937,608,167.95","7,414,160,000.00","8,231,247,735.28","6,452,500,000.00","5,483,500,000.00","5,421,500,000.00","6,416,500,000.00","6,407,124,080.80","6,797,500,000.00","8,003,000,000.00","7,855,500,000.00","10,068,500,000.00","9,916,500,000.00","10,336,000,000.00","10,631,500,000.00","10,571,699,153.73","12,230,800,000.00","12,657,180,000.00","11,847,100,000.00","12,129,800,000.00","11,913,286,600.00","15,217,581,000.00","15,625,648,000.00","17,918,810,500.00","17,702,494,500.00"
交易性金融资产,,,"10,000,000.00","4,786,157.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,790,800.70","5,512,508.40","6,095,889.00","3,515,006.50"
交易性金融负债,,,,,,,,,,"600,000,000.00","600,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"150,613,204.00","263,334,531.00","224,129,319.00","167,699,394.00","178,910,767.00","157,462,773.00","108,209,458.00","333,551,386.00","152,528,690.00","195,126,170.00","252,634,520.00","599,503,079.00","670,470,209.00","465,770,764.00","696,626,459.00","595,860,801.89","1,331,115,521.83","1,542,063,395.96","1,129,188,359.63","1,324,748,833.77","2,164,021,935.10","897,068,364.94","1,184,612,290.80","1,106,998,830.58","2,007,643,777.31","3,068,377,760.17","2,153,987,518.56","2,582,518,191.33","2,603,561,227.21","3,108,367,598.38","1,174,239,629.95","1,395,678,601.27","2,287,739,103.61","1,551,224,289.84","1,149,772,206.70","1,804,634,792.68","1,489,852,504.89","1,167,195,801.46","1,200,402,997.50","2,005,986,136.26","2,647,984,884.83","4,443,546,305.26","4,389,507,341.54"
应付票据,,,,"100,000,000.00","100,000,000.00",,,"395,999,571.00","405,000,000.00",,,"349,800,000.00","256,000,000.00","250,000,000.00","351,700,000.00","1,000,000.00","1,000,000.00","1,240,000.00","2,350,000.00","1,000,000.00",,,,,,,,,,,,,,"23,700,000.00","614,257,308.23","1,226,030,448.90","609,738,512.38","1,327,653,499.30","2,077,704,154.44","730,253,399.85","874,191,596.93","1,159,061,948.61","1,943,117,023.36"
应收账款,"463,557,678.00","990,756,767.00","939,157,821.00","819,113,751.00","858,550,157.00","1,077,129,005.00","1,442,188,833.00","1,248,214,815.00","1,178,673,115.00","1,378,869,486.00","1,528,373,468.00","1,196,258,762.00","1,436,782,817.00","1,400,078,913.00","1,735,720,525.00","1,427,439,224.72","1,183,425,417.86","1,314,959,986.58","1,554,200,748.67","1,230,193,776.79","1,427,957,866.61","1,702,643,516.83","1,724,421,154.64","1,298,048,117.98","1,941,987,881.38","1,575,035,678.92","1,617,055,303.74","1,246,887,856.30","1,908,398,189.11","1,752,409,631.79","2,051,333,470.48","1,498,649,195.97","1,972,771,225.09","2,053,483,061.63","2,128,485,948.15","2,157,416,260.06","2,065,937,326.40","2,192,144,777.93","2,060,936,158.52","1,781,750,008.95","1,577,238,240.36","1,623,845,867.05","1,653,421,690.43"
应付账款,"577,268,751.00","544,164,935.00","495,749,134.00","462,477,321.00","382,055,249.00","494,371,827.00","671,871,823.00","638,579,001.00","547,084,922.00","623,815,032.00","727,958,138.00","563,378,701.00","798,378,828.00","1,382,614,528.00","1,360,325,277.00","1,891,928,660.30","1,892,442,721.83","2,088,342,854.04","2,544,994,362.56","3,019,231,244.71","2,987,480,457.06","3,128,258,482.62","3,308,563,381.33","3,202,183,873.07","3,458,131,702.51","3,136,749,320.72","3,448,768,565.21","3,079,755,046.28","3,342,880,631.81","3,380,942,325.02","3,831,114,539.01","4,365,492,962.98","4,325,707,784.16","4,368,307,825.47","4,090,935,120.72","4,128,548,009.22","4,894,739,440.54","4,525,874,979.72","4,466,018,046.92","4,123,970,580.13","4,323,527,638.92","4,848,667,572.61","4,607,812,586.94"
预付款项,"449,218,980.00","760,982,875.00","824,455,195.00","290,112,290.00","353,551,117.00","386,785,016.00","478,146,028.00","401,412,914.00","386,611,056.00","812,729,224.00","981,939,579.00","894,571,173.00","856,905,464.00","2,518,911,314.00","3,444,173,821.00","1,268,029,142.93","1,508,516,198.25","1,586,660,915.41","1,830,743,374.78","2,030,048,277.41","1,868,490,743.46","2,835,829,479.80","2,877,457,024.78","1,718,620,979.23","1,948,204,464.24","1,844,803,327.13","1,929,527,491.11","881,107,293.25","833,580,436.38","811,570,616.78","984,184,330.50","370,158,456.89","483,263,885.70","456,194,258.70","474,450,357.80","156,260,756.90","298,261,947.03","517,401,988.27","598,946,041.76","798,932,191.07","1,071,446,190.31","1,034,876,230.16","1,605,121,441.29"
预收款项,"482,488,598.00","457,329,920.00","506,304,724.00","428,588,638.00","278,566,711.00","102,439,437.00","252,614,668.00","194,128,612.00","282,828,720.00","83,404,984.00","408,032,771.00","283,521,553.00","314,905,725.00","278,822,145.00","483,052,482.00","485,016,634.81","365,004,763.33","434,938,676.53","495,049,615.63","390,389,298.93","554,049,456.71","482,849,192.87","490,815,305.43","502,926,943.50","514,514,713.98","587,678,459.47","605,968,268.42","480,501,808.29","477,023,628.49","451,876,792.91","546,164,463.96","345,401,320.40","467,978,858.30","526,437,937.77","495,873,425.36","257,497,582.79","481,115,312.58","658,028,564.87","674,085,329.63","532,519,119.80","686,564,903.01","764,156,959.18","801,661,089.10"
