科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
经营活动现金流出小计,"1,721,002,200.14","2,681,123,629.12","2,695,686,664.14","1,223,753,635.24","2,033,234,502.23","2,858,586,576.35","1,249,281,709.01","2,514,528,071.38","3,131,724,734.33","4,456,476,251.76","954,311,840.94","1,512,242,089.34","2,326,290,352.60","3,146,913,514.18","763,296,505.20","1,586,592,976.32","2,596,501,243.50","3,607,114,881.54","875,505,074.51","1,649,191,489.74","2,272,520,037.05","2,450,409,343.85","600,930,680.31","915,107,907.64","1,675,953,049.98","1,849,487,012.04","544,151,716.50","1,141,672,834.49","1,750,500,518.12","1,702,342,814.89","463,135,928.19","1,080,350,534.93","1,843,269,547.24","2,548,486,359.46","967,381,682.35","1,780,859,624.40","2,542,373,950.13","4,362,106,336.83","1,358,552,984.34"
偿还债务支付的现金,"181,200,000.00","638,902,807.39","859,814,190.00","260,000,000.00","560,000,000.00","621,000,000.00","210,000,000.00","260,000,000.00","330,000,000.00","558,000,000.00","50,000,000.00","178,000,000.00","270,000,000.00","290,000,000.00","51,734,312.22","101,734,312.22","101,734,312.22","121,734,312.22",,,"20,000,000.00","58,870,968.78",,,"2,603,792.81","2,603,622.54",,,,,,,,"1,000,000.00","33,000,000.00","73,202,295.35","107,075,666.91","246,500,000.00","31,830,176.39"
经营活动产生的现金流量净额,"254,715,001.58","786,398,170.44","-220,470,295.46","20,623,165.18","157,470,202.07","284,211,967.93","-331,556,525.39","-401,938,106.76","-416,291,737.24","-359,497,468.32","-69,029,029.55","66,881,506.70","167,844,583.09","162,435,409.95","112,297,307.86","166,980,169.56","156,280,672.77","219,425,263.21","126,636,463.56","344,745,806.48","529,111,868.31","918,346,815.28","-53,888,829.65","50,497,992.87","109,569,033.82","376,906,829.36","37,828,925.06","72,214,512.33","-6,339,357.98","150,679,417.33","-18,531,224.84","-8,779,994.50","60,837,781.67","574,119,192.53","-32,427,166.17","151,089,519.38","283,927,412.91","686,332,973.31","-141,462,445.11"
分配股利、利润或偿还利息支付的现金,"122,595,692.30","30,009,649.23","39,051,392.90","28,029,886.36","32,826,888.99","32,632,911.41","350,650.04","57,304,554.75","57,987,494.89","59,952,583.46","669,644.47","67,528,243.10","68,780,871.78","69,068,893.15","207,596.22","74,838,655.86","75,268,050.54","87,692,339.97","418,957.09","93,823,278.38","94,107,619.71","95,471,213.78",,"94,420,000.00","94,427,572.97","96,027,572.97",,"80,020,000.00","85,512,475.00","86,645,000.00",,"400,100,000.00","412,952,000.00","410,914,946.54","2,894,946.59","12,927,068.23","112,407,416.50","105,675,332.64","3,259,893.47"
收回投资收到的现金,"90,074,260.13",,"393,828,566.66","15,753,003.81",,"37,642,216.49","239,901,295.09","293,344,199.81","306,222,452.27","328,654,159.54",,,,"4,454,913.36",,,"24,726,545.27","89,874,103.35",,,,,,,,"373,859,465.32","77,988,735.31","194,682,609.03","596,827,942.95","800,430,000.00","100,000,000.00","167,440,863.27","340,000,000.00","411,384,461.13","69,768,523.03","159,359,116.89","180,207,009.14","200,440,577.94","111,879,166.85"
支付其他与筹资活动有关的现金,"14,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,863,222.18","51,839,574.15","110,368,441.20","134,280,797.31","251,360,792.25",
取得投资收益收到的现金,"4,597,248.86","182,502.30","181,994.00","75,003.00","75,003.00","91,066.00",,"90,357.00","90,357.00","207,210.00",,,"88,462.00","204,336.00",,,,"172,624.00",,"76,000.00","76,000.00","7,682,991.09","8,586,786.26","21,128,794.68","36,115,634.14","62,051,747.02","18,012,600.69","40,383,208.36","61,420,681.73","72,461,383.71","8,346,748.21","15,252,440.88","25,264,890.26","24,738,235.39","4,130,771.85","8,870,485.21","11,050,758.55","7,540,612.23","2,285,983.29"
筹资活动现金流出小计,"317,795,692.30","668,912,456.62","898,865,582.90","271,268,086.36","592,826,888.99","653,632,911.41","210,350,650.04","317,304,554.75","387,987,494.89","617,952,583.46","50,669,644.47","245,528,243.10","338,780,871.78","359,068,893.15","51,941,908.44","176,572,968.08","177,002,362.76","209,426,652.19","418,957.09","93,823,278.38","114,107,619.71","154,342,182.56",,"94,420,000.00","97,031,365.78","98,631,195.51",,"80,020,000.00","85,512,475.00","86,645,000.00",,"400,100,000.00","412,952,000.00","432,778,168.72","87,734,520.74","196,497,804.78","353,763,880.72","603,536,124.89","35,090,069.86"
处置固定资产、无形资产和其他长期资产收回的现金净额,"718,546.13","917,923.72","340,000.00",,,,,"30,000.00","30,000.00","30,000.00","1,180,504.00","1,180,504.00","1,200,004.00","1,200,004.00",,"37,000.00","37,000.00","62,600.00",,,"481,445.90","6,939,561.91","3,856,662.39","3,868,559.39","3,890,559.39","40,894,257.39","83,000.00","139,000.00","139,000.00","193,310.00",,"3,480.00","3,480.00","720,101.80","11,000.00","50,223.30","62,223.30","109,450.00",
筹资活动产生的现金流量净额,"-35,962,092.30","6,781,814.12","-154,365,582.90","43,731,913.64","966,583,711.01","975,777,688.59","-200,350,650.04","-187,304,554.75","-207,987,494.89","-229,952,583.46","49,330,355.53","-25,528,243.10","-78,780,871.78","-80,192,305.15","-210,067.68","-124,841,127.32","-125,270,522.00","-117,610,781.69","-418,957.09","-93,823,278.38","-94,107,619.71","-134,342,182.56",,"-91,816,377.46","-94,427,743.24","-96,027,572.97",,"-80,020,000.00","-85,512,475.00","-86,645,000.00",,"-400,100,000.00","-412,952,000.00","-354,516,898.57","-48,453,677.80","-53,206,961.84","-234,473,037.78","-357,234,397.36","45,909,930.14"
处置子公司及其他营业单位收到的现金净额,"68,050,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00",,
四、汇率变动对现金的影响,,,,,,,,,,"-2,024,025.57",,,,"-2,113,181.24","-2,042,736.54","-4,502,309.90","-3,810,889.61","-6,522,075.63","-762,794.02","-50,692.77","260,287.31","1,126,157.65","1,750,961.20","2,416,851.84","3,304,006.09","3,655,573.17","-1,043,263.03","-2,243,465.68","-3,803,309.85","953,510.81","-666,815.14","72,864.79","-1,903,561.83","-11,852,169.95","-6,460,222.49","8,141,919.05","29,404,065.42","28,473,366.76","-7,496,215.39"
收到其他与投资活动有关的现金,"30,000,000.00","26,621,465.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"193,440,055.12","27,721,891.02","394,350,560.66","15,828,006.81","75,003.00","37,733,282.49","239,901,295.09","293,464,556.81","306,342,809.27","328,891,369.54","1,180,504.00","1,180,504.00","1,288,466.00","5,859,253.36",,"37,000.00","24,763,545.27","90,109,327.35",,"76,000.00","557,445.90","14,622,553.00","12,443,448.65","24,997,354.07","40,006,193.53","476,805,469.73","96,084,336.00","235,204,817.39","658,387,624.68","873,084,693.71","108,346,748.21","182,696,784.15","365,268,370.26","456,842,798.32","73,910,294.88","198,279,825.40","221,319,990.99","208,090,640.17","114,165,150.14"
五、现金及现金等价物净增加额,"-17,741,422.74","125,583,789.67","-111,632,938.13","1,430,915.27","982,671,995.72","1,089,823,628.31","-313,514,455.14","-327,065,643.60","-463,168,782.45","-429,630,377.66","-63,226,110.14","-92,827,630.59","-153,270,266.93","-351,275,012.13","-25,601,046.41","-119,270,714.99","-117,094,006.05","-141,360,726.11","72,388,712.16","124,424,299.38","79,285,329.47","251,005,234.47","-278,521,496.40","-350,046,959.29","-413,667,363.53","-308,991,409.28","15,077,833.65","71,375,634.67","232,503,408.45","579,623,333.78","46,008,735.86","-346,364,664.32","-158,776,295.31","231,655,312.89","-107,554,564.04","174,153,212.87","167,527,902.88","62,679,814.16","-280,472,272.15"
购建固定资产、无形资产和其他长期资产支付的现金,"99,472,347.04","208,552,754.34","110,905,220.43","46,329,270.36","58,908,881.90","81,094,664.29","21,508,574.80","31,287,538.90","145,232,359.59","153,207,669.85","34,082,560.30","104,833,663.47","161,330,880.74","291,124,790.91","22,790,292.64","96,456,118.28","169,056,812.48","288,438,320.36","28,179,196.04","53,189,956.02","54,728,565.93","126,214,768.54","7,653,553.61","15,277,608.99","15,337,018.95","84,825,595.15","8,510,821.94","10,953,438.43","11,771,384.55","26,871,244.08","8,781,712.96","12,461,162.17","12,756,034.80","70,700,272.30","61,568,530.76","68,648,836.96","105,479,104.66","184,846,190.89","58,850,801.94"
期初现金及现金等价物余额,"109,033,169.62","91,291,746.88","216,875,536.55","105,242,598.42","105,242,598.42","105,242,598.42","1,195,066,226.73","1,195,066,226.73","1,195,066,226.73","1,195,066,226.73","765,435,849.07","765,435,849.07","765,435,849.07","765,435,849.07","414,160,836.94","414,160,836.94","414,160,836.94","414,160,836.94","272,800,110.83","272,800,110.83","272,800,110.83","272,800,110.83","523,805,345.30","523,805,345.30","523,805,345.30","523,805,345.30","214,813,936.02","214,813,936.02","214,813,936.02","214,813,936.02","794,437,269.80","794,437,269.80","794,437,269.80","794,437,269.80","1,026,092,582.69","1,026,092,582.69","1,026,092,582.69","1,026,092,582.69","1,088,772,396.85"
投资支付的现金,"203,912,040.10","458,881,994.30","20,242,400.00","32,422,900.00","82,548,038.46","126,804,646.41",,,,"13,840,000.00","10,625,379.82","30,527,734.72","82,291,563.50","146,139,398.14","112,855,257.41","60,488,329.05",,"38,324,138.99","24,886,804.25","73,333,579.93","301,808,086.41","422,533,340.36","231,173,522.99","320,865,171.62","456,781,834.78","985,506,113.42","109,281,342.44","142,826,790.94","318,457,688.85","331,578,043.99","34,358,259.41","107,793,156.59","157,270,850.61","362,237,337.14","32,555,261.70","61,502,252.16","27,171,424.00","318,136,577.83","232,737,889.99"
期末现金及现金等价物余额,"91,291,746.88","216,875,536.55","105,242,598.42","106,673,513.69","1,087,914,594.14","1,195,066,226.73","881,551,771.59","868,000,583.13","731,897,444.28","765,435,849.07","702,209,738.93","672,608,218.48","612,165,582.14","414,160,836.94","388,559,790.53","294,890,121.95","297,066,830.89","272,800,110.83","345,188,822.99","397,224,410.21","352,085,440.30","523,805,345.30","245,283,848.90","173,758,386.01","110,137,981.77","214,813,936.02","229,891,769.67","286,189,570.69","447,317,344.47","794,437,269.80","840,446,005.66","448,072,605.48","635,660,974.49","1,026,092,582.69","918,538,018.65","1,200,245,795.56","1,193,620,485.57","1,088,772,396.85","808,300,124.70"
