科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
专项应付款,,"3,221,000.00","3,221,000.00",,"3,221,000.00","3,221,000.00","3,221,000.00","3,221,000.00","3,221,000.00","3,221,000.00","3,221,000.00","3,221,000.00","3,221,000.00","3,221,000.00",,,
投资性房地产,,,,,,,,,,,,,,,"4,887,919.44","4,869,535.41","4,851,151.38"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"10,601,212.07","10,058,000.35","10,236,248.64",,"9,219,550.48","10,566,414.94","10,625,468.27","10,100,832.57","9,951,437.49","11,191,286.64","11,104,941.29","10,564,495.71","10,150,222.77","9,932,638.66","6,354,600.18","5,816,910.34","5,539,868.34"
递延所得税负债,,,,,,,,,"74,312.50","58,125.00",,,,,,,
在建工程,,"532,996.31",,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"60,000,000.00","38,221,000.00","63,221,000.00",,"63,221,000.00","64,121,000.00","3,221,000.00","3,221,000.00","3,295,312.50","3,279,125.00","3,221,000.00","3,221,000.00","3,221,000.00","3,221,000.00",,,
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"194,123,858.58","359,122,813.52","466,215,069.28","446,246,400.00","400,390,300.09","392,124,795.59","572,413,026.50","508,159,478.98","533,862,601.65","664,835,665.96","597,415,654.07","586,517,547.56","572,866,883.64","672,660,127.42","785,852,442.05","707,732,737.52","644,155,205.68"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00",,"60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"129,768,063.10","129,768,063.10","129,768,063.10",,"129,768,063.10","129,768,063.10","443,135,595.95","443,135,595.95","323,135,595.95","323,135,595.95","323,135,595.95","323,135,595.95","23,135,595.95","23,135,595.95","24,320,676.05","24,320,676.05","24,320,676.05"
无形资产,"38,333.35","83,138.35","314,465.13",,"338,584.73","390,897.67","367,783.28","350,251.49","328,095.79","320,807.04","297,793.66","274,945.52","253,097.38","277,346.72","3,076,905.08","2,968,966.01","2,845,764.18"
盈余公积,"8,939,576.72","15,465,927.27","23,258,311.83",,"25,963,399.98","26,619,702.44","31,770,392.61","32,954,791.49","35,491,479.30","36,655,534.89","38,873,923.15","38,605,048.01","40,918,289.45","42,088,378.05","47,335,992.14","47,660,123.50","48,574,608.91"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,"7,136,370.41","7,136,370.41","7,136,370.41"
未分配利润,"89,081,678.22","158,146,655.76","231,646,657.00",,"256,978,564.81","262,545,778.68","316,459,649.31","327,719,880.14","330,425,440.61","353,752,424.95","381,854,948.80","389,141,312.53","385,834,052.97","396,476,397.25","447,451,711.80","449,736,241.33","448,677,500.31"
长期待摊费用,"5,383,627.17","8,205,910.29","63,791.67",,"52,041.69","46,166.70","40,291.71","34,416.72","28,541.73","24,422.74","1,218,071.16","1,322,311.63","1,451,330.92","1,356,217.29","1,730,040.10","1,495,980.58","1,388,161.06"
少数股东权益,,,,,,,,,,"-4,719.84","-126,484.51","-205,464.28","-353,125.19","-631,904.35","-697,302.13","-1,382,977.23","-1,582,501.84"
递延所得税资产,"2,271,714.39","4,165,353.39","3,748,737.88",,"4,339,082.00","4,496,609.81","5,547,463.50","5,052,419.43","5,450,820.50","4,822,716.95","7,871,807.52","7,876,350.31","7,881,894.36","7,723,798.58","5,998,344.02","5,764,913.38","5,668,285.83"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"18,294,886.98","23,045,398.69","48,780,276.77",,"37,265,500.86","39,208,861.85","41,088,918.54","22,007,243.67","16,158,895.51","17,759,233.37","21,892,613.63","21,438,103.17","21,136,545.43","28,690,001.25","110,586,334.25","109,454,831.15","290,686,396.11"
所有者权益(或股东权益)合计,"287,789,318.04","363,380,646.13","444,673,031.93","450,123,300.00","472,710,027.89","478,933,544.22","871,365,637.87","883,810,267.58","889,052,515.86","913,538,835.95","943,737,983.39","950,676,492.21","949,534,813.18","961,068,560.78","1,018,412,012.34","1,020,336,061.08","1,019,990,964.54"
资产总计,"481,913,176.62","722,503,459.65","910,888,101.21","896,369,700.00","873,100,327.98","871,058,339.81","1,443,778,664.37","1,391,969,746.56","1,422,915,117.51","1,578,374,501.91","1,541,153,637.46","1,537,194,039.77","1,522,401,696.82","1,633,728,688.20","1,804,264,454.39","1,728,068,798.60","1,664,146,170.22"
负债和所有者(或股东权益)合计,"481,913,176.62","722,503,459.65","910,888,101.21","896,369,700.00","873,100,327.98","871,058,339.81","1,443,778,664.37","1,391,969,746.56","1,422,915,117.51","1,578,374,501.91","1,541,153,637.46","1,537,194,039.77","1,522,401,696.82","1,633,728,688.20","1,804,264,454.39","1,728,068,798.60","1,664,146,170.22"
