科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"39,146,600.78","57,276,633.63","67,250,376.12","13,792,395.46","29,171,759.62","42,147,412.35","79,447,621.07","14,950,516.25","35,021,615.19","63,563,222.61","120,055,978.38","33,009,828.54","67,574,226.20","89,998,844.67","114,592,451.61","24,052,526.74","46,127,723.28","67,202,217.99","88,649,817.77","15,501,434.24","45,380,937.63","67,706,047.99","74,910,205.89","36,776,068.83","68,601,899.25","105,956,233.40","134,903,191.83","71,556,641.96","132,658,896.78","191,375,528.15","245,356,484.93","92,451,643.47","146,650,590.79","211,035,550.80"
取得借款收到的现金,"80,000,000.00","120,000,000.00","100,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","70,000,000.00","50,000,000.00","55,000,000.00","70,000,000.00","120,000,000.00","40,000,000.00","60,000,000.00","90,000,000.00","160,000,000.00","50,000,000.00","50,000,000.00","52,000,000.00","73,050,000.00","21,160,000.00","85,000,000.00","85,000,000.00","101,256,100.00","78,900,000.00","184,518,265.80","272,018,265.80","272,018,265.80","11,900,000.00","224,900,000.00","238,800,000.00","595,596,762.02","25,300,000.00","116,800,000.00","304,800,000.00"
支付的各项税费,"25,494,556.90","26,759,167.25","24,533,325.17","21,604,092.66","23,054,265.25","25,435,565.51","29,650,568.89","10,732,094.64","15,569,492.87","25,490,114.54","29,239,012.93","6,810,997.37","15,565,148.20","18,584,526.03","24,691,727.98","7,666,965.83","11,714,230.90","13,062,568.05","20,369,115.32","11,854,348.55","26,532,319.56","37,928,960.03","54,162,818.98","17,887,626.55","32,787,834.04","45,891,036.33","52,942,532.21","26,259,143.55","68,471,314.32","85,511,836.35","104,641,160.24","36,394,819.20","75,302,231.53","89,571,124.41"
收到其他与筹资活动有关的现金,,,,,,,,,,"73,600.74","210,870.00",,"66,091.20","74,691.20",,,,,,,,,,,,,,,,"60,000.00",,,,
支付其他与经营活动有关的现金,"50,382,807.82","43,535,637.44","24,017,553.13","15,652,287.46","13,902,260.06","25,535,121.07","39,439,290.69","12,437,409.96","18,720,188.81","32,362,071.66","39,538,350.29","21,447,569.42","35,500,947.03","58,802,646.82","78,674,098.77","11,664,654.74","24,619,739.64","31,830,892.02","53,537,291.92","-8,213,205.77","110,663,128.27","138,524,472.66","74,028,169.73","32,297,239.28","154,531,757.88","226,689,411.75","131,911,991.34","69,123,651.02","229,517,462.16","318,296,535.26","199,551,887.86","97,595,985.99","229,327,014.67","222,083,030.81"
筹资活动现金流入小计,"80,000,000.00","120,000,000.00","100,000,000.00","479,286,330.00","479,286,330.00","479,286,330.00","537,689,330.00","50,000,000.00","55,000,000.00","70,073,600.74","120,210,870.00","42,000,000.00","63,356,091.20","93,364,691.20","163,840,000.00","50,000,000.00","50,000,000.00","52,000,000.00","73,650,000.00","21,160,000.00","85,000,000.00","86,900,000.00","105,406,100.00","79,700,000.00","185,498,265.80","281,468,265.80","2,055,138,230.12","11,900,000.00","225,356,000.00","239,316,000.00","598,137,762.02","26,035,000.00","119,985,000.00","317,280,000.00"
经营活动现金流出小计,"639,340,334.46","709,667,096.14","688,605,725.76","210,877,403.30","448,961,659.78","705,902,849.42","878,550,438.41","200,160,426.68","342,196,495.64","512,215,152.20","737,224,822.88","211,780,534.14","393,033,376.45","680,537,069.79","877,904,719.66","201,391,281.35","322,651,844.55","415,876,205.20","530,815,257.77","90,108,737.77","519,899,826.68","815,281,395.65","951,058,177.56","322,904,868.44","716,383,486.76","977,949,327.57","1,140,485,420.09","557,022,235.94","1,150,111,908.97","1,656,190,444.93","2,413,568,212.34","735,771,329.25","1,220,940,404.96","1,739,481,190.72"
偿还债务支付的现金,"120,000,000.00","120,000,000.00","100,000,000.00",,"40,000,000.00","40,000,000.00","90,000,000.00",,,,"70,000,000.00",,,,"50,000,000.00","100,000,000.00","100,000,000.00","140,000,000.00","160,000,000.00","50,000,000.00","20,100,000.00","20,200,000.00","70,100,000.00","25,000,000.00","54,418,575.15","68,418,575.15","236,418,575.15","37,855,790.65","63,355,790.65","199,885,760.93","257,355,790.65","1,412,970.92","159,995,866.14","169,930,366.14"
经营活动产生的现金流量净额,"46,979,702.78","42,094,623.07","61,154,557.12","-114,258,096.95","-226,343,420.57","-316,192,980.65","-179,719,987.96","-90,338,152.52","-38,695,123.18","-69,490,862.63","42,107,349.78","-91,999,591.58","-80,695,742.60","-156,501,755.86","-37,675,210.06","-78,954,607.30","-97,945,070.97","-75,127,049.77","-20,369,812.28","-50,481,883.70","-66,505,693.60","-73,503,055.58","162,958,303.92","-158,765,089.46","-196,205,093.30","-155,585,257.38","159,758,085.46","-93,773,546.96","-255,694,196.06","-178,619,775.06","250,382,922.50","-165,500,794.66","-269,682,306.81","-217,097,280.00"
分配股利、利润或偿还利息支付的现金,"6,594,769.15","10,248,380.00","6,527,055.00","289,550.00","3,390,540.00","3,390,540.00","773,508.07","689,883.33","1,570,677.77","9,223,145.03","10,728,081.96","912,022.22","2,763,056.38","3,953,668.88","7,194,207.76","814,000.01","2,509,333.35","4,448,833.35","5,794,511.68","430,000.00","10,652,917.56","13,373,827.05","17,710,651.64","870,794.16","7,904,315.06","61,508,014.24","64,989,068.24","4,007,025.15","69,236,278.97","70,795,960.75","75,003,538.94","3,879,390.46","13,568,306.29","73,760,814.94"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,050,000,000.00","1,700,000,000.00","3,600,000,000.00","700,000,000.00","1,437,907,781.40","2,509,188,764.40"
支付其他与筹资活动有关的现金,"2,214,722.02","1,963,406.24","1,563,732.53","436,401.45",,,,,,"-210,870.00","124,623.45",,,,,,,,,,"4,000,000.00","4,000,000.00","4,908,713.77","600,000.00","600,000.00","600,000.00","1,886,680.50",,"940,000.00","1,740,000.00","2,590,000.00",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"430,500.00","5,430,500.00","8,854,619.81",,"174,000.00","174,000.00","3,620,793.55",,"16,009,135.68","21,088,701.51","99,418.15","4,344,403.81","11,790,757.32","18,000,003.88"
筹资活动现金流出小计,"128,809,491.17","132,211,786.24","108,090,787.53","725,951.45","43,390,540.00","43,390,540.00","90,773,508.07","689,883.33","1,570,677.77","9,012,275.03","80,852,705.41","912,022.22","2,763,056.38","3,953,668.88","57,194,207.76","100,814,000.01","102,509,333.35","144,448,833.35","165,794,511.68","50,430,000.00","34,752,917.56","37,573,827.05","92,719,365.41","26,470,794.16","62,922,890.21","130,526,589.39","303,294,323.89","41,862,815.80","133,532,069.62","272,421,721.68","334,949,329.59","5,292,361.38","173,564,172.43","243,691,181.08"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,300,000.00",,,,"8,550.00",,"47,467.82",,,,"1,500.00","1,300.00","1,300.00","1,750.00","109,853.07",,,,"10,580.20",,"215,856.25","223,662.50","377,560.05","4,000.00","25,524.44","191,612,402.74","204,128,279.17","9,083.33","11,513.33","70,983.33","25,063,573.33","32,485.00","47,958.66","11,617,358.66"
筹资活动产生的现金流量净额,"-48,809,491.17","-12,211,786.24","-8,090,787.53","478,560,378.55","435,895,790.00","435,895,790.00","446,915,821.93","49,310,116.67","53,429,322.23","61,061,325.71","39,358,164.59","41,087,977.78","60,593,034.82","89,411,022.32","106,645,792.24","-50,814,000.01","-52,509,333.35","-92,448,833.35","-92,144,511.68","-29,270,000.00","50,247,082.44","49,326,172.95","12,686,734.59","53,229,205.84","122,575,375.59","150,941,676.41","1,751,843,906.23","-29,962,815.80","91,823,930.38","-33,105,721.68","263,188,432.43","20,742,638.62","-53,579,172.43","73,588,818.92"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,"2,200,000.00",,,,,,,,,,,,,,,,,,"541,509.49","-6,128,690.25",,,,"1,400,386.90"
四、汇率变动对现金的影响,,,,,,,-2.51,,,,-7.88,,-7.88,-7.88,-887.82,-887.82,-887.82,-887.82,"-2,856.35",,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,750,000.00",,,,"369,082,300.32",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,300,000.00",,,,"8,550.00",,"47,467.82",,,,"2,201,500.00","1,300.00","1,300.00","1,750.00","109,853.07",,,,"10,580.20",,"646,356.25","5,654,162.50","9,232,179.86","4,000.00","199,524.44","191,786,402.74","221,499,072.72","9,083.33","1,066,562,158.50","1,715,030,994.59","3,994,245,291.80","704,376,888.81","1,449,746,497.38","2,540,206,513.84"
五、现金及现金等价物净增加额,"-2,108,878.39","29,595,256.83","52,423,972.89","364,047,172.61","204,740,529.37","99,848,559.75","57,492,128.07","-46,654,908.19","912,822.08","-36,916,633.40","39,966,298.94","-85,828,633.62","-57,057,603.76","-105,787,098.52","14,325,546.60","-137,535,091.88","-166,290,101.89","-188,245,420.79","-123,345,758.83","-82,273,284.69","-34,866,807.88","-55,109,322.06","121,124,765.24","-190,379,279.15","-227,132,533.93","-30,933,475.23","637,232,186.58","163,483,510.22","285,546,505.64","75,375,900.53","1,156,945,977.56","-548,468,282.99","-730,802,106.13","-530,053,188.86"
购建固定资产、无形资产和其他长期资产支付的现金,"579,090.00","287,580.00","639,796.70","255,108.99","4,820,390.06","9,454,249.60","199,512,296.99","5,626,872.34","13,821,376.97","28,487,096.48","43,700,707.55","34,918,319.82","36,956,188.10","38,698,107.10","53,254,000.83","7,765,596.75","7,834,809.75","12,668,649.85","10,839,158.72","1,229,635.00","19,254,552.97","31,586,601.93","53,490,353.13","7,344,835.58","27,041,135.08","47,131,193.46","96,124,103.76","30,874,638.81","73,027,098.97","102,220,462.00","203,325,274.37","39,358,940.75","75,558,800.02","135,838,830.47"
期初现金及现金等价物余额,"80,526,403.31","78,417,524.92","108,012,781.75","160,436,754.64","160,436,754.64","160,436,754.64","160,436,754.64","217,928,882.71","217,928,882.71","217,928,882.71","217,928,882.71","257,895,189.53","257,895,189.53","257,895,189.53","257,895,181.65","272,220,728.25","272,220,728.25","273,292,376.43","272,220,728.25","131,215,074.17","295,913,779.77","295,913,779.77","295,913,779.77","417,038,545.01","417,038,545.01","417,038,545.01","417,038,545.01","1,054,270,731.59","1,054,270,731.59","1,054,270,731.59","1,054,270,731.59","2,211,211,646.35","2,211,216,709.15","2,211,216,709.15"
投资支付的现金,"2,000,000.00",,,,,,,,,,,,,,,,"8,000,000.00","8,000,000.00",,,,"5,000,000.00","10,262,100.00","25,000,000.00","69,600,083.00","53,317,450.00","1,243,055,450.00","20,828,770.00","846,070,000.00","1,596,070,000.00","3,141,416,704.55","1,068,728,075.01","1,771,053,716.67","2,780,537,416.67"
期末现金及现金等价物余额,"78,417,524.92","108,012,781.75","160,436,754.64","524,483,927.25","365,177,284.01","260,285,314.39","217,928,882.71","171,273,974.52","218,841,704.79","181,012,249.31","257,895,181.65","172,066,555.91","200,837,585.77","152,108,091.01","272,220,728.25","134,685,636.37","105,930,626.36","85,046,955.64","148,874,969.42","48,941,789.48","261,046,971.89","240,804,457.71","417,038,545.01","226,659,265.86","189,906,011.08","386,105,069.78","1,054,270,731.59","1,217,754,241.81","1,339,817,237.23","1,129,646,632.12","2,211,216,709.15","1,662,743,363.36","1,480,414,603.02","1,681,163,520.29"
