科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"876,642,948.49","1,683,114,924.23","3,454,937,268.25","4,249,237,628.31","1,042,883,427.81","2,641,423,134.55","3,959,640,852.50","5,230,358,708.87","1,013,451,125.25","2,033,353,276.45","2,964,554,507.55","4,340,907,679.85","900,583,509.41","1,908,695,641.83","2,869,371,814.21","3,772,543,822.05","760,661,010.93","1,756,471,354.12","2,922,168,375.03","4,218,274,196.37","1,167,942,216.27","2,730,872,040.69","3,690,149,087.23","4,801,503,049.64","795,928,367.88","1,434,065,268.46","2,093,179,729.02","2,173,343,920.57","548,604,754.15","1,303,025,271.36","1,655,665,473.78","1,398,860,409.96","271,969,493.89","840,439,977.32","1,488,293,622.83","1,698,887,843.96","795,049,348.58","510,788,029.12","908,491,116.94","1,088,035,732.94","165,063,156.13","638,886,498.82","805,925,816.23"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000,000.00","500,000,000.00"
收到的税费返还,,,,,,,,,,"200,385.52","200,385.52","461,847.03",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,841,947.70","216,863,905.38",,,"11,510,660.34"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000.00",,,"1,300,000.00",,,,,,,,
收到其他与经营活动有关的现金,"2,889,211.89","14,878,887.83","16,484,189.38","427,492.79","12,751,110.09","7,428,302.51","12,212,379.67","8,373,982.49","5,260,064.66","12,415,265.97","7,658,530.26","7,785,547.86","10,469,901.22","13,372,452.22","38,330,166.29","20,394,062.58","3,412,700.49","6,635,193.35","15,384,522.24","24,083,334.16","4,676,131.13","15,668,060.33","48,908,624.45","43,436,234.32","5,802,900.32","28,776,025.70","15,332,716.52","32,891,711.92","59,555,046.31","41,384,061.23","48,056,221.66","65,560,337.98","16,545,331.01","25,485,242.55","36,230,564.84","70,573,229.74","13,493,154.41","2,326,148,300.58","2,894,777,602.80","109,825,056.92","3,458,623.17","37,731,954.69","70,747,258.82"
投资活动现金流出小计,"74,336,271.74","124,752,446.91","146,847,802.62","701,108,982.16","161,908,442.53","222,407,628.52","140,125,168.17","378,120,054.63","44,744,818.24","305,864,508.32","406,603,454.72","672,088,499.78","204,667,176.17","312,399,934.77","390,038,686.72","745,524,554.42","154,260,567.34","322,619,517.32","532,372,047.68","813,897,434.67","266,966,114.86","948,921,892.02","1,435,463,767.53","2,166,797,454.74","353,944,191.80","751,799,777.82","1,020,212,270.75","1,290,990,782.95","678,896,226.28","877,646,858.63","1,139,523,652.85","1,785,988,029.11","301,293,362.33","452,260,042.34","515,698,834.69","405,125,506.69","54,685,904.91","100,219,256.79","189,650,707.99","86,591,751.62","8,643,501.44","511,215,470.74","517,832,025.41"
经营活动现金流入小计,"879,532,160.38","1,697,993,812.06","3,471,421,457.63","4,249,665,121.10","1,055,634,537.90","2,648,851,437.06","3,971,853,232.17","5,238,732,691.36","1,018,711,189.91","2,045,968,927.94","2,972,413,423.33","4,349,155,074.74","911,053,410.63","1,922,068,094.05","2,907,701,980.50","3,792,937,884.63","764,073,711.42","1,763,106,547.47","2,937,552,897.27","4,242,357,530.53","1,172,618,347.40","2,746,540,101.02","3,739,057,711.68","4,844,939,283.96","801,731,268.20","1,462,841,294.16","2,108,512,445.54","2,206,235,632.49","608,159,800.46","1,344,409,332.59","1,703,721,695.44","1,464,420,747.94","288,514,824.90","865,925,219.87","1,524,524,187.67","1,769,461,073.70","808,542,502.99","2,836,936,329.70","3,817,067,842.54","1,414,724,695.24","168,521,779.30","676,618,453.51","888,183,735.39"
投资活动产生的现金流量净额,"-74,312,187.74","-124,728,362.91","-146,792,638.62","-698,247,600.76","-161,908,442.53","-188,645,667.39","-104,571,693.77","-342,304,059.83","-44,744,818.24","-305,838,840.32","-406,578,386.72","-671,261,431.78","-182,667,176.17","-290,399,934.77","-368,038,686.72","-723,524,554.42","-154,260,567.34","-322,619,517.32","-532,161,764.63","-807,676,302.25","-245,124,614.86","-916,281,612.82","-1,388,004,722.28","-1,958,294,187.26","-329,093,089.80","-723,791,787.22","-980,543,814.35","-1,205,944,826.55","-531,601,267.28","-464,190,711.12","-751,457,297.85","202,120,802.25","-301,293,362.33","-444,797,964.71","-508,190,119.38","-266,468,003.26","-54,677,484.91","-75,102,290.79","-157,656,177.99","105,473,673.19","-8,643,501.44","-511,215,470.74","-517,832,025.41"
购买商品、接受劳务支付的现金,"599,237,075.25","1,233,934,689.61","2,191,260,905.78","1,910,673,673.29","653,157,610.51","1,443,956,063.22","2,579,120,834.27","2,801,084,342.06","527,664,642.91","937,093,711.19","1,550,470,437.01","1,846,980,521.84","466,677,891.66","1,150,890,039.47","1,809,278,777.33","2,051,333,300.53","495,147,999.41","1,121,290,989.02","1,907,972,791.64","2,285,576,818.34","759,369,678.16","1,711,019,836.72","2,368,088,801.02","2,369,472,247.11","591,789,046.04","847,056,345.34","1,086,299,562.89","836,530,822.30","221,084,722.24","728,218,807.46","1,327,401,646.89","1,289,739,626.99","401,608,357.92","763,117,721.49","878,923,029.06","791,614,453.38","185,076,046.70","457,291,511.36","510,272,158.49","397,296,071.91","154,457,680.51","139,903,744.14","239,350,420.25"
吸收投资收到的现金,,,,,,,,,,,,"348,000,000.00",,,,,,,,,,,,"24,500,000.00",,,,"117,631,500.00","336,140,000.00","336,140,000.00","336,140,000.00","336,140,000.00",,,,,,,,,"1,298,011,903.32","1,298,011,903.32","1,298,011,903.32"
支付给职工以及为职工支付的现金,"129,331,908.79","213,163,591.97","317,478,336.89","643,014,201.09","96,297,505.32","246,320,415.41","381,260,794.34","697,781,588.39","129,521,108.99","292,899,263.25","474,118,876.47","848,605,173.76","139,748,959.51","327,161,849.41","519,118,953.28","811,776,616.81","145,065,017.92","362,251,643.52","571,041,627.88","1,046,330,510.13","113,492,577.39","337,184,925.67","511,858,406.44","1,156,276,327.37","270,576,124.95","485,806,372.59","695,227,845.76","1,053,734,962.75","272,726,249.50","590,104,436.23","869,440,683.16","1,134,635,639.76","237,637,971.14","439,258,322.82","591,401,711.28","713,769,879.17","103,780,340.28","226,615,110.57","319,111,930.92","204,108,266.68","71,179,497.07","120,561,112.36","155,903,786.03"
取得借款收到的现金,"90,000,000.00","90,000,000.00","220,000,000.00","450,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","280,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","350,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","650,000,000.00","1,050,000,000.00","1,310,000,000.00","1,720,000,000.00","1,253,000,000.00","1,753,000,000.00","1,953,000,000.00","2,313,000,000.00","750,000,000.00","2,700,000,000.00","4,950,000,000.00","5,042,000,000.00",,"750,000,000.00","1,145,000,000.00","1,169,000,000.00",,,,"950,000,000.00","300,000,000.00","550,000,000.00","550,000,000.00"
支付的各项税费,"105,293,134.19","239,843,716.05","370,043,020.39","492,403,053.61","176,094,236.10","416,028,916.74","657,440,646.73","941,688,318.60","195,029,609.24","432,051,789.31","634,607,877.47","801,957,217.85","187,585,184.20","376,371,605.02","543,683,501.90","708,977,071.73","201,080,810.71","369,725,046.17","612,265,371.30","746,118,253.33","327,564,107.95","495,636,549.30","613,351,207.89","758,759,438.50","198,232,012.20","331,647,519.70","408,346,025.83","533,937,325.02","157,533,577.53","301,589,774.60","420,582,493.84","488,112,927.64","72,164,347.55","155,036,080.44","241,024,160.58","278,292,056.06","43,675,793.25","71,262,227.58","128,902,501.12","211,405,945.33","52,210,526.50","105,311,420.41","182,439,357.22"
收到其他与筹资活动有关的现金,,,,"12,950,000.00",,,,,,,,,,,,,,,,,,,,"500,000,000.00",,,,,"900,000,000.00","900,000,000.00","1,200,000,000.00","1,200,000,000.00",,,,,,,,"4,211,299.48",,,
支付其他与经营活动有关的现金,"14,046,825.42","24,699,200.16","39,461,008.94","229,178,138.70","19,693,036.47","59,697,149.56","52,518,988.53","68,102,958.20","21,957,622.62","43,211,513.30","82,422,971.99","47,068,237.92","57,311,259.12","54,536,491.32","98,234,375.18","119,830,916.19","30,983,738.10","68,121,449.90","94,494,821.38","86,236,669.71","34,889,014.62","50,489,966.12","82,828,188.58","159,957,935.09","39,553,597.70","77,351,649.45","90,483,046.27","93,367,843.51","50,218,262.72","118,146,911.91","143,262,714.12","119,048,311.75","19,273,026.77","35,659,161.01","49,192,147.92","54,872,504.28","35,099,675.68","44,610,011.92","139,014,278.30","61,594,467.83","16,799,958.63","21,140,742.78","45,781,003.16"
筹资活动现金流入小计,"90,000,000.00","90,000,000.00","220,000,000.00","462,950,000.00","100,000,000.00","100,000,000.00","100,000,000.00","280,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","698,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","1,116,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","650,000,000.00","1,050,000,000.00","1,310,000,000.00","2,244,500,000.00","1,253,000,000.00","1,753,000,000.00","1,953,000,000.00","2,430,631,500.00","1,986,140,000.00","3,936,140,000.00","6,486,140,000.00","6,578,140,000.00",,"750,000,000.00","1,145,000,000.00","1,169,000,000.00",,,,"954,211,299.48","1,598,011,903.32","1,848,011,903.32","1,848,011,903.32"
经营活动现金流出小计,"847,908,943.65","1,711,641,197.79","2,918,243,272.00","3,275,269,066.69","945,242,388.40","2,166,002,544.93","3,670,341,263.87","4,508,657,207.25","874,172,983.76","1,705,256,277.05","2,741,620,162.94","3,544,611,151.37","851,323,294.49","1,908,959,985.22","2,970,315,607.69","3,691,917,905.26","872,277,566.14","1,921,389,128.61","3,185,774,612.20","4,164,262,251.51","1,235,315,378.12","2,594,331,277.81","3,576,126,603.93","4,444,465,948.07","1,100,150,780.89","1,741,861,887.08","2,280,356,480.75","2,517,570,953.58","701,562,811.99","1,738,059,930.20","2,760,687,538.01","3,031,536,506.14","730,683,703.38","1,393,071,285.76","1,760,541,048.84","1,838,548,892.89","367,631,855.91","799,778,861.43","1,097,300,868.83","874,404,751.75","294,647,662.71","386,917,019.69","623,474,566.66"
偿还债务支付的现金,"70,000,000.00","70,000,000.00","760,000,000.00","865,663,194.44","90,000,000.00","120,000,000.00","120,000,000.00","350,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","330,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","300,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","300,000,000.00","350,000,000.00","650,000,000.00","750,000,000.00","860,000,000.00","900,000,000.00","2,100,000,000.00","2,500,000,000.00","2,610,000,000.00","250,000,000.00","934,500,000.00","1,607,412,451.53","1,879,000,000.00","260,000,000.00","1,607,500,000.00","1,357,500,000.00","1,346,500,000.00","265,000,000.00","428,000,000.00","648,000,000.00"
经营活动产生的现金流量净额,"31,623,216.73","-13,647,385.73","553,178,185.63","974,396,054.41","110,392,149.50","482,848,892.13","301,511,968.30","730,075,484.11","144,538,206.15","340,712,650.89","230,793,260.39","804,543,923.37","59,730,116.14","13,108,108.83","-62,613,627.19","101,019,979.37","-108,203,854.72","-158,282,581.14","-248,221,714.93","78,095,279.02","-62,697,030.72","152,208,823.21","162,931,107.75","400,473,335.89","-298,419,512.69","-279,020,592.92","-171,844,035.21","-311,335,321.09","-93,403,011.53","-393,650,597.61","-1,056,965,842.57","-1,567,115,758.20","-442,168,878.48","-527,146,065.89","-236,016,861.17","-69,087,819.19","440,910,647.08","2,037,157,468.27","2,719,766,973.71","540,319,943.49","-126,125,883.41","289,701,433.82","264,709,168.73"
分配股利、利润或偿还利息支付的现金,"4,199,997.50","66,609,376.09","89,352,792.80","102,690,889.11","6,562,860.00","69,300,923.90","65,268,764.87","70,623,470.40","4,052,681.25","106,585,687.38","110,954,137.38","119,416,975.00","3,946,805.00","63,571,295.06","67,757,640.06","74,984,693.84","2,368,212.78","5,410,957.24","8,575,090.56","66,275,712.78","17,486,295.55","47,198,833.98","85,027,198.83","258,403,581.68","40,824,353.05","81,612,159.33","109,703,093.80","238,096,038.35","49,684,648.66","123,066,324.02","203,208,758.59","264,194,690.63","94,360,971.50","195,308,417.89","353,622,141.77","445,067,026.78","35,289,259.92","167,505,211.51","81,135,623.71","149,184,367.63","21,883,750.64","46,691,918.72","71,539,009.15"
收回投资收到的现金,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,"500,000.00",,,,,,,,,,,,,,,,,,,,,,,"6,949,152.66","6,949,152.66",,,"5,610,000.00",,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,"800,000.00",,,,,,,,"15,274,160.20",,,,"54,837,165.20","144,667,641.31","216,975,282.62","381,699,770.52","526,673,209.32","111,936,708.06","224,005,752.06","338,114,632.09","493,962,602.12","124,919,557.18","223,549,612.65","1,140,746,253.18","218,924,978.57","57,579,790.20","214,944,247.07","272,214,495.61"
取得投资收益收到的现金,,,,"575,640.82",,"3,669,900.00","3,669,900.00","3,669,900.00",,,,"5,200.00",,,,,,,"210,283.05","210,283.05",,,,,,,,,,,,,,"6,939,152.66","559,312.65","525,520.67",,,,,,,
筹资活动现金流出小计,"74,199,997.50","136,609,376.09","849,352,792.80","968,354,083.55","96,562,860.00","189,300,923.90","185,268,764.87","420,623,470.40","104,052,681.25","206,585,687.38","210,954,137.38","449,416,975.00","103,946,805.00","163,571,295.06","167,757,640.06","375,784,693.84","132,368,212.78","135,410,957.24","138,575,090.56","196,275,712.78","217,486,295.55","247,198,833.98","285,027,198.83","573,677,741.88","390,824,353.05","731,612,159.33","859,703,093.80","1,152,933,203.55","1,094,352,289.97","2,440,041,606.64","3,084,908,529.11","3,400,867,899.95","456,297,679.56","1,353,814,169.95","2,299,149,225.39","2,818,029,628.90","420,208,817.10","1,998,554,824.16","2,579,381,876.89","1,714,609,346.20","344,463,540.84","689,636,165.79","991,753,504.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,"24,084.00","24,084.00","55,164.00","2,285,740.58",,"92,061.13","1,883,574.40","2,146,094.80",,"25,668.00","25,068.00","321,868.00",,,,"22,000,000.00",,,,"963,001.27","1,500.00","1,500.00",,"90,700.00",,,,"5,000.00","100,000,000.00","300,000,000.00","300,000,000.00","1,586,977,611.55",,"522,924.97",250.00,"131,182,830.10","8,420.00","25,116,966.00","26,384,530.00","170,544,215.55",,,
