科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"801,300,479.30","877,519,674.80","698,859,606.83","2,213,468,232.76","1,805,790,697.67","3,765,442,633.21","3,380,547,598.86","3,488,663,831.01","2,939,758,269.10","3,044,790,352.14","4,437,881,578.91","4,657,105,208.33","4,412,689,118.76","5,635,810,582.29","7,158,103,470.70","7,519,782,654.05","4,196,607,705.64","4,600,162,349.15","4,539,295,850.48","7,872,101,396.10","8,201,081,520.26","9,512,020,486.82","6,347,800,189.21","5,607,868,938.57","5,999,606,547.60","4,661,919,279.88","5,784,396,361.36","2,121,493,600.48","3,070,693,031.95","3,983,746,230.11","2,632,778,685.82","3,187,046,552.16","2,635,613,362.79","2,594,736,195.66","3,079,468,054.70","4,763,418,077.21","4,822,475,252.11","7,219,618,054.17","5,723,056,682.65","7,319,504,200.83","5,179,104,090.34","8,782,151,539.10","4,717,908,417.01","9,438,171,904.51","6,598,891,942.45","6,297,068,171.64"
短期借款,"903,261,457.18","994,815,986.03","1,504,086,515.85","1,557,846,844.07","2,237,213,092.74","3,390,931,222.75","4,218,106,810.14","2,658,636,228.68","2,019,651,993.74","2,463,703,353.88","3,873,954,797.15","3,537,879,415.85","4,467,364,898.25","6,137,981,192.18","6,746,348,363.65","7,038,572,846.86","8,445,251,111.04","6,943,246,975.58","8,182,554,110.71","6,794,265,905.33","8,444,453,561.08","8,588,289,062.26","8,014,581,669.27","7,617,872,004.76","8,895,523,465.78","7,155,998,477.47","8,168,151,892.01","2,121,693,906.88","7,644,181,846.76","7,069,325,045.96","8,051,568,425.49","3,659,486,182.49","8,270,536,157.14","6,067,355,035.50","7,144,607,945.62","4,049,308,101.34","9,211,054,109.34","6,602,704,892.08","10,534,045,354.79","8,971,212,289.00","10,932,832,028.13","9,526,612,059.47","7,560,555,456.38","4,527,833,428.20","7,220,582,370.76","7,539,569,793.86"
交易性金融资产,"28,086,674.71","16,152,723.75","53,828,118.25","11,559,549.14","14,577,907.00","39,576,900.00","6,999,175.46","76,329,918.48","61,625,917.05","30,711,423.91","17,324,234.80","25,919,991.04","73,536,034.84","30,974,168.86","27,474,528.97","11,153,425.34","7,572,371.15","10,825,375.10","10,170,789.61","11,206,263.88","37,724,217.70","1,023,811.15","5,527,441.02","13,401,975.58","5,335,272.49","22,664,338.39","9,092,904.23","41,613,828.14","49,286,261.73","48,195,838.64","123,690,630.31","100,707,128.87","83,337,942.23","75,784,403.72","15,016,774.43","1,272,318.44","9,461,348.70",,,"7,211,520.00",,,"146,541.13","50,174.72","47,312.39","1,037,890.44"
交易性金融负债,,,,"7,382,291.17",,,"1,082,381.88","29,462,000.00","26,249,300.00","22,991,202.10","61,141,940.43","46,081,740.18","39,109,990.24","6,445,375.30","32,594,484.91","113,954,980.30","50,467,689.07","34,455,412.89","86,619,070.02","35,235,105.93","10,648,827.90","59,839,512.94","6,914,611.80","22,964,064.21","5,559,514.24","10,436,035.06","11,834,379.49","12,135,493.48","11,995,791.07","19,302,995.78","10,632,665.97","88,887,828.87","83,337,942.23","75,784,403.72","15,016,774.43","1,272,318.44","9,461,348.70",,,"7,211,520.00",,,,,,
应收票据,"139,178,350.30","130,721,895.31","250,061,709.58","146,832,758.16","324,037,901.65","326,438,099.58","216,055,356.93","124,201,470.82","187,758,129.11","118,477,253.80","95,081,094.90","128,799,998.36","228,578,511.18","270,815,926.15","380,903,790.18","263,742,859.42","668,531,244.26","385,255,213.90","1,046,355,405.32","629,203,697.27","729,494,458.55","346,820,962.19","548,564,742.53","619,933,292.69","313,073,447.49","336,459,514.32","435,627,390.07","895,868,707.23","406,462,094.44","330,332,490.27","340,305,224.52","474,688,252.56","366,743,184.33","523,845,383.48","468,101,479.25","1,718,211,130.10","1,203,289,756.90","1,238,124,907.10","1,289,603,486.74","1,779,604,128.70","1,617,070,605.88","1,671,853,933.10","1,901,294,426.77","2,668,005,994.60","2,371,099,460.76","2,647,707,346.40"
应付票据,"448,701,617.75","484,034,887.99","467,965,721.49","566,737,187.00","287,276,709.94","203,862,438.08","215,719,119.49","131,478,427.27","138,105,991.30","148,007,615.21","252,243,557.86","297,714,654.90","33,447,174.00","382,175,388.66","366,973,200.00","378,624,583.05","170,596,223.25","209,846,234.89","144,344,153.36","411,970,354.06","352,838,172.66","477,742,553.33","644,909,631.91","623,142,060.20","535,299,093.91","619,882,000.81","416,053,847.51","488,730,816.39","609,396,090.23","606,448,666.02","370,136,916.32","816,603,536.43","580,803,973.84","837,352,255.67","831,237,151.26","2,137,626,462.44","1,859,242,614.01","1,284,021,839.56","1,218,752,587.23","1,651,420,943.49","1,322,998,249.48","1,489,079,295.96","1,740,760,561.64","2,005,189,927.59","1,881,739,899.37","1,791,773,167.23"
应收账款,"913,487,019.05","960,871,718.31","908,301,984.49","1,184,195,812.51","1,103,580,713.55","657,013,381.99","1,305,500,084.66","866,493,023.90","1,123,850,275.07","1,463,850,211.27","1,346,295,777.11","1,799,671,878.23","1,703,829,429.22","1,689,295,963.44","1,707,996,314.28","2,081,303,643.23","2,674,189,682.62","2,185,579,920.29","2,635,369,207.55","2,101,578,350.77","2,713,373,910.45","2,358,943,146.89","2,656,188,896.30","3,039,543,902.07","3,627,210,577.48","2,945,019,326.08","2,784,661,796.31","2,618,027,015.49","3,067,568,927.55","3,022,913,301.39","2,351,649,568.90","2,485,935,558.26","3,304,155,466.18","3,017,451,204.84","2,519,016,614.78","3,037,900,340.25","4,033,284,157.48","4,172,079,215.57","4,179,832,472.29","4,491,429,639.19","6,199,302,324.07","5,209,660,153.39","4,902,533,829.35","5,071,010,102.15","5,672,273,001.88","5,776,086,036.13"
应付账款,"1,151,624,062.67","1,060,851,445.39","1,180,773,463.60","1,395,194,785.69","1,791,461,063.88","1,906,739,571.85","1,386,273,580.35","806,999,528.52","985,948,293.54","1,182,697,623.06","1,753,957,934.60","2,086,722,038.71","2,687,465,382.27","2,727,426,667.27","1,873,149,446.77","2,296,285,535.85","2,774,955,547.95","1,936,859,992.05","2,431,930,585.99","2,883,049,472.15","2,030,282,598.40","2,484,800,376.98","2,377,797,537.31","2,923,321,886.04","3,461,802,497.11","3,100,214,595.13","2,393,889,291.23","2,833,421,206.89","2,581,155,480.68","2,104,179,861.16","1,588,225,671.31","2,357,896,298.58","2,046,807,705.93","2,547,164,637.98","1,869,585,800.44","3,026,091,496.46","3,826,589,575.51","4,014,565,129.75","3,665,123,228.82","4,554,772,399.18","5,687,421,195.85","3,995,901,767.19","4,339,830,902.11","5,893,424,501.12","4,832,184,540.90","5,407,616,675.51"
预付款项,"663,927,945.40","656,986,401.46","838,253,177.33","876,317,610.73","1,095,148,865.74","1,131,057,992.63","841,192,548.97","323,129,800.39","401,696,539.74","376,603,118.26","890,299,897.68","331,170,058.69","814,788,334.54","818,828,368.81","639,681,430.98","651,033,483.99","995,269,257.47","776,564,344.22","723,713,237.03","497,306,938.74","629,955,059.57","689,714,122.28","786,640,175.47","665,946,997.70","591,093,141.42","490,551,106.64","433,689,579.23","257,159,086.38","302,345,168.48","229,607,896.69","520,648,620.49","526,964,311.81","435,826,127.43","491,922,328.83","441,608,202.74","559,019,252.49","615,931,841.35","1,069,351,293.43","676,317,888.13","565,320,374.55","1,203,460,496.50","649,181,254.97","799,038,180.53","816,237,021.91","1,130,738,150.52","1,073,573,549.52"
预收款项,"202,320,227.29","436,056,332.80","501,488,637.75","831,364,463.60","1,256,533,851.67","1,947,779,872.83","812,466,367.87","389,949,685.19","502,508,509.20","464,108,510.21","731,632,509.46","623,676,710.56","685,019,861.57","930,891,341.55","861,837,096.86","1,437,306,523.62","744,094,174.38","818,887,067.90","1,085,459,121.10","676,989,651.62","497,622,064.63","876,607,980.84","869,967,459.14","687,639,060.13","660,298,388.32","788,330,398.38","717,812,038.74","438,992,861.47","521,646,680.17","543,829,733.32","656,606,582.28","372,098,765.98","499,923,864.88","431,041,096.54","363,670,631.09","342,283,067.96","466,616,135.08","470,202,526.19","338,432,764.87","640,888,049.61","652,048,066.79","650,380,143.86","587,801,139.22","4,454,804,525.53","4,337,863,985.93","4,068,315,244.37"
