科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他流动资产,,,,,,,"10,000,000.00","10,000,000.00",,"575,920.10",,,,"1,218,506.40",
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"257,426,142.86","326,891,994.17","345,703,732.11","357,714,108.62","353,263,021.16","511,427,569.12","447,990,455.16","466,688,824.50","478,480,000.64","490,573,614.67","474,862,425.01","493,264,447.15","529,857,340.89","720,006,764.07","659,568,997.06"
流动负债合计,"87,154,219.57","126,837,003.13","113,321,437.64","101,269,752.54","89,763,896.63","101,459,288.16","59,765,639.94","83,873,037.23","95,534,852.61","105,624,619.81","90,065,486.52","101,178,983.98","133,273,629.16","465,810,098.67","398,887,327.82"
可供出售金融资产,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"22,633,387.76","24,251,955.65","26,229,758.82","24,260,669.37","23,523,226.44","23,866,376.98","23,695,210.48","63,412,351.59","68,582,591.35","71,726,596.16","77,253,955.78","76,211,179.91","73,754,817.11","93,397,057.39","92,019,761.21"
递延所得税负债,,,,,,,,,,,,,,"7,647,086.62","7,647,086.62"
在建工程,,,,,,"339,779.25","30,529,422.30",,,"341,559.25","341,559.25","889,559.25","921,765.76","7,473,648.27","7,516,535.28"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,"7,647,086.62","7,647,086.62"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"87,154,219.57","126,837,003.13","113,321,437.64","101,269,752.54","89,763,896.63","101,459,288.16","59,765,639.94","83,873,037.23","95,534,852.61","105,624,619.81","90,065,486.52","101,178,983.98","133,273,629.16","473,457,185.29","406,534,414.44"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"52,590,000.00","52,590,000.00","52,590,000.00","52,590,000.00","52,590,000.00","70,120,000.00","70,120,000.00","70,120,000.00","105,180,000.00","105,180,000.00","105,180,000.00","157,770,000.00","157,770,000.00","157,770,000.00","157,770,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"52,180,699.09","52,180,699.09","52,180,699.09","52,180,699.09","52,180,699.09","183,407,316.50","183,407,316.50","183,407,316.50","148,347,316.50","148,347,316.50","148,347,316.50","95,757,316.50","95,757,316.50","95,757,316.50","95,757,316.50"
无形资产,"1,706.48",,"114,385.37","325,168.87","307,254.13","289,339.39","271,424.65","423,709.35","396,991.20","733,719.58","687,120.97","640,522.36","593,923.75","42,543,650.27","41,145,614.50"
盈余公积,"9,223,524.44","12,589,213.82","16,107,226.49","16,107,226.49","16,107,226.49","19,822,447.38","19,822,447.38","19,822,447.38","19,822,447.38","23,733,482.61","23,733,482.61","23,733,482.61","23,733,482.61","28,319,230.15","28,319,230.15"
开发支出,,,,,,,"2,024,744.60","7,865,349.47","9,282,218.11","10,315,322.89","12,993,538.03","16,184,128.36","17,631,933.91","17,393,588.13","19,750,370.69"
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"155,209,495.92","155,209,495.92"
未分配利润,"83,703,377.93","113,715,684.69","144,909,824.13","167,350,262.55","173,923,369.11","179,347,925.26","187,925,363.36","196,985,101.82","203,919,984.08","206,754,549.06","215,915,902.31","226,634,669.68","233,128,369.82","252,260,492.05","259,884,383.40"
长期待摊费用,"643,765.97","273,674.16","96,006.44","371,198.24","335,556.11","234,521.14","170,443.27","845,135.32","920,382.23","984,490.72","2,049,792.29","2,822,392.80","5,402,403.08","5,372,293.99","4,833,569.08"
少数股东权益,"13,847.21","14,968.13","16,089.05","16,089.05","16,089.05","17,209.97","17,209.97","17,209.97","17,209.97","18,330.89","18,330.89","346,889.58","262,467.90","44,530,355.62","42,669,711.38"
递延所得税资产,"3,912,200.47","6,236,638.65","6,518,195.24","6,529,999.13","6,745,722.27","7,306,141.03","7,490,339.16","7,749,965.98","7,880,807.79","8,067,140.26","8,071,292.38","8,456,070.67","8,702,370.26","10,035,854.37","10,197,703.31"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,"10,450.00","12,350.00","12,350.00","10,240,671.29","8,382,626.40","6,703,359.25","6,703,359.25","6,348,000.00","6,348,000.00","6,348,000.00","6,348,000.00",,
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"27,191,060.68","30,762,268.46","32,968,795.87","31,499,385.61","30,924,108.95","42,276,829.08","72,564,210.86","86,999,870.96","93,766,349.93","98,516,828.86","107,745,258.70","111,551,853.35","113,355,213.87","331,425,588.34","330,673,049.99"
所有者权益(或股东权益)合计,"197,462,983.97","230,817,259.50","265,351,090.34","287,943,741.69","294,423,233.48","452,245,110.04","460,789,026.08","469,815,658.23","476,711,497.96","483,465,823.72","492,542,197.19","503,637,316.52","509,938,925.60","577,975,167.12","583,707,632.61"
资产总计,"284,617,203.54","357,654,262.63","378,672,527.98","389,213,494.23","384,187,130.11","553,704,398.20","520,554,666.02","553,688,695.46","572,246,350.57","589,090,443.53","582,607,683.71","604,816,300.50","643,212,554.76","1,051,432,352.41","990,242,047.05"
负债和所有者(或股东权益)合计,"284,617,203.54","357,654,262.63","378,672,527.98","389,213,494.23","384,187,130.11","553,704,398.20","520,554,666.02","553,688,695.46","572,246,350.57","589,090,443.53","582,607,683.71","604,816,300.50","643,212,554.76","1,051,432,352.41","990,242,047.05"
