科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"76,696,709.47","155,920,093.93","161,094,056.87","141,058,334.07","675,272,401.21","495,940,670.71","473,811,377.95","348,630,360.58","365,300,520.40","314,263,580.57","425,824,956.43","336,005,844.93","286,046,511.73","230,697,549.15","341,389,919.13","269,383,538.97","191,784,426.51","187,774,875.68","352,973,975.09","238,983,371.32","237,671,925.49","210,788,709.75","397,607,731.10","309,509,307.18","186,862,734.37","157,549,757.73","270,535,304.42","128,009,478.03","135,000,034.95","141,304,790.88","341,405,357.88","241,854,557.44","211,599,733.22","247,822,777.36","816,630,572.54","738,969,520.63","479,309,460.11","468,303,393.85","495,397,715.03","512,152,918.21"
短期借款,"71,600,000.00","185,100,000.00","184,700,000.00","184,700,000.00","76,900,000.00",,"30,000,000.00","30,000,000.00","110,000,000.00","150,000,000.00","120,000,000.00","134,000,000.00","170,000,000.00","170,000,000.00","150,000,000.00","150,000,000.00","130,000,000.00","146,000,000.00","116,000,000.00","80,000,000.00","110,000,000.00","110,000,000.00","80,000,000.00","80,000,000.00","60,000,000.00","95,000,000.00","65,000,000.00","65,000,000.00","104,942,237.00","199,450,831.00","240,798,000.00","283,931,602.77","436,792,593.38","468,595,309.11","440,506,083.49","414,705,706.51","431,172,466.76","433,076,372.97","445,303,254.74","445,300,000.00"
交易性金融资产,,"208,365.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"2,450,000.00","300,000.00",,"2,962,644.00",,,,"100,000.00","300,000.00","7,784,000.00","4,227,975.00","2,650,000.00","750,000.00",,"100,000.00","1,700,000.00","1,900,000.00","999,969.00","1,600,000.00","3,766,000.00","251,000.00","1,050,000.00","4,496,605.41","3,182,966.20","1,220,029.00","3,385,704.91","2,158,536.00","2,626,664.02","801,654.00","1,381,654.00","600,000.00","114,353.31","476,000.00","740,000.00","1,002,273.03","1,882,263.03","6,090,958.88","3,847,886.16","2,975,670.00"
应付票据,"22,300,000.00","25,600,000.00","47,120,000.00","79,570,000.00","32,650,000.00","18,900,000.00","28,100,000.00","7,600,000.00","28,700,000.00","18,300,000.00","19,000,000.00","10,000,000.00","30,200,000.00","32,500,000.00","51,000,000.00","37,550,000.00","60,272,800.00","60,200,000.00","102,680,797.72","49,750,000.00","49,780,000.00","98,480,000.00","104,460,000.00","63,340,000.00","51,430,000.00","75,750,000.00","82,679,240.00","61,100,000.00","62,138,093.55","104,760,000.00","153,982,000.00","116,000,000.00","94,397,000.00","218,250,000.00","171,140,000.00","268,460,000.00","182,030,384.00",,"199,620,271.00",
应收账款,"18,208,095.43","35,182,641.36","32,124,809.98","36,344,271.73","38,488,793.04","46,295,795.40","54,369,682.49","109,590,676.48","93,338,851.75","125,101,610.67","121,918,772.11","132,526,486.32","168,375,864.55","135,511,174.87","98,620,575.40","142,408,503.93","206,623,221.76","178,713,547.66","149,200,510.25","150,424,202.55","261,853,833.93","201,179,823.55","243,795,289.81","215,947,714.56","259,190,996.24","267,897,030.62","395,059,730.94","371,457,343.01","350,962,695.96","358,461,175.98","406,051,169.02","344,383,663.32","452,062,332.09","466,558,487.56","423,716,664.67","415,634,071.22","395,869,803.31","376,951,204.06","418,366,590.02","386,151,000.55"
应付账款,"98,065,627.66","132,823,135.63","131,382,297.42","111,485,185.18","155,942,479.11","143,330,103.31","190,779,206.03","158,370,195.68","159,747,408.93","174,813,821.39","187,745,402.71","199,574,774.41","198,440,282.93","233,118,208.01","187,610,986.41","122,283,519.50","181,095,680.03","253,231,017.80","213,744,735.49","187,668,759.48","228,011,538.68","262,431,021.97","202,241,090.40","171,066,878.70","198,408,277.01","207,610,819.84","216,405,440.19","217,052,338.10","275,051,665.35","237,745,911.28","178,094,851.33","153,255,589.50","182,431,314.50","299,298,134.96","256,283,505.83","155,124,282.97","225,090,928.43",,"309,189,670.40",
预付款项,"16,886,874.47","12,424,554.59","14,383,674.03","20,206,453.83","22,701,791.18","24,049,504.57","58,017,219.57","79,475,371.82","54,309,718.93","83,800,765.18","56,432,232.36","87,265,455.27","87,366,627.64","94,385,536.48","41,740,509.38","48,764,563.68","88,356,013.56","90,274,264.65","28,357,302.78","41,095,125.93","34,936,517.22","45,210,173.33","24,034,635.57","33,470,775.07","40,038,415.62","67,735,185.83","29,491,061.89","64,214,802.33","65,828,404.37","76,600,067.67","69,450,181.10","71,694,879.99","91,373,360.15","101,046,466.84","57,933,319.45","86,339,298.55","122,945,880.84","115,087,702.18","80,177,287.07","68,440,168.64"
预收款项,"14,742,777.96","17,042,294.37","18,785,027.56","19,315,394.99","13,223,664.46","18,150,608.78","16,315,900.89","16,638,402.29","17,920,816.55","18,118,814.58","49,598,688.34","29,643,480.92","23,014,228.72","30,471,904.76","37,819,985.26","31,584,611.13","35,221,492.65","27,956,126.11","40,927,074.43","25,932,089.11","22,631,590.85","12,738,276.76","42,932,877.54","34,219,866.48","30,353,159.33","53,875,323.84","46,938,817.27","43,353,069.23","56,667,638.27","39,467,426.83","73,360,979.23","55,104,582.12","56,303,062.35","51,011,676.53","66,924,771.51","52,420,362.38","46,905,337.26","51,337,152.00","53,041,484.07","55,675,507.74"
其他应收款,"8,116,865.89","10,566,048.11","18,904,905.91","23,226,836.17","23,187,492.68","30,464,224.96","21,080,773.39","45,785,389.17","52,299,014.05","75,229,268.38","44,747,905.92","76,108,225.70","68,882,982.92","82,196,882.53","54,800,828.93","50,089,711.68","42,449,863.16","42,820,055.26","48,392,098.70","78,873,471.91","53,190,772.37","59,825,201.03","59,300,836.38","68,740,011.02","107,538,626.77","93,530,667.70","56,191,875.85","87,971,832.28","128,297,366.72","137,532,956.13","59,099,481.77","88,035,247.57","148,697,194.30","177,873,988.49","71,847,315.86","101,597,387.63","183,039,890.94","171,356,627.74","61,185,894.65","70,210,553.76"
应付职工薪酬,"1,659,526.97","1,535,563.28","1,109,223.29","1,586,937.69","950,730.33","1,826,161.83","543,827.35","1,219,988.59","2,074,149.52","2,301,771.28","3,353,368.92","4,077,936.31","5,447,386.40","6,340,171.62","2,210,907.32","3,945,749.53","4,063,983.14","4,219,981.19","5,998,787.41","8,079,854.25","8,983,936.41","6,652,062.50","3,651,356.73","5,988,726.40","7,810,297.34","10,027,261.85","4,120,834.14","6,101,138.53","7,031,918.87","9,419,319.44","4,245,740.56","7,013,124.25","10,199,499.71","12,646,463.16","5,300,396.60","10,653,061.31","6,468,260.43","7,519,111.66","3,758,662.02","5,580,852.77"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"18,070,007.93","21,493,636.02","30,668,508.35","28,274,876.33","22,294,084.07","22,580,632.72","38,540,419.49","53,047,279.20","19,968,204.00","42,354,444.15","64,950,012.26","38,665,168.65","25,451,206.49","13,636,633.38","26,964,872.48","31,570,495.64","32,421,450.77","18,509,068.91","30,724,860.04","39,566,754.17","51,188,077.34","27,713,720.38","70,579,068.95","37,669,623.08","32,828,390.72","24,495,802.65","73,508,236.22","28,776,036.03","21,841,002.82","25,719,748.56","70,983,203.34","27,928,267.54","40,913,127.72","34,375,682.03","53,852,139.98","51,545,971.61","24,549,853.43","28,511,452.44","46,888,164.80","38,420,462.95"
应收利息,,,,,"871,150.00",,"252,013.89",,,,"1,295,670.83","3,155,174.25","522,328.77","1,538,109.59","1,492,971.88",,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,"40,950.00",,"41,400.00","41,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,"40,950.00","74,810.35","74,810.35",,,,,,,,,,,,,,,"22,270,000.00",,,,"28,854,400.48",,,,"45,678,518.50","19,848,518.50",,,"70,625,655.30","23,803,529.60",,,"46,785,885.60",,"6,328,207.98",
存货,"142,467,036.54","146,808,636.10","186,604,854.79","211,355,437.26","248,043,836.40","326,535,918.95","365,376,368.71","347,360,526.61","411,650,521.29","417,409,277.40","383,738,709.91","404,982,677.64","436,989,735.66","527,663,459.61","487,984,231.00","467,944,079.13","470,661,723.89","585,334,577.08","539,030,029.70","494,239,424.16","456,212,189.64","564,299,698.70","464,431,558.61","476,479,326.80","482,614,313.92","521,742,515.62","455,924,666.93","508,743,727.23","588,742,357.00","618,586,230.71","599,924,794.45","643,289,820.78","673,827,658.35","796,078,530.79","712,647,255.58","751,990,345.70","783,684,602.58","899,227,528.42","785,350,953.85","773,746,191.60"
其他应付款,"14,542,514.86","17,917,226.45","22,081,869.77","23,298,899.29","25,158,471.39","79,728,605.08","28,962,731.16","31,686,134.09","33,016,071.78","28,977,415.36","29,927,765.95","36,062,553.45","27,319,456.17","27,364,869.28","29,272,850.36","34,931,589.36","34,168,349.07","43,299,012.33","54,907,301.36","37,079,255.60","34,190,930.68","46,851,043.68","74,862,439.07","66,645,556.23","50,790,603.33","45,549,402.44","64,113,280.29","65,236,791.77","59,890,885.83","63,279,792.95","73,303,642.12","61,154,878.11","61,680,959.87","84,887,164.36","54,147,578.37","47,806,461.92","64,119,983.89","91,884,121.45","111,910,168.18","117,553,108.08"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"38,000,000.00","3,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,,,,,,,,"52,863,535.85","52,863,535.85","48,000,000.00","48,000,000.00","66,964,084.22","63,000,000.00","6,000,000.00","6,000,000.00","23,263,795.57","23,263,795.57"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,596,145.81","483,594.05",,"437,317.70","11,590,400.99","8,741,413.89","3,430,175.11","3,430,175.11","20,156,064.28","16,916,644.69"
其他流动负债,,,,,,,,,,,,,"7,930,000.00","7,930,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"262,375,581.80","363,560,339.31","413,412,301.58","432,191,333.06","1,011,528,108.51","923,286,114.59","972,907,436.00","930,842,324.66","976,998,626.42","1,016,104,502.20","1,041,742,247.56","1,044,271,839.11","1,050,834,051.27","1,072,742,712.23","1,026,029,035.72","978,690,397.39","1,001,575,248.88","1,086,817,320.33","1,118,953,885.52","1,005,215,595.87","1,047,631,238.65","1,081,554,606.36","1,190,220,051.47","1,108,643,740.04","1,079,428,053.12","1,109,675,186.50","1,210,588,344.94","1,162,555,718.88","1,271,457,523.02","1,333,286,875.37","1,479,908,784.03","1,390,341,763.15","1,577,674,631.42","1,790,293,568.74","2,095,105,529.09","2,104,274,310.65","1,970,162,075.92","2,040,447,590.24","1,864,482,391.06","1,830,593,147.45"
流动负债合计,"278,980,455.38","404,511,855.75","443,887,876.39","456,272,243.48","335,235,639.71","292,632,322.07","336,242,084.92","301,561,999.85","374,426,650.78","437,866,266.76","474,575,238.18","452,023,913.74","487,802,560.71","521,361,787.05","484,879,601.83","411,865,965.16","477,243,755.66","553,415,206.34","564,983,556.45","428,076,712.61","527,056,073.96","564,866,125.29","578,726,832.69","458,930,650.89","460,475,128.21","512,308,610.62","552,765,848.11","486,619,373.66","633,241,960.19","699,691,548.56","847,631,952.43","757,251,580.14","1,001,343,212.83","1,240,867,959.75","1,115,118,560.00","1,063,715,846.70","1,033,123,099.80","1,139,335,120.31","1,192,975,470.78","1,119,107,806.75"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00","24,500,000.00","7,231,231.23","7,231,231.23"
长期借款,"280,000.00","5,280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","280,000.00","38,680,000.00","38,680,000.00","67,480,000.00","65,480,000.00","46,480,000.00","42,480,000.00","80,280,000.00","75,280,000.00","55,280,000.00","55,280,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
