科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"77,933,965.69","41,026,450.47","148,345,964.88","82,533,345.15","634,687,897.89","546,775,383.94","528,093,082.84","459,195,979.71","393,725,384.58","395,893,577.42","454,291,863.93","395,430,789.61","296,333,583.77","189,496,920.74","184,250,795.66","199,693,765.45","123,334,610.91","161,381,759.96","158,173,878.66","123,136,847.48","109,982,636.23","158,411,237.76","161,019,202.89","88,750,362.26","157,764,993.95","209,615,912.93","288,323,547.56","246,574,205.58","123,917,388.61","142,528,521.75","180,912,337.90","125,447,387.70","281,957,285.42","222,172,073.12","164,197,820.21"
短期借款,"46,714,000.00","54,049,000.00","125,660,000.00","95,540,000.00","118,010,000.00","75,800,000.00","56,500,000.00","63,957,000.00","109,327,000.00","148,159,707.32","210,229,707.32","196,109,707.32","214,429,707.32","177,930,034.28","198,770,000.00","295,236,438.11","253,636,438.11","299,784,076.65","243,279,565.56","279,304,166.56","277,894,166.56","304,896,251.37","238,389,723.35","220,689,723.35","294,689,723.35","284,999,178.89","285,259,178.89","280,000,000.00","144,000,000.00","154,000,000.00","105,000,000.00","99,728,700.00","92,876,700.00","66,000,000.00","23,203,000.00"
交易性金融资产,"931,535.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","5,269,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,467,408.22",,,"2,695,800.00","4,555,041.50","2,569,241.50",,"3,565,877.20","3,565,877.20",,,,"534,011.50","534,011.50","891,469.30",,"342,930.85","3,617,865.33","5,853,935.04","7,963,623.31","3,086,546.42","2,172,100.00","1,270,000.00","100,000.00",,,,,,,,"1,807,000.00",,,
应付票据,"7,900,000.00","28,619,624.00","56,589,515.00","39,223,358.00","39,550,012.70","60,738,287.90","72,676,483.20","78,440,554.00","81,628,280.00","126,478,928.00","114,844,152.00","128,600,801.62","167,152,658.70","179,902,743.04","118,461,446.60","92,343,733.21","62,097,449.84","63,095,884.73","74,086,569.24","67,123,968.44","67,495,404.30","88,363,806.28","38,886,993.29","29,450,923.00","35,867,400.00","23,140,000.00","6,800,000.00","16,411,080.00","13,108,080.00",,,,,,
应收账款,"156,354,498.18","216,738,217.74","171,961,088.38","178,813,830.04","166,771,716.94","189,697,365.39","294,288,809.66","306,298,539.21","353,332,735.87","405,800,879.53","430,199,971.44","376,187,507.65","452,215,532.39","505,485,904.80","536,429,055.37","652,130,785.34","639,487,451.76","617,391,113.97","669,647,625.01","616,286,208.81","667,167,957.85","639,039,854.91","541,043,103.39","409,923,364.21","415,001,625.05","416,049,109.56","459,560,107.22","394,071,253.93","377,315,708.16","346,698,288.31","296,014,166.41","23,597,678.81",,,"196,916,772.78"
应付账款,"99,915,758.46","125,775,451.97","115,858,581.55","127,985,262.31","124,626,763.89","101,176,175.69","157,559,008.33","145,689,301.34","177,532,983.37","238,855,637.81","251,279,291.43","199,707,973.17","185,349,661.38","187,535,717.93","184,660,121.50","171,781,483.89","185,006,250.64","175,253,292.68","238,523,825.39","237,207,564.44","266,470,346.78","258,298,900.93","322,593,054.32","183,746,190.06","157,265,207.85","143,466,676.99","161,250,174.82","113,669,551.88","133,539,106.89","129,461,949.76","121,911,643.74","106,323,957.41","287,627.03","1,240,850.00","1,307,339.39"
预付款项,"5,365,212.21","6,503,188.21","38,951,223.26","16,992,617.34","11,678,904.29","19,218,391.99","10,790,007.12","32,353,833.69","29,504,214.69","33,205,399.19","46,582,916.04","57,379,194.70","45,003,926.87","44,683,797.63","30,368,586.57","22,523,280.54","22,376,524.83","19,508,396.70","16,884,618.82","11,396,960.12","16,117,522.77","15,526,583.08","5,772,459.98","11,525,497.40","6,601,013.44","6,532,232.65","6,515,045.63","12,005,931.35","5,027,739.73","6,449,184.15","3,092,609.06","5,297,101.50","561,048.70","1,122,169.72","905,901.72"
预收款项,"8,088,788.44","7,130,478.16","61,845,708.90","52,160,683.08","69,588,135.55","52,112,505.14","37,488,930.23","35,306,319.82","46,702,796.06","39,339,394.92","63,936,322.02","67,428,921.14","60,059,126.88","33,399,853.16","24,362,548.27","58,917,154.90","24,959,883.49","24,690,642.13","27,060,077.16","32,908,584.80","34,067,861.92","33,249,361.31","58,990,893.78","52,919,802.26","51,637,890.36","54,395,948.81","53,347,208.53","67,689,870.49","63,456,119.81","62,787,457.47","91,871,357.99","129,640,094.48","3,983,785.96","2,689,500.11","4,767,356.81"
其他应收款,"3,477,032.40","8,681,788.47","7,123,082.26","10,128,835.98","13,341,487.81","13,350,446.97","11,481,089.64","20,107,132.61","18,320,513.17","31,347,428.12","23,355,514.64","31,798,697.62","20,137,064.64","27,847,866.17","16,965,526.18","21,259,844.89","26,213,729.44","22,880,570.47","17,130,758.55","21,556,881.17","21,272,514.22","24,174,463.82","35,004,327.76","23,676,786.92","22,681,792.69","54,170,598.61","18,034,147.51","18,458,544.75","18,070,218.00","18,389,733.40","20,633,160.54","168,232,542.52","1,135,975.13","1,349,592.37","893,086.53"
应付职工薪酬,"6,020,891.90","5,982,263.49","9,467,024.31","3,427,212.47","546,472.76","555,697.02","9,254,911.19","1,706,300.65","217,915.81","239,637.88","16,517,009.73","5,619,744.45","1,473,166.48","3,527,006.24","20,089,997.01","5,193,109.45","2,884,002.70","1,470,797.24","29,213,487.08","18,841,199.25","8,511,465.88","7,095,660.88","21,913,872.36","5,291,564.86","1,977,754.31","1,004,667.66","11,804,621.78","2,591,526.76","3,129,883.49","2,904,433.55","11,505,990.52","1,339,414.63","1,735,530.54","1,646,236.70","2,272,119.35"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"14,810,019.08","13,508,132.38","-69,791.70","-669,902.16","-7,453,077.70","-1,763,765.39","3,209,165.50","-284,397.08","1,679,429.93","10,810,032.75","-10,360,859.33","-9,324,296.42","-14,449,180.18","-15,764,519.86","-6,582,019.54","-2,882,036.69","-5,455,741.48","-4,816,048.60","7,830,491.92","-1,833,089.00","6,511,599.24","4,842,165.58","6,021,491.48","5,292,633.77","5,019,966.02","6,088,663.96","17,448,869.94","4,067,015.64","1,044,731.34","1,528,967.59","1,012,810.00","945,805.39","571,524.43","1,283,570.55","1,071,678.66"
应收利息,,,,,,,,,"3,375,000.00",,"1,327,054.75","2,247,060.11","458,057.15","855,612.29","562,305.55","451,758.19","142,975.00",,"74,319.85","178,767.74",,,,,,,"55,145.87",,,,,,"50,124.97","46,594.85","84,736.50"
应付利息,,,,,,,,,,"2,264,173.55","5,188,218.78","6,100,221.96","3,767,986.89","2,335,677.69","4,879,011.93","6,184,408.03","5,721,674.57","4,926,473.57","6,157,888.35","3,738,016.68","2,955,785.85","3,669,073.51","4,591,535.17","2,374,735.22",,,"1,195,048.77","1,525,479.45","2,323,287.67",,"867,159.72","1,404,444.44","1,404,444.44","1,404,444.44","49,407.04"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"65,352,522.31","112,731,407.93","202,697,056.74","239,271,374.65","274,275,243.89","280,006,344.65","276,932,571.50","291,518,154.68","373,351,227.47","466,110,421.43","494,891,154.61","537,480,426.00","559,330,314.99","563,662,855.06","525,388,571.70","490,263,323.15","448,420,829.91","444,358,552.34","386,276,482.83","441,182,464.00","417,583,137.45","418,467,769.20","311,346,493.57","279,310,211.26","240,823,082.05","212,651,930.76","174,027,395.87","208,338,192.84","208,393,752.02","219,590,167.06","209,415,252.17","241,412,719.41",,,
其他应付款,"4,114,956.62","5,908,787.40","7,038,824.62","8,346,645.46","9,636,156.82","7,578,522.77","12,206,681.89","11,687,716.01","11,253,022.22","12,309,558.90","14,401,690.38","15,739,956.72","15,561,287.33","18,885,384.97","13,683,400.51","16,991,525.27","19,945,612.43","16,727,749.31","23,909,895.79","17,450,322.88","17,268,345.11","17,891,907.94","20,825,466.76","11,320,372.69","9,825,219.70","8,847,103.19","56,450,140.55","50,298,237.28","50,998,517.32","50,471,667.06","53,688,426.75","12,557,259.40","30,123,148.71","14,284,923.87","8,063,324.36"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,605,186.67"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,"3,028,807.21","3,028,807.21","8,970,417.12","6,291,586.60","3,468,188.22","4,841,233.94","703,081.16","703,081.16","50,000,000.00","33,740,916.28","28,554,565.30","1,455,430.74","963,802.32","116,399,771.22","195,356,329.50","194,747,508.69","962,037.27"
其他流动负债,"1,799,137.26","541,666.67","3,566,666.67","3,300,000.00","3,300,000.00","3,300,000.00","2,564,166.66","2,564,166.66","2,080,694.87","2,080,694.87","2,268,269.23","1,656,410.26","1,082,051.27","941,025.62","1,741,666.67","1,329,166.67","983,333.33","551,708.33","327,083.33","491,666.66","322,916.66","587,499.99",,,,,,,,,,,,,
