科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"47,209,889.40","81,237,565.89","75,437,958.80","331,364,254.08","299,327,559.40","393,232,112.34","329,398,995.21","134,926,234.03","128,817,924.96","180,965,546.91","358,713,280.64","307,164,402.53","179,676,166.50","128,247,242.89","309,357,213.69","180,348,549.47"
短期借款,"70,000,000.00","119,100,000.00","224,400,000.00","148,835,144.00","153,076,000.00","280,076,000.00","284,076,000.00","300,000,000.00","425,771,631.26","248,640,484.05","469,309,336.84","629,963,649.35","594,500,000.00","554,500,000.00","570,000,000.00","538,200,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"2,700,000.00",,,,"3,100,000.00","1,000,000.00",,,"21,317,033.00","100,000.00",,,,,,"2,000,000.00"
应付票据,,,,,,,,,,,,,,,,
应收账款,"131,484,425.97","228,033,147.01","319,558,483.88","387,638,218.86","385,516,052.26","394,074,387.86","400,082,327.81","384,763,801.89","447,652,123.23","445,236,850.44","423,898,819.52","393,441,551.56","571,665,044.19","748,672,878.92","1,254,659,266.28","1,303,996,031.53"
应付账款,"26,303,571.43","1,296,169.43","13,692,350.15","9,438,921.91","7,642,259.67","9,268,969.74","38,800,907.10","9,996,020.63","9,536,979.87","62,107,799.14","55,429,636.44","65,193,178.01","60,886,122.14","69,892,945.86","119,804,160.90","79,980,805.18"
预付款项,"25,939,450.33","72,872,133.50","98,966,803.13","88,115,877.22","196,308,488.00","171,938,203.16","123,289,734.82","275,609,444.00","265,116,889.17","362,717,590.45","389,887,157.98","465,826,158.45","509,467,328.13","401,744,920.04","246,342,004.21","312,878,793.41"
预收款项,"67,115,695.00","61,623,344.00","91,824,995.80","71,538,974.16","102,508,399.00","118,954,402.88","128,484,870.85","149,243,990.65","108,424,427.34","446,331,181.47","236,553,851.64","277,210,241.22","420,744,947.88","727,476,179.57","380,066,468.20","504,661,258.88"
其他应收款,"4,634,453.81","4,714,550.22","3,340,638.05","3,367,582.61","2,656,325.88","3,982,096.13","1,443,809.35","6,943,943.92","154,717,353.12","51,920,317.38","55,912,639.88","55,161,129.30","65,869,451.12","70,939,551.72","55,409,401.07","48,736,326.43"
应付职工薪酬,"656,860.20","866,102.58","1,041,475.96","866,936.81","1,276,041.59","1,441,391.72","1,781,616.04","2,222,822.72","3,088,242.23","3,195,802.40","3,553,818.30","4,629,373.31","5,798,415.48","5,440,611.24","4,633,991.93","7,232,200.20"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"13,205,481.39","25,869,844.44","33,969,272.97","24,675,059.34","23,637,931.38","-1,460,960.57","13,715,028.19","8,921,443.70","14,113,355.41","8,788,814.57","4,515,419.98","2,429,131.21","20,649,299.38","26,795,694.48","93,138,528.95","113,581,634.41"
应收利息,,,,,,,,,,,,,,,,
应付利息,"192,590.22","797,757.45","727,712.02","573,147.20","360,568.80","523,090.43","565,737.87","3,037,672.75","626,708.30","528,619.35","1,351,978.24","1,497,451.59","1,630,885.34","1,275,833.68","1,840,679.51","2,297,167.59"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"18,000,000.00",,,
存货,"231,904,015.50","248,643,331.10","396,887,165.16","392,223,914.31","327,401,906.65","413,172,964.71","609,123,956.34","646,199,793.56","578,389,748.18","841,427,752.12","832,998,638.85","1,067,794,365.39","1,125,916,073.78","1,355,036,616.54","1,124,097,460.36","1,205,538,949.36"
其他应付款,"73,094,057.77","150,201,867.82","126,412,700.05","105,653,928.86","97,721,656.44","109,009,873.11","100,482,640.32","96,808,240.92","123,240,488.66","137,387,082.87","126,297,442.06","155,312,522.47","128,135,231.56","103,206,326.68","579,856,818.35","480,137,513.16"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"5,000,000.00","14,000,000.00","14,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,"88,546,625.48","93,369,686.80","80,953,419.21","77,880,033.56","387,889,164.34","394,096,728.20","280,000,000.00","260,000,000.00"
其他流动资产,,,"4,928,749.89","6,401,958.66","1,479,936.25","10,224,396.47","2,586,789.84","9,141,018.16","6,484,352.57","8,689,152.87","32,584,005.46","26,326,552.61","35,059,129.32","25,974,050.07","52,288,506.95","29,197,333.51"
其他流动负债,,,,,,,,,,"93,533.80",,,,,,
流动资产合计,"443,872,235.01","635,500,727.72","899,119,798.91","1,209,111,805.74","1,215,790,268.44","1,387,624,160.67","1,465,925,613.37","1,457,584,235.56","1,602,495,424.23","1,891,057,210.17","2,093,994,542.33","2,315,714,159.84","2,487,653,193.04","2,730,615,260.18","3,042,153,852.56","3,082,695,983.71"
流动负债合计,"250,568,256.01","364,755,085.72","506,068,506.95","375,582,112.28","406,222,856.88","537,812,767.31","587,906,800.37","570,230,191.37","773,348,458.55","1,000,443,004.45","977,964,902.71","1,214,115,580.72","1,638,234,066.12","1,882,684,319.71","2,029,340,647.84","1,986,090,579.42"
可供出售金融资产,,,,,,,,,,"2,937,500.00","7,270,800.00","8,365,800.00","8,365,800.00","54,840,670.00","70,140,670.00","104,140,670.00"
长期借款,,"14,000,000.00","54,000,000.00","45,500,000.00",,,,,"70,000,000.00","85,000,000.00","234,900,000.00","234,900,000.00","45,100,000.00","45,100,000.00",,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,"98,318,089.38"
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,"246,849,720.81","248,513,124.50","265,420,460.56","266,066,213.42","159,586,997.52","150,344,124.18",,
长期股权投资,,,,,,,,,"5,084,936.70","8,720,150.34","8,901,241.39","9,049,754.83","9,065,518.85","16,656,442.17","20,760,700.74","20,104,671.32"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,"592,846.00","592,846.00","592,846.00","592,846.00",,,,,,,,,,
固定资产,"3,597,562.25","4,532,087.05","4,204,685.75","4,066,993.38","4,794,945.59","4,739,498.14","6,989,144.19","6,429,647.01","6,770,121.66","6,531,152.89","7,468,892.64","13,036,440.80","12,797,799.70","12,448,944.92","23,331,934.21","22,312,682.72"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,,,,,"295,194.19","322,528.55",,,,,,,,,,
其他非流动负债,,"2,295,000.00","2,872,000.00",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,,"16,295,000.00","57,464,846.00","48,964,846.00","3,464,846.00","2,800,846.00","2,208,000.00","2,208,000.00","319,057,720.81","335,721,124.50","501,951,460.56","502,597,213.42","206,317,997.52","197,075,124.18","1,631,000.00","99,949,089.38"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"250,568,256.01","381,050,085.72","563,533,352.95","424,546,958.28","409,687,702.88","540,613,613.31","590,114,800.37","572,438,191.37","1,092,406,179.36","1,336,164,128.95","1,479,916,363.27","1,716,712,794.14","1,844,552,063.64","2,079,759,443.89","2,030,971,647.84","2,086,039,668.80"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"31,754,887.24","31,154,632.40","31,154,632.40","429,770,951.74","429,985,480.10","429,985,480.10","350,125,887.78","350,125,887.78","350,125,887.78","350,125,887.78","110,125,887.78","110,125,887.78","110,125,887.78","110,125,887.78","110,125,887.78","110,125,887.78"
无形资产,"328,920.51","259,991.02","188,614.26","513,639.84","476,697.84","439,755.83","619,504.05","571,353.93","406,837,956.47","406,760,546.90","406,683,137.33","406,605,894.18","406,644,151.08","406,578,003.86","774,917.59","933,773.55"
盈余公积,"7,682,940.05","12,982,182.51","20,715,576.54","20,715,576.54","20,715,576.54","20,715,576.54","30,174,447.75","30,174,447.75","30,174,447.75","30,174,447.75","32,849,779.83","32,849,779.83","32,849,779.83","32,849,779.83","32,849,779.83","32,849,779.83"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,"615,705.82","615,705.82","615,705.82","615,705.82","615,705.82","615,705.82",,,,,497.69,"14,445,607.09","14,556,856.08","14,556,855.21","14,555,049.73","14,555,049.73"
未分配利润,"97,771,080.49","156,370,457.04","234,414,806.65","264,920,509.63","288,874,034.97","306,828,989.45","327,706,042.71","336,212,010.28","371,574,811.34","423,648,238.29","491,346,139.43","500,469,651.35","533,421,231.24","595,202,918.70","665,940,968.53","690,364,844.74"
长期待摊费用,,,,,,,,,,,,,,,"17,758,997.34","18,151,338.21"
少数股东权益,"1,605,209.60","1,056,018.04","991,223.09","975,623.16","965,093.61","20,816,905.89","20,757,759.38","20,424,056.47","23,986,840.19","21,022,874.73","20,123,314.98","20,681,414.17","34,158,092.91","30,789,547.72","25,148,312.68","18,287,470.69"
递延所得税资产,"967,949.80","1,704,864.10","6,680,786.89","6,621,474.57","8,255,076.22","5,218,892.28","5,345,663.55","4,790,082.38","7,039,625.54","5,775,146.13","9,619,149.09","10,710,529.34","12,495,405.87","12,466,117.13","61,298,959.43","59,897,138.80"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"995,000.00","3,374,870.00","3,374,870.00",,"13,320,000.00","13,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"5,510,138.38","7,112,647.99","11,689,792.72","11,817,813.61","14,437,619.66","11,336,380.62","12,954,311.79","11,791,083.32","425,732,640.37","430,724,496.26","440,938,718.14","465,588,896.24","467,300,401.58","517,547,033.29","221,941,229.04","253,095,324.33"
所有者权益(或股东权益)合计,"198,814,117.38","261,563,289.99","347,276,238.68","796,382,661.07","820,540,185.22","858,346,927.98","888,765,124.79","896,937,127.51","935,821,885.24","985,617,577.48","1,055,016,897.20","1,064,590,261.94","1,110,401,530.98","1,168,402,849.58","1,233,123,433.76","1,249,751,639.24"
资产总计,"449,382,373.39","642,613,375.71","910,809,591.63","1,220,929,619.35","1,230,227,888.10","1,398,960,541.29","1,478,879,925.16","1,469,375,318.88","2,028,228,064.60","2,321,781,706.43","2,534,933,260.47","2,781,303,056.08","2,954,953,594.62","3,248,162,293.47","3,264,095,081.60","3,335,791,308.04"
负债和所有者(或股东权益)合计,"449,382,373.39","642,613,375.71","910,809,591.63","1,220,929,619.35","1,230,227,888.10","1,398,960,541.29","1,478,879,925.16","1,469,375,318.88","2,028,228,064.60","2,321,781,706.43","2,534,933,260.47","2,781,303,056.08","2,954,953,594.62","3,248,162,293.47","3,264,095,081.60","3,335,791,308.04"
