科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"404,923,846.05","479,804,817.56","465,966,372.61","787,373,099.06","341,653,040.10","318,233,262.03","311,051,526.01","398,927,526.90","820,434,659.21","515,708,998.46","472,806,066.28","492,914,360.53","546,655,677.98","680,017,093.99","854,054,095.31","543,988,749.31","583,989,718.74","301,145,151.62","455,040,177.31","324,229,768.98","306,967,598.15","220,544,364.03","545,115,206.17","383,694,503.46","233,970,682.04","282,134,960.25","448,008,578.55","420,817,335.32","516,186,112.86","309,217,061.51","553,152,885.50","564,862,616.13","617,332,044.22","434,773,541.77","820,107,657.36"
短期借款,"1,255,000,000.00","1,400,000,000.00","1,500,000,000.00","395,000,000.00","335,000,000.00","285,000,000.00","285,000,000.00","305,000,000.00","277,500,000.00","317,500,000.00","332,500,000.00","477,500,000.00","520,000,000.00","385,000,000.00","370,000,000.00","350,000,000.00","362,000,000.00","362,000,000.00","580,000,000.00","660,000,000.00","643,142,500.00","577,000,000.00","577,000,000.00","565,000,000.00","558,000,000.00","568,000,000.00","495,000,000.00","445,000,000.00","495,000,000.00","465,000,000.00","450,000,000.00","355,000,000.00","400,000,000.00","570,000,000.00","570,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"32,603,623.79","33,078,911.82","295,548,165.67","301,994,254.95","473,982,568.20","374,535,197.63","640,520,030.15","718,226,854.01","316,619,680.46","706,163,574.71","913,375,113.10","833,632,489.48","875,682,276.46","832,364,980.16","439,342,408.81","526,061,600.22","480,648,615.36","572,052,487.33","752,895,271.45","514,509,428.01","527,848,478.15","360,579,194.23","246,780,220.99","405,709,422.77","390,944,352.20","363,711,488.53","372,668,804.16","215,533,801.26","195,181,398.41","379,742,037.36","371,825,047.38","376,572,188.24","501,496,921.20","451,167,252.50","478,274,029.28"
应付票据,,"607,000,000.00","244,750,007.94","127,350,007.94","15,000,000.00","15,000,000.00",,,,,,,,,,,,,,"9,700,000.00","19,000,000.00",,,"20,000,000.00","20,000,000.00",,,,,,,,,,
应收账款,"49,478,520.12","48,332,693.24","65,640,580.25","102,031,482.57","53,719,148.52","121,417,527.94","87,084,793.68","138,748,902.56","133,076,543.35","80,218,875.72","40,785,594.66","90,389,309.94","69,912,958.84","65,548,287.18","189,486,895.00","221,524,244.35","182,358,557.46","214,067,215.00","169,504,341.31","316,938,524.00","291,820,885.57","239,381,880.98","198,085,484.18","254,164,392.08","292,603,804.94","201,513,822.46","177,318,114.09","185,543,334.95","170,513,807.32","163,486,236.71","110,509,025.02","195,450,424.21","163,085,237.58","156,036,345.91","109,492,723.46"
应付账款,"135,983,588.16","409,424,906.63","134,934,954.41","70,146,869.88","176,519,038.06","156,529,551.39","219,119,738.82","174,790,433.04","180,546,136.61","215,243,146.98","203,518,822.91","194,626,146.94","144,324,775.53","200,170,449.39","290,794,168.61","221,512,049.71","248,874,270.27","348,358,468.45","689,763,037.98","429,398,763.42","323,963,260.76","303,960,253.94","497,539,540.62","369,380,257.10","365,235,890.64","357,131,969.97","405,829,874.06","336,508,364.67","306,424,685.39","320,520,117.48","322,227,693.06","259,243,695.39","245,820,568.75","258,249,996.12","432,933,206.71"
预付款项,"26,489,470.34","46,589,221.51","23,740,614.46","13,787,332.80","126,563,584.16","118,154,529.76","37,175,444.44","65,204,459.90","68,265,471.51","123,420,533.03","58,356,934.02","224,512,739.49","229,271,523.99","261,660,589.26","129,116,271.65","287,063,598.77","236,341,075.40","238,222,053.05","17,403,241.01","95,793,933.05","117,412,056.45","178,324,848.51","58,336,319.44","119,439,591.07","116,035,682.28","183,206,566.45","28,409,902.04","43,013,152.15","64,099,077.85","118,832,562.04","13,087,106.66","104,167,292.53","124,910,446.69","154,793,876.75","24,589,927.80"
预收款项,"11,215,214.09","14,670,479.51","18,373,919.41","18,076,222.74","22,391,674.67","41,931,391.95","29,175,769.36","39,611,830.55","32,093,387.64","62,760,142.24","60,671,017.09","28,625,615.95","69,948,027.78","107,638,265.58","53,050,948.44","48,456,491.95","39,443,277.78","59,458,527.59","62,252,337.07","64,630,481.34","72,752,566.33","54,329,182.27","45,296,378.68","43,012,066.86","44,679,764.89","76,068,202.05","51,944,420.18","47,544,070.78","54,350,121.71","116,928,252.44","71,830,457.63","76,560,637.69","100,009,079.57","178,237,157.11","97,144,721.48"
