科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"51,168,329.00","338,453,545.39","295,379,245.31","44,355,921.03","72,443,670.37","112,228,685.64","197,098,381.64","40,293,210.00","69,925,594.27","168,422,716.77","307,029,679.43","103,866,150.85","229,142,524.99","346,651,367.38","591,853,752.91","77,991,760.01","212,273,128.52","291,337,680.80","446,510,652.72","59,835,824.58","133,226,392.26","241,852,477.09","463,441,784.77","207,511,128.73","338,828,901.25","532,296,652.32","1,027,412,697.25","151,536,371.65","242,315,301.64","581,041,556.94","970,354,131.21","146,823,947.98","454,949,862.26","672,946,980.15","1,632,445,097.07","536,935,254.62"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,"68,120,000.00","68,100,000.00",,,,,,,"22,000,000.00",,"14,300,000.00","14,300,000.00","44,300,000.00","13,614,761.53","61,350,000.00"
收到的税费返还,,,,,,,,,,,,,,,,,,"2,073,487.28","2,073,487.28","355,647.90","355,647.90","355,647.90","116,231.92","1,137,952.10","1,309,740.52","1,635,617.64","122,301.86","3,459,559.94","5,798,956.79","11,311,813.88","18,109,840.29","2,931,059.78","11,908,679.51","15,544,257.98","15,234,299.31","12,734,312.84"
支付其他与投资活动有关的现金,,,,,,,,,,,"-92,055.01",,,,,,,,,"10,000,000.00","10,000,000.00","176,000.00","6,802,960.00",,,,"13,130,446.71",,,,"928,430,000.00",,,,"252,051,881.71","205,200,000.00"
收到其他与经营活动有关的现金,"4,845,593.25","13,118,020.14","46,449,849.54","1,103,361.61","3,751,831.88","6,704,650.39","12,950,159.32","18,406,889.61","25,576,656.88","35,713,398.54","42,766,577.06","7,509,293.84","13,995,052.45","41,985,266.48","51,170,799.55","11,498,779.04","23,577,196.78","46,550,490.00","53,159,420.72","11,694,531.34","19,962,766.65","48,040,789.67","84,614,328.74","10,296,990.60","43,546,420.63","168,348,873.95","92,621,569.14","156,424,478.08","198,512,597.71","263,196,599.49","76,389,700.59","45,433,076.79","104,481,970.02","172,264,669.76","109,803,256.38","34,116,607.64"
投资活动现金流出小计,"1,017,232.60","21,238,171.00","27,483,874.86","24,496,774.23","59,568,108.41","67,236,750.77","79,722,641.41","23,430,537.99","49,178,222.69","73,627,895.74","137,154,020.19","50,059,482.02","67,174,340.05","99,481,525.87","129,584,081.62","27,010,561.22","71,752,042.62","113,289,714.99","141,044,668.77","34,243,170.80","42,976,022.77","107,347,201.64","248,540,119.73","59,320,858.09","988,545,399.26","1,399,166,808.46","1,477,429,457.74","103,848,264.29","359,771,436.03","526,464,105.72","1,820,660,119.40","101,094,503.32","385,416,126.06","719,901,573.51","971,413,641.74","359,263,313.37"
经营活动现金流入小计,"56,013,922.25","351,571,565.53","341,829,094.85","45,459,282.64","76,195,502.25","118,933,336.03","210,048,540.96","58,700,099.61","95,502,251.15","204,136,115.31","349,796,256.49","111,375,444.69","243,137,577.44","388,636,633.86","643,024,552.46","89,490,539.05","235,850,325.30","339,961,658.08","501,743,560.72","71,886,003.82","153,544,806.81","290,248,914.66","548,172,345.43","218,946,071.43","383,685,062.40","702,281,143.91","1,120,156,568.25","311,420,409.67","446,626,856.14","855,549,970.31","1,064,853,672.09","195,188,084.55","571,340,511.79","860,755,907.89","1,757,482,652.76","583,786,175.10"
投资活动产生的现金流量净额,"-1,017,232.60","-21,238,171.00","-9,483,874.86","-24,496,774.23","-59,568,108.41","-67,236,750.77","-79,722,301.41","-23,430,537.99","-49,178,222.69","-73,627,895.74","-137,097,938.65","-50,059,482.02","-67,174,340.05","-99,481,525.87","-126,565,947.30","-26,810,561.22","-71,752,042.62","-113,289,714.99","-140,264,668.77","-34,217,170.80","-42,950,022.77","-107,320,243.80","-232,922,120.99","-59,320,858.09","-988,545,399.26","-1,394,166,808.46","-1,474,427,277.34","-103,848,164.29","-358,912,856.39","-525,595,526.08","-1,288,891,278.42","209,137,351.69","26,475,129.50","-307,523,317.95","-305,576,199.59","-208,886,798.91"
购买商品、接受劳务支付的现金,"47,487,551.43","287,511,176.01","202,839,699.47","77,484,616.53","130,243,317.78","185,831,358.18","248,959,489.25","27,114,087.66","54,033,369.04","118,394,309.87","198,188,997.46","82,314,928.54","167,839,202.04","233,684,289.90","344,713,373.82","83,143,660.42","152,541,402.92","229,219,938.07","285,553,836.70","74,025,801.50","132,983,683.26","265,951,492.26","373,803,016.59","149,378,448.77","223,139,692.96","361,071,992.52","576,203,892.85","378,040,111.56","430,582,176.12","577,008,260.49","601,096,976.75","135,115,097.91","245,179,686.17","507,756,389.09","704,126,493.26","238,699,880.91"
吸收投资收到的现金,,"40,000,000.00",,"1,394,824,600.00","1,394,824,600.00","1,394,824,600.00","1,394,824,600.00",,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,"2,341,461,200.00","2,341,461,200.00","2,361,583,734.40",,,,,
