科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"16,783,380.55","32,275,687.63","39,696,102.31","1,358,502,760.41","1,278,799,040.45","1,235,677,573.78","1,175,663,481.01","1,110,564,693.05","1,082,008,918.47","1,041,810,475.43","1,017,884,208.99","983,380,640.97","961,492,846.05","911,258,920.74","804,305,783.19","815,264,288.22","780,472,774.60","765,233,815.21","761,445,652.53","458,271,436.72","273,212,211.43","219,463,512.73","241,024,036.45","458,644,171.68","274,561,819.29","553,865,046.87","276,749,660.90","255,255,438.19","209,851,799.98","195,963,626.46","352,622,362.49","221,878,501.27"
短期借款,"9,400,000.00",,"12,400,000.00","12,400,000.00",,,"3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00",,,"20,000,000.00","120,000,000.00",,,"30,000,000.00",,,,"182,700,000.00","154,900,000.00","135,400,000.00","115,000,000.00","144,000,000.00","307,000,000.00","54,000,000.00","30,000,000.00","39,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,488,898.56","2,020,000.00","9,830,154.50","23,775,317.43","44,009,229.56","42,103,506.46","41,842,300.81","45,996,616.05","18,545,056.71","40,394,772.65","46,781,703.89","50,291,669.36","46,203,615.52","30,634,512.07","44,066,813.96","51,034,187.86","43,330,555.22","46,078,752.45","65,662,908.90","70,138,286.31","55,510,183.16","74,722,707.37","69,224,930.90","59,497,685.87","91,102,323.56","45,164,275.04","63,042,512.02","117,217,365.02","81,593,805.05","72,748,595.39","112,139,965.31","90,986,828.78"
应付票据,,,,,,,,,,,,"520,000.00","1,650,000.00","1,030,000.00",,,,,,,,,,,,"3,496,000.00","5,453,900.00","1,957,900.00",,,,
应收账款,"12,313,795.91","21,916,284.89","40,825,717.19","59,212,270.70","47,147,230.51","34,467,090.68","34,683,810.99","52,829,479.69","59,391,356.03","61,230,854.24","53,780,382.06","64,383,689.22","54,148,543.40","58,060,579.80","38,485,962.24","57,295,436.38","80,580,463.80","69,138,780.72","67,468,951.99","77,137,959.03","155,314,326.51","164,304,496.53","141,905,886.52","170,481,652.80","186,258,385.41","196,963,885.99","185,851,750.92","180,543,541.48","225,066,028.31","219,526,414.34","211,264,957.53","283,227,423.28"
应付账款,"25,432,678.71","48,131,947.31","26,926,802.22","33,283,487.72","36,623,061.63","17,726,618.22","40,361,294.02","38,193,961.72","53,173,794.86","43,949,061.99","34,330,997.99","55,931,482.89","51,312,257.93","50,684,453.14","68,998,676.14","74,388,748.49","92,290,251.52","79,376,469.66","63,519,344.75","57,031,234.64","58,336,520.89","48,281,030.24","60,909,965.63","79,772,590.74","195,810,748.87","128,434,794.65","121,725,314.19","112,412,688.59","114,777,578.34","114,015,390.39","136,854,651.45","138,281,916.95"
预付款项,"10,507,762.08","11,415,250.26","29,149,963.99","21,738,879.90","41,255,002.14","48,128,467.98","35,586,264.31","30,890,557.20","26,975,009.96","42,427,229.86","4,475,658.40","7,396,264.55","8,874,205.36","12,761,583.63","15,502,847.66","28,832,092.25","24,199,483.55","20,755,567.71","11,866,125.25","10,277,728.11","9,345,618.92","7,681,457.81","10,261,059.29","9,418,597.97","16,141,759.94","17,756,958.34","15,755,150.89","11,559,141.28","12,679,739.79","23,616,165.07","29,250,672.24","22,812,809.39"
预收款项,"9,445,747.97","14,659,770.25","3,330,865.06","7,529,457.48","6,070,877.22","7,279,687.86","10,133,615.97","16,109,863.18","5,902,665.72","4,706,083.89","3,734,316.66","3,555,321.72","2,621,253.86","6,009,859.54","18,304,709.28","14,731,726.58","5,129,710.22","8,745,556.96","9,121,595.37","6,438,346.83","11,823,162.97","8,967,666.49","9,884,800.30","7,994,090.17","34,857,206.94","44,836,821.30","68,106,936.34","98,700,241.26","76,964,715.13","90,516,282.54","86,200,859.20","73,262,531.88"
