科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"31,313,878.08","44,389,579.85","48,959,870.49","17,084,463.95","15,633,513.12","375,324,657.84","342,804,328.37","236,896,645.45","220,568,101.48","219,727,988.18","314,646,034.40","232,436,226.00","193,237,283.22","184,518,946.29","309,602,876.43","198,204,634.66","117,954,440.15","100,704,597.93","251,565,660.77","134,960,277.44","64,579,548.94","76,219,740.64","286,065,666.72","203,637,736.23","151,621,577.69","160,361,294.09","223,380,149.07","142,438,587.82","57,201,945.92","87,554,352.66","317,324,058.90","175,430,054.83"
短期借款,,"35,000,000.00","74,800,000.00","135,918,000.00","164,518,000.00",,,,"15,000,000.00","20,000,000.00","10,000,000.00",,,"20,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","4,000,000.00","10,000,000.00","49,000,000.00","31,000,000.00","20,000,000.00","20,000,000.00","30,000,000.00","30,000,000.00",,,"20,000,000.00","30,000,000.00",,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,"506,000.00","400,000.00",,"1,228,497.00",,,,,,,"1,756,000.00","1,306,000.00","300,000.00",,,"600,000.00",,,"226,400.00","771,000.00"
应付票据,"20,700,000.00","39,640,000.00","44,550,000.00","26,500,000.00","25,450,000.00","36,250,000.00","36,520,000.00","30,170,000.00","27,900,000.00","35,300,000.00","30,400,000.00","29,100,000.00","26,250,000.00","26,150,000.00","27,200,000.00","19,600,000.00","19,170,000.00","24,370,000.00","33,680,000.00","33,070,000.00","35,020,000.00","35,930,000.00","40,400,000.00","35,340,000.00","38,150,000.00","54,310,000.00","60,150,000.00","54,900,000.00","46,950,000.00",,"73,450,000.00",
应收账款,"83,031,935.67","120,745,520.67","111,832,491.15","107,610,529.82","182,178,698.03","191,046,906.64","173,950,556.38","145,092,374.73","167,927,770.91","179,083,222.91","128,393,980.58","147,816,350.38","151,686,248.77","172,749,409.09","132,971,609.87","184,052,794.10","214,807,210.56","223,840,672.23","167,392,552.30","191,238,518.78","236,840,177.65","232,619,751.62","156,341,825.05","187,434,526.62","217,637,927.41","235,924,879.42","198,596,915.56","235,521,143.24","285,358,394.11","260,077,986.75","224,784,855.99","244,581,150.63"
应付账款,"22,014,693.40","27,213,808.44","23,797,920.63","23,249,042.17","21,228,376.58","26,113,868.36","30,727,190.73","28,288,798.11","23,335,599.31","24,834,379.44","31,097,634.58","31,196,540.33","33,035,124.61","28,271,362.89","51,568,696.74","53,726,672.99","34,162,160.69","42,080,011.70","32,157,403.01","46,523,725.05","46,120,219.19","39,317,890.47","35,914,523.83","30,207,416.31","29,094,209.12","34,550,794.01","40,520,257.11","34,734,235.40","43,872,743.47",,"45,137,351.59",
预付款项,"11,251,433.00","14,426,711.69","18,207,087.99","24,384,761.27","35,279,049.84","29,464,022.94","11,269,932.14","16,077,613.12","12,949,723.49","12,100,985.70","12,689,920.57","22,789,820.86","14,753,108.84","14,651,156.95","12,002,799.92","10,568,958.71","14,622,598.49","21,226,408.09","14,224,318.90","15,359,797.73","52,376,507.51","14,427,572.48","9,439,110.43","14,814,956.88","15,346,462.60","13,042,911.17","11,685,943.94","21,648,679.47","13,914,489.97","19,670,565.38","11,524,921.61","14,165,871.50"
预收款项,"28,348,116.20","53,292,051.02","49,516,854.77","58,893,117.17","24,162,878.03","33,202,860.38","27,841,055.00","31,720,248.96","21,106,157.13","36,253,225.64","55,405,234.18","49,782,325.77","36,303,137.61","37,397,857.62","58,585,431.23","72,473,480.48","42,967,928.90","42,727,109.99","82,449,866.09","70,827,474.89","39,183,294.56","46,647,268.21","87,752,437.67","82,108,300.01","64,297,115.29","55,387,652.71","118,581,968.30","113,629,421.68","88,190,891.67","85,823,950.24","154,501,990.29","129,622,908.15"
