科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"140,113,893.40","131,407,553.92","194,375,519.59","40,775,878.05","81,839,992.15","116,610,183.66","165,078,661.37","46,013,132.27","116,017,020.64","157,681,089.16","214,535,554.63","46,984,795.19","76,804,493.90","116,865,961.86","151,154,965.22","35,910,416.49","90,260,884.03","142,472,918.00","192,622,704.27","47,796,147.48","97,429,470.65","165,933,415.21","234,088,119.66","43,461,390.25","156,870,207.51","267,778,741.35","381,849,259.61","173,023,256.61","311,128,247.08","527,421,620.64","738,434,888.86","232,498,876.44","453,544,329.79","763,999,504.43"
取得子公司及其他营业单位支付的现金净额,"6,000,000.00",,,,,,,,,,,,,,"16,831,862.49",,,,,,,,,,,,"555,502,328.24","11,250,000.00","11,250,000.00","11,250,000.00","11,250,000.00",,"11,250,000.00","11,250,000.00"
收到的税费返还,,,,,,,,,,,,"217,611.98","217,611.98","362,559.04","426,334.83",,"210,270.46","1,923,535.93","956,405.46",,,,,,,,"816,750.70",,,"2,362,269.42",,,,"7,053.67"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"38,882,577.49","4,987,542.17","545,739.46","326,743.54","1,356,732.67","3,976,804.40","4,203,713.09","4,076,512.32","7,102,092.52","10,851,769.17","12,743,930.51","4,079,198.27","6,342,249.80","10,374,470.55","11,372,050.22","2,755,467.90","5,618,171.07","7,553,672.13","21,328,352.09","2,384,148.28","5,070,027.40","6,204,273.56","6,959,241.38","1,607,330.32","4,583,699.26","5,028,019.11","9,658,566.04","973,700.28","4,767,119.50","11,439,986.19","14,086,928.10","5,671,607.30","13,512,179.02","25,370,981.69"
投资活动现金流出小计,"41,043,516.87","14,082,901.83","11,449,317.55","2,221,034.70","17,470,371.45","37,370,755.85","68,853,083.55","9,864,026.72","20,980,964.91","29,019,296.51","38,316,921.76","7,631,555.20","14,649,042.91","39,121,753.04","47,445,093.42","13,137,331.20","17,405,899.05","21,045,192.10","22,415,282.31","18,517,306.70","48,168,789.72","75,454,339.22","91,634,004.91","6,568,085.80","19,953,491.75","26,074,564.78","589,664,466.65","28,400,143.55","48,147,114.94","53,195,027.40","97,189,877.29","14,001,773.59","31,769,788.89","57,346,544.28"
经营活动现金流入小计,"178,996,470.89","136,395,096.09","194,921,259.05","41,102,621.59","83,196,724.82","120,586,988.06","169,282,374.46","50,089,644.59","123,119,113.16","168,532,858.33","227,279,485.14","51,281,605.44","83,364,355.68","127,602,991.45","162,953,350.27","38,665,884.39","96,089,325.56","151,950,126.06","214,907,461.82","50,180,295.76","102,499,498.05","172,137,688.77","241,047,361.04","45,068,720.57","161,453,906.77","272,806,760.46","392,324,576.35","173,996,956.89","315,895,366.58","541,223,876.25","752,521,816.96","238,170,483.74","467,056,508.81","789,377,539.79"
投资活动产生的现金流量净额,"-40,884,352.47","-13,857,901.83","-11,203,700.65","-2,221,034.70","-17,229,333.75","-37,129,718.15","-68,612,045.85","-9,864,026.72","-20,730,597.91","-28,768,929.51","-38,091,921.76","-7,631,555.20","-14,424,042.91","-36,598,615.53","-47,220,093.42","-13,137,331.20","-17,054,879.05","-20,694,172.10","-22,061,902.31","-13,167,306.70","-42,546,539.72","-68,887,089.22","-84,502,135.28","-6,273,745.80","-19,013,281.75","-24,847,854.78","-587,874,621.18","-28,400,143.55","-47,823,681.94","-52,871,594.40","-96,245,761.29","-13,915,106.59","-30,980,485.15","-56,508,076.14"
购买商品、接受劳务支付的现金,"61,293,843.36","52,874,938.42","37,597,858.18","22,678,738.54","32,371,479.03","49,284,643.40","73,051,467.06","16,939,839.36","50,575,314.61","64,062,721.54","73,802,923.01","14,902,185.43","28,320,408.35","44,193,907.97","68,838,134.81","41,926,749.61","44,695,616.88","55,433,468.44","75,382,057.97","10,155,652.86","23,525,191.78","33,207,422.85","36,521,285.93","12,169,562.00","60,538,944.49","130,373,148.69","134,411,458.91","215,349,895.07","238,774,887.27","380,821,075.79","526,977,633.09","112,033,957.62","242,622,650.56","464,227,749.98"
吸收投资收到的现金,,,,"455,900,000.00","455,900,000.00","455,900,000.00","455,900,000.00",,,,,,,,,,,,,,,,,,,,,,,"1,305,835,369.08","1,305,835,369.08",,,
支付给职工以及为职工支付的现金,"26,246,258.00","30,438,924.33","30,181,270.22","9,458,178.40","15,969,550.54","22,116,651.52","34,243,006.71","9,401,341.18","18,158,692.66","25,363,509.17","35,186,315.89","11,070,539.49","20,167,322.27","28,708,045.86","38,667,330.13","10,897,263.79","22,340,541.77","30,952,633.25","40,446,225.22","12,358,742.69","22,742,463.54","32,521,402.01","43,249,061.16","13,334,269.96","23,975,388.34","33,140,691.19","47,452,071.23","21,050,716.05","39,439,349.75","55,758,551.04","76,745,586.30","24,552,187.76","42,981,818.19","61,783,854.46"
取得借款收到的现金,"346,300,000.00","238,100,000.00","197,000,000.00","20,000,000.00","100,000,000.00","110,000,000.00","168,000,000.00","40,000,000.00","68,000,000.00","86,000,000.00","116,000,000.00","10,000,000.00","80,000,000.00","80,000,000.00","110,000,000.00",,"30,000,000.00","30,000,000.00","60,000,000.00",,,,,,,,"733,000,000.00","6,750,000.00","48,750,000.00","48,750,000.00","42,000,000.00","20,000,000.00","40,000,000.00","40,000,000.00"
支付的各项税费,"40,445,011.25","39,215,535.58","34,795,495.89","9,555,697.46","18,988,080.42","26,595,698.69","27,951,441.14","2,861,380.77","13,229,643.50","22,738,385.12","25,056,207.16","5,590,723.05","16,827,772.00","19,134,360.53","16,388,751.51","5,633,329.87","10,319,900.93","12,523,058.64","20,629,714.44","10,223,831.66","21,577,423.67","28,385,444.15","33,810,251.80","6,524,453.12","25,159,150.20","33,408,874.63","43,007,777.56","44,241,151.40","63,590,737.71","82,921,749.75","97,645,823.45","20,426,231.41","42,614,107.41","72,948,307.32"
收到其他与筹资活动有关的现金,,,"3,157,405.74","11,001,049.64","11,001,049.64","11,001,049.64","11,001,049.64",,,,,,,,"40,000,000.00",,,,,,,,,,,,"13,230,000.00",,,,,,,
支付其他与经营活动有关的现金,"27,927,138.26","25,589,139.58","24,084,845.21","8,162,824.89","18,177,441.54","25,282,353.19","37,794,798.36","7,734,535.20","19,019,461.73","29,056,669.22","44,444,347.31","10,972,144.82","23,272,942.56","36,444,408.28","49,566,212.80","7,905,643.88","22,573,339.13","33,879,729.76","47,326,647.02","10,139,697.24","26,119,375.71","37,601,818.55","54,153,859.62","12,918,739.54","24,716,501.74","44,772,616.43","66,518,732.06","13,564,758.65","38,442,554.88","59,376,108.54","89,200,445.94","19,593,517.10","59,264,834.98","93,901,580.42"
筹资活动现金流入小计,"346,300,000.00","238,100,000.00","200,157,405.74","486,901,049.64","566,901,049.64","576,901,049.64","634,901,049.64","40,000,000.00","68,000,000.00","86,000,000.00","116,000,000.00","10,000,000.00","80,000,000.00","80,000,000.00","150,000,000.00",,"30,000,000.00","30,000,000.00","60,000,000.00",,,,,,,,"746,230,000.00","6,750,000.00","48,750,000.00","1,354,585,369.08","1,347,835,369.08","20,000,000.00","40,000,000.00","40,000,000.00"
经营活动现金流出小计,"155,912,250.87","148,118,537.91","126,659,469.50","49,855,439.29","85,506,551.53","123,279,346.80","173,040,713.27","36,937,096.51","100,983,112.50","141,221,285.05","178,489,793.37","42,535,592.79","88,588,445.18","128,480,722.64","173,460,429.25","66,362,987.15","99,929,398.71","132,788,890.09","183,784,644.65","42,877,924.45","93,964,454.70","131,716,087.56","167,734,458.51","44,947,024.62","134,389,984.77","241,695,330.94","291,390,039.76","294,206,521.17","380,247,529.61","578,877,485.12","790,569,488.78","176,605,893.89","387,483,411.14","692,861,492.18"
偿还债务支付的现金,"318,300,000.00","238,100,000.00","198,000,000.00","61,100,000.00","141,100,000.00","161,100,000.00","231,100,000.00","40,000,000.00","78,000,000.00","126,000,000.00","126,000,000.00","28,000,000.00","68,000,000.00","85,940,000.00","148,000,000.00",,"40,000,000.00","40,000,000.00","50,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,"18,750,000.00","60,750,000.00","580,500,000.00","793,750,000.00",,,
经营活动产生的现金流量净额,"23,084,220.02","-11,723,441.82","68,261,789.55","-8,752,817.70","-2,309,826.71","-2,692,358.74","-3,758,338.81","13,152,548.08","22,136,000.66","27,311,573.28","48,789,691.77","8,746,012.65","-5,224,089.50","-877,731.19","-10,507,078.98","-27,697,102.76","-3,840,073.15","19,161,235.97","31,122,817.17","7,302,371.31","8,535,043.35","40,421,601.21","73,312,902.53","121,695.95","27,063,922.00","31,111,429.52","100,934,536.59","-120,209,564.28","-64,352,163.03","-37,653,608.87","-38,047,671.82","61,564,589.85","79,573,097.67","96,516,047.61"
分配股利、利润或偿还利息支付的现金,"29,289,106.89","9,333,906.25","25,138,016.00","1,350,042.50","2,444,567.50","3,489,737.50","4,527,692.72","899,063.88","1,538,630.54","20,217,986.12","20,924,672.25","786,786.13","17,176,069.91","18,090,154.73","19,378,109.63","313,999.98","577,777.75","731,111.08","759,444.41","35,000.00","4,033,303.04","4,115,000.00","4,145,000.00",,"19,915,544.55","20,400,000.00","23,058,671.35","8,312,690.62","36,836,626.04","44,837,120.84","45,315,620.84",,"27,243,772.80","27,732,906.13"
收回投资收到的现金,,,,,,,"241,037.70",,"225,000.00",,,,"225,000.00",,,,"88,100.00","88,100.00","92,064.50",,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,"1,743,900.00","9,899,859.20","10,410,659.20","6,293,650.00",,,,,,,,"40,000,000.00",,,,,,,,,,,,,"1,220,000.00",,"21,214,247.23","21,930,000.00",,,
取得投资收益收到的现金,"159,164.40","225,000.00","245,616.90",,"241,037.70","241,037.70",,,"25,367.00","225,000.00","225,000.00",,,"225,000.00","225,000.00",,"262,920.00","262,920.00","258,955.50",,"272,250.00","272,250.00","272,250.00",,"359,370.00","359,370.00","359,370.00",,"323,433.00","323,433.00","334,888.50",,"339,604.70","348,769.10"
筹资活动现金流出小计,"347,589,106.89","247,433,906.25","223,138,016.00","64,193,942.50","153,444,426.70","175,000,396.70","241,921,342.72","40,899,063.88","79,538,630.54","146,217,986.12","146,924,672.25","28,786,786.13","85,176,069.91","104,030,154.73","207,378,109.63","313,999.98","40,577,777.75","40,731,111.08","50,759,444.41","30,035,000.00","34,033,303.04","34,115,000.00","34,145,000.00",,"19,915,544.55","20,400,000.00","23,058,671.35","28,282,690.62","97,586,626.04","646,551,368.07","860,995,620.84",,"27,243,772.80","27,732,906.13"
