科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"65,009,910.89","65,974,772.57","58,427,267.71","73,773,282.03","74,289,598.17","62,042,302.70","567,772,606.05","562,354,448.74","546,170,845.32","561,956,048.50","520,397,037.12","495,018,153.48","475,934,543.79","407,577,423.16","387,274,855.88","329,802,453.04","390,511,234.92","447,329,668.86","424,143,854.80","417,740,435.93","410,900,752.30","459,628,424.02","415,295,555.40","276,108,155.51","291,822,602.09","422,808,501.74","314,232,181.04","273,016,029.03","259,115,617.99","223,550,590.97","212,767,692.39","145,064,533.83","112,349,055.12","102,143,015.16","100,013,552.64"
短期借款,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,000,000.00","43,000,000.00","50,105,887.40","58,556,187.40","58,556,187.40","37,866,407.60","42,733,592.40"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,502,612.00",,"16,947,300.00","17,749,552.72","12,640,000.00","36,855,400.00","26,697,385.00","16,245,521.00","19,287,490.00","15,680,660.00","14,283,140.00","24,472,640.00","16,115,972.00","25,070,838.45","27,773,820.00","14,492,760.00","6,838,000.00","36,862,130.00","41,583,010.00","35,447,897.52","30,885,085.00","40,786,309.00","32,014,142.47","11,392,789.50","13,874,112.00","17,926,625.80","12,390,560.00","11,648,680.00","19,067,530.00","41,722,766.70","38,317,421.01","57,771,292.35","40,774,666.00","82,952,099.81","55,692,163.66"
应付票据,"26,412,840.95","14,288,790.24","4,280,000.00",,,,,,,,,,,,,"4,659,060.00","8,888,060.00","16,901,965.00","16,460,403.24","15,810,000.00","29,780,000.00","19,432,500.00","8,350,240.00","6,000,240.00","2,530,000.00","14,755,440.00","12,066,600.00","6,466,800.00","14,373,965.20","23,901,565.20","32,559,600.00","37,902,201.76","49,545,786.76","40,978,046.00","27,005,132.20"
应收账款,"82,325,017.20","70,987,575.24","86,191,989.63","108,472,529.52","105,719,007.27","108,253,389.25","128,237,211.25","144,037,559.79","171,159,773.01","155,802,002.70","169,131,834.62","190,223,254.91","194,644,096.44","238,137,551.29","232,607,556.48","295,777,423.95","313,000,570.55","335,141,673.56","316,296,007.95","385,916,652.26","352,037,197.05","328,665,166.51","338,830,737.78","374,892,395.24","365,096,055.47","350,700,768.14","374,021,382.07","445,582,785.27","441,513,942.83","412,277,827.41","422,440,721.57","402,491,069.08","419,556,610.04","406,717,928.90","413,213,014.84"
应付账款,"57,420,717.23","50,668,427.48","48,343,781.66","53,978,046.17","45,755,791.27","86,995,966.70","60,560,629.46","77,357,380.17","76,633,373.37","83,385,902.63","68,955,556.25","97,961,413.24","100,588,407.40","130,590,216.70","104,926,021.73","129,648,755.84","167,926,276.41","192,285,469.24","175,506,747.83","236,673,313.41","220,317,310.31","244,056,501.18","218,205,706.14","279,987,060.91","290,746,036.75","326,698,825.09","321,031,913.14","374,189,131.66","390,522,715.98","371,731,338.55","381,349,804.80","421,055,355.73","375,149,924.53","367,139,637.48","379,767,527.30"
预付款项,"17,290,047.93","46,191,160.34","17,863,565.78","6,840,699.46","12,851,432.13","29,477,393.81","40,548,141.35","52,665,879.23","66,776,645.75","65,215,078.09","72,645,022.64","77,941,880.93","69,588,288.95","48,709,420.34","48,957,554.32","37,413,559.20","37,479,728.45","39,987,143.12","49,259,248.64","52,817,124.74","56,555,050.61","46,123,886.29","59,037,325.89","46,693,361.84","47,924,102.11","34,201,212.90","57,646,194.30","59,490,173.31","64,584,016.46","38,757,737.00","56,856,019.66","50,460,039.75","53,722,272.36","38,414,741.83","53,175,371.11"
预收款项,"79,042,185.66","117,128,416.09","63,208,122.60","61,749,298.22","64,525,995.72","45,848,712.66","47,714,968.15","36,343,212.66","66,095,266.16","78,450,736.42","90,855,344.44","72,019,251.95","72,285,737.17","81,440,252.09","98,017,278.84","77,317,480.35","93,234,727.21","102,790,697.38","129,688,535.51","136,184,351.08","115,535,123.32","71,643,377.18","90,268,902.96","87,595,184.28","96,430,743.19","80,629,981.28","88,757,741.90","63,978,216.53","110,030,874.42","90,760,116.47","88,281,302.08","80,319,406.84","81,962,176.28","79,941,848.19","96,588,265.02"
其他应收款,"4,220,392.00","6,922,133.89","18,708,913.83","15,005,009.42","14,031,268.94","12,107,107.44","14,263,642.77","11,025,553.19","14,331,870.20","6,100,006.16","7,420,381.69","6,649,659.22","6,794,688.37","24,109,603.19","25,052,939.82","62,352,580.38","26,497,211.13","15,071,074.15","16,912,259.88","23,661,916.86","12,166,631.90","10,295,038.27","14,917,640.15","42,576,163.00","38,865,031.55","38,754,722.61","37,241,645.36","40,500,022.67","28,619,172.93","19,150,621.84","20,757,791.22","21,802,744.22","23,997,722.48","21,250,434.87","29,056,974.05"
应付职工薪酬,"818,700.08","820,021.59","716,515.93","702,867.41","698,824.61","403,254.03","409,844.48","405,679.81","347,549.14","351,640.34","348,361.34","394,374.08","358,247.67","362,603.78","356,013.17","334,698.49","313,251.33","318,244.14","314,319.98","312,443.64","288,537.03","261,298.31","261,400.74","284,328.32","248,713.61","231,006.29","226,845.21","241,031.26","247,848.06","273,606.16","145,050.04","160,686.88","159,110.04","155,220.25","148,111.29"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-660,473.32","-11,121,826.92","-1,764,236.42","1,446,859.68","4,605,535.64","-4,593,046.55","-5,646,926.05","4,381,862.30","-3,707,995.05","-6,613,412.22","-9,990,438.73","-1,252,976.07","-7,515,628.73","846,137.19","-453,095.83","6,354,827.39","-4,141,232.27","7,314,399.47","-5,614,688.28","7,346,594.21","-5,999,339.36","10,095,154.84","4,782,201.40","11,828,310.65","9,229,336.06","13,844,643.73","8,835,819.84","13,156,520.17","9,323,176.00","9,269,121.29","5,804,192.15","12,039,576.36","7,154,231.50","12,741,867.19","9,021,160.78"
应收利息,,,,,,,,,,"1,448,036.46","3,406,025.05","2,066,399.49","3,685,337.22","3,391,269.57","4,905,490.43","2,501,219.59","4,186,297.25","3,214,944.52","4,278,859.85","1,655,486.76","2,931,988.81","3,113,548.27","4,371,683.62","1,284,144.66","1,949,189.31","2,329,652.29","3,212,894.42","714,847.12","1,226,072.29","763,950.73","649,577.03","44,737.38","96,906.51","88,316.38","33,073.28"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,958.33",,,,"330,227.50","27,791.67"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"80,252,595.57","92,905,601.32","47,598,338.98","40,824,722.75","47,431,850.73","41,179,749.15","33,472,353.56","41,163,411.23","41,930,074.96","47,640,440.55","63,949,913.84","55,396,789.80","90,601,872.56","81,321,977.24","82,516,847.07","76,149,520.82","110,279,392.53","90,625,312.60","122,659,721.46","106,712,470.83","97,282,118.52","76,458,960.00","90,679,636.18","144,198,558.31","155,887,592.77","147,767,762.88","174,629,320.92","187,671,262.93","216,180,590.47","226,976,836.17","226,685,305.59","265,127,214.51","290,132,885.74","233,746,601.14","237,180,313.02"
