科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"98,987,293.47","104,499,198.35","116,330,817.83","132,835,464.79","59,956,818.95","186,611,699.17","132,415,975.48","110,773,360.63","255,813,531.61","249,060,965.36","266,406,473.13","2,043,264,952.39","1,415,428,419.11","1,314,285,889.78","1,003,851,142.41","1,290,802,587.91"
短期借款,,,,"50,000,000.00","55,000,000.00","50,000,000.00",,,"249,352,800.00","249,352,800.00","249,352,800.00","100,000,000.00",,,,"480,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,
应收账款,"51,743,771.15","57,914,138.15","66,570,485.30","84,644,180.19","97,537,231.63","101,013,248.82","109,998,409.25","138,820,413.27","159,856,030.80","110,536,387.44","154,460,327.18","176,533,123.64","149,185,830.93","137,178,917.53","191,419,919.41","143,247,814.03"
应付账款,"19,910,094.00","19,576,733.20","23,919,186.41","26,081,647.28","32,480,250.85","33,853,665.47","28,999,205.23","40,531,428.49","50,204,974.04","39,266,652.77","62,290,064.59","66,657,513.92","82,908,276.56","73,608,579.72","49,786,006.94","57,655,053.17"
预付款项,"4,047,941.68","2,055,229.01","3,598,826.86","4,317,380.77","23,931,717.71","37,774,269.67","38,676,186.00","43,906,208.68","38,484,543.55","38,328,363.53","48,541,934.05","68,660,166.70","142,776,656.11","172,422,814.67","157,447,218.27","326,700,296.66"
预收款项,"3,005,134.10","3,210,199.49","6,691,807.30","9,214,363.25","12,110,316.70","13,869,755.22","10,179,236.70","9,752,867.40","17,392,899.78","16,753,892.98","16,803,706.72","16,963,276.86","46,071,173.23","49,706,771.02","54,143,804.36","39,681,966.50"
其他应收款,"2,688,117.09","6,660,909.90","7,740,248.89","8,954,035.43","9,249,765.75","2,518,909.40","2,301,038.03","4,457,766.80","5,610,326.66","8,207,886.84","22,266,029.24","21,590,520.45","11,520,653.90","15,999,956.57","23,588,539.52","25,517,445.60"
应付职工薪酬,"8,990,683.95","6,626,852.45","10,729,759.87","9,433,123.29","11,129,997.79","11,901,679.08","12,230,368.51","14,328,941.29","17,604,982.33","14,963,831.27","17,918,408.65","21,119,599.19","38,329,199.65","26,073,518.44","28,953,119.67","28,600,325.93"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"5,055,333.86","9,890,833.62","10,020,681.29","2,244,557.96","14,672,301.23","3,921,989.66","5,803,045.30","6,917,159.41","15,077,464.93","3,037,185.33","11,454,856.93","11,162,342.85","23,789,412.84","7,007,913.77","10,186,979.79","9,438,257.77"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,"33,333.33","101,077.78","91,666.67",,,"184,723.14","1,144,063.19","1,849,993.32","120,833.33",,,,"1,021,000.00"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,"132,647.83"
存货,"14,637.37",,,,"1,446,666.98","1,804,867.60","3,110,707.56","4,575,096.71","8,794,654.27","5,216,547.00","5,835,692.28","7,744,977.97","6,251,546.90","6,851,670.16","7,492,997.14","12,188,055.59"
其他应付款,"2,776,836.81","6,043,182.13","153,056.86","46,468.93","527,625.70","266,001.06","101,578.62","535,348.85","586,724.17","452,585.66","428,883.98","9,913,155.61","95,675,310.98","95,694,960.12","91,157,294.84","94,473,742.87"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,"12,786,680.50","9,480,153.34","8,668,967.23","8,041,419.75"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"157,481,760.76","171,129,475.41","194,240,378.88","230,751,061.18","192,122,201.02","329,722,994.66","286,502,316.32","302,532,846.09","468,559,086.89","411,350,150.17","497,510,455.88","2,317,793,741.15","1,737,949,787.45","1,656,219,402.05","1,392,468,783.98","1,806,497,619.54"
流动负债合计,"39,738,082.72","45,347,800.89","51,514,491.73","97,053,494.04","126,021,570.05","113,904,757.16","57,313,434.36","72,065,745.44","350,404,568.39","324,971,011.20","360,098,714.19","225,936,721.76","286,773,373.26","252,091,743.07","234,227,205.60","711,002,994.07"
可供出售金融资产,,,,,"96,748,300.00","96,748,300.00","96,748,300.00","99,248,300.00","99,248,300.00","99,248,300.00","104,348,300.00","106,848,300.00","361,348,300.00","361,348,300.00","563,020,800.00","547,770,420.03"
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
