科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,"893,594,576.34","893,721,326.44","894,382,379.89","894,055,933.34","894,738,254.72","895,453,997.12","896,169,739.52","1,691,023,087.45","794,581,569.53","794,626,369.53","795,884,220.03","796,090,034.73","1,797,659,458.91","1,794,440,300.81","2,988,495,486.91","2,191,414,196.27","2,192,222,867.14","2,193,041,072.11","2,193,863,588.58","1,261,390,334.72","1,196,607,735.12"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,"12,193,391.01","33,428,580.12","33,529,596.94","30,898,409.98","29,043,651.18","25,835,384.28","22,545,540.55","22,558,562.67","20,779,401.37","15,776,522.16","15,776,522.16","11,799,954.36","10,142,049.96",,
长期应付款,,"1,948,612.39",,,,,,,,,,,,,,,,,,,,,,,,,,,"250,833,333.33","251,458,333.33","252,083,333.33","252,708,333.33","253,333,333.33","753,958,333.33","755,000,000.00","1,257,291,666.67","1,258,750,000.00","1,260,625,000.00","1,279,882,166.67","1,539,301,250.00"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,"35,678,226.00","34,906,470.67","239,191,692.70","33,231,482.67","32,539,812.21","62,962,002.28","92,526,828.70","92,597,089.18","91,033,352.10","90,898,961.14","112,967,918.99","80,064,868.03","79,919,539.92","56,065,649.53","55,320,731.90"
专项应付款,,,,,"1,100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,489.85","114,322.06",,,,,,
预计负债,,,,,,,,,,,,,,,,,"1,942,684.20","4,053,488.20","11,592,030.48","13,411,169.13","17,377,750.59","21,037,703.08","18,780,122.08","20,854,876.88","19,759,302.96","19,314,280.85","9,598,444.61","9,249,962.82","11,864,923.02","8,876,838.82","6,923,931.80","8,844,380.43","333,172,854.07","336,293,735.97","7,122,129.36","8,927,688.52","11,475,085.85","14,752,630.93","19,599,431.88","23,592,310.10"
固定资产,"81,940,776.31","156,912,512.81","196,125,042.57","195,529,924.87","199,986,521.04","206,473,349.90","239,642,881.16","257,244,591.08","310,539,813.16","323,408,785.41","707,862,148.42","723,115,355.84","1,071,652,162.81","1,202,701,933.79","1,386,355,872.66","1,519,568,115.55","1,828,641,594.01","2,264,508,638.82","2,735,403,051.33","2,881,301,119.33","3,045,920,481.70","3,186,468,050.31","3,521,608,269.73","3,479,240,525.98","3,641,166,410.22","3,774,262,220.96","3,887,013,540.65","3,872,470,509.37","4,145,455,187.53","4,297,203,094.60","5,018,556,311.78","5,042,861,037.80","7,141,089,675.28","7,672,698,540.72","8,367,057,923.05","8,638,142,326.99","9,684,812,081.99","10,363,265,058.97","12,265,096,441.42","12,054,304,841.87"
递延所得税负债,"15,743.95",,,,,,,,,,"18,773.40",,,,,,,,,,,,"7,836,503.62","13,332,273.23","13,067,335.00","17,254,417.49","11,133,670.72","4,572,667.42","22,325,681.42","26,388,446.60","25,531,244.84","29,383,638.02","37,481,935.20","37,456,807.73","33,868,091.03","33,898,213.73","33,606,022.56","38,827,950.53","128,640,577.51","133,490,274.99"
在建工程,"70,590,974.04","48,098,077.45","45,330,261.96","50,223,736.30","50,726,630.47","48,600,478.24","78,087,937.70","124,218,414.13","274,892,331.85","418,920,856.83","227,285,127.19","284,613,845.76","236,800,854.68","159,645,926.28","233,920,475.98","385,979,699.69","533,944,967.43","716,528,936.30","457,298,056.72","538,158,395.39","613,503,757.70","532,701,379.12","245,358,807.89","363,064,929.59","394,414,911.42","414,998,355.02","331,205,064.55","442,370,343.30","550,170,457.89","994,266,021.36","1,538,205,451.74","1,989,473,501.25","2,087,352,830.22","1,972,993,842.95","1,730,374,038.05","2,376,888,925.58","3,192,727,476.39","4,055,013,007.15","2,725,466,198.34","2,924,971,881.16"
其他非流动负债,,,,,,,"7,442,848.17","9,303,559.68","9,303,559.68","9,303,559.68",,,,,,,,,"4,500,000.00","4,375,000.00","4,250,000.00","9,464,853.87",,,,,"2,900,429.23",,"2,584,265.19","2,332,291.69","2,726,752.04","2,745,378.08","2,337,687.30","2,056,828.63","4,226,158.36","3,675,804.71","3,094,580.04","2,333,770.04","3,618,070.72","2,709,709.38"
工程物资,,,,,,,,,,,,,,,,,,,,"662,498.29",,,,"439,176.60","439,176.60","439,176.60","331,112.78","21,800.00","21,800.00","21,800.00","21,800.00","21,800.00","21,800.00","21,800.00",,,,,,
非流动负债合计,"48,015,743.95","91,348,612.39","67,059,000.00","64,118,000.00","42,277,000.00","54,016,000.00","58,517,848.17","206,637,559.68","271,522,031.08","309,360,031.08","322,134,244.80","351,048,803.40","238,569,373.40","286,592,467.40","233,487,127.40","415,469,988.00","485,760,004.20","665,030,140.20","647,223,469.12","1,676,396,888.11","1,750,445,725.90","1,966,946,437.71","1,887,626,253.44","2,077,313,899.67","1,657,673,541.28","1,685,129,607.66","2,333,056,532.46","1,463,844,052.78","1,981,640,162.06","1,970,407,907.46","1,855,664,243.44","3,614,067,685.09","4,585,577,268.71","6,387,559,574.88","5,183,414,708.03","5,959,253,490.30","7,096,282,943.39","7,724,571,480.31","7,383,349,891.11","8,497,899,980.06"
固定资产清理,,,,"12,075.50","1,078.85",,,,,,,"66,934.60",,"38,474.17",,,,"12,082.47",,,,,,,,,,,,,,,,,,,,,,
负债合计,"88,157,748.77","159,108,853.54","211,668,253.11","228,166,771.03","308,780,903.86","307,242,940.79","382,432,427.29","722,418,503.98","989,791,686.92","1,148,106,941.96","1,407,802,614.47","1,460,407,188.06","2,378,784,684.08","2,734,185,653.21","3,484,460,110.62","3,735,788,877.19","5,359,571,738.46","6,570,078,347.31","6,253,394,860.01","8,509,567,773.96","10,242,466,332.04","10,833,802,766.65","8,336,065,106.11","7,860,540,062.00","9,021,578,143.28","9,407,860,483.66","10,027,931,409.91","9,571,661,390.70","13,568,585,664.02","14,770,723,181.82","15,393,641,471.55","16,914,037,329.82","20,713,616,901.52","22,318,506,968.35","21,649,862,939.42","23,161,189,108.53","29,213,813,764.08","29,389,823,002.65","29,261,258,110.94","30,735,907,059.50"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","192,000,000.00","192,000,000.00","192,000,000.00","192,000,000.00","192,000,000.00","192,000,000.00","192,000,000.00","232,540,000.00","465,080,000.00","465,080,000.00","465,080,000.00","465,080,000.00","930,160,000.00","1,030,612,000.00","1,030,612,000.00","1,030,612,000.00","1,030,612,000.00","1,030,612,000.00","1,030,612,000.00","1,030,612,000.00","1,030,612,000.00","1,049,642,000.00","1,086,266,390.00","1,086,266,390.00","2,715,128,475.00","2,714,840,975.00","2,714,445,975.00","2,712,945,875.00","2,712,945,875.00","2,712,945,875.00","2,712,867,125.00","2,712,867,125.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"61,989,165.14","61,989,165.14","61,989,165.14","61,989,165.14","61,989,165.14","708,903,165.14","708,903,165.14","708,903,165.14","612,903,165.14","612,903,165.14","612,903,165.14","612,903,165.14","612,903,165.14","612,903,165.14","612,903,165.14","2,025,175,866.63","1,792,635,866.63","1,792,635,866.63","1,792,635,866.63","1,792,635,881.41","1,327,555,866.63","3,187,111,896.18","3,187,111,896.18","3,187,111,896.18","3,187,111,896.18","3,187,111,896.18","2,969,842,703.16","2,969,842,703.16","2,969,842,703.16","3,221,990,203.16","4,522,818,830.65","4,532,996,211.91","2,934,609,905.78","2,955,117,110.84","2,993,451,242.59","2,996,107,415.95","3,192,896,310.68","3,203,472,811.56","3,163,056,179.18","3,163,056,179.18"
无形资产,"4,175,348.89","4,233,521.97","4,359,634.02","4,304,221.62","4,360,621.50","4,648,398.73","5,660,427.95","5,483,662.88","5,546,564.55","5,400,864.97","9,271,927.50","9,988,904.60","11,371,500.61","84,246,455.29","155,488,245.33","171,904,463.72","176,063,600.15","172,251,069.85","235,359,037.60","229,461,814.00","226,916,659.06","226,268,136.54","258,467,819.66","244,786,446.11","268,623,102.55","400,795,424.82","555,053,652.19","564,780,797.54","495,830,848.77","529,859,328.77","595,305,007.13","664,679,290.56","1,080,330,141.14","1,123,662,632.94","1,202,626,241.77","1,181,972,172.57","1,266,692,877.97","1,302,691,141.13","1,447,765,488.90","1,352,031,120.80"
盈余公积,"3,269,486.90","6,997,488.19","12,097,968.32","12,097,968.32","12,097,968.32","12,097,968.32","16,802,068.83","16,802,068.83","16,802,068.83","16,802,068.83","17,550,335.59","17,550,335.59","17,550,335.59","17,550,335.59","27,208,083.12","27,208,083.12","27,208,083.12","27,208,083.12","37,280,124.64","37,280,124.64","37,280,124.64","37,280,124.64","45,372,444.90","45,372,444.90","45,372,444.90","45,372,444.89","48,526,141.72","47,739,631.66","48,526,141.72","48,526,141.72","69,594,291.39","69,594,291.39","69,594,291.39","69,594,291.39","77,695,505.82","77,695,505.83","69,594,291.39","69,594,291.39","90,474,357.30","90,474,357.30"
开发支出,,,,,,,,,"3,900,946.48","22,924,944.17","14,210,760.72","26,615,330.27","17,195,507.68","22,341,225.91","6,406,752.84","12,613,570.48","16,160,950.71","30,066,321.66","2,605,894.04","14,555,266.92","51,481,349.50","58,718,254.30",,"18,016,008.46","36,308,685.73","47,075,721.36","18,657,566.64","41,941,370.61","75,143,607.77","116,803,396.95","57,230,287.57","107,868,001.68","109,444,355.89","146,338,661.79","104,421,276.28","187,424,937.74","210,263,951.97","272,249,333.87","149,960,637.54","227,901,038.41"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"279,872,500.00","279,872,500.00","276,808,750.00","275,170,000.00","190,923,250.00","182,430,984.40","182,372,680.00","107,013,835.00","153,958,196.84","153,958,196.84"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,"181,201,085.86","181,201,085.86","203,154,533.40","344,612,888.74","347,478,457.28","347,478,457.28","347,478,457.28","347,478,457.28","144,224,121.88","144,224,121.88","144,224,121.88","144,224,121.88","122,270,674.27","122,270,674.27"
未分配利润,"19,999,266.05","53,122,910.93","99,048,295.11","108,520,012.81","122,412,556.28","138,322,739.60","146,432,948.97","136,922,823.45","112,947,403.74","106,427,380.59","151,033,340.98","171,651,884.47","236,978,168.59","346,167,803.01","462,445,293.10","547,710,533.22","634,442,190.91","790,488,322.26","974,875,307.36","1,121,122,248.78","1,203,989,560.30","1,412,965,648.44","1,562,289,716.38","1,642,442,925.47","1,726,020,786.60","1,804,324,342.91","1,974,719,463.58","2,077,862,238.07","2,270,150,472.36","2,469,332,841.66","2,600,334,360.62","2,790,893,224.61","3,100,923,820.48","3,502,764,383.96","3,482,517,812.13","3,777,909,199.14","3,922,244,709.48","4,555,020,950.29","2,638,740,361.18","2,382,173,770.11"
长期待摊费用,"498,579.30",,"854,942.04","2,559,426.19","5,280,438.56","10,984,519.50","11,229,452.04","10,296,771.84","11,229,967.01","10,385,387.35","8,437,061.37","8,050,084.28","8,105,146.93","7,387,986.38","11,298,366.25","13,025,290.03","95,145,712.59","81,879,507.86","186,570,619.21","163,168,399.30","168,121,218.40","148,331,525.36","248,793,087.84","224,579,375.23","227,437,833.02","264,177,058.72","247,735,009.41","252,200,035.66","217,158,400.03","214,537,107.61","199,247,694.87","192,050,118.70","175,034,333.14","81,645,444.13","71,793,736.10","59,583,495.16","53,765,866.04","47,321,645.91","77,823,604.11","97,581,868.73"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258,401,097.82","95,322.12","16,274,985.40","-28,000.76","1,970,168.63","1,968,073.50","840,739.77","82,572,901.69","82,322,183.89","101,872,410.11","99,803,223.95","111,942,846.65","108,899,085.41"
