科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"27,677,443.08","70,140,191.01","136,919,876.52","222,921,194.97","46,827,712.08","98,877,918.94","142,067,574.53","189,398,433.33","37,937,792.63","148,793,687.03","182,721,838.16","231,694,075.98","17,032,610.79","31,603,606.13","49,611,051.70","84,102,061.20","19,033,432.65","65,868,242.91","111,547,163.68","139,460,312.23","44,807,209.21","91,833,649.22","131,118,975.78","161,496,142.65","36,966,614.13","76,875,742.28","110,201,264.97","130,594,138.47","27,928,354.40","47,642,894.74","70,149,128.33","87,496,948.10","15,421,433.58","28,520,444.43","35,523,398.27","44,816,199.75","7,573,557.19","20,397,396.23","29,194,770.57","52,007,023.00","9,984,239.90","28,001,244.31","47,252,747.22"
二、营业利润,"-14,848,034.24","-23,843,911.98","-26,142,857.61","-65,874,110.82","3,601,926.83","1,647,246.24","-1,351,075.46","-28,454,407.39","-7,923,839.86","19,294,189.58","24,763,255.99","24,215,753.41","-8,063,565.50","-18,653,499.92","9,107,050.64","5,030,734.43","-2,505,589.52","18,373,819.93","13,075,485.16","9,558,749.80","-465,571.13","-8,394,539.76","-12,290,958.26","-12,916,895.66","771,102.78","1,976,901.62","365,914.26","-1,632,828.09","-7,853,054.47","-14,627,057.32","-21,646,454.19","-29,303,294.83","-4,875,859.58","-14,150,307.37","-19,909,982.18","-41,215,155.28","-10,100,225.41","-27,887,704.03","-37,816,549.17","29,068,624.12","-7,713,752.33","-14,902,838.77","-19,354,673.61"
减:营业成本,"27,055,761.15","65,472,918.66","123,832,393.16","199,677,511.46","35,726,245.41","77,016,919.19","114,563,044.15","157,862,804.17","35,115,839.89","103,021,464.18","135,650,689.54","165,136,129.43","17,063,426.52","30,905,246.76","49,948,148.41","77,884,914.33","18,780,163.82","61,559,298.23","104,379,030.64","130,645,493.28","43,645,271.02","88,916,674.50","126,717,614.53","156,782,562.98","36,240,176.88","72,424,441.67","103,364,579.51","122,427,045.44","26,347,855.33","45,930,153.71","67,891,710.49","86,064,432.46","13,933,111.37","29,642,492.24","35,788,197.18","50,994,846.39","8,334,821.37","19,263,632.25","27,869,378.27","42,536,011.75","8,589,837.24","22,762,614.84","37,997,247.88"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"202,094.90","361,106.21","445,404.29","884,544.13","482,678.73","978,495.88","1,035,670.69","1,200,052.11","115,217.20","101,023.73","185,170.45","12,779,598.00","88,763.34","152,598.45","153,850.66","151,742.73","66,936.99","278,681.42","347,740.92","362,031.43","28,435.67","163,330.92","171,361.77","233,087.79","51,364.19","136,653.14","175,693.11","277,788.76","31,103.70","167,092.30","176,893.31","381,103.54","28,570.53","29,649.29","29,649.29","43,695.41",,"46,619.53","57,184.93","1,072,685.34","430,331.99","830,339.32","1,164,498.46"
营业外收入,"237,428.79","608,785.41","314,582.87","434,980,290.43","379,134.40","4,604,560.68","6,729,444.88","31,758,200.12","1,010,346.51","250,395.90","547,400.69","949,014.76",,"1,249,183.00","1,249,183.00","1,463,209.56",,"127,016.00","160,773.00","167,540.01",,407.00,407.00,"15,439,140.93",0.03,,"793,351.96","7,335,302.27","23,936.25","28,399.25","57,621.53","478,474.36","88,250.00","353,407.00","354,938.51","1,694,542.90","132,946.53","282,898.48","415,662.78","848,776.69","134,298.06","4,304.99","4,454.09"
销售费用,"1,245,676.27","3,450,166.70","5,221,393.53","9,727,723.90","347,936.72","821,588.52","1,372,184.19","1,997,221.66","313,981.46","671,071.38","1,024,393.09","1,418,400.01","307,711.21","622,807.05","999,615.58","1,425,624.51","349,261.90","790,654.86","1,180,353.91","1,718,124.44","992,807.93","942,175.50","1,688,249.82","2,628,073.08","1,036,555.02","1,791,251.98","2,442,450.71","3,342,310.61","1,455,365.98","1,751,701.69","2,581,667.48","3,586,914.12","699,603.89","1,338,175.37","1,832,336.55","2,544,458.04","616,260.65","1,035,723.57","1,432,234.76","1,934,965.91","640,808.97","1,266,960.53","1,910,454.90"
减:营业外支出,"65,530.92","94,051.26","218,461.43","17,546,433.22","236,646.57","1,633,998.83","1,835,060.18","8,532,371.76","5,110.57","1,015,898.37","1,559,646.97","7,088,254.50","2,411.00","7,771.08","12,715.49","2,239,041.35","29,033.75","524,726.43","525,491.69","3,100,997.12",104.24,"7,523.72","15,836.45","15,836.45",,"1,659.13","22,557.87","125,215.06","50,070.64","73,734.44","74,229.77","75,496.12",,876.96,"3,784.75","2,810,971.88",970.60,"68,159.57","68,281.79","69,549.38","8,717.41","37,138.29","37,140.29"
管理费用,"10,173,518.54","19,042,735.32","27,348,571.08","51,594,061.93","7,168,696.28","15,901,984.62","22,921,428.29","32,838,296.25","13,011,574.12","25,862,369.24","34,891,570.48","39,238,537.39","5,074,553.44","10,931,043.05","21,174,141.77","28,952,794.84","5,755,171.13","9,776,560.23","14,408,631.68","20,924,766.27","4,725,617.39","9,325,292.90","13,729,818.52","19,509,108.29","3,655,898.87","7,814,607.03","12,447,386.39","20,160,623.12","5,757,477.88","10,052,791.77","20,064,909.47","24,421,489.30","6,488,107.53","13,190,051.75","19,344,468.01","26,410,269.84","8,800,378.70","18,838,084.34","28,146,817.52","38,445,949.64","7,058,831.68","18,793,170.31","28,683,975.64"
其中:非流动资产处置净损失,,,,"11,265,178.55",,"249,470.29","249,470.29","1,662,000.36",,,,"4,533,670.33",,,,"108,417.98",,"40,881.82","29,033.75","152,847.63",,"6,877.47","6,877.47","6,773.23",,,,"72,657.19",,"33,734.44","-16,942.19","32,190.72",,,,"2,807,111.73",,"61,780.51","61,780.51","61,780.51",,"36,417.62","36,417.62"
