科目,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"36,184,110.17","59,245,420.69","42,021,232.34","262,533,592.66","244,244,947.65","220,136,970.84","182,927,582.72","136,151,434.97","44,175,577.60","225,559,792.87","93,334,192.95","174,206,194.14","147,595,084.00","255,681,349.51","165,210,970.58","141,115,085.57"
短期借款,"24,000,000.00","20,000,000.00",,,,,,,"43,481,127.98","102,000,000.00","52,000,000.00","72,000,000.00","55,000,000.00","60,000,000.00","60,000,000.00","90,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"14,772,380.93","33,281,961.03","56,725,866.72","15,149,737.18","30,029,496.43","58,807,647.42","34,623,566.92","47,875,885.65","74,359,015.71","86,771,516.35","68,607,171.66","62,596,638.56","85,301,390.55","109,066,938.07","101,762,439.92","87,688,706.24"
应付票据,"500,000.00","5,566,381.55","10,978,620.05","12,866,283.48","25,116,078.90","31,706,904.01","28,446,575.32","24,521,061.58","35,018,466.76","41,505,416.33","39,822,656.85","36,164,993.16","47,670,608.19","73,567,951.88","20,365,279.95","13,331,835.38"
应收账款,"58,298,181.99","63,852,008.64","60,889,617.77","126,873,662.72","163,432,570.75","63,245,919.47","121,941,607.39","163,925,414.83","262,296,470.96","156,694,456.73","239,439,372.46","352,415,431.96","432,560,997.21","287,316,713.06","385,350,786.16","452,430,558.42"
应付账款,"15,024,569.89","11,970,930.91","21,994,155.91","46,704,917.10","52,824,496.95","44,252,095.45","66,526,826.35","79,825,540.23","88,824,497.03","95,645,604.24","93,923,039.53","89,722,681.43","97,186,269.75","56,842,203.33","74,910,588.42","99,275,210.59"
预付款项,"2,367,298.15","2,181,175.74","1,799,750.32","2,176,111.46","2,479,913.24","3,270,924.08","11,218,066.65","2,662,844.81","7,627,845.64","4,863,087.82","15,313,178.72","14,942,093.12","10,452,033.30","10,588,334.26","7,765,340.52","12,140,044.83"
预收款项,"1,210,963.30","1,811,954.13","7,919,064.05","8,576,176.91","6,376,832.36","10,172,548.19","9,925,646.44","7,385,873.37","3,521,907.35","14,732,160.55","5,745,243.59","4,150,763.40","3,087,529.36","4,144,269.11","4,332,640.82","2,751,716.47"
其他应收款,"1,526,592.39","2,227,996.68","4,306,553.57","1,006,073.26","1,051,813.48","417,511.31","2,321,337.84","2,024,544.21","4,723,459.73","1,611,378.98","4,837,782.50","2,124,083.70","3,023,872.55","1,502,455.26","3,666,999.31","4,625,108.40"
应付职工薪酬,"7,019,468.57","7,888,149.74","9,301,556.60","10,898,763.85","16,653,453.02","19,790,278.88","10,437,570.30","15,369,221.10","20,941,774.15","19,890,840.41","4,504,180.93","10,567,275.29","15,492,741.29","20,231,523.17","3,943,093.79","3,401,058.34"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"1,772,402.83","2,409,987.72","1,351,007.54","7,165,264.04","4,299,891.52","1,788,411.34","6,612,639.48","10,464,603.95","11,363,561.57","4,788,879.16","13,806,983.28","10,937,843.25","22,289,905.63","10,040,819.00","17,690,264.88","17,916,087.06"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,"33,488.37","69,116.67","69,116.67","87,000.00","66,458.33","66,458.33","66,458.33","125,858.33"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"122,430.00","122,430.00","61,215.00","61,215.00","107,036.23"
存货,"72,466,193.16","67,131,633.85","83,408,311.53","119,929,234.79","127,263,062.70","175,664,346.62","196,460,139.98","209,455,196.89","184,016,630.36","212,763,944.51","229,567,994.83","262,811,023.65","251,932,752.33","251,916,178.41","244,087,218.46","233,167,964.01"
其他应付款,"1,646,547.31","1,821,229.46","1,820,611.27","3,046,158.46","4,015,687.61","5,509,641.29","3,405,379.22","2,997,065.00","3,321,280.63","33,591,325.12","32,192,089.23","292,432,187.42","293,270,636.84","16,975,257.54","16,849,593.01","16,837,475.56"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,,,,,"16,817,551.74","12,000,000.00",,,"7,348,108.67","448,173.26","2,168,694.37","569,917.21","3,275,142.02","2,172,955.90","2,435,541.39"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"185,614,756.79","227,920,196.63","249,151,332.25","527,668,412.07","568,501,804.25","538,360,871.48","561,492,301.50","562,095,321.36","577,199,000.00","695,612,285.93","651,547,866.38","871,264,159.50","931,436,047.15","919,347,110.59","910,016,710.85","933,603,008.86"
流动负债合计,"51,173,951.90","51,468,633.51","53,365,015.42","89,257,563.84","109,286,440.36","113,219,879.16","125,354,637.11","140,563,365.23","206,506,103.84","312,223,342.48","242,063,310.08","516,185,173.95","534,186,579.39","241,929,697.36","198,219,134.20","243,746,277.96"
可供出售金融资产,,"3,154,000.00","3,154,000.00","3,154,000.00","3,154,000.00",,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,"1,313,349.91","1,304,667.63","1,969,098.70","1,901,853.51","2,345,606.55","4,445,573.78","4,245,233.11","4,072,167.03","3,898,716.67","1,740,596.56","1,741,971.20","1,720,496.08","1,743,817.01","1,759,981.98","1,764,501.71","1,830,273.16"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"52,930,496.81","49,970,291.99","55,193,315.45","53,209,478.30","53,838,977.95","55,942,265.29","54,456,692.98","60,991,305.20","64,968,617.36","95,396,542.32","95,841,260.31","129,100,519.59","167,789,027.19","168,114,184.43","167,410,374.82","161,865,824.39"
递延所得税负债,,,,,,,,,,,,"3,822,147.05","3,822,147.05","3,518,518.45","3,518,518.45","3,518,518.45"
在建工程,,"2,247,863.25","952,967.83","2,732,883.43","6,971,615.37","6,195,575.32","6,195,575.32","16,013,351.58","31,245,982.61","1,702,693.05","2,325,775.86","2,220,424.94","1,821,195.27","17,760,407.86","18,693,251.95","19,145,511.43"
其他非流动负债,,,,,"7,244,079.18",,"6,455,000.00",,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"2,480,000.00","3,770,000.00","5,410,000.00","5,635,000.00","7,244,079.18","6,155,000.00","6,455,000.00","6,155,000.00","6,155,000.00","6,851,000.00","4,911,603.77","8,733,750.82","7,963,750.82","10,791,763.73","11,983,763.73","11,983,763.73"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"53,653,951.90","55,238,633.51","58,775,015.42","94,892,563.84","116,530,519.54","119,374,879.16","131,809,637.11","146,718,365.23","212,661,103.84","319,074,342.48","246,974,913.85","524,918,924.77","542,150,330.21","252,721,461.09","210,202,897.93","255,730,041.69"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"60,750,000.00","60,750,000.00","60,750,000.00","81,000,000.00","81,000,000.00","81,000,000.00","81,000,000.00","162,000,000.00","162,000,000.00","163,224,300.00","163,224,300.00","299,554,466.00","299,554,466.00","312,921,953.00","312,921,953.00","312,765,213.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"9,729,233.49","9,729,233.49","9,729,233.49","199,731,233.49","199,731,233.49","199,731,233.49","199,731,233.49","119,017,358.49","119,303,483.49","149,988,377.49","153,640,702.49","485,602,861.49","489,255,186.49","738,452,900.18","739,898,060.18","739,806,239.78"
无形资产,"22,643,982.01","21,956,852.82","21,590,591.20","21,263,404.36","21,155,234.01","51,846,832.68","50,868,575.17","49,576,037.24","48,518,461.82","47,723,222.96","47,886,019.35","63,326,602.32","62,362,719.18","60,802,936.51","59,168,086.24","57,621,843.17"
盈余公积,"12,512,053.61","16,600,313.41","21,413,778.24","21,413,778.24","21,413,778.24","28,306,873.99","28,306,873.99","28,306,873.99","28,306,873.99","37,274,545.13","37,274,545.13","37,274,545.13","37,274,545.13","45,658,898.53","45,658,898.53","45,658,898.53"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"28,256,844.00","28,256,844.00","28,256,844.00","28,256,844.00","14,128,422.00","14,128,422.00","14,128,422.00"
商誉,,,,,,"5,789,907.85","5,789,907.85","5,789,907.85","5,789,907.85","6,092,907.38","6,092,907.38","520,774,098.32","520,774,098.32","520,774,098.32","520,774,098.32","520,774,098.32"
未分配利润,"128,486,328.07","166,464,730.23","183,565,453.15","215,689,255.46","240,423,261.06","248,444,262.08","271,920,627.25","284,394,263.72","323,323,450.42","318,231,605.92","344,923,261.76","365,575,037.42","425,094,548.63","416,324,801.70","446,905,185.09","457,012,732.35"
长期待摊费用,"1,035,170.66","517,585.34","212,450.75","171,331.25","204,049.28","130,211.75","123,358.50","89,092.25","68,532.50","249,883.91","902,137.60","173,133.05","1,135,813.94","815,092.88","839,216.59","1,099,124.09"
少数股东权益,,,,,,"2,886,854.42","1,844,438.22","2,593,824.84","4,135,135.55","10,836,670.00","11,842,967.04","13,386,216.50","15,039,505.75","16,324,027.46","14,958,500.46","18,537,314.49"
递延所得税资产,"1,593,810.89","1,711,452.98","2,009,724.12","2,625,468.11","2,927,504.92","4,880,465.20","5,538,046.10","6,553,241.02","7,461,854.06","7,179,386.86","6,240,549.71","7,371,440.38","8,359,580.54","10,728,593.94","11,530,551.54","12,340,297.41"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"12,152,399.79","25,903,119.53","37,850,262.74","110,578,974.42","114,675,478.05","117,045,358.48","102,104,333.13","84,689,439.61","68,173,213.45","66,220,281.17","107,102,037.01"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"79,516,810.28","80,862,714.01","85,082,148.05","85,058,418.96","90,596,988.08","141,383,231.66","153,120,508.56","180,935,364.91","272,531,047.29","274,760,711.09","278,075,979.89","826,791,047.81","848,675,691.06","848,928,509.37","846,400,362.34","881,779,008.98"
所有者权益(或股东权益)合计,"211,477,615.17","253,544,277.13","275,458,464.88","517,834,267.19","542,568,272.79","560,369,223.98","582,803,172.95","596,312,321.04","637,068,943.45","651,298,654.54","682,648,932.42","1,173,136,282.54","1,237,961,408.00","1,515,554,158.87","1,546,214,175.26","1,559,651,976.15"
资产总计,"265,131,567.07","308,782,910.64","334,233,480.30","612,726,831.03","659,098,792.33","679,744,103.14","714,612,810.06","743,030,686.27","849,730,047.29","970,372,997.02","929,623,846.27","1,698,055,207.31","1,780,111,738.21","1,768,275,619.96","1,756,417,073.19","1,815,382,017.84"
负债和所有者(或股东权益)合计,"265,131,567.07","308,782,910.64","334,233,480.30","612,726,831.03","659,098,792.33","679,744,103.14","714,612,810.06","743,030,686.27","849,730,047.29","970,372,997.02","929,623,846.27","1,698,055,207.31","1,780,111,738.21","1,768,275,619.96","1,756,417,073.19","1,815,382,017.84"
