科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"3,277,575,677.36","3,849,865,489.41","4,442,391,709.85","1,100,049,421.64","2,423,869,809.09","4,006,551,288.93","5,869,733,359.20","1,565,190,052.87","3,135,285,916.18","4,944,139,446.09","6,680,847,353.95","1,648,897,892.69","3,242,816,378.45","5,201,515,563.60","7,342,625,878.91","2,246,083,296.86","4,761,842,759.46","7,657,343,823.64","10,005,379,025.82","2,088,289,251.34","4,783,262,059.37","7,266,958,824.85","9,501,358,187.19","2,048,243,999.80","4,785,663,673.09","7,889,423,351.07","10,934,412,409.47","3,108,800,522.62","6,580,923,613.84","10,148,083,765.07","13,812,085,887.49","3,260,146,333.89","6,766,558,491.60","10,928,214,599.50","15,427,914,937.86","3,434,254,096.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,"9,530,000.00",,,,"35,658,299.54",,,,,,,,"414,479,965.29",,,,"5,727,512.50",,,,"142,963,156.09",,"43,000,000.00","43,000,000.00","90,969,774.72",,,,"5,749,989.99",
收到的税费返还,"82,000.00","96,000.00","118,000.00",,"74,000.00","87,829.04","100,945.55",,"59,484.00","501,448.87","549,286.59","25,000.00","65,707.62","102,707.62","113,000.00","16,000.00","60,000.00","747,132.18","783,575.47",,"43,000.00","297,858.63","1,041,025.15","180,969.20","253,969.20","320,657.20","1,360,487.40","84,000.00","324,248.30","331,930.89","1,869,266.52","157,325.30","611,557.79","770,626.00","593,730.12","28,000.00"
支付其他与投资活动有关的现金,,,,,,,"2,276,150.00",,,,"996,260.00",,,,"2,912,980.00",,,,"5,503,375.00","144,519.00","1,911,081.50","2,266,114.16","3,222,689.50","485,578.34","34,861,733.67","125,979,579.87","66,923,841.55",,"33,000,000.00","36,200,000.00","17,088,144.11",,,,,
收到其他与经营活动有关的现金,"8,543,176.01","9,794,807.18","21,571,087.10","2,998,658.92","11,806,245.79","15,433,584.72","56,662,201.50","5,379,166.44","20,682,144.71","23,885,797.73","77,093,981.33","3,268,085.05","5,703,257.13","19,233,703.28","32,255,784.21","7,581,992.28","7,699,612.61","13,246,041.55","209,721,109.43","5,483,865.85","17,582,457.86","22,218,598.02","191,712,217.07","5,732,031.32","16,030,053.22","17,499,565.06","299,701,642.59","8,536,682.53","25,988,872.06","5,890,993.69","310,817,590.42","4,932,622.56","24,172,552.04","38,600,415.35","449,590,669.98","23,537,057.68"
投资活动现金流出小计,"202,009,553.07","98,092,237.58","143,947,233.16","76,210,477.53","151,637,254.18","155,052,982.86","262,636,358.38","59,172,788.83","159,259,394.85","317,383,874.95","442,530,475.27","57,671,308.51","118,076,861.20","151,949,166.83","330,514,617.30","546,634,250.65","573,060,311.85","617,632,822.12","635,122,204.83","40,186,775.07","73,818,073.80","95,412,227.91","219,993,955.59","46,690,552.42","106,384,865.54","214,157,925.48","447,319,283.91","28,663,080.19","193,723,391.62","313,264,595.02","593,853,392.42","66,831,867.68","172,804,693.23","363,971,419.57","756,775,661.53","155,578,674.74"
经营活动现金流入小计,"3,286,200,853.37","3,859,756,296.59","4,464,080,796.95","1,103,048,080.56","2,435,750,054.88","4,022,072,702.69","5,926,496,506.25","1,570,569,219.31","3,156,027,544.89","4,968,526,692.69","6,758,490,621.87","1,652,190,977.74","3,248,585,343.20","5,220,851,974.50","7,374,994,663.12","2,253,681,289.14","4,769,602,372.07","7,671,336,997.37","10,215,883,710.72","2,093,773,117.19","4,800,887,517.23","7,289,475,281.50","9,694,111,429.41","2,054,157,000.32","4,801,947,695.51","7,907,243,573.33","11,235,474,539.46","3,117,421,205.15","6,607,236,734.20","10,154,306,689.65","14,124,772,744.43","3,265,236,281.75","6,791,342,601.43","10,967,585,640.85","15,878,099,337.96","3,457,819,153.79"
投资活动产生的现金流量净额,"-198,580,969.34","-72,930,060.84","-141,315,509.16","-76,210,477.53","-150,224,109.18","-154,203,492.86","-257,537,185.62","-54,134,132.53","-154,013,293.55","-312,010,731.65","-423,304,938.25","-56,791,288.01","-116,158,887.70","-143,723,989.33","-241,287,343.68","-537,626,580.49","-563,595,903.73","-607,655,043.27","-610,760,933.85","-30,106,541.07","-63,551,580.20","-60,271,012.71","-194,399,118.55","-45,844,371.82","-95,671,683.24","-200,291,903.78","-381,785,591.14","-23,223,178.99","-175,972,115.72","-292,973,845.38","-532,964,557.00","-2,591,845.32","-92,341,061.78","-279,775,702.76","-625,401,484.19","-149,901,444.62"
购买商品、接受劳务支付的现金,"2,866,079,465.59","3,516,228,851.61","4,035,325,193.11","907,650,273.43","2,254,349,069.35","3,796,434,290.33","5,441,817,419.80","1,377,226,631.99","2,726,099,974.67","4,473,066,642.47","5,846,601,948.57","1,474,818,241.24","2,862,204,610.98","4,641,322,858.55","6,577,601,427.73","1,823,170,446.26","4,267,372,465.99","6,949,537,381.82","9,015,285,884.00","1,861,735,970.29","4,212,245,488.69","6,377,773,273.93","8,198,145,680.56","1,768,836,478.91","4,260,786,109.43","7,108,433,958.33","9,742,166,664.79","2,941,920,812.45","6,018,010,232.70","8,950,384,419.92","12,311,679,809.61","2,885,206,104.42","6,143,827,385.64","9,892,127,888.51","13,864,123,118.65","3,055,417,156.81"
吸收投资收到的现金,"750,000.00","600,000.00",,"891,190,000.00","891,190,000.00","891,190,000.00","891,190,000.00","10,000.00","12,010,000.00","12,010,000.00","12,010,000.00",,"45,262,620.00","45,262,620.00","47,141,504.53",,,,"249,285.00",,,,"578,427,926.90",,"251,986.80","385,172.30","4,873,872.66",,,"256,960,000.00","258,074,862.36",,,,"9,207,082.46",
