科目,2007-12-31,2008-12-31,2009-03-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"1,424,378.69","5,151,190.09","5,863,255.26","5,700,876.44","6,046,624.81","6,615,838.42","11,185,131.96","6,982,144.88","11,037,350.26","11,060,549.28","10,917,872.34","6,161,700.22","8,798,025.09","13,114,744.93","16,136,467.39","12,310,671.68","12,983,652.34","14,773,267.12","15,510,719.76","14,055,231.69","14,476,690.56","14,834,186.16","15,123,802.08","13,382,471.55","14,754,285.35","14,533,984.07","22,136,113.44","42,596,992.12","43,256,424.02","14,755,965.44","23,802,279.60","7,898,698.44","6,853,876.77","17,985,074.33","14,973,866.75","18,878,533.63","31,870,130.81"
应付职工薪酬,"4,065,835.64","5,144,754.32","4,775,102.72","5,114,752.96","4,998,357.06","5,074,746.25","5,537,214.08","7,077,763.15","5,593,635.01","5,065,600.87","4,933,473.59","6,081,897.44","5,671,174.33","5,042,864.55","4,606,929.87","6,008,864.63","4,890,875.84","4,147,816.30","4,723,972.28","7,511,280.71","6,402,312.76","6,594,490.43","4,533,818.86","3,642,763.38","4,463,502.92","4,407,559.96","4,390,478.65","8,181,086.48","6,479,995.52","8,194,701.53","6,624,086.82","17,664,647.05","13,896,067.27","14,738,064.34","14,621,838.36","28,945,953.87","32,431,522.18"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,954,659.64","8,599,134.80","8,016,948.13","3,087,595.07","5,281,437.36","-2,433,120.98","-4,662,042.54","3,879,161.99","5,139,505.51","533,200.63","-5,106,505.28","-10,472,886.06","-9,510,167.54","-11,332,193.44","-15,104,001.74","-10,095,960.48","-6,650,834.80","-6,877,807.58","-8,286,079.31","-4,178,580.00","720,697.97","-3,318,262.24","-5,497,257.73","6,676,149.00","8,385,440.60","9,729,598.24","9,246,285.26","3,354,025.24","-5,168,361.17","-4,062,972.69","4,659,318.91","9,482,984.64","5,845,477.31","6,903,245.61","10,874,289.96","15,824,982.44","7,632,330.16"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,000.00",,,,"501,056.17","401,056.17","401,056.17","4,603,278.39","9,345,862.10","13,775,862.10"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00",,,,,,,,,,,,
应付股利,"257,611.27","16,257,611.27","257,611.27",,,,,,"12,000,000.00",,,,,,,,"22,006,000.00",,,,"11,699,700.00","6,388,200.00",,,,"3,591,322.28",,,,,"10,284,899.90",,,,,,
存货,"89,296,776.31","89,072,606.68","77,561,255.03","103,102,666.14","102,096,750.29","126,565,856.37","178,507,207.83","179,246,294.86","172,854,329.84","190,886,723.65","281,285,173.11","327,085,261.46","326,761,138.11","359,056,018.26","389,024,777.97","380,292,686.97","370,957,969.91","360,218,258.20","387,804,269.34","386,240,261.32","380,690,652.19","375,054,853.44","421,645,476.78","380,340,654.51","378,610,641.06","389,802,088.09","366,085,948.73","330,529,690.69","290,239,980.85","249,292,886.43","219,106,540.25","240,748,131.74","228,536,278.54","194,350,316.77","198,101,718.54","123,693,258.48","117,118,602.50"
其他应付款,"1,807,829.47","8,873,877.91","6,904,543.72","6,605,658.22","3,436,997.90","8,810,612.41","6,417,757.95","6,550,739.01","6,958,353.29","6,745,849.02","7,851,137.73","11,401,661.37","9,205,548.48","10,541,229.22","10,079,681.99","12,351,605.43","8,375,003.36","9,476,494.61","10,426,668.04","11,923,650.02","12,684,714.35","13,096,543.35","10,685,863.56","11,596,356.32","265,881,925.42","453,452,166.85","363,828,609.97","362,698,660.42","362,818,024.16","509,649,334.26","383,815,575.07","402,482,365.47","414,193,981.17","264,624,259.26","205,708,661.42","194,327,830.42","194,366,021.54"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"288,192.32",,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,"400,000,000.00","460,000,000.00","330,000,000.00","321,000,000.00","330,000,000.00","316,000,000.00","67,000,000.00","75,880,000.00","78,310,000.00","77,360,000.00","270,388,784.26","248,668,885.28","213,467,402.45","191,631,536.08","88,208,270.33","125,641,640.32","128,255,161.48","164,135,509.58"
其他流动负债,,,"2,743,794.36",,"557,235.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"159,576,706.81","241,165,571.71","231,532,142.43","261,862,127.97","232,381,702.94","794,676,591.06","776,237,310.07","749,062,775.53","755,217,751.54","753,707,195.68","792,861,718.04","782,636,659.74","689,247,962.95","766,108,149.53","798,443,224.67","724,748,737.27","723,256,991.41","691,974,498.78","1,233,438,922.36","1,218,197,389.33","1,220,162,895.16","1,192,332,011.03","1,138,151,875.03","1,101,938,567.26","1,239,166,549.07","952,513,359.08","798,473,379.95","741,141,078.15","697,356,265.29","1,062,998,059.74","929,727,217.50","923,665,663.24","936,982,027.11","912,345,001.55","1,114,292,021.42","1,012,124,413.24","1,022,158,822.34"
流动负债合计,"30,548,559.81","80,967,984.12","56,715,741.86","58,057,716.09","52,074,319.58","57,509,257.00","43,253,585.81","51,482,792.21","53,287,989.03","43,543,174.45","73,398,768.50","156,920,366.66","89,914,952.09","138,105,406.73","218,994,132.18","174,860,686.86","174,296,020.18","155,533,773.83","176,769,075.60","182,887,098.17","189,295,350.71","138,678,361.42","197,928,430.44","152,340,826.44","526,128,727.59","764,175,613.55","598,626,111.67","527,001,322.15","510,181,270.56","647,875,439.45","525,787,314.26","644,160,525.14","633,098,975.65","579,341,079.36","544,599,618.00","574,486,713.23","579,680,921.83"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"148,725,000.00","178,225,000.00","200,366,300.00","220,507,666.00","259,107,666.00","269,107,666.00","279,107,666.00","291,707,666.00","382,707,666.00","345,843,091.21","363,843,091.21","353,803,091.21","400,803,091.21","475,302,213.10","508,727,213.10"
长期借款,,,,,,,,,,,,,,,"9,805,200.00","9,243,690.00","8,657,388.00","8,076,564.00","7,611,840.00","7,076,070.00","6,661,620.00","6,289,140.00","5,710,320.00","5,206,542.00","4,797,000.00","4,258,440.00","3,939,888.00","3,518,676.00",,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","17,958,947.92","15,317,315.58","12,415,847.57"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"297,652,227.92","297,851,625.65","298,051,023.38"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"18,000,000.00",,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,010,400.87","31,590,556.50","31,768,973.32","31,987,427.48","34,784,010.28","37,280,947.41","37,146,765.33","36,831,942.37","36,289,052.79","36,113,691.52","36,030,385.42","35,987,326.29","65,273,574.36","64,451,375.16"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,"29,718,622.24","29,495,173.96","29,346,208.44","29,048,277.40","29,290,167.12","29,119,963.38","28,949,759.63","28,779,555.89","28,560,201.36","28,389,997.62","28,219,793.87","28,049,590.13","47,798,218.28","47,345,132.72","46,892,047.13","46,438,961.58","45,985,876.02","44,684,144.99","94,618,960.27","93,785,061.03","261,330,125.07","294,594,957.94","292,170,749.95","294,296,559.03","297,379,528.45","298,615,190.48","283,153,704.18","270,160,066.73","268,406,846.12","266,091,868.88"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"35,883,718.00","33,854,721.48","36,236,751.66","51,957,239.75","91,659,957.72","104,202,171.77","106,417,674.95","137,069,692.57","137,151,613.97","140,645,059.49","141,663,772.89","243,667,878.55","268,944,546.60","267,675,105.58","323,462,887.49","351,833,627.60","347,572,719.06","358,728,200.29","356,434,055.06","376,133,352.87","366,425,045.29","362,250,255.56","355,803,454.54","351,891,455.98","333,177,814.49","278,980,561.58","247,831,230.00","65,283,128.05","27,238,910.19","27,479,599.81","21,813,998.76","16,961,023.13","13,428,238.37","14,109,837.22","10,234,293.63","8,142,644.02","7,696,228.78"
递延所得税负债,,,,,,,,,,,,,,,,,,,,"106,990.10",,,,,,"3,375,540.49","2,544,330.22","2,307,208.96","2,178,107.44","2,049,005.91","1,919,904.39","2,381,366.41","2,214,503.71","2,047,640.97","1,880,778.25","1,840,391.61","1,703,966.21"
在建工程,,,,,,,,,,"423,072.00","1,143,222.00","14,248,843.72","21,656,632.54","28,960,686.29","37,675,985.70","39,610,773.70","40,256,059.14","58,438,581.44","58,438,581.44","3,099.12",,,,,,,,,,,,,,,,,
其他非流动负债,,,,"835,428.57",,"386,628.57","236,948.57","171,457.14","42,864.28",,,"2,000,000.00","2,360,000.00","2,185,946.00","1,828,380.00","1,331,732.94","1,170,419.44","989,005.94","5,426,592.44","4,024,705.88","3,747,794.12","3,470,882.36","3,193,970.60","3,020,000.00","2,897,500.00",,"2,652,500.00",,"2,607,500.00",,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,"32,666.40","48,374.06","51,425.56","35,525.34","38,192.88","38,192.88","38,192.88","31,982.84","31,982.84","31,982.84",,,,,,,,
非流动负债合计,,,,"835,428.57",,"386,628.57","236,948.57","171,457.14","42,864.28",,,"2,000,000.00","2,360,000.00","2,185,946.00","11,633,580.00","10,575,422.94","9,827,807.44","9,065,569.94","13,038,432.44","11,207,765.98","10,409,414.12","9,760,022.36","8,904,290.60","8,226,542.00","7,694,500.00","10,408,980.49","9,136,718.22","8,555,884.96","4,785,607.44","4,534,005.91","104,122,404.39","104,461,366.41","104,172,003.71","103,882,640.97","319,204,454.09","316,599,332.84","313,683,337.16"
固定资产清理,,,,,,,,,,"322,509.20","322,509.20",,,,,,,,,,,,,,"13,604,942.06",,"114,504.26",,,,,,,,,,
负债合计,"30,548,559.81","80,967,984.12","56,715,741.86","58,893,144.66","52,074,319.58","57,895,885.57","43,490,534.38","51,654,249.35","53,330,853.31","43,543,174.45","73,398,768.50","158,920,366.66","92,274,952.09","140,291,352.73","230,627,712.18","185,436,109.80","184,123,827.62","164,599,343.77","189,807,508.04","194,094,864.15","199,704,764.83","148,438,383.78","206,832,721.04","160,567,368.44","533,823,227.59","774,584,594.04","607,762,829.89","535,557,207.11","514,966,878.00","652,409,445.36","629,909,718.65","748,621,891.55","737,270,979.36","683,223,720.33","863,804,072.09","891,086,046.07","893,364,258.99"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","107,000,000.00","107,000,000.00","107,000,000.00","107,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","278,200,000.00","389,990,000.00","389,990,000.00","389,990,000.00","389,990,000.00","389,990,000.00","389,990,000.00","434,237,786.00","434,237,786.00","434,237,786.00","434,237,786.00","434,237,786.00","508,590,270.00","508,590,270.00","508,590,270.00","508,590,270.00","813,744,432.00","813,744,432.00","813,744,432.00","813,744,432.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,,,,,"523,949,316.78","523,949,316.78","530,068,736.50","530,002,292.08","423,002,292.08","423,002,292.08","423,002,292.09","423,002,292.09","423,002,292.09","423,002,292.09","423,002,292.09","423,002,292.09","401,862,139.01","810,489,773.31","810,424,811.58","810,250,903.97","814,586,465.15","810,056,018.78","815,654,488.91","1,207,909,665.24","1,208,909,665.24","1,208,909,665.24","1,207,437,499.09","1,207,437,499.09","2,453,286,544.43","2,453,286,544.43","2,448,886,008.60","2,448,886,008.60","2,143,731,846.60","2,143,731,846.60","2,143,865,574.25","2,143,865,574.25"
无形资产,"11,315,188.78","11,471,598.54","11,334,034.32","15,025,228.43","14,675,394.20","14,353,342.28","14,077,659.72","13,809,027.98","13,489,996.13","13,202,886.59","12,915,777.05","12,646,023.35","12,358,031.33","13,329,395.46","12,884,406.11","12,531,246.38","12,509,102.20","12,142,958.02","11,776,813.84","11,410,669.66","11,044,525.48","10,678,381.30","10,312,237.12","10,087,617.43","21,141,673.24","79,136,516.38","77,352,250.86","113,246,156.77","133,903,781.80","153,395,256.27","189,792,889.34","265,775,157.39","282,735,005.34","289,274,134.27","261,785,174.54","270,436,590.94","280,169,190.96"
盈余公积,"12,392,316.22","19,001,956.30","17,461,047.37","27,789,792.14","27,789,792.14","27,936,000.32","27,936,000.32","34,246,826.13","34,246,826.13","34,246,826.13","34,246,826.13","38,165,568.65","38,165,568.65","38,165,568.65","38,165,568.65","40,237,907.54","40,237,907.54","40,237,907.54","40,237,907.54","45,376,000.42","45,376,000.42","45,376,000.42","45,376,000.42","47,001,197.27","47,001,197.27","47,001,197.27","47,001,197.27","47,364,712.28","47,364,712.28","47,364,712.28","47,364,712.28","50,783,210.40","50,783,210.40","50,783,210.40","50,783,210.40","60,500,181.94","60,500,181.94"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,232,429.79","1,070,716.45","9,247,375.99","62,567,997.78","69,702,319.64"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,"19,237,253.88","19,237,315.96","19,237,315.96","43,474,250.96","43,474,250.96","43,784,026.76","43,784,026.76","43,784,026.76","43,784,026.76","35,466,426.76","35,466,426.76","35,466,426.76","35,466,426.76","19,237,315.96","680,496,805.47","1,153,375,877.24","1,151,558,946.01","1,149,177,955.08","1,149,177,955.08","2,248,560,138.34","2,248,560,138.34","2,235,166,768.36","2,235,166,768.36","2,235,166,768.36","2,235,166,768.36","2,235,166,768.36","2,235,166,768.36"
未分配利润,"70,155,097.97","91,609,725.07","103,019,044.40","141,407,461.54","156,575,221.74","170,893,780.80","179,826,512.50","199,136,451.38","202,834,566.05","216,079,779.73","224,556,733.46","236,436,585.29","251,522,365.80","255,572,288.44","263,125,017.25","260,973,784.22","264,772,104.09","235,520,028.02","228,268,335.76","225,595,925.58","224,423,774.87","222,494,864.36","221,269,187.08","218,834,996.94","226,162,990.83","226,949,546.88","243,437,483.46","291,586,383.59","303,417,123.29","336,076,023.21","354,878,023.96","414,794,242.10","453,226,052.70","487,875,410.70","541,110,359.26","634,219,224.09","692,513,065.74"
长期待摊费用,,"2,363,639.49","1,232,365.00","3,454,152.09","3,132,546.70","3,298,902.02","2,983,245.05","5,087,771.08","2,908,877.40","5,814,034.62","27,371,324.09","27,150,272.26","20,478,385.25","21,990,662.95","26,546,376.11","26,692,067.90","24,880,580.22","23,451,497.07","21,970,307.03","39,093,684.14","37,186,667.53","38,723,284.60","42,673,754.54","36,726,331.22","39,460,423.33","33,104,859.34","23,956,584.99","21,813,394.40","23,721,647.14","18,904,859.36","17,214,381.98","14,845,081.35","14,867,161.94","15,054,643.40","14,393,459.21","13,941,980.38","13,303,736.64"
少数股东权益,"15,243,408.61","21,886,346.05","26,686,420.83","28,801,624.58","30,032,761.35","31,612,570.62","20,752,671.73","19,859,209.92","19,072,292.58","20,647,280.08","62,359,012.47","66,282,695.54","68,158,552.33","106,117,312.94","107,421,671.27","111,949,754.38","101,634,098.41","101,009,092.41","102,023,500.27","103,204,422.86","88,151,138.63","105,735,197.86","140,599,473.36","152,279,846.31","164,561,524.61","163,665,938.19","155,150,538.59","153,949,369.57","151,860,904.29","151,646,354.43","148,364,279.46","35,524,473.69","35,344,960.54","32,975,433.54","32,472,374.91","-1,296,526.88","-1,091,223.18"
递延所得税资产,"1,563,769.02","4,542,148.13","3,461,599.04","4,775,164.69","4,474,583.21","2,572,597.32","3,001,859.99","6,556,870.17","7,263,158.64","6,860,438.89","5,337,655.82","6,129,032.62","6,268,399.24","4,966,528.16","3,472,358.58","6,933,116.78","7,150,809.32","5,695,788.91","7,878,069.19","8,393,494.07","8,375,771.68","8,308,986.93","8,597,585.83","7,839,546.45","7,764,338.58","8,676,946.21","10,896,847.23","11,163,909.84","13,150,145.36","14,024,997.57","20,571,987.28","35,161,591.14","35,261,126.45","51,566,785.53","52,022,081.32","78,218,721.71","78,819,334.00"
外币报表折算价差,,"-68,332.19","113,144.74","181,890.01","-147,910.04","-183,949.64","-237,285.93","-660,713.71","-960,258.51","-1,197,947.56","-1,662,122.27","-1,801,314.91","-1,812,798.76","-1,694,276.29","-1,603,215.93","-906,050.28","30,055.98","1,006,834.39","953,340.89","-2,157,023.96","-1,841,744.04","-1,918,092.70",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,-305.05,,,,,,,,,,,,,,,"2,385,968.09","2,857,666.19","2,857,666.19","970,873.79","37,664,436.67",,"21,370,701.37","41,538,902.71","52,000,149.79","54,649,440.92"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"48,762,675.80","52,232,107.64","52,264,750.02","75,211,784.96","113,942,481.83","124,427,013.39","126,480,439.71","192,241,984.04","190,308,820.10","196,614,209.23","237,039,792.33","352,369,533.58","396,062,969.25","409,346,389.03","476,295,820.84","509,945,060.48","504,543,294.32","530,460,846.36","528,331,443.45","548,331,611.30","535,891,943.52","532,370,807.84","678,052,945.71","680,041,736.81","1,372,325,191.54","1,900,208,553.22","1,896,622,500.70","1,928,324,296.42","1,961,065,659.95","3,086,247,698.82","3,212,760,436.89","3,285,085,730.49","3,298,262,703.46","3,300,600,767.41","3,331,338,539.99","3,529,457,486.56","3,578,777,476.44"
所有者权益(或股东权益)合计,"177,790,822.80","212,429,695.23","227,279,657.34","278,180,768.27","294,249,865.19","861,207,718.88","859,227,215.40","889,650,510.22","892,195,718.33","906,778,230.46","956,502,741.87","976,085,826.66","993,035,980.11","1,035,163,185.83","1,044,111,333.33","1,049,257,687.95","1,043,676,458.11","1,057,836,001.37","1,571,962,857.77","1,572,434,136.48","1,556,350,073.85","1,576,264,435.09","1,609,372,099.70","1,621,412,935.63","2,077,668,513.02","2,078,137,318.26","2,087,333,050.76","2,133,908,167.46","2,143,455,047.24","3,496,836,313.20","3,512,577,935.74","3,460,129,502.18","3,497,973,751.21","3,529,722,048.63","3,581,826,489.32","3,650,495,853.73","3,707,572,039.79"
资产总计,"208,339,382.61","293,397,679.35","283,796,892.45","337,073,912.93","346,324,184.77","919,103,604.45","902,717,749.78","941,304,759.57","945,526,571.64","950,321,404.91","1,029,901,510.37","1,135,006,193.32","1,085,310,932.20","1,175,454,538.56","1,274,739,045.51","1,234,693,797.75","1,227,800,285.73","1,222,435,345.14","1,761,770,365.81","1,766,529,000.63","1,756,054,838.68","1,724,702,818.87","1,816,204,820.74","1,781,980,304.07","2,611,491,740.61","2,852,721,912.30","2,695,095,880.65","2,669,465,374.57","2,658,421,925.24","4,149,245,758.56","4,142,487,654.39","4,208,751,393.73","4,235,244,730.57","4,212,945,768.96","4,445,630,561.41","4,541,581,899.80","4,600,936,298.78"
负债和所有者(或股东权益)合计,"208,339,382.61","293,397,679.35","283,995,399.20","337,073,912.93","346,324,184.77","919,103,604.45","902,717,749.78","941,304,759.57","945,526,571.64","950,321,404.91","1,029,901,510.37","1,135,006,193.32","1,085,310,932.20","1,175,454,538.56","1,274,739,045.51","1,234,693,797.75","1,227,800,285.73","1,222,435,345.14","1,761,770,365.81","1,766,529,000.63","1,756,054,838.68","1,724,702,818.87","1,816,204,820.74","1,781,980,304.07","2,611,491,740.61","2,852,721,912.30","2,695,095,880.65","2,669,465,374.57","2,658,421,925.24","4,149,245,758.56","4,142,487,654.39","4,208,751,393.73","4,235,244,730.57","4,212,945,768.96","4,445,630,561.41","4,541,581,899.80","4,600,936,298.78"
