科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"3,088,100.91","4,424,563.98","3,796,682.35","3,071,113.48","2,553,523.58","4,285,848.73","2,455,743.46","2,820,722.69","4,614,306.78","9,274,650.52","1,978,076.65","3,094,462.72","4,286,063.87","3,383,281.90","1,719,185.93","3,299,051.66","5,070,037.83"
应付职工薪酬,"1,100,471.67","1,429,462.01","1,556,734.91","1,720,177.58","1,390,189.72","1,401,015.10","1,796,668.64","2,109,206.91","1,711,061.91","1,734,364.36","2,517,860.59","2,177,798.44","2,025,016.24","2,332,174.90","2,453,081.12","2,470,779.83","2,521,995.19"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"8,616,178.20","5,085,339.20","3,942,763.46","3,966,992.22","3,694,923.74","3,510,069.10","4,148,111.51","4,397,932.70","2,436,245.27","3,090,064.21","6,630,088.19","5,668,452.56","3,532,013.99","9,090,302.11","2,115,355.02","1,587,938.21","2,115,065.53"
应收利息,,,,,,"853,808.22","594,919.84","513,945.21",,,,,,,,,
应付利息,"157,882.22","128,333.31","252,830.61","250,178.86",,,,,,,,"119,624.98","693,671.64","129,067.35","98,824.34","404,034.03","552,424.66"
应收股利,,,,,,,,,,,,,,,"112,043.40",,
应付股利,,,,,,,,,,,,,,,,,
存货,"47,552,473.26","49,320,160.49","66,766,888.31","78,108,186.41","83,681,122.22","85,364,823.77","71,437,867.73","83,512,204.93","76,558,456.36","93,475,889.78","92,330,333.74","99,444,477.14","93,137,751.00","109,106,820.05","103,182,482.94","126,662,576.29","117,560,081.87"
其他应付款,"1,465,718.87","4,314,180.08","4,449,662.45","9,103,311.31","4,135,459.72","5,399,807.30","2,518,679.84","3,114,241.40","2,044,966.29","25,681,120.65","26,879,045.51","29,963,825.62","28,647,219.70","16,761,296.99","8,723,973.44","9,453,125.63","5,925,730.05"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,"4,239,089.29","131,921.18","7,706,217.91","8,975,617.28","5,507,570.12","8,206,310.15","72,289,890.82","72,496,821.39","1,067,727.98","374,022.38","2,064,569.02","779,709.95","1,293,111.39","3,293,843.57","3,274,538.14","7,951,709.83","7,124,577.34"
其他流动负债,"3,592,444.30","5,031,877.58","1,010,348.04","1,849,146.24","1,844,871.01","1,748,016.07","1,316,399.74","989,855.32",,,,,,,,,
流动资产合计,"218,405,649.41","240,459,007.91","297,653,373.83","592,732,313.11","473,368,573.94","494,342,995.38","494,873,708.11","489,224,478.16","437,617,330.70","444,000,661.44","474,115,168.21","473,848,110.14","519,092,464.12","547,706,709.81","527,062,297.94","592,076,365.27","562,916,061.61"
流动负债合计,"117,201,248.17","106,649,353.04","146,431,048.90","155,624,446.25","58,987,474.10","67,712,941.21","57,718,038.92","40,263,696.07","38,761,823.73","72,532,657.83","91,054,508.24","166,070,247.23","214,113,708.50","205,383,443.77","158,534,629.56","202,296,474.90","245,149,886.22"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,"36,875,422.00","43,375,022.00",,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"118,213.18","185,402.81","80,257,509.04","81,035,076.84","81,626,409.81","81,639,726.57","81,674,720.54","79,770,397.62"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,"7,754,170.83","7,632,503.79","7,511,752.05","7,391,000.31","7,270,248.57","7,149,277.19","7,028,086.17","6,906,675.51","27,893,167.07","27,571,669.01","27,250,170.95"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"32,445,094.28","30,399,066.06","131,669,579.88","132,515,449.57","132,679,205.95","132,378,193.81","143,641,716.96","141,128,443.10","141,719,801.21","139,250,445.08","136,158,725.23","135,382,106.81","149,946,162.38","149,616,676.94","162,096,766.30","162,066,799.26","162,416,183.51"
递延所得税负债,,,,,,,,,,,"20,848.03",,"21,595.28","21,866.25","20,297.51","20,389.76","20,010.59"
在建工程,"29,352.55","17,700,692.74","13,453,877.31","18,566,067.05","17,041,940.74","21,077,796.31","5,720,487.57","10,722,830.68","683,033.96","5,088,930.42","11,330,317.86","25,309,196.99","13,366,659.67","18,794,952.20","1,207,110.00","1,048,436.32","4,218,444.90"
其他非流动负债,,"10,000,000.00","15,429,814.20","15,234,721.26",,"14,844,535.38",,,,,,,,,,,
工程物资,,,"12,112.89","12,112.89","12,112.89",,,,,,,,,,,,
非流动负债合计,,"10,000,000.00","52,305,236.20","58,609,743.26","15,039,628.32","14,844,535.38","14,649,442.44","13,532,976.95","13,565,446.36","13,322,061.65","14,470,881.73","14,271,679.98","14,025,744.68","28,554,449.59","24,141,218.18","20,829,998.42","18,051,722.14"
固定资产清理,,,,,,,,,"4,725.00","4,725.00","4,725.00","4,725.00","4,725.00","4,725.00",,,
负债合计,"117,201,248.17","116,649,353.04","198,736,285.10","214,234,189.51","74,027,102.42","82,557,476.59","72,367,481.36","53,796,673.02","52,327,270.09","85,854,719.48","105,525,389.97","180,341,927.21","228,139,453.18","233,937,893.36","182,675,847.74","223,126,473.32","263,201,608.36"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,600,000.00","60,600,000.00","60,600,000.00","80,800,000.00","80,800,000.00","80,800,000.00","80,800,000.00","80,800,000.00","80,800,000.00","242,400,000.00","242,400,000.00","242,400,000.00","242,400,000.00","242,400,000.00","242,400,000.00","242,400,000.00","290,880,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"45,174,849.08","45,174,849.08","45,174,849.08","293,401,071.70","293,401,071.70","293,401,071.70","293,401,071.70","293,401,071.70","293,401,071.70","131,801,071.70","131,801,071.70","131,801,071.70","131,801,071.70","131,801,071.70","131,801,071.70","131,801,071.70","83,321,071.70"
无形资产,"52,063,468.02","51,012,553.50","49,961,638.98","49,698,910.35","49,436,181.72","49,173,453.09","46,762,490.46","46,511,740.83","46,260,991.20","46,010,241.57","46,025,531.18","45,768,074.69","45,510,618.20","45,243,229.63","36,524,765.16","36,283,006.27","36,104,037.78"
盈余公积,"7,930,887.34","12,428,285.04","18,152,802.43","18,152,802.43","18,152,802.43","18,152,802.43","24,163,152.23","24,163,152.23","24,163,152.23","24,163,152.23","31,082,574.00","31,082,574.00","31,082,574.00","31,082,574.00","41,661,507.08","41,661,507.08","41,661,507.08"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"45,209,344.38","48,012,121.22","48,012,121.22","49,733,006.00","50,357,038.32","49,534,398.97","49,759,524.56","48,834,196.34"
未分配利润,"71,377,986.05","111,187,649.05","163,764,697.38","178,897,952.95","197,176,969.84","212,288,840.52","219,880,911.12","235,536,109.72","173,370,864.99","189,597,368.58","202,077,912.08","220,236,152.13","218,086,984.87","257,118,552.68","276,159,045.74","299,421,227.54","233,739,247.82"
长期待摊费用,"273,295.72","168,037.00","156,249.98","124,999.97","93,749.96","62,499.95","31,249.94","373,666.60","354,666.68","484,361.01","489,473.92","445,837.02","632,950.02","752,179.57","696,845.98","641,512.39","586,178.80"
少数股东权益,,,,,,,,,,"1,266,259.72","1,851,494.72","2,074,935.68","2,375,351.77","1,039,343.70","1,908,759.17","2,829,167.64","2,766,108.45"
递延所得税资产,"1,066,590.62","877,480.51","962,698.43","784,792.66","665,299.36","736,740.63","1,020,767.68","1,113,413.27","1,232,762.05","1,161,792.46","1,727,698.91","1,397,063.82","1,385,254.92","3,655,868.06","3,381,369.90","2,813,703.38","2,545,885.02"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"818,120.00","10,661,463.72","770,722.53",,,,"3,584,523.68","3,584,523.68","4,009,078.98","1,020,408.33","6,962,529.43","6,962,468.93","7,089,132.41","11,142,303.05","5,143,297.83","5,143,297.83","10,087,549.12"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"86,695,921.19","110,819,293.53","196,986,880.00","201,702,332.49","199,928,490.62","203,428,683.79","208,515,407.12","211,067,121.95","201,776,811.13","245,739,461.74","258,166,774.13","350,688,380.71","355,731,671.61","368,100,058.09","368,117,447.78","367,002,669.56","371,813,044.04"
所有者权益(或股东权益)合计,"187,900,322.43","234,628,948.40","295,903,968.73","580,200,456.09","599,269,962.14","615,214,202.58","631,021,633.87","646,494,927.09","587,066,871.74","603,885,403.70","626,756,552.37","644,194,563.64","646,684,682.55","681,868,874.54","712,503,897.98","735,952,561.51","671,527,497.29"
资产总计,"305,101,570.60","351,278,301.44","494,640,253.83","794,434,645.60","673,297,064.56","697,771,679.17","703,389,115.23","700,291,600.11","639,394,141.83","689,740,123.18","732,281,942.34","824,536,490.85","874,824,135.73","915,806,767.90","895,179,745.72","959,079,034.83","934,729,105.65"
负债和所有者(或股东权益)合计,"305,101,570.60","351,278,301.44","494,640,253.83","794,434,645.60","673,297,064.56","697,771,679.17","703,389,115.23","700,291,600.11","639,394,141.83","689,740,123.18","732,281,942.34","824,536,490.85","874,824,135.73","915,806,767.90","895,179,745.72","959,079,034.83","934,729,105.65"
