科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"379,583,947.34","306,061,409.79","309,074,635.08","1,057,162,558.64","1,147,530,067.35","893,579,939.97","970,210,362.09","942,124,777.57","1,073,634,817.71","1,152,818,889.85","985,234,311.67","1,136,505,979.98","1,167,673,427.53","1,076,477,070.22","996,779,065.18","1,017,473,933.27","1,036,660,492.03","964,649,623.91","746,034,203.48","504,980,514.27","690,178,794.65","915,335,254.68","575,923,357.46","607,518,926.70","626,300,103.81","592,117,782.02","553,689,205.74","570,316,562.60","706,889,832.96","719,880,938.74","535,068,800.12","710,050,656.03","719,821,339.04","695,244,029.97","654,479,890.11","703,841,380.29","733,515,513.97","834,255,194.30","827,916,222.30","942,070,891.48","1,217,334,787.68","1,199,742,825.83"
短期借款,"179,000,000.00","177,000,000.00","175,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00",,,,,,,"70,000,000.00","70,000,000.00",,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","70,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","30,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,271.23",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"220,743,685.82","356,655,750.73","166,282,776.27","231,852,735.51","383,284,437.90","235,979,014.39","217,708,378.73","238,620,814.24","312,328,801.61","205,590,879.76","72,610,586.63","102,292,233.47","256,056,214.36","276,472,823.76","233,497,654.24","281,298,507.40","410,185,630.68","403,612,108.75","187,265,271.16","338,868,488.20","487,951,319.60","429,302,842.22","299,905,387.41","401,987,344.75","473,859,912.38","334,768,000.44","341,130,224.04","320,259,839.86","382,156,844.13","416,849,895.49","291,369,859.76","232,771,260.57","372,015,962.51","433,476,848.67","349,396,923.97","354,095,738.59","513,929,443.43","438,165,863.19","405,052,437.04","402,614,058.25","511,667,417.12",
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00",,,,"7,276.68",,,,
应收账款,"55,393,399.68","64,171,988.53","153,234,441.43","100,232,859.46","62,711,833.11","111,223,979.09","97,768,627.32","111,610,857.97","31,615,276.68","43,181,812.63","56,046,131.92","62,627,246.85","26,291,218.84","64,184,606.25","93,843,147.67","66,181,839.53","41,029,127.86","96,102,867.49","76,595,212.79","91,395,382.93","37,815,930.20","61,842,635.62","68,340,905.82","66,745,090.84","70,881,840.23","110,982,117.69","80,204,328.90","72,249,054.21","87,933,310.44","96,773,183.71","114,682,612.74","105,679,342.86","97,591,411.51","121,615,958.61","147,282,126.62","165,107,350.50","113,053,894.27","140,545,693.24","141,877,653.39","122,111,622.38","122,429,720.84",
应付账款,"45,027,196.95","35,864,103.75","33,355,227.83","36,032,875.07","59,658,276.73","83,031,624.93","40,807,920.70","39,541,200.22","59,756,160.59","72,829,335.08","59,835,954.22","69,330,167.78","101,648,238.14","86,947,375.55","75,489,071.15","95,222,091.14","158,143,364.30","174,374,006.50","152,388,262.23","144,836,482.06","190,503,266.13","169,875,896.58","138,227,840.24","176,937,032.01","137,931,345.67","93,245,472.01","44,401,024.29","28,010,858.81","116,540,766.46","108,888,332.30","56,396,151.72","55,825,299.15","105,091,867.60","127,913,096.94","110,994,936.74","108,850,850.60","135,963,825.68","132,298,252.64","88,106,528.99",,"162,624,238.90",
预付款项,"15,354,158.17","28,257,959.64","26,280,239.27","43,040,819.27","57,551,393.73","22,015,496.76","14,336,196.87","11,903,106.86","19,768,112.73","20,607,400.44","43,652,564.43","5,551,766.94","30,860,156.62","33,609,378.46","35,282,202.61","29,098,591.92","8,088,700.30","48,502,079.82","137,839,920.51","158,769,672.27","11,968,089.58","37,054,084.53","66,364,484.78","38,858,540.27","15,147,648.72","30,547,582.64","63,676,506.27","28,991,686.63","14,551,123.85","15,273,402.31","16,684,799.91","20,753,981.84","7,160,964.78","19,041,752.03","40,897,453.03","36,652,386.07","15,428,870.55","12,348,976.31","26,176,420.88","25,389,105.22","20,019,737.15","76,688,555.83"
预收款项,"23,558,777.61","48,791,747.68","11,003,725.57","10,814,381.43","74,016,239.31","6,552,563.48","35,720,310.97","7,150,799.64","23,979,646.04","23,515,891.63","20,381,978.33","15,994,415.86","25,453,684.35","18,378,145.40","17,922,186.86","21,239,129.88","43,688,133.90","19,323,766.72","13,360,807.60","9,972,370.81","9,055,894.37","10,550,211.09","12,119,851.69","11,892,719.97","15,447,883.73","26,008,615.38","17,223,988.49","28,928,266.75","12,428,270.21","26,108,438.53","14,725,066.13","10,825,508.40","12,664,699.02","12,903,739.06","23,890,535.19","17,667,632.12","14,184,497.16","1,298,725.65","4,203,168.23","4,230,506.17","14,799,111.85","10,079,794.10"
其他应收款,"8,118,501.73","5,516,542.19","21,930,426.05","19,508,980.42","31,983,082.49","13,406,475.54","21,894,331.43","17,635,948.85","6,487,915.05","90,276,880.43","50,456,513.18","43,762,615.32","12,030,304.95","28,752,819.36","41,541,126.52","39,644,393.19","11,135,164.55","17,621,577.06","32,911,438.63","73,116,809.16","18,764,180.07","23,917,553.81","24,381,017.08","65,469,888.26","54,194,896.21","69,432,092.93","58,688,690.89","60,704,504.47","57,383,551.72","59,815,883.09","49,318,865.37","27,647,366.75","13,409,556.41","27,902,217.43","19,012,104.72","24,118,391.80","8,061,350.99","19,935,918.62","17,922,989.70","17,103,610.29","5,780,797.53","16,272,345.25"
应付职工薪酬,"33,144,007.09","25,259,980.41","19,586,297.37","15,174,589.80","16,984,393.16","13,540,236.60","11,201,889.95","7,537,427.24","7,186,569.44","12,300,883.30","5,037,475.33","5,115,179.71","6,602,512.14","11,839,101.97","3,503,782.56","3,413,808.67","4,479,783.21","3,120,141.66","2,711,076.45","2,173,511.55","2,805,663.44","1,870,259.95","1,675,245.89","1,205,847.46","3,322,585.39","2,087,767.46","511,314.10","1,734,082.87","3,068,115.59","305,306.60","189,710.38","3,052,275.32","3,480,634.04","348,963.85","553,870.37","944,959.97","1,918,432.76","192,794.20","384,295.23","404,363.15","7,835,099.13","371,140.66"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"23,893,953.55","40,002,771.43","19,194,797.97","27,744,483.24","34,892,299.83","26,651,176.75","17,444,885.59","2,945,115.37","29,379,207.18","18,677,252.71","24,027,213.38","24,285,510.40","14,789,519.63","25,949,153.33","36,818,607.01","34,475,317.11","39,160,326.76","40,877,440.06","45,024,115.92","43,299,065.60","48,139,702.71","50,952,136.00","55,353,795.72","59,101,653.82","53,211,705.08","35,319,785.46","34,500,267.08","34,532,419.91","35,599,692.16","32,295,716.32","40,986,936.09","50,531,378.04","66,471,446.85","60,697,393.62","58,015,105.74","56,344,784.64","91,715,710.30","78,716,341.72","76,705,822.92","74,877,830.98","91,516,328.33","65,293,237.79"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"323,000.00","271,501.37","268,340.00","38,940.00","3,830.58","38,305.80","24,141.33","38,305.80",,,,,,,,,,,,,"36,666.67","36,666.67",,,"85,555.56","85,555.56","85,555.56","85,555.56","48,724.04","60,416.70","56,187.50",,"66,458.34","87,402.78","80,837.50",,"132,916.67","120,833.33","32,983.52",,"121,773.15",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"311,450.00",,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"58,039,227.26","46,376,298.20","51,249,569.77","63,920,156.74","58,540,101.37","75,572,318.05","85,550,146.86","96,516,834.36","86,321,164.43","92,901,850.93","99,400,755.12","107,682,175.22","110,862,512.71","108,013,840.31","118,887,713.47","127,110,901.02","110,187,162.66","135,285,492.62","163,868,199.80","168,482,742.35","154,071,999.67","166,234,733.89","169,221,994.67","181,125,931.78","149,037,185.79","178,547,830.25","171,594,432.74","194,547,367.50","188,667,126.57","172,796,856.67","153,346,540.72","176,890,833.37","153,336,757.34","162,614,074.44","176,051,468.34","207,251,375.65","198,778,070.32","204,517,254.27","199,376,083.87","176,564,064.14","148,430,419.94","140,479,471.39"
其他应付款,"35,825,521.49","41,693,169.96","36,386,521.18","25,466,996.93","60,651,714.77","55,550,406.08","30,179,990.21","25,812,083.53","53,880,092.74","78,871,412.42","53,678,274.38","55,076,999.94","54,604,562.04","71,459,813.91","59,843,883.82","62,099,576.16","68,546,005.17","94,435,824.04","100,185,205.18","159,180,163.17","93,534,941.78","97,248,939.85","82,878,841.76","87,195,108.58","90,242,169.78","82,404,792.54","88,577,461.28","68,765,187.70","92,310,981.96","83,361,843.51","72,520,384.97","81,650,902.32","100,441,773.42","127,902,339.60","99,389,781.59","115,577,992.05","119,827,638.75","113,852,179.40","113,862,425.05","115,436,534.33","108,214,095.21","113,269,063.83"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00","1,100,000.00",,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,"224,500,000.00","115,000,000.00","36,043,154.39","87,000,000.00","85,000,000.00","95,000,000.00","109,066,783.77","154,466,783.77","267,000,000.00","400,000,000.00","309,322,096.48","104,425,006.29","303,325,007.29","245,685,824.86","251,101,905.34","307,000,000.00","139,000,000.00","142,000,000.00","103,379,031.40","117,793,564.80","196,793,564.80","152,784,712.13","212,719,071.54","247,209,107.64","251,953,303.25","257,174,222.32","367,372,850.01","345,122,754.24","208,491,814.82","272,889,914.53","100,993,801.17","208,373,367.49"
其他流动负债,,,"100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"737,232,920.00","807,039,949.08","728,052,087.87","1,515,718,110.04","1,741,600,915.95","1,351,777,223.80","1,407,468,043.30","1,418,412,339.85","1,530,156,088.21","1,605,377,714.04","1,531,900,862.95","1,573,422,017.78","1,639,816,989.40","1,674,510,538.36","1,604,830,909.69","1,655,808,166.33","1,726,353,061.85","1,820,240,533.42","1,611,514,246.37","1,735,613,609.18","1,710,072,410.25","1,738,112,111.04","1,507,462,154.51","1,607,391,547.46","1,640,523,492.48","1,623,395,405.97","1,407,983,388.58","1,389,069,015.27","1,540,960,821.07","1,599,183,724.81","1,357,265,043.42","1,426,578,153.55","1,576,366,513.13","1,707,103,988.79","1,639,073,270.04","1,748,240,845.22","1,950,139,993.54","1,994,891,654.17","1,826,813,622.00","1,958,743,266.29","2,126,657,952.66","2,106,229,498.59"
流动负债合计,"340,772,456.69","369,983,274.60","295,994,909.92","141,372,266.47","272,306,754.38","211,464,313.64","161,479,138.75","109,124,931.80","175,281,675.99","207,294,775.14","164,060,895.64","170,902,273.69","204,198,516.30","215,673,590.16","264,677,531.40","287,549,922.96","315,117,613.34","333,231,178.98","314,769,467.38","380,561,593.19","365,176,135.10","350,534,110.14","310,255,575.30","386,332,361.84","350,241,245.21","289,151,988.41","235,299,610.80","212,056,371.60","309,996,550.42","301,020,053.96","234,874,436.79","251,885,363.23","342,216,879.27","403,852,935.85","392,925,067.13","399,386,219.38","463,743,021.32","426,486,403.62","313,295,223.94","348,671,215.68","484,988,873.42","434,746,242.31"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,"2,680,000.00","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50","3,302,900.50",
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"8,806,233.33","6,605,999.58","6,654,541.67","6,763,625.01","5,505,142.50","5,547,217.50","5,542,075.00","5,543,010.00","4,404,285.42","4,400,000.00","4,435,841.67","4,400,000.00","3,303,428.33","3,303,151.30","3,303,185.92","3,328,673.32","2,226,491.67","2,250,412.09","2,247,295.42","2,247,814.82","1,119,635.00",,,,,,,,,,,,,,,,,,,,,"71,018.50"
长期股权投资,"4,327,928.60","3,600,393.31","3,661,758.31","3,708,941.44","3,636,476.92","3,652,997.82","3,625,246.06","3,634,630.63","3,602,434.64","3,601,424.07","3,601,814.75","3,616,504.81","3,586,091.77","3,589,506.05","3,562,920.33","3,566,334.61","3,610,688.89","3,624,338.17","3,611,649.60","3,631,162.81","3,607,626.20","3,610,826.30","3,614,026.20","937,126.20","2,068,847.16","1,877,899.80","2,068,828.96","2,069,103.96","12,093,270.29","22,099,376.09","47,305,480.29","47,293,270.29","47,293,396.93","51,093,428.59","51,093,460.25","51,093,491.91","50,575,989.49","50,578,816.09","50,581,642.69","50,584,469.28","24,793,416.16","18,339,911.13"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"1,028,006.34","984,200.22","953,078.78","951,345.63","936,559.37","925,607.84","914,656.31","903,704.78","888,918.52","877,968.52","870,850.19","820,562.42","3,268,251.86","3,222,908.78","3,177,565.70","3,132,222.62","3,114,901.43","3,076,563.82","3,004,793.35","2,933,022.88","2,961,551.00","2,858,567.63","2,755,584.26","2,652,600.89","2,808,200.65","2,705,217.28","2,602,233.91","2,499,250.54","2,001,082.71","1,898,099.34","1,795,115.97","1,692,132.60","1,895,373.18","1,789,663.65","1,789,663.65","1,789,663.65","59,912.45","38,745.04","37,095.27","35,445.51","53,313.40","6,320.56"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"294,324,944.05","284,851,338.38","276,515,077.84","272,731,540.76","273,724,456.81","269,421,963.00","267,451,834.91","266,373,736.28","270,987,182.08","269,356,168.29","270,981,349.75","274,187,294.42","279,423,756.09","276,196,757.28","274,904,766.59","274,713,646.26","330,957,961.46","324,436,388.01","324,343,198.09","322,357,594.72","255,052,363.36","253,228,615.87","250,219,661.75","254,568,616.96","255,252,876.08","252,671,835.07","329,444,340.55","375,257,637.66","746,896,158.09","743,055,688.15","750,451,255.96","780,948,476.73","795,704,786.06","785,952,453.53","780,881,446.10","789,525,022.47","805,586,375.37","799,823,372.83","797,181,715.25","790,954,572.71","952,604,170.39","954,552,596.61"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.68,190.68
在建工程,"3,696,415.89","1,457,551.00","2,946,172.06","3,436,072.06",,"2,252,187.61","3,453,728.73","4,863,906.73","2,806,452.00","5,318,220.17","50,020,472.25","93,289,846.27","105,968,698.92","171,022,187.18","181,303,743.63","236,803,308.95","235,308,974.18","244,282,443.58","283,229,756.18","324,877,673.56","509,265,213.21","535,625,695.56","568,845,667.32","624,577,772.04","677,281,955.62","687,261,620.55","591,659,032.51","609,859,136.14","259,064,785.18","256,940,209.91","261,737,941.68","239,125,529.43","241,043,455.30","253,463,298.99","256,121,529.02","258,120,492.11","222,656,602.63","231,501,449.93","238,041,907.48","244,793,077.15","99,856,415.78","106,167,454.93"
