科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"399,383,991.04","483,928,590.64","577,468,796.08","356,525,139.79","521,390,787.88","690,663,462.38","245,473,734.76","456,410,726.35","680,211,051.00","1,028,435,350.57","252,800,394.80","530,515,060.85","775,202,162.82","913,937,892.42","282,794,116.43"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"8,031,686.46","15,126,908.14","28,498,439.75","11,775,855.43","19,909,023.73","25,015,290.18","13,616,958.64","35,143,640.01","36,163,533.34","49,132,886.83","19,180,159.90","28,124,959.52","46,715,469.28","75,259,198.01","14,241,736.74"
支付其他与投资活动有关的现金,"192,042.56",,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,617,022.84","6,289,819.16","4,462,475.81","2,829,720.90","7,952,948.64","12,596,420.95","10,514,740.37","6,734,056.09","21,931,237.42","29,161,562.35","5,218,419.82","4,992,095.95","3,473,834.37","13,103,425.05","3,896,478.17"
投资活动现金流出小计,"23,742,068.65","91,140,043.36","67,584,179.75","33,841,920.97","45,906,880.59","329,325,510.11","216,932,159.80","332,679,463.27","488,841,501.20","669,450,223.46","63,252,341.89","165,137,510.26","150,610,515.39","374,384,936.37","63,779,399.80"
经营活动现金流入小计,"410,032,700.34","505,345,317.94","610,429,711.64","371,130,716.12","549,252,760.25","728,275,173.51","269,605,433.77","498,288,422.45","738,305,821.76","1,106,729,799.75","277,198,974.52","563,632,116.32","825,391,466.47","1,002,300,515.48","300,932,331.34"
投资活动产生的现金流量净额,"-23,738,240.45","-75,708,328.60","-67,183,977.38","-31,429,920.97","-45,890,544.08","-187,155,855.47","32,929,600.44","50,547,299.08","26,581,351.64","12,740,281.34","4,824,386.79","-37,281,545.89","-22,728,277.05","1,746,920.26","-661,713.13"
购买商品、接受劳务支付的现金,"219,090,787.01","295,658,113.48","350,167,177.24","237,975,452.59","402,410,122.87","449,900,868.91","160,534,185.06","319,660,042.51","525,615,783.73","706,302,972.46","229,237,981.07","514,927,152.30","786,432,811.10","811,488,112.37","199,770,712.60"
吸收投资收到的现金,,,,,"299,000,000.00","282,828,200.00",,,,,,,,,
支付给职工以及为职工支付的现金,"73,791,638.77","88,650,790.19","121,393,041.95","68,249,151.56","98,417,934.21","152,061,413.13","47,874,672.46","88,524,914.94","113,139,889.62","193,494,707.68","59,180,374.82","67,274,237.87","149,409,190.41","216,558,890.49","44,226,235.55"
取得借款收到的现金,,"5,000,000.00","5,000,000.00",,,,,,,,,,,,
支付的各项税费,"34,065,797.37","23,092,909.06","26,405,743.93","11,992,553.11","16,013,634.20","27,715,529.10","24,829,522.70","37,037,028.87","45,896,172.18","56,751,074.59","9,339,033.93","14,551,143.40","29,753,831.88","34,964,724.02","19,172,036.65"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"25,099,432.55","33,085,369.62","23,166,558.58","28,216,411.08","35,065,015.63","33,925,373.62","25,535,565.86","6,261,590.01","22,991,061.39","31,145,678.48","17,439,767.60","27,890,270.17","7,814,328.17","33,705,308.84","9,401,623.10"
筹资活动现金流入小计,,"5,000,000.00","5,000,000.00",,"299,000,000.00","282,828,200.00",,,,,,,,,
经营活动现金流出小计,"352,047,655.70","440,487,182.35","521,132,521.70","346,433,568.34","551,906,706.91","663,603,184.76","258,773,946.08","451,483,576.33","707,642,906.92","987,694,433.21","315,197,157.42","624,642,803.74","973,410,161.56","1,096,717,035.72","272,570,607.90"
偿还债务支付的现金,,,"5,000,000.00",,,"5,000,000.00",,,,,,,,,
经营活动产生的现金流量净额,"57,985,044.64","64,858,135.59","89,297,189.94","24,697,147.78","-2,653,946.66","64,671,988.75","10,831,487.69","46,804,846.12","30,662,914.84","119,035,366.54","-37,998,182.90","-61,010,687.42","-148,018,695.09","-94,416,520.24","28,361,723.44"
分配股利、利润或偿还利息支付的现金,,"10,350,000.00","16,035,444.42","105,729.17","161,312.51","221,125.01",,"37,499,999.81","37,499,999.81","37,500,000.00",,"35,999,836.10","35,999,836.10","35,999,836.10",
收回投资收到的现金,,"15,020,059.44",,,,"140,000,000.00","240,000,000.00","379,000,000.00","511,000,000.00","677,700,000.00","67,300,000.00","125,300,000.00","125,300,000.00","370,176,000.00","62,400,000.00"
支付其他与筹资活动有关的现金,,,,,"14,665,300.00",,,,,,,,,,
取得投资收益收到的现金,,,,,,"230,136.99","1,354,711.67","2,705,041.48","3,195,448.26","4,350,035.78","747,063.35","2,345,964.37","2,372,238.34","5,951,066.11","717,686.67"
筹资活动现金流出小计,,"10,350,000.00","21,035,444.42","105,729.17","14,826,612.51","5,221,125.01",,"37,499,999.81","37,499,999.81","37,500,000.00",,"35,999,836.10","35,999,836.10","35,999,836.10",
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,828.20","411,655.32","400,202.37","12,000.00","16,336.51","39,517.65","7,773,048.57","735,523.63","1,227,404.58","140,469.02","29,665.33","210,000.00","210,000.00","4,790.52",
筹资活动产生的现金流量净额,,"-5,350,000.00","-16,035,444.42","-105,729.17","284,173,387.49","277,607,074.99",,"-37,499,999.81","-37,499,999.81","-37,500,000.00",,"-35,999,836.10","-35,999,836.10","-35,999,836.10",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-757,061.74","607,584.13","2,986,184.10","1,939,215.85","2,918,898.16","3,774,412.04","-1,618,108.79","-7,162,804.23","-13,884,332.22","-4,220,948.01","-12,165,778.47","-5,343,550.07","1,874,735.85","-2,280,389.16","-5,356,990.17"
收到其他与投资活动有关的现金,,,,"2,400,000.00",,"1,900,000.00","734,000.00","786,197.24",,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,828.20","15,431,714.76","400,202.37","2,412,000.00","16,336.51","142,169,654.64","249,861,760.24","383,226,762.35","515,422,852.84","682,190,504.80","68,076,728.68","127,855,964.37","127,882,238.34","376,131,856.63","63,117,686.67"
五、现金及现金等价物净增加额,"33,489,742.45","-15,592,608.88","9,063,952.24","-4,899,286.51","238,547,794.91","158,897,620.31","42,142,979.34","52,689,341.16","5,859,934.45","90,054,699.87","-45,339,574.58","-139,635,619.48","-204,872,072.39","-130,949,825.24","22,343,020.14"
购建固定资产、无形资产和其他长期资产支付的现金,"23,550,026.09","86,140,043.36","67,584,179.75","33,841,920.97","45,906,880.59","49,325,510.11","6,932,159.80","13,679,463.27","14,141,501.20","34,450,223.46","3,252,341.89","2,137,510.26","2,610,515.39","14,108,936.37","779,399.80"
期初现金及现金等价物余额,"56,718,457.05","90,208,199.50","74,615,590.62","83,679,542.86","83,679,542.86","83,679,542.86","242,577,163.17","242,577,163.17","252,321,799.11","242,577,163.17","327,402,621.92","322,262,336.82","331,143,485.79","332,631,863.04","201,682,037.80"
投资支付的现金,,"5,000,000.00",,,,"280,000,000.00","210,000,000.00","319,000,000.00","474,700,000.00","635,000,000.00","60,000,000.00","163,000,000.00","148,000,000.00","360,276,000.00","63,000,000.00"
期末现金及现金等价物余额,"90,208,199.50","74,615,590.62","83,679,542.86","78,780,256.35","322,227,337.77","242,577,163.17","284,720,142.51","295,266,504.33","258,181,733.56","332,631,863.04","282,063,047.34","182,626,717.34","126,271,413.40","201,682,037.80","224,025,057.94"
