科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"155,072,093.31","180,195,974.02","329,678,603.89","1,898,391,526.82","1,726,359,107.93","1,703,775,093.96","1,848,560,047.05","1,483,885,648.12","1,530,961,796.55","1,226,542,231.20","1,657,240,060.49","1,005,647,573.53","780,239,703.19","1,855,464,848.28","2,286,241,561.65","1,459,762,805.53","1,558,721,740.58","996,927,872.09","1,662,187,318.72","1,067,520,259.65","1,881,319,954.21","1,505,364,146.73","2,546,741,025.64","1,597,409,527.11","1,213,328,634.28","1,172,577,031.74","2,369,487,623.17","1,256,612,031.65","1,475,362,619.02","1,029,670,748.89","2,058,600,898.57","1,228,014,818.05","1,452,792,447.27","1,168,521,620.87"
短期借款,"108,200,000.00","45,000,000.00","45,000,000.00","45,000,000.00",,,,,,,,,,,"192,361,579.67","198,614,006.77","167,536,605.05","36,361,019.59","167,717,942.38","156,541,614.78","85,000,000.00","110,000,000.00","223,545,488.04","174,929,095.32","172,700,000.00","337,010,571.62","370,386,558.75","321,380,094.20","308,085,215.52","270,219,784.85","401,712,052.51","557,233,079.80","864,433,554.00","1,185,129,554.00"
交易性金融资产,"1,361,458.55","724,364.82","3,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"780,000.00",,"120,000.00","2,400,000.00","650,000.00","5,730,000.00",,"15,410,250.42","11,720,000.00",,"22,465,287.22","13,950,307.00","63,014,159.48","241,833,923.21","440,274,932.43","327,822,543.59","287,800,662.17","265,415,812.21","369,735,012.30","342,255,039.97","350,924,151.87","318,724,210.62","226,414,076.33","252,790,167.34","248,850,794.28","191,104,407.30","226,547,945.19","338,230,261.45","222,559,359.03","207,329,870.18","272,584,739.92","280,581,432.44","167,244,250.59","176,783,385.94"
应付票据,,"14,123,227.00","19,061,695.25","20,663,453.67","24,728,260.27","14,566,704.96","17,330,059.79","49,447,962.24","45,511,112.79","13,493,866.18","23,472,273.52","98,983,093.44","165,100,120.75","124,406,537.73","88,960,776.30","149,277,892.44","151,647,642.50","91,680,614.09","133,574,670.92","257,576,471.52","267,862,127.04","202,928,961.29","429,237,200.13","519,397,541.18","433,108,129.42","547,706,957.89","590,037,957.31","553,194,955.87","477,137,957.35","570,856,841.24","692,487,692.64","682,349,067.80","694,804,765.12","797,113,126.73"
应收账款,"649,666,166.27","620,012,902.06","888,305,005.48","1,038,350,381.41","1,363,265,951.79","1,785,910,984.23","2,006,271,470.74","2,222,069,305.30","3,041,936,552.64","3,355,489,793.97","3,776,244,728.97","4,082,655,692.13","4,741,075,806.34","4,767,902,304.33","5,335,936,401.84","5,459,855,663.21","6,519,937,495.90","6,980,409,718.69","7,245,087,263.44","7,584,001,735.13","9,197,827,164.66","10,696,884,135.35","10,859,743,337.78","11,263,998,190.39","12,482,357,487.99","12,716,640,707.99","11,338,189,307.15","10,842,995,771.38","11,150,798,247.65","11,156,064,380.47","11,481,447,204.26","10,855,101,614.37","11,577,060,730.79","11,708,015,447.75"
应付账款,"460,927,398.75","474,184,716.83","750,139,358.51","770,114,090.22","1,138,164,462.31","1,540,594,753.95","1,665,386,460.74","1,662,885,489.33","2,528,749,871.03","2,806,857,277.74","3,309,398,963.93","3,014,668,135.09","3,470,974,559.27","3,551,857,502.72","4,388,129,627.01","3,710,211,389.54","4,683,871,346.26","4,602,485,955.46","6,019,799,295.77","5,222,479,100.99","6,806,631,855.97","7,921,345,333.17","8,134,057,032.26","7,550,733,530.81","8,729,382,101.03","8,591,489,546.13","7,951,856,604.01","6,944,938,910.13","7,059,286,733.69","6,876,591,982.07","8,130,900,738.19","6,927,485,400.66","7,638,619,014.90","7,595,148,947.97"
预付款项,"38,320,543.10","18,105,434.13","32,489,924.20","32,274,699.92","34,242,903.07","66,296,563.59","35,383,416.04","61,891,731.19","45,684,394.28","104,213,211.74","60,555,209.36","270,758,254.02","269,297,427.03","253,612,028.33","48,856,743.58","60,084,161.30","58,272,094.47","63,257,955.62","60,288,550.51","75,434,721.64","87,149,364.91","96,081,790.24","73,702,459.51","112,410,456.63","65,891,603.72","90,733,526.54","100,456,814.69","115,416,102.06","75,494,166.17","61,810,982.88","105,686,182.76","111,220,024.80","108,761,305.18","107,320,112.00"
预收款项,"50,682,890.00","66,541,851.99","63,493,660.11","107,421,019.90","62,382,168.26","99,151,812.72","58,396,657.20","94,951,232.12","109,578,657.60","124,545,325.49","79,863,953.26","144,264,595.11","77,443,218.47","85,077,910.83","99,446,162.57","103,201,793.18","117,122,508.76","102,648,334.14","161,021,622.65","124,416,018.34","147,933,318.30","208,285,748.21","90,577,378.03","132,929,488.00","138,147,983.66","114,852,787.31","101,028,146.97","111,121,045.20","150,686,307.24","96,983,952.36","57,133,065.70","101,910,240.70","95,537,547.51","130,580,827.91"
其他应收款,"90,125,404.88","87,664,984.33","127,742,668.55","149,457,522.03","159,184,125.59","208,893,708.17","167,534,687.62","288,255,276.31","286,729,229.38","358,565,131.19","292,638,009.78","274,872,681.00","323,506,139.79","319,823,067.97","341,249,720.05","421,695,211.14","427,195,160.87","488,246,533.25","532,025,534.69","556,092,855.06","590,372,702.65","602,263,920.25","519,334,322.86","536,045,521.36","564,673,521.91","642,604,057.07","518,391,112.41","557,167,977.05","557,832,566.63","577,412,410.57","495,974,749.60","507,249,287.96","494,027,600.73","513,663,955.65"
