科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
筹资活动现金流出小计,"55,394,505.89","89,397,815.92","103,600,767.50","31,467,625.00","92,807,193.80","92,325,253.01",,"8,423,111.73","9,600,000.00","9,600,000.00",,"2,611,995.12","10,656,600.00","9,600,000.00",,"3,591,995.12","4,957,171.66","12,311,000.00",,"6,263,435.70","17,245,685.70","72,985,338.87","8,381,913.93","13,209,105.98","15,488,432.98","22,424,577.09","4,920,811.50","20,562,711.66","24,364,556.90","35,840,629.26","5,500,000.00","25,868,916.15","27,668,916.15","40,189,166.15"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,892.50","24,118.00","75,713.67",,"17,235.00","102,874.00","31,550.00","79,840.60","90,340.60","95,840.60",,"16,770.00","77,370.00","76,216.15",300.00,300.00,"1,100.00","14,734.62",,"391,120.00","403,395.00","1,494,842.20",400.00,"100,600.00","136,001.00","7,375,626.00","686,361.60","5,486,951.60","17,007,951.60","17,094,432.60",,,"4,980.00","29,840.00"
筹资活动产生的现金流量净额,"35,638,494.11","9,102,184.08","-36,840,127.50","-967,625.00","408,722,558.70","407,704,499.49",,"-8,423,111.73","-7,455,000.00","-7,455,000.00",,"-2,611,995.12","-10,656,600.00","-6,669,743.00",,"-1,299,195.12","-2,442,428.66","-9,796,257.00","1,422,000.00","-1,947,035.70","-12,894,928.80","64,744,618.57","-8,381,913.93","-13,209,105.98","-15,488,432.98","-20,284,577.09","-4,920,811.50","-20,562,711.66","-24,364,556.90","-35,840,629.26","-5,500,000.00","-25,868,916.15","-27,668,916.15","-40,189,166.15"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"399,096.77",,,,,,,,,,,,,,,,"227,432.71",,,,"600,000.00",,,,
四、汇率变动对现金的影响,,,,,,,,,"-8,304.32",,,,,-168.59,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,465,527.78","779,785.00","3,270,083.51","168,730.60","185,965.60","892,549.38","31,550.00","90,075.88","750,778.24","1,546,726.51",,"744,110.34","1,381,272.48","16,347,999.27",300.00,"76,628.70","649,721.12","5,752,409.79","183,334.29","611,641.94","623,916.94","8,474,742.78",400.00,"363,738.52","1,055,868.08","9,232,107.39","686,361.60","6,086,951.60","19,033,977.05","19,120,458.05","116,260.32","1,388,037.21","1,393,017.21","3,807,904.20"
五、现金及现金等价物净增加额,"-15,274,835.45","15,614,153.35","16,730,032.18","14,508,497.18","412,132,800.12","406,727,500.77","-25,795,832.01","-2,718,049.50","-13,793,662.17","-46,265,583.10","-27,227,697.23","-81,389,672.56","-129,424,019.92","-147,850,616.66","-35,695,183.91","-44,185,329.64","-32,747,523.57","-61,403,086.61","-43,861,124.09","-2,868,700.32","4,928,804.11","84,412,473.90","-67,084,312.64","-1,266,800.59","-10,795,228.12","65,325,472.15","-53,928,543.16","-11,032,454.34","9,310,802.36","160,343,118.03","-89,697,922.83","-90,709,750.77","-63,295,907.98","78,599,485.32"
购建固定资产、无形资产和其他长期资产支付的现金,"29,628,068.42","25,764,862.02","13,018,426.53","6,226,505.90","9,460,598.06","25,358,000.71","6,603,425.57","16,233,370.74","35,570,944.54","72,655,892.63","9,457,900.94","29,748,780.02","63,837,667.32","106,408,390.90","15,011,867.89","41,839,434.35","53,155,735.57","74,365,202.97","19,819,580.16","26,774,780.29","41,518,335.63","62,185,135.26","31,129,054.29","45,702,457.98","84,352,394.06","100,587,073.42","26,732,980.32","39,318,533.84","47,777,840.50","57,006,641.72","19,805,939.78","26,444,208.18","32,367,255.19","33,437,270.81"
期初现金及现金等价物余额,"42,172,826.93","26,897,991.48","42,512,144.83","59,242,177.01","59,242,177.01","59,242,177.01","465,969,677.78","465,969,677.78","465,969,677.78","465,969,677.78","419,704,094.68","419,704,094.68","419,704,094.68","419,704,094.68","271,853,478.02","271,853,478.02","271,853,478.02","271,853,478.02","230,450,391.41","210,450,391.41","210,450,391.41","239,438,053.54","323,850,527.44","323,850,527.44","323,850,527.44","323,850,527.44","389,175,999.59","389,175,999.59","389,175,999.59","389,175,999.59","557,519,117.62","549,519,117.62","549,519,117.62","549,519,117.62"
投资支付的现金,"32,000,000.00",,,,,,"14,001,279.12","4,896,559.12","11,121,279.12",,,,,"13,000,000.00",,,,,,,,"1,000,000.00",,,,,,,,,,,,
期末现金及现金等价物余额,"26,897,991.48","42,512,144.83","59,242,177.01","73,750,674.19","471,374,977.13","465,969,677.78","440,173,845.77","463,251,628.28","452,176,015.61","419,704,094.68","392,476,397.45","338,314,422.12","290,280,074.76","271,853,478.02","236,158,294.11","227,668,148.38","239,105,954.45","210,450,391.41","186,589,267.32","207,581,691.09","215,379,195.52","323,850,527.44","256,766,214.80","322,583,726.85","313,055,299.32","389,175,999.59","335,247,456.43","378,143,545.25","398,486,801.95","549,519,117.62","467,821,194.79","458,809,366.85","486,223,209.64","628,118,602.94"
