科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"575,755,337.43","435,324,187.48","388,427,827.07","429,362,051.72","568,596,588.27","409,370,688.08","492,371,965.08","643,732,424.56","402,192,198.03","399,114,286.85","662,781,336.68","1,782,145,285.96","1,082,897,956.89","1,068,605,127.41","783,862,420.37","779,875,442.10","929,828,572.81","893,071,533.76","657,353,681.41","674,387,569.39","560,165,982.78","493,262,197.58","476,941,393.61","1,054,726,438.36","516,388,403.37","389,812,199.83","298,908,851.05","241,172,458.66","1,340,775,816.54","825,709,518.10","544,530,908.42","557,990,154.81","495,599,371.50","416,758,592.31","407,238,778.28","847,648,476.29","391,306,461.27","686,185,206.37","481,843,469.68","1,805,346,470.57","933,870,978.18","1,111,501,388.80","795,243,771.84","1,620,917,231.42","1,000,646,961.94","1,040,395,186.76"
短期借款,"511,900,000.00","532,000,000.00","580,000,000.00","660,100,000.00","620,100,000.00","575,000,000.00","385,000,000.00","255,000,000.00","815,000,000.00","790,000,000.00","551,370,957.01","420,889,042.64","79,875,819.68","50,000,000.00","500,000,000.00","558,312,337.26","800,093,812.11","250,093,151.70","200,097,009.85","200,000,000.00","700,000,000.00","600,000,000.00","200,000,000.00","156,346,062.63","100,000,000.00","150,000,000.00","50,000,000.00","603,000,000.00","435,650,000.00",,"497,791,127.25","400,000,000.00","657,478,069.20","623,000,000.00","1,280,241,939.24","1,069,800,000.00","1,032,321,930.80","1,423,800,000.00","1,137,800,000.00","973,922,347.67","1,056,701,894.71","2,363,550,139.86","2,693,100,484.69","2,529,390,256.93","2,661,139,074.24","2,785,519,308.03"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"12,103,955.00","21,752,148.09","16,698,464.35","41,783,733.59","13,198,300.00","49,420,180.00","6,985,739.00","48,306,160.00","36,155,619.67","62,438,621.80","10,488,820.00","32,000,889.70","37,373,588.10","19,485,000.00","19,293,813.00","113,920,067.90","155,858,711.93","134,285,645.53","14,087,639.14","91,579,721.66","73,864,765.71","89,179,657.26","3,700,000.00","40,663,958.25","15,094,658.00","16,900,400.00","16,470,000.00","23,474,596.51","11,984,091.36","24,816,503.95","121,756,564.20","42,033,084.01","142,399,563.76","68,009,520.03","118,524,950.88","308,414,974.30","65,693,451.95","303,900,268.52","290,798,398.75","253,520,842.29","160,998,185.87","302,048,540.87","512,743,557.42","560,043,154.73","447,808,342.81","101,966,228.70"
应付票据,"398,597,000.00","346,564,762.25","269,233,300.00","246,536,300.00","260,270,000.00","313,784,800.00","499,062,442.35","408,379,000.00","278,604,000.00","319,544,000.00","447,981,300.00","441,375,894.71","418,418,594.71","416,758,694.71","384,438,400.00","341,967,006.92","373,731,668.00","460,176,668.00","380,595,730.00","321,445,719.77","395,170,257.27","487,592,926.12","613,371,901.76","688,342,306.61","615,519,445.15","406,600,683.80","404,610,136.54","462,009,243.69","492,553,196.94","519,845,235.91","562,952,732.93","616,620,082.72","715,382,052.01","876,106,037.93","898,986,752.03","817,280,337.36","750,541,902.96","707,754,589.78","799,686,886.28","1,387,653,870.91","1,467,569,658.64","1,338,107,998.99","1,295,042,552.22","1,460,598,549.50","1,001,771,757.34","1,114,760,270.23"
应收账款,"1,002,898,262.64","1,021,106,033.41","1,075,159,159.28","1,110,615,231.39","902,332,275.98","1,377,678,821.56","1,413,751,694.61","1,221,396,687.31","1,004,652,682.28","1,441,590,207.19","1,388,536,956.25","1,378,546,144.23","1,307,819,796.64","1,459,734,914.57","1,570,709,564.87","1,428,236,768.81","1,276,172,002.33","1,806,121,535.76","2,040,559,563.04","1,520,136,578.71","1,415,822,186.55","1,590,916,276.56","1,904,321,613.34","1,886,909,566.85","2,291,289,704.81","2,208,314,307.81","2,088,195,799.08","2,792,073,216.00","2,925,293,255.81","2,764,683,887.48","3,441,464,036.84","4,230,263,942.76","4,125,951,989.00","4,620,764,509.27","4,962,708,791.31","5,362,309,720.14","5,617,044,945.95","5,468,403,697.90","5,613,546,789.63","6,657,511,510.70","6,696,857,347.43","8,179,043,350.38","8,120,217,369.20","8,045,490,360.04","8,065,102,519.96","8,298,623,484.03"
应付账款,"520,972,607.69","552,093,478.62","568,784,529.85","541,074,333.40","466,223,962.35","613,019,470.99","616,460,628.07","814,510,398.09","756,171,222.37","800,765,223.74","545,981,235.99","566,403,411.30","568,664,754.58","583,125,629.18","614,636,525.06","574,030,932.55","636,276,530.08","878,536,682.81","981,071,650.82","804,408,717.39","847,277,835.25","1,028,658,346.52","1,184,541,677.43","1,234,263,082.68","1,141,655,640.98","1,054,968,829.16","1,104,091,119.27","1,135,698,765.11","1,274,990,258.87","1,317,990,481.65","1,755,180,204.87","1,827,841,206.15","1,704,360,713.99","1,641,401,535.88","1,728,091,121.78","1,783,889,233.98","1,728,608,398.01","1,875,421,541.56","1,937,147,602.57","2,919,188,555.03","3,012,700,104.71","3,441,869,069.22","3,474,541,792.37","3,336,721,540.25","3,624,674,947.78","3,938,748,966.79"
预付款项,"81,337,282.46","86,153,593.04","96,539,372.73","130,338,037.82","206,431,042.31","152,228,142.85","178,638,474.73","216,323,243.46","149,638,202.14","130,139,196.58","94,529,133.30","86,276,365.43","132,000,590.98","91,729,820.80","106,124,499.50","152,645,973.48","173,345,766.23","139,664,981.88","145,513,759.02","151,529,105.52","148,164,816.94","186,639,102.52","159,008,784.38","277,126,532.17","274,727,160.76","289,528,121.39","279,729,801.87","307,113,409.83","392,626,320.71","437,071,864.97","598,249,432.35","325,836,354.90","340,936,871.04","332,763,345.34","368,375,834.22","327,992,452.47","275,428,418.86","286,895,336.86","348,721,738.61","337,461,842.14","443,079,384.38","502,271,482.86","639,780,186.46","404,785,020.00","390,266,400.15","419,733,096.15"
预收款项,"240,024,595.80","251,600,926.80","281,307,214.00","331,067,054.44","207,212,652.79","253,263,455.79","396,059,948.79","389,433,062.59","263,686,473.44","282,235,402.50","367,710,114.31","296,977,406.44","253,474,909.28","351,207,508.24","303,400,905.19","212,289,886.44","319,307,803.47","349,090,065.34","257,863,363.38","168,015,575.91","201,360,501.12","463,590,416.42","406,590,750.55","390,057,734.94","244,513,585.96","281,298,814.20","308,421,815.11","254,180,782.95","566,982,079.42","368,821,348.24","338,961,409.66","364,433,769.66","500,972,098.53","654,489,569.31","863,709,503.37","943,647,728.39","922,502,111.59","671,299,530.14","766,702,924.04","1,301,303,944.27","697,302,618.04","915,145,081.56","823,969,842.77","910,485,630.94","709,766,250.32","885,626,235.54"
