科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"67,721,966.76","266,004,341.63","221,464,956.48","225,730,638.85","183,790,506.30","1,406,477,645.87","1,037,419,933.43","1,015,340,373.50","1,060,857,053.61","1,115,162,509.38","870,130,540.96","664,144,508.67","533,999,253.64","536,138,376.94","517,186,863.72","564,940,271.23","472,836,701.20","490,179,497.84","299,082,577.87","296,311,589.82","248,303,170.92","303,159,328.36","294,318,572.39","260,310,360.43","287,412,799.14","241,539,122.71","262,254,748.10","211,190,178.61","224,984,522.75","204,551,670.66","145,027,274.93"
短期借款,"117,000,000.00","116,000,000.00","98,000,000.00","202,000,000.00","251,000,000.00","159,000,000.00",,,,,,,,,"90,000,000.00","228,304,184.73","240,000,000.00","240,000,000.00","200,000,000.00","280,000,000.00","290,000,000.00","325,000,000.00","295,000,000.00","245,000,000.00","315,000,000.00","239,900,000.00","419,900,000.00","389,900,000.00","360,000,000.00","392,000,000.00","312,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"20,000,000.00",,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"3,000,000.00","4,415,712.00","2,112,860.00","1,431,403.00","1,118,975.00","70,618.00","5,790,631.00","14,655,117.00","7,173,699.00","10,540,000.00","25,538,428.00","52,175,322.00","40,500,778.00","40,318,617.00","13,637,696.90","6,953,670.11","4,559,080.11","4,677,507.55","13,479,699.10","6,050,000.00","8,335,000.00","3,487,488.60","5,508,787.86","9,712,866.40","3,686,866.40","6,745,500.00","9,683,000.00","11,055,800.00"
应付票据,"40,000,000.00","100,000,000.00","60,000,000.00","40,000,000.00",,,,"57,400,000.00","57,400,000.00",,,"40,000,000.00","110,000,000.00","180,000,000.00","368,000,000.00","368,000,000.00","210,380,000.00","100,280,000.00","5,770,000.00","41,995,000.00","38,565,000.00","52,340,000.00","125,944,643.00","368,944,015.00","270,399,372.00","232,913,607.53","5,713,607.53",,"20,000,000.00","40,000,000.00","10,200,000.00"
应收账款,"5,781,954.99","12,113,021.70","7,206,889.55","15,849,241.25","29,679,576.22","13,149,271.30","24,870,508.05","20,640,885.64","24,960,679.00","16,901,313.51","59,779,792.30","25,281,630.94","24,779,368.95","17,423,528.44","38,936,741.09","54,311,057.45","72,939,626.98","48,214,933.84","53,977,568.16","51,869,429.61","59,708,355.12","37,563,998.40","66,870,871.42","68,206,159.75","79,608,934.76","69,683,092.52","82,763,008.02","92,289,573.56","86,088,185.04","97,266,444.78","103,068,142.78"
应付账款,"41,992,751.58","57,282,489.46","89,150,816.69","60,964,988.16","76,453,831.73","51,570,867.55","54,186,281.45","47,701,179.85","47,869,587.40","47,899,553.01","76,116,862.69","65,591,846.66","66,465,826.16","72,737,247.19","75,211,943.71","73,380,308.35","131,409,497.62","69,306,605.11","104,029,834.68","113,608,878.68","134,957,984.85","291,960,103.30","224,342,561.22","235,628,744.28","246,962,924.96","201,308,629.72","193,691,366.28","165,887,661.50","146,487,409.40","148,935,918.68","149,121,347.40"
预付款项,"63,684,376.38","87,287,278.51","198,973,790.73","179,066,708.22","275,408,180.21","255,954,453.69","287,064,244.21","262,650,620.89","260,688,685.53","136,706,981.88","180,650,474.10","207,261,399.15","439,574,285.49","310,990,808.06","424,825,832.15","317,022,249.05","300,954,009.91","136,409,882.45","156,675,671.76","156,499,052.02","146,899,606.65","109,091,043.57","115,295,313.72","158,849,593.69","143,513,533.79","99,076,305.00","75,651,065.92","72,469,659.13","149,881,285.61","82,006,451.27","163,509,870.32"
预收款项,"58,816,938.20","63,707,480.05","115,497,859.89","67,530,601.77","100,413,466.04","82,295,627.92","79,739,282.96","63,475,822.07","68,879,748.43","54,120,735.44","64,680,839.90","62,125,465.20","60,501,946.53","40,151,765.21","42,056,672.32","27,935,307.22","63,304,321.07","49,626,063.73","44,442,574.93","32,742,135.84","53,965,832.79","67,870,534.93","53,935,242.00","54,191,783.15","76,474,622.88","99,387,068.53","99,423,601.20","72,438,416.37","92,184,075.03","84,539,260.49","100,712,427.45"
