科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"961,088,273.34","1,094,632,209.70","934,878,602.85","1,050,427,463.23","1,190,769,308.56","2,337,494,622.49","2,007,847,738.43","3,366,881,588.20","3,015,816,286.42","3,429,520,260.10","3,330,654,737.80","4,427,584,798.17","9,122,976,946.89","9,463,760,816.27","7,479,929,060.01","20,519,895,456.36","20,877,765,746.04","22,774,607,503.33","21,415,556,308.02","17,744,514,431.30","17,705,629,543.81","20,943,509,903.67","18,791,423,488.00","23,206,160,000.00","19,215,686,269.59","20,642,436,924.51","18,827,764,757.78","20,072,218,953.24","17,393,358,229.53","18,800,635,389.27","15,343,551,686.56","16,894,349,723.42","16,892,248,315.99","16,308,204,619.58","15,553,274,621.60","13,535,350,463.53","12,158,203,112.93","11,165,179,418.73","9,787,461,171.70","8,193,686,435.85","11,343,625,479.95","11,766,053,740.85","10,078,921,014.26","8,255,915,910.61"
短期借款,"340,000,000.00","710,122,443.27","655,231,000.00","846,731,843.28","1,262,886,015.29","1,175,588,947.72","2,091,431,071.81","5,134,159,600.70","4,985,003,256.68","5,784,773,188.33","6,751,037,373.11","6,256,644,123.74","6,047,239,520.08","3,046,069,968.83","3,578,656,289.34","4,230,821,475.33","5,624,709,831.70","7,183,877,014.84","7,152,086,770.92","4,524,255,421.83","6,561,264,125.73","6,477,981,716.41","6,055,505,506.44","4,204,640,000.00","3,877,212,092.02","3,120,508,075.86","4,804,502,438.75","5,208,330,375.22","6,386,753,494.02","8,047,291,344.53","7,849,031,500.10","3,864,448,242.81","7,050,895,267.61","9,601,147,834.08","9,009,593,804.68","7,818,558,712.56","6,227,529,891.52","6,290,833,156.63","5,758,662,361.70","4,911,543,099.49","6,254,678,586.51","5,507,228,033.68","5,499,149,499.22","5,417,347,146.79"
交易性金融资产,,,,,,,,,,,,,,"1,104,912.20","364,494.49",,,"11,325,401.66","19,146,496.65","18,816,657.97",,"412,212.92","1,159,148.75","1,030,000.00","19,878.09","4,094,337.78","8,460,193.41","4,458,007.60",,"822,468.00",,,"3,936,476.66","4,877,482.96",,"15,646,907.05","1,888,298.90","21,957,236.66","14,672,775.36","132,464,361.98","3,071,925.72","164,685.60","3,653,747,854.71","6,322,873,585.85"
交易性金融负债,,,,,,,,"13,868,938.20","18,086,301.93","16,489,762.42","18,257,148.19","8,898,477.49","8,729,507.45","753,588.07","753,588.00",,,,,,"18,111,774.07",,,,,,,,"9,261,115.00","10,250,958.14","1,406,439.59","7,293,561.07","416,276.00","3,619,828.53","15,836,353.22","41,268,197.24",,"1,566,863.00","1,590,870.53","4,816,433.19","4,830,533.09",,,
应收票据,"95,911,752.28","127,532,714.44","116,171,639.94","190,671,294.47","229,137,103.92","133,590,574.56","148,985,244.90","307,518,929.94","268,781,016.95","328,505,953.51","129,619,697.75","490,971,789.72","482,584,910.79","408,257,954.29","428,859,125.55","626,608,952.51","583,975,077.65","611,779,914.51","814,001,260.79","1,138,568,850.74","850,759,200.89","1,040,300,582.13","1,073,017,094.80","1,720,810,000.00","1,085,456,486.77","969,053,901.79","665,297,253.50","855,361,874.63","568,710,032.51","824,213,886.96","790,765,953.93","1,816,491,293.41","1,498,100,026.63","2,003,956,075.38","1,567,443,457.82","1,186,077,418.79","912,987,176.52","1,801,845,863.84","2,465,066,935.10","2,196,952,008.55","2,079,764,799.50","1,370,399,288.92","1,640,707,686.41","2,236,987,727.11"
应付票据,"760,193,665.00","851,882,901.00","761,545,974.00","614,347,254.17","893,738,252.00","1,310,575,273.56","1,570,250,056.21","1,539,254,862.32","2,847,800,625.81","3,135,792,181.09","3,841,374,324.90","3,843,281,809.43","4,129,083,990.50","5,482,112,223.90","5,697,834,243.60","5,441,684,623.34","6,085,603,500.81","8,319,669,537.86","7,836,865,803.85","4,967,376,666.73","4,954,291,056.55","6,906,837,102.56","6,978,749,121.02","5,763,000,000.00","4,557,222,612.42","5,301,721,302.85","6,919,215,089.66","7,027,481,378.81","7,337,400,538.94","7,264,530,395.16","6,040,905,429.75","6,141,720,454.56","5,903,039,072.80","5,612,437,351.44","5,941,202,422.43","5,674,402,528.68","6,150,184,116.44","5,850,614,686.46","6,174,659,234.60","5,601,280,448.13","7,177,719,063.69","6,667,106,547.88","5,184,541,394.46","3,394,150,475.07"
应收账款,"1,122,011,728.29","1,428,461,401.61","1,573,636,581.54","1,679,734,033.06","2,384,495,916.27","2,628,822,775.63","3,293,498,620.80","3,690,813,785.41","4,514,612,480.67","5,116,814,893.52","5,472,210,594.44","5,073,572,958.79","6,611,967,986.07","7,641,508,383.69","8,419,657,956.19","6,947,232,058.99","11,114,576,533.37","11,777,478,836.29","11,634,776,065.25","11,658,065,230.17","14,193,604,804.77","19,177,071,397.50","19,679,619,044.92","18,900,350,000.00","20,907,568,814.63","24,399,093,497.17","25,627,912,029.18","27,806,307,708.90","30,931,345,736.96","28,256,353,232.85","28,254,451,683.19","30,439,389,650.59","31,638,208,964.60","31,578,960,625.71","31,056,693,827.36","29,744,509,323.58","29,714,297,000.90","30,580,773,280.35","31,036,553,035.14","30,116,268,197.79","31,461,825,420.22","23,510,840,464.97","23,486,367,564.54","21,631,335,419.02"
应付账款,"888,899,991.23","1,151,838,299.69","1,374,070,019.36","1,583,181,412.76","1,544,408,228.08","1,757,625,813.96","1,616,197,088.47","3,150,541,150.89","3,258,644,829.83","3,312,568,827.13","3,850,685,748.49","4,368,787,398.46","5,890,411,969.51","6,661,665,790.68","6,451,755,782.11","6,885,584,475.09","8,037,092,313.12","7,309,994,501.34","6,300,978,464.77","7,136,420,984.75","8,210,340,389.52","10,567,073,073.44","8,435,444,427.60","7,747,100,000.00","8,254,603,319.77","10,166,875,003.13","8,871,346,547.17","8,651,627,429.20","8,159,764,869.87","8,732,821,284.16","8,181,498,670.43","7,351,109,916.38","8,396,887,355.21","9,002,109,235.72","8,587,980,648.65","6,393,055,129.25","6,432,801,245.16","7,165,757,044.13","6,965,113,932.96","6,589,528,766.80","6,629,915,396.71","6,066,673,867.21","6,189,327,708.28","5,728,294,503.87"
预付款项,"242,572,014.99","632,518,784.38","814,042,853.96","494,699,815.95","1,063,656,558.45","1,174,813,044.87","551,879,263.59","403,668,093.29","481,941,201.56","622,797,925.28","565,265,429.57","578,278,722.46","525,868,313.96","1,128,765,372.96","1,028,791,581.16","669,775,009.96","1,221,342,658.01","972,244,260.29","1,418,481,179.82","733,248,385.84","830,679,981.44","877,190,117.53","969,414,196.55","838,310,000.00","883,166,471.05","787,089,594.32","748,554,068.74","524,633,111.56","843,575,267.72","520,277,612.43","2,610,780,470.35","386,169,766.04","441,463,165.85","431,970,968.40","369,124,421.71","347,197,829.82","350,206,769.63","386,471,003.62","383,517,139.24","380,886,333.09","412,195,207.93","422,394,097.26","386,081,772.36","347,200,175.21"
预收款项,"403,774,470.35","630,649,872.37","683,340,511.99","418,518,640.96","458,099,134.38","588,840,689.15","525,636,609.92","321,649,539.93","257,856,273.54","334,810,231.60","472,208,020.89","395,470,565.95","428,338,132.79","986,189,037.05","752,405,689.39","838,768,507.89","910,756,096.10","1,070,832,002.90","1,170,099,197.69","863,809,271.88","1,089,086,927.96","1,357,198,672.88","1,219,346,270.03","997,800,000.00","1,149,569,832.51","1,063,756,997.57","1,023,543,507.72","783,391,930.64","945,841,273.08","982,214,338.81","870,613,897.45","728,372,490.63","904,313,301.62","914,486,804.98","834,217,036.93","778,751,319.30","851,287,184.62","840,237,432.07","779,264,944.40","774,173,048.88","882,851,193.53","929,422,067.02","1,208,333,123.48","1,330,419,911.71"
其他应收款,"166,737,014.19","139,799,327.01","153,723,751.12","158,415,886.46","92,190,928.73","145,924,161.01","213,333,143.81","255,863,020.30",,"436,609,446.96","412,204,897.18","351,157,095.13","384,146,684.07","570,314,071.73","591,475,007.38","527,835,817.29","693,988,157.10","634,226,864.70","875,034,734.87","819,760,713.00","1,455,426,196.06","950,828,661.76","1,033,851,935.84","1,124,310,000.00","1,297,010,563.66","943,680,914.67","1,033,874,590.23","573,274,202.89","815,376,312.66","800,779,483.63","573,594,726.76","926,457,276.44","1,541,888,798.68","1,564,576,821.64","1,223,340,072.34","1,410,113,763.32","1,222,753,180.21","1,227,965,001.19","1,288,964,052.16","1,183,065,589.56","1,136,099,699.93","9,260,437,989.64","2,223,610,800.48","1,326,138,785.15"
应付职工薪酬,"64,431,157.62","106,176,955.97","31,486,382.67","288,274,734.35","221,637,264.82","258,290,219.66","257,898,784.75","415,032,704.68","254,751,105.38","337,342,184.79","346,618,099.63","342,801,220.27","242,611,951.26","444,157,212.19","492,972,494.91","545,438,347.77","217,050,390.07","425,015,888.62","466,196,049.94","801,242,795.57","332,282,359.40","573,679,923.10","473,723,687.24","587,500,000.00","150,111,672.57","223,829,360.50","223,053,307.38","544,290,202.58","144,088,221.80","180,046,044.50","210,686,910.56","417,521,452.83","168,241,095.59","154,655,224.50","143,449,443.74","197,962,157.08","100,750,362.04","129,265,069.19","121,789,226.14","242,252,108.77","106,385,958.29","186,569,490.17","184,714,259.10","357,141,240.24"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"46,014,525.00","3,358,394.25","-4,579,342.51","162,257,712.38","215,848,355.52","173,497,428.85","91,911,003.69","667,057.21","137,170,614.39","422,946,425.28","528,166,297.61","611,395,040.70","597,298,778.72","1,089,115,853.12","1,253,573,397.75","1,719,148,762.32","1,803,499,909.75","1,646,941,499.09","1,879,009,522.57","3,019,828,311.18","2,252,114,940.11","1,797,332,681.04","2,061,454,841.90","2,686,380,000.00","1,618,296,380.36","1,251,352,156.70","963,760,018.79","1,356,014,848.44","739,123,940.56","363,569,278.41","243,290,093.49","436,912,177.91","325,586,263.67","251,655,290.57","283,749,125.46","358,104,379.84","206,877,122.25","311,031,412.98","357,516,016.91","399,305,416.57","309,910,441.82","1,406,104,473.09","1,114,563,795.09","469,601,093.09"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"6,396,177.59",,,,,,,,,,"103,250,000.00","221,692,395.81","60,352,750.06","183,044,208.44","101,762,668.75","218,890,812.73","66,455,671.12","183,152,021.18","210,687,166.65","457,903,625.47","429,938,092.20","594,978,583.95","213,644,945.81","462,567,302.84","422,108,850.84","660,238,959.25","163,299,861.74","402,300,298.08","372,474,265.01","431,449,322.16","117,102,022.09"
应收股利,,,,,,,,,"273,646,381.89",,,,,"6,400,000.00",,,,,,,,,,,,,,"6,063,234.13",,,,"9,220,169.20","2,675,136.50","2,675,136.50","13,260,196.50","13,175,136.50","13,175,136.50","13,175,136.50","13,175,136.50","13,175,136.50","13,175,136.50","13,175,136.50","13,175,136.50",
应付股利,"20,280,000.00","3,440.59","3,440.59","3,440.59","3,440.59","34,348,609.20",,,,"152,100,000.00","18,798,003.60",,,"65,045,278.45","120,490,633.82","115,621,114.76","71,795,443.29","1,612,986,253.39","431,711,341.92",,,"1,946,714,099.37","332,070,586.05","20,230,000.00","1,509,654.24","1,542,700,464.24","252,172,629.44","5,440,329.44","1,187,975.20","1,158,768,372.83","215,955,204.45","1,187,975.20","1,187,975.20","386,485,677.72","72,285,503.03","8,431,784.03","8,431,784.03","1,149,619,837.53","24,906,860.04",,,"1,143,793,074.60","2,515,178.72",
存货,"1,868,896,862.26","2,069,105,730.63","2,373,610,491.43","2,631,682,354.52","3,304,427,641.97","3,737,452,357.54","3,963,040,707.08","5,171,148,278.22","5,506,516,720.60","5,383,736,947.18","6,041,599,800.75","6,271,716,120.96","7,311,734,683.07","7,173,696,093.57","7,141,805,196.47","8,678,146,510.00","9,720,583,116.35","10,404,867,695.97","10,567,379,840.58","9,655,357,242.28","10,639,985,439.06","11,412,692,967.32","12,088,380,520.60","11,732,530,000.00","13,737,255,274.02","11,414,660,492.64","11,080,972,337.14","8,747,198,355.13","10,789,684,557.30","11,133,068,608.88","11,345,173,115.98","10,376,228,112.31","13,023,755,542.35","13,404,116,941.45","14,277,613,344.97","14,082,903,073.89","15,064,878,218.49","14,250,545,113.08","13,975,294,915.13","12,770,071,738.40","13,452,399,537.38","9,616,922,873.53","9,832,021,444.39","8,885,788,940.46"
