科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"117,518,992.54","287,117,281.36","375,782,856.60","501,305,636.45","86,351,223.94","236,483,253.62","316,434,338.47","412,504,788.13","59,029,434.10","132,477,016.65","220,895,710.02","371,997,145.05","51,414,819.90","137,710,986.84","243,044,120.09","391,606,340.27","81,357,511.09","200,673,952.62","310,048,633.57","480,697,864.73","82,123,832.22","170,577,984.09","269,787,072.33","438,748,748.76","79,690,855.48","171,214,882.49","253,862,925.06","412,424,032.29","80,924,910.45","177,964,056.15","283,025,161.67","474,888,356.70","83,478,862.32","168,914,690.27","276,342,265.23","434,953,768.49","100,516,575.49","205,081,684.42","287,527,769.32","454,978,170.66","101,989,204.03","201,163,281.12","288,430,174.45","390,334,145.81","72,332,353.91","165,329,263.37","250,134,503.12","426,707,264.12","74,152,312.59"
二、营业利润,"-8,360,819.05","-21,183,679.32","-33,960,092.67","-51,320,561.22","-13,021,870.36","-25,582,027.64","-38,157,364.03","-76,848,080.15","-5,730,561.65","-7,467,551.57","-4,338,827.30","4,645,243.70","-6,621,232.94","-5,860,033.77","1,293,892.18","12,367,993.57","2,142,878.63","4,904,795.01","7,912,902.35","20,552,139.44","-2,092,085.60","-1,580,502.71","996,454.13","2,759,191.81","8,237,104.04","10,129,852.09","6,084,606.39","11,640,412.38","-1,922,382.12","-248,834.66","-1,425,146.53","5,463,464.86","-2,332,942.51","-4,305,056.70","9,242,772.07","8,890,472.81","-3,259,114.36","-1,189,076.21","-979,373.41","-2,235,610.40","-3,874,223.23","-2,328,769.01","-579,656.32","2,019,600.21","-6,197,865.91","-7,405,816.59","-3,876,887.90","-2,208,750.04","-2,596,653.71"
减:营业成本,"99,006,899.90","249,331,216.96","323,189,880.35","423,336,658.01","71,103,190.72","200,354,247.25","275,856,282.70","351,253,508.08","47,209,308.25","105,662,040.80","177,306,593.52","290,449,577.02","40,095,916.56","104,700,182.54","185,639,518.11","293,331,152.82","56,679,377.79","148,528,828.03","227,350,259.26","356,287,467.40","63,759,546.60","134,120,876.22","206,187,793.12","341,673,584.06","63,507,838.20","136,496,202.02","205,222,043.23","338,797,241.55","66,671,213.31","144,936,554.58","227,647,451.90","387,147,415.50","71,530,746.32","141,292,251.97","230,117,321.80","362,252,319.01","80,878,956.16","164,366,228.93","232,278,001.51","374,407,916.68","85,084,015.43","161,434,986.89","226,828,135.57","303,808,689.71","61,092,626.21","127,754,775.88","189,241,361.61","334,380,232.92","54,603,839.51"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"124,462.78","688,659.84","1,185,086.16","2,350,810.90","662,788.05","1,468,547.95","2,373,819.64","4,313,852.26","674,161.53","1,440,087.06","2,825,406.86","5,852,974.22","2,081,463.28","3,064,688.69","4,723,439.79","8,275,790.58","1,417,368.22","3,142,265.33","4,673,878.92","8,945,473.95","1,145,746.32","2,057,589.76","3,480,064.72","7,122,955.16","1,437,399.23","3,502,665.02","5,061,325.73","7,776,381.10","1,087,273.76","2,230,371.23","3,290,658.91","5,285,373.98","831,939.29","1,545,732.13","2,547,118.12","3,734,401.34","795,771.60","1,249,552.23","1,638,072.82","3,972,528.29","488,655.27","1,539,374.89","1,993,796.72","3,190,615.68","436,116.55","1,319,838.90","1,743,833.87","2,827,865.09","369,708.07"
营业外收入,,"738,740.97","980,726.74","1,180,317.74","37,500.00","1,098,007.29","1,119,018.59","2,198,881.52","1,034,738.16","1,089,022.07","1,778,523.15","5,149,527.19","4,525,307.34","4,579,081.11","5,234,383.27","51,499,031.64","150,871.00","784,194.49","4,534,114.08","8,396,428.05","813,490.00","1,295,883.32","2,618,092.67","9,677,897.20","343,200.00","5,458,604.72","6,374,658.53","7,089,335.66","262,202.90","1,406,944.98","4,589,126.41","5,879,175.78","293,000.00","3,439,382.61","5,900,471.23","10,569,873.27","920,651.34","1,871,151.70","3,513,718.37","8,710,413.70","542,050.01","6,577.23","62,342.23","670,762.79","5,771.46","103,620.06","204,165.06","91,811.05","721,923.27"
销售费用,"14,692,121.61","31,778,239.61","46,855,507.59","63,082,687.51","15,355,805.85","29,376,961.34","40,357,302.71","57,246,863.87","8,962,202.34","19,096,140.39","27,930,405.10","37,983,674.23","8,646,228.55","19,684,154.10","32,403,331.72","46,103,085.33","15,243,575.55","32,139,858.22","52,521,232.23","57,214,331.54","12,705,409.66","23,370,783.29","36,134,844.52","55,394,145.80","8,470,252.24","17,189,817.60","26,749,367.18","37,216,155.13","9,301,710.79","17,019,479.73","26,614,734.16","39,124,370.13","6,727,830.45","17,363,064.18","26,984,785.17","41,370,322.32","13,601,341.67","23,094,403.14","30,277,396.85","40,744,134.62","10,327,151.17","24,001,132.72","35,380,269.30","40,319,318.28","10,973,405.28","23,263,823.17","33,440,418.18","42,507,969.18","10,856,335.08"
减:营业外支出,"17,692.75","52,537.19","103,895.51","119,105.51","72,854.01","2,318,400.50","2,407,662.58","53,294,626.97",227.41,"467,229.32","663,350.97","125,377.43","38,839.67","366,275.44","164,167.77","614,386.14","18,942.21","19,216.42","86,500.56","94,301.50",157.33,"1,725,659.18","1,777,434.28","2,933,493.13","45,187.80","118,392.92","144,263.65","190,823.92",,"59,044.63","641,062.58","730,484.43","2,116.17",16.17,"5,104.44","11,854.27","11,765.55","11,765.55","21,965.34","24,691.09","18,541.34","51,115.32","160,331.78","323,796.79",,"26,108.11","89,407.88","91,408.21","4,000.00"
管理费用,"7,892,332.58","18,025,265.91","26,321,884.26","38,323,272.11","9,233,961.37","18,500,442.87","23,527,179.17","34,037,991.60","5,580,805.36","11,042,985.99","14,764,701.80","20,940,583.06","6,328,559.03","12,543,978.98","17,942,346.13","25,473,606.96","5,757,761.79","10,479,617.41","16,379,451.66","25,322,692.77","5,741,907.35","11,302,662.92","16,488,873.00","24,418,325.88","6,023,097.49","11,753,252.66","18,013,976.15","24,393,827.19","5,738,177.65","14,143,227.12","18,625,194.67","32,604,108.95","5,919,668.50","12,147,756.39","21,707,048.91","32,346,923.97","7,761,069.41","17,183,876.19","25,240,353.72","35,561,590.45","8,008,507.01","16,849,473.30","25,320,015.58","37,146,524.29","7,451,251.22","18,062,334.93","18,165,378.96","26,405,161.10","5,462,378.85"
其中:非流动资产处置净损失,,,,"88,995.51","72,854.01",,,"231,258.52",,,,"5,436.46",,,,"20,607.70",,"18,938.02",,"71,183.14",,"1,725,500.93","1,725,500.93","2,844,673.33","45,187.80","45,187.80","45,187.80","117,552.20",,"9,151.48","9,151.48","667,268.77","2,100.00","2,100.00","2,100.00","11,838.10","10,765.55","11,765.55","20,755.85","20,868.47","18,541.34","30,786.67","60,003.13",,,,,,
