科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"77,092,450.75","17,097,210.58","208,262,438.42","197,582,604.10","161,834,979.98","162,853,006.25","139,960,781.51","151,277,575.06","136,674,985.93","134,531,139.25","135,967,997.37","126,975,081.10","96,400,975.30","93,056,223.81","82,454,142.25","97,382,273.13","68,486,019.62","49,445,961.38","44,993,875.70","28,060,376.77","31,490,398.57","53,394,498.43","69,982,265.95","56,963,750.98","50,354,997.30","39,190,088.58","35,911,388.26","39,400,875.21","34,047,085.57","39,977,986.87","52,502,563.92","30,703,004.25","34,188,105.97","51,469,985.97","50,145,044.89","55,419,847.89","170,845,302.31","151,626,512.20","181,923,263.70"
短期借款,"80,000,000.00","83,270,000.00","112,270,000.00","96,000,000.00","86,000,000.00","86,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","86,000,000.00","85,000,000.00","35,000,000.00","35,000,000.00","45,000,000.00","43,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","70,000,000.00","70,000,000.00","90,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","48,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00","43,000,000.00","43,000,000.00","43,000,000.00","63,000,000.00","63,000,000.00","73,000,000.00","98,000,000.00","128,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"24,917,139.56","18,651,900.00","20,401,583.28","25,336,959.28","29,122,848.00","35,688,218.50","41,029,705.30","46,559,801.02","41,927,391.60","46,628,812.40","34,826,512.24","39,220,995.35","37,411,595.09","34,855,845.52","25,180,711.68","32,574,506.76","29,494,314.00","27,703,000.00","29,287,000.00","50,401,959.85","62,123,828.32","59,534,458.18","62,336,316.75","73,020,883.87","76,176,185.49","76,815,201.48","53,205,800.00","95,275,034.68","80,296,391.45","94,804,007.70","89,249,027.98","99,606,349.90","106,352,511.88","81,857,474.74","82,079,256.75","104,888,129.69","143,909,555.88","159,140,404.53","108,655,204.03"
应付票据,"16,725,000.00","7,277,238.00","9,570,000.00","14,977,700.00","20,107,700.00","20,227,000.00","11,987,000.00","16,210,000.00","25,890,000.00","28,220,000.00","29,660,000.00","24,794,094.48","15,934,094.48","11,284,094.50","9,954,094.50","12,730,600.00","12,730,600.00","3,420,000.00","7,890,000.00","4,470,000.00","3,695,000.00","12,220,000.00","12,640,000.00","17,220,000.00","18,180,000.00","9,236,400.00","16,164,182.16","18,240,000.00","12,542,315.88","16,902,310.50","24,940,527.10","32,354,526.39","32,174,526.39","34,878,861.08","22,587,584.47","18,234,970.71","19,987,669.70","15,587,391.78","18,353,734.49"
应收账款,"130,126,083.87","160,522,760.99","168,665,301.05","148,144,680.93","154,980,971.33","159,947,760.36","147,435,731.41","108,504,042.47","126,474,727.03","126,079,067.56","126,709,952.36","125,226,321.21","146,266,634.21","118,482,943.96","114,961,917.28","105,771,501.75","124,057,681.68","129,743,470.79","115,866,151.02","103,266,254.94","111,121,977.15","110,893,944.52","109,774,530.41","102,991,860.85","125,749,404.32","148,398,299.01","150,621,534.06","116,496,709.90","148,211,286.68","139,649,216.13","120,630,394.08","94,109,549.81","139,547,741.14","147,618,832.10","144,332,908.44","144,197,555.94","235,835,991.75","237,833,216.56","237,633,841.81"
应付账款,"46,689,408.07","55,552,309.40","81,759,026.28","86,368,874.18","87,515,422.78","90,680,292.75","87,828,336.47","85,071,650.84","89,524,652.74","78,811,821.93","72,963,569.50","59,641,032.99","65,006,673.42","72,477,422.74","71,324,771.40","57,589,905.41","60,293,541.21","67,142,064.31","56,458,425.87","66,666,146.16","61,108,275.50","69,735,985.73","75,591,441.79","73,216,455.82","86,312,635.68","88,865,599.40","89,407,839.50","101,049,502.67","106,994,693.61","124,403,879.80","122,380,359.63","111,606,241.39","129,427,933.75","116,232,594.15","118,247,721.03","110,304,505.38","261,708,521.43","237,480,912.25","214,822,691.42"
预付款项,"12,829,432.61","31,747,456.44","27,110,556.13","18,257,834.62","19,397,035.53","12,253,819.63","14,109,651.49","14,591,698.22","23,145,525.42","15,482,478.86","22,457,215.22","17,304,601.11","20,899,145.86","29,994,538.75","32,985,200.35","31,516,111.43","28,817,817.31","22,189,054.39","20,109,414.64","10,777,985.63","14,362,599.24","9,603,569.14","6,764,460.76","2,483,045.40","6,848,238.92","6,905,774.70","6,249,702.30","6,842,990.36","6,539,743.36","5,114,500.62","21,180,915.77","4,198,459.82","3,783,331.47","11,169,702.64","13,282,198.93","3,419,436.19","35,004,348.70","31,687,534.30","38,351,117.18"
预收款项,"1,667,386.79","12,486,299.19","12,279,384.55","4,205,643.42","2,680,836.82","2,189,012.64","5,577,666.92","5,770,569.18","8,643,000.87","12,494,640.47","10,731,833.84","4,749,147.34","7,296,752.66","6,802,803.35","3,516,802.17","2,389,751.97","3,425,956.63","3,384,435.38","2,596,289.61","1,729,887.94","3,381,023.70","1,761,339.53","1,253,771.59","1,121,005.79","2,774,363.21","1,894,125.60","1,806,785.78","2,038,384.18","1,950,601.38","1,816,518.19","1,634,145.48","2,048,374.68","2,283,421.94","2,229,836.73","2,513,429.31","3,027,949.00","2,853,839.61","2,377,644.34","3,496,842.13"
