科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"49,281,749.59","43,413,114.05","105,706,506.67","81,830,280.62","789,542,955.13","735,546,078.37","833,517,979.32","769,356,052.06","708,002,249.98","687,201,662.98","680,190,445.70","607,286,468.94","565,549,226.41","525,881,665.04","768,103,383.45","781,484,472.87","739,682,413.46","679,920,383.29","794,229,248.98","851,533,204.54","859,733,403.16","621,566,778.76","1,233,094,483.57","997,107,102.15","1,251,415,178.28","2,932,004,660.94","3,157,250,634.28","2,601,975,535.92","3,645,320,205.42","4,204,580,986.62","6,161,721,362.66","5,635,732,549.76","4,219,456,811.36","4,359,003,951.98"
短期借款,"91,000,000.00","121,000,000.00","196,000,000.00","216,000,000.00","196,000,000.00","190,000,000.00","245,000,000.00","280,000,000.00","390,000,000.00","543,496,000.00","582,000,000.00","632,000,000.00","651,000,000.00","641,000,000.00","659,000,000.00","780,000,000.00","830,000,000.00","1,000,000,000.00","990,000,000.00","956,000,000.00","996,000,000.00","1,141,000,000.00","1,374,000,000.00","1,466,000,000.00","1,956,000,000.00","2,226,000,000.00","1,430,000,000.00","1,436,000,000.00","1,400,800,000.00","1,184,800,000.00","1,851,800,000.00","2,730,500,000.00","2,918,000,000.00","3,028,228,876.40"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,"255,960.00",,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"6,452,002.52","4,768,250.00","4,223,416.06","4,544,560.00","10,285,836.55","22,955,378.00","11,214,822.20","15,014,360.66","67,004,060.07","68,894,645.18","104,389,135.02","85,083,370.28","106,062,504.00","111,011,877.39","51,570,649.00","57,551,900.08","34,684,228.70","40,398,137.25","35,520,956.00","146,015,248.98","170,086,535.28","51,068,017.35","72,366,528.77","165,989,763.57","181,927,315.31","164,895,715.64","188,539,163.75","196,717,167.37","352,502,655.50","343,784,638.52","283,249,448.71","275,595,112.56","648,365,159.39","963,567,062.70"
应付票据,"18,808,947.17","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","25,924,935.50","61,756,261.63","40,311,826.13","11,418,110.87","43,470,540.43","40,848,229.56","22,505,268.00","43,314,448.00","36,058,700.00","46,072,222.50","93,395,293.50","169,241,753.85","134,649,586.85","181,088,758.59","175,318,910.81","127,894,771.91","245,563,785.93","307,987,060.31","707,207,332.29","1,131,725,539.11","1,014,914,928.33","1,183,950,065.05","1,119,989,565.55"
应收账款,"84,212,561.28","156,573,847.01","188,087,580.01","201,517,387.01","289,373,814.69","309,985,646.35","315,230,225.46","330,978,917.50","348,889,989.91","458,587,953.11","438,699,564.95","579,906,026.35","660,244,448.94","770,908,659.71","622,008,095.15","782,213,076.44","747,891,718.66","865,453,236.43","978,970,072.61","1,088,582,791.20","1,349,221,929.47","1,982,812,383.53","1,839,491,532.90","1,926,904,557.82","2,863,850,582.40","4,157,589,868.06","3,628,007,686.72","4,669,311,379.54","5,627,426,243.43","6,597,251,431.13","6,395,908,689.55","7,152,179,362.01","8,549,165,988.26","9,553,843,447.60"
应付账款,"18,125,104.86","20,227,963.03","24,154,286.51","25,605,020.74","24,753,479.71","25,810,787.08","27,064,883.80","50,482,785.39","39,468,459.05","73,818,784.83","90,973,517.07","95,117,519.06","118,141,432.27","132,777,473.49","92,236,220.91","89,340,319.56","121,492,160.18","178,952,871.30","206,149,470.49","205,580,170.25","283,123,600.08","385,818,288.49","559,138,348.94","571,945,451.89","1,326,167,873.45","1,413,023,121.58","1,723,762,368.12","1,967,349,051.85","2,648,809,648.08","2,993,831,922.31","3,044,512,991.36","3,049,471,754.49","3,171,469,551.63","3,024,725,201.71"
预付款项,"27,403,673.86","16,351,042.37","10,407,884.19","16,627,073.72","10,850,160.79","45,773,964.16","31,504,386.83","78,308,327.42","138,083,473.87","184,910,060.88","107,294,865.08","150,024,809.76","173,110,194.77","243,959,361.03","121,427,092.77","150,220,389.00","280,512,459.81","357,547,555.67","120,888,225.75","335,420,323.72","319,252,243.40","408,098,978.89","227,916,606.16","251,103,070.86","587,243,728.69","344,069,878.96","743,724,222.23","1,424,148,637.34","2,358,457,206.52","2,191,844,595.13","2,625,715,479.18","3,098,181,099.78","3,296,497,394.07","3,408,882,134.45"
预收款项,"4,251,939.09","1,646,800.00","2,180,080.00","4,069,880.00","6,304,465.00","46,225,246.00","1,059,320.00","2,245,320.00","2,299,120.00","14,524,075.00","770,825.00","768,700.00","2,099,440.00","2,957,270.00","11,841,257.00","55,340,155.76","15,241,271.12","20,167,602.90","24,212,861.30","125,666,583.08","71,098,360.51","134,478,953.91","18,240,198.22","17,835,069.97","30,079,046.05","27,981,788.32","130,780,382.74","205,011,640.53","676,700,743.02","506,275,808.10","832,956,778.35","861,740,793.09","475,323,029.57","658,535,081.96"
