科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"96,418,840.80","140,646,695.29","168,892,257.00","34,141,949.05","70,889,294.72","107,467,710.73","135,912,544.93","35,019,545.45","71,219,228.08","108,663,112.24","144,399,079.77","32,960,150.06","71,530,954.60","107,635,542.36","145,098,826.05","60,170,955.69","113,760,093.56","147,417,722.15","192,103,154.92","65,014,418.31","105,855,157.51","151,165,571.07","207,725,903.81","56,099,561.49","106,489,554.43","160,550,753.49","213,439,684.31","64,906,985.25","153,030,359.38","253,523,898.16","336,734,744.02","53,290,940.75","138,438,086.97","217,765,748.97","260,073,860.69","48,424,010.76","84,561,171.21"
二、营业利润,"16,979,042.00","14,971,309.41","25,805,364.82","6,429,397.17","16,324,900.32","24,097,665.76","29,060,395.67","5,968,181.93","15,664,807.27","22,746,583.07","20,243,896.26","5,325,352.87","12,412,235.92","19,489,852.76","9,735,596.61","10,560,106.70","18,514,389.39","22,574,122.49","22,919,997.55","17,707,457.09","17,632,747.71","17,726,990.56","13,313,305.55","2,561,435.77","5,839,951.32","6,990,585.82","7,463,307.91","9,874,682.69","20,955,944.88","23,396,222.36","26,261,971.71","7,271,136.50","12,958,885.11","26,550,894.85","26,801,854.11","8,465,698.31","-470,324.27"
减:营业成本,"57,292,192.78","99,582,112.42","114,289,726.79","21,176,185.97","39,552,658.25","62,202,538.62","78,988,378.97","23,685,638.29","43,851,674.47","67,788,701.12","97,685,511.14","20,285,716.17","42,146,820.49","62,499,341.43","93,126,254.91","35,071,517.99","62,476,975.71","83,679,502.80","113,693,035.04","35,346,284.45","64,303,191.88","99,535,799.10","150,593,685.62","42,530,374.96","78,023,785.11","119,445,424.55","157,404,744.84","39,197,723.96","101,149,905.47","176,225,491.15","230,274,710.35","32,787,283.45","84,928,851.99","128,226,623.76","152,137,130.80","28,354,684.22","49,480,427.88"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"581,468.07","710,753.32","1,206,232.75","357,035.17","526,572.15","772,581.95","882,745.84","318,572.62","512,383.02","690,071.82","975,157.91","64,753.87","333,835.54","368,725.18","469,564.21","26,900.40","78,583.47","135,170.64","648,082.32","31,348.16","100,802.26","152,371.85","205,552.77","332,409.12","557,210.76","886,892.62","1,221,986.54","303,173.20","817,733.99","1,862,862.21","3,606,892.63","948,057.23","2,052,765.31","3,068,761.77","3,974,145.02","702,389.51","1,084,610.80"
营业外收入,"1,058,416.67","2,849,000.00","1,867,933.24","256,250.00","845,450.00","1,749,492.26","1,824,049.76","941,512.09","2,992,914.59","3,278,105.65","3,848,515.91","322,311.82","1,738,884.32","1,978,881.35","2,192,133.23","408,375.92","1,001,978.42","2,027,849.04","4,324,502.13","382,728.33","2,285,825.12","4,403,266.90","5,768,463.85","822,872.50","1,971,140.00","2,508,806.66","5,196,988.68","829,391.41","1,726,311.41","3,031,994.54","4,025,283.97","387,541.81","6,666.95","7,629.34","264,397.07",,"5,374.67"
销售费用,"9,799,898.57","8,803,633.58","10,585,986.47","2,018,305.39","4,090,760.06","7,220,310.90","9,135,528.81","1,945,006.55","3,738,456.36","6,238,835.60","10,232,375.33","1,738,746.19","4,453,280.94","8,122,831.57","15,313,702.90","7,905,271.62","17,241,871.23","20,642,341.42","24,747,216.36","3,010,931.97","6,154,928.87","10,882,647.84","15,792,658.63","3,654,841.45","6,916,958.10","11,281,379.67","17,382,350.35","4,685,649.89","8,441,714.70","17,244,019.39","27,868,024.61","6,094,688.80","18,505,995.28","30,558,298.93","33,426,257.18","4,551,211.37","12,257,318.15"
减:营业外支出,"94,352.07","140,646.70","168,892.26","42,908.14","79,655.28","216,233.89","346,212.75","38,013.05","74,219.23","105,112.63","151,776.40","24,755.07","86,275.97","121,770.29","189,395.11","101,661.93","157,932.06","393,593.83","959,586.84","1,070,610.96","1,112,686.90","1,675,043.16","1,259,045.61","57,842.31","111,267.45","331,506.98","335,416.38","65,822.62","123,756.34","195,063.22","140,088.40","15,097.63","471,862.17","471,862.17","493,656.87",,"15,000.00"
管理费用,"6,545,696.30","7,670,865.18","10,914,241.79","2,501,283.50","6,349,885.25","8,590,270.61","14,918,603.99","2,525,913.16","6,293,905.26","10,303,284.30","14,811,883.37","4,067,698.47","8,490,325.11","13,016,834.81","18,858,765.25","4,935,059.18","10,733,985.43","16,678,899.18","25,047,482.05","8,471,835.39","14,733,229.18","19,603,282.34","25,374,082.64","6,064,931.12","14,002,309.50","19,680,682.06","24,892,514.12","9,887,828.93","14,715,602.83","23,370,507.45","30,487,840.75","7,116,108.62","17,003,059.45","27,169,639.27","37,368,493.36","8,564,841.07","19,353,128.46"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,"508,879.73",,,,,,,"92,833.28","103,517.66",,,"1,816.80","2,874.30",,97.63,,,,
