科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"858,714,426.27","944,998,441.95","851,124,823.85","1,358,985,576.58","1,007,391,348.20","1,012,749,144.16","967,881,273.85","1,197,092,301.17","673,069,599.15","620,575,956.84","1,195,518,097.95","1,830,028,383.29","1,085,232,757.48","884,129,444.06","938,265,481.71","1,569,156,753.03","702,243,077.82","1,215,534,772.54","722,640,748.87","2,076,448,846.50","1,095,032,640.39","1,780,017,215.26","1,929,679,436.00","3,534,257,220.83","2,391,903,233.37","1,769,628,796.03","2,255,444,496.05","3,833,600,107.90","3,127,417,103.48","2,584,204,867.47","2,430,519,442.05","4,101,187,543.34","3,216,999,214.34","2,842,702,068.56","2,421,348,749.09","4,183,038,719.09","1,898,816,546.08","2,571,566,420.04","2,301,436,576.70","3,548,626,332.39","2,914,633,694.36","3,260,331,956.30","4,110,441,812.79","5,211,892,481.08","2,339,226,141.69","3,258,435,376.00","4,522,984,194.52","3,879,569,669.99","2,874,135,642.05"
短期借款,"328,368,900.00","320,107,300.00","291,477,700.00","206,876,500.00","170,946,500.00","113,713,334.07","169,052,194.07","6,000,000.00","222,557,251.32","359,095,251.32","335,477,751.32","340,444,151.32","260,573,100.00","256,263,300.00","201,033,000.00","280,153,400.00","214,804,800.00","180,369,851.93","506,807,700.00","611,849,943.00","732,344,243.00","642,316,900.00","608,985,000.00","877,687,500.00","823,612,500.00","555,189,500.00","493,804,000.00","372,938,000.00","441,401,820.00","22,305,600.00","28,152,500.00","20,000,000.00","290,256,800.00","259,544,000.00","750,985,412.30","1,099,718,038.75","1,238,661,374.78","1,954,621,468.33","1,820,644,516.48","1,228,597,814.78","2,301,062,101.99","3,054,824,245.14","3,131,638,527.25","2,174,885,498.12","2,333,009,130.58","4,041,963,770.89","4,231,558,644.32","1,479,856,473.05","2,595,528,672.75"
交易性金融资产,"23,245,450.00",,"15,535,800.00",,,,,,,,,,,,"20,499,385.00",,,,,,,,,,,,,,,,,,"1,091,480.94","1,051,059.37","1,591,156.14","40,862.03","36,596.82",,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,818,628.33",,,,,,,,,,,,,,,,,
应收票据,"87,305,286.33","40,271,984.63","72,885,170.83","109,225,384.37","125,770,792.11","131,357,718.99","167,018,793.59","194,662,782.41","78,510,616.16","124,841,156.12","200,849,531.70","254,844,834.18","280,387,847.38","112,637,969.86","210,664,015.64","353,865,179.81","331,635,492.30","278,067,787.12","279,351,357.64","305,357,327.50","344,919,963.90","262,375,326.76","394,523,321.02","384,808,634.25","319,530,429.97","509,371,323.70","397,802,301.91","592,344,563.06","518,304,372.16","449,773,296.38","614,527,742.91","671,765,225.57","523,265,395.67","425,515,946.69","474,052,138.39","469,338,761.10","453,415,482.60","491,396,380.27","474,079,689.84","390,145,595.28","622,358,089.23","261,484,627.36","578,771,036.21","716,293,222.52","707,655,449.71","796,846,575.75","681,392,604.16","655,680,139.66","892,404,515.67"
应付票据,"415,880,888.50","414,019,061.10","530,770,389.22","565,389,485.01","544,396,719.77","550,978,658.13","773,307,191.20","963,383,056.01","843,113,630.66","815,836,063.11","1,031,098,163.69","1,041,163,884.75","968,518,251.10","972,170,727.31","1,291,089,860.64","1,307,464,369.97","1,102,039,261.58","1,260,030,670.78","1,544,349,058.81","1,762,912,290.89","1,381,411,637.33","1,324,727,651.15","1,547,355,134.84","1,451,540,371.99","1,255,925,829.66","1,325,413,354.80","1,431,860,885.09","1,640,818,973.57","1,494,495,565.05","1,477,856,556.50","1,702,629,421.29","1,859,638,561.83","1,931,698,254.92","2,657,447,674.11","3,456,795,651.96","3,370,904,768.74","3,179,727,804.89","3,839,758,692.50","4,279,638,539.08","4,052,305,249.16","4,141,937,752.58","4,033,373,717.27","3,853,022,496.69","4,133,563,384.23","3,002,990,194.43","3,101,572,716.55",,"4,328,505,718.33",
应收账款,"1,147,638,496.64","1,253,869,027.81","1,286,616,391.80","947,562,780.24","1,037,078,668.59","1,182,788,655.55","1,204,548,113.21","1,180,631,820.79","1,397,242,472.79","1,454,308,042.91","1,565,973,300.47","1,245,799,883.57","1,459,280,536.79","1,802,645,663.54","1,906,425,156.81","1,318,790,551.06","1,640,285,162.62","1,872,255,613.07","2,231,560,264.75","2,167,077,586.55","2,282,566,483.28","2,935,953,399.26","3,266,614,066.50","2,524,976,399.42","3,082,671,305.93","3,749,380,514.60","4,421,237,250.44","3,363,216,000.14","3,464,527,107.72","4,196,557,640.54","4,169,679,598.84","3,339,559,112.02","3,662,277,089.80","4,414,164,204.01","4,771,606,873.96","3,291,422,478.05","4,044,440,306.13","4,305,444,833.32","4,366,041,332.72","4,525,314,829.86","5,013,494,025.22","6,061,140,000.79","5,992,600,351.49","5,802,698,350.59","6,224,242,345.55","7,059,939,426.07","7,866,291,707.66","7,731,518,509.54","8,664,078,712.36"
应付账款,"556,885,472.64","790,515,325.35","837,518,617.19","651,518,519.52","652,380,514.40","1,015,481,727.58","974,780,196.23","830,468,689.44","1,061,442,434.84","1,345,644,629.61","1,213,295,979.49","1,152,289,597.13","1,574,362,564.90","1,588,462,899.25","1,532,959,097.18","1,455,506,134.58","1,704,342,770.75","2,106,255,880.96","1,616,343,324.72","1,775,420,107.61","1,544,260,063.93","1,751,499,748.79","2,309,938,760.42","2,435,065,581.24","2,226,579,212.06","2,156,725,995.19","2,816,094,497.24","2,499,986,857.35","2,504,342,925.03","2,790,682,780.02","2,757,319,294.94","2,520,953,978.36","2,846,823,842.56","3,510,653,566.13","3,979,092,264.33","3,083,421,042.59","4,522,018,773.88","4,695,996,307.55","4,000,406,246.03","3,787,405,216.00","3,692,125,530.02","5,068,783,949.15","4,943,681,483.40","4,872,539,791.75","4,649,709,449.26","5,038,174,511.22",,"5,446,652,557.62",
预付款项,"63,483,730.25","77,427,711.33","25,001,558.86","30,895,729.47","18,840,364.69","41,149,692.26","35,139,057.09","76,494,410.97","48,446,397.01","81,807,960.16","86,412,083.51","82,336,704.95","77,913,825.42","46,290,191.12","66,663,731.87","78,635,467.89","54,804,309.25","123,552,992.01","90,077,510.07","115,243,398.06","106,282,158.25","105,396,494.56","239,073,408.57","158,779,673.35","203,714,522.69","133,503,618.44","262,959,482.84","62,559,310.11","60,977,517.43","121,080,977.12","89,071,815.50","291,438,095.06","130,593,233.73","156,583,190.70","253,909,507.71","609,769,348.88","442,423,894.16","642,314,338.50","721,139,364.79","607,908,318.23","399,547,926.41","624,177,103.27","618,458,134.45","397,974,232.98","331,909,788.14","287,213,771.70","430,621,346.42","350,913,392.73","553,178,973.24"
预收款项,"221,508,169.19","278,325,226.52","214,064,723.70","597,154,640.11","534,180,589.50","577,696,510.88","670,653,426.48","781,862,063.04","671,070,678.40","527,925,134.28","500,810,238.28","865,186,624.13","753,170,265.78","708,660,108.92","678,244,376.40","954,334,565.58","862,692,580.87","835,833,103.06","757,967,050.33","1,273,484,916.98","1,286,087,575.96","1,077,408,009.45","989,652,117.82","1,272,079,030.63","1,045,648,196.81","831,110,592.00","996,015,828.02","1,908,319,467.40","1,682,348,375.65","1,467,435,918.78","1,664,122,875.27","2,285,999,425.33","2,532,182,021.75","2,119,446,318.24","2,803,006,924.49","3,587,865,935.17","3,776,083,861.71","3,031,441,561.71","3,002,781,221.36","5,408,083,723.58","4,355,781,128.61","3,523,272,087.27","4,015,631,889.38","5,202,071,019.25","4,296,382,497.31","2,993,463,608.63","3,213,281,011.86","3,800,057,913.83","3,364,867,945.48"
