科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,728,090.75","3,446,042.82","7,153,045.27","4,116,725.53","7,757,852.12","8,473,012.37","7,990,604.58","-1,176,732.47","-458,854.97","-7,632,202.18","-8,266,679.29","-797,534.74","-783,640.83","-17,097,367.51","-15,527,869.88","324,433.82","1,918,818.35","2,623,906.61","2,945,428.49","-660,881.66","-2,794,458.36","-4,665,517.56","-902,387.08","2,694,464.83","8,589,956.35","10,391,988.57","14,168,543.92","154,315.71","-104,328.37","2,997,641.28","8,603,784.78","2,785,680.02","6,083,747.44","4,682,675.42","8,102,129.91","3,885,812.65","2,057,307.70","2,381,560.80","-3,854,709.16","1,759,413.91","10,230,804.71","19,016,166.05","31,676,774.61","27,887,723.18","6,755,888.53","-6,916,866.88","16,296,300.42","38,331,014.29"
三、利润总额,"46,511,352.43","76,389,941.92","110,090,892.89","29,268,784.71","44,393,561.56","63,945,536.42","87,593,333.81","39,770,191.34","70,209,477.35","99,800,064.21","108,347,340.06","28,597,576.36","45,594,043.92","75,144,440.51","75,523,264.52","48,687,512.56","63,407,361.91","80,956,309.12","99,322,179.09","30,683,896.84","68,685,329.02","100,210,615.13","137,687,891.24","39,314,521.88","91,416,451.51","126,253,824.29","134,271,034.40","44,838,812.72","94,722,989.32","110,660,966.15","113,580,540.99","32,948,111.09","105,409,912.16","131,812,703.38","168,200,750.03","50,526,780.66","123,176,041.41","173,221,048.66","258,384,133.90","74,208,400.90","189,017,732.47","291,407,847.84","511,396,564.05","154,721,610.82","338,163,300.28","540,898,584.49","743,777,525.68","107,427,349.00"
资产减值损失,,,"73,380.25",,,,"1,603,673.16","1,281,898.52","1,105,484.25","306,478.14","-15,110.68",,"686,398.38","2,088,926.16","287,020.17","184,193.48","1,136,142.50","1,685,355.94","4,251,536.46","-2,029,672.96","956,565.90","690,330.01","513,519.55","-437,340.20","-311,883.33","35,771.76","12,311,501.60","-503,184.77","-761,062.30","343,722.54","6,552,176.46","-2,935,709.61","-1,627,409.45","-1,513,358.45","2,960,353.02","-205,196.18","-1,204.01","2,211,714.09","7,805,136.04","-23,996.00","-1,498,266.82","-1,909,022.06","5,508,143.90","-39,457.18","3,039,174.88","4,377,757.75","7,269,136.71","79,894.15"
减:所得税,"1,405,026.69","2,293,119.59","3,068,517.23","2,252,623.61","3,474,087.01","5,008,365.55","-82,375.19","3,020,754.10","5,504,808.58","7,791,785.73","7,194,081.62","2,498,247.02","4,151,650.22","6,153,690.25","3,785,188.53","4,344,461.04","6,837,255.73","9,532,603.32","10,061,644.86","4,745,607.68","11,455,387.96","16,143,992.82","18,609,957.04","6,188,785.01","14,148,049.46","19,013,508.99","19,444,107.36","8,063,656.16","14,506,736.95","16,667,520.61","18,386,717.86","6,000,874.86","16,186,118.31","20,190,870.35","23,447,920.54","8,874,726.60","19,954,066.00","27,689,102.73","34,865,859.02","12,404,138.47","30,854,517.52","48,700,318.81","72,744,041.00","24,264,882.25","48,703,963.28","80,774,149.48","92,312,768.68","15,537,177.83"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,"-25,668.00","243,018.75",,,"129,800.00",,,"-1,421,200.00","-568,264.00",,,,,,,,,,,,,,"-245,481.45","1,018,739.00","-6,288,123.91","-3,850,815.12","-12,163,952.60","285,340.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"441,850.37","83,837.81",,,,,"24,061.30","24,061.30","24,061.30","-65,284.22","-1,121,383.28","-1,796,230.91","-2,639,477.16","-2,203,556.20","-966,261.73","114,956.00","484,742.89","723,217.54","-560,798.92","-1,656,617.58","-885,576.54","-343,816.95","-922,066.16","-3,266,493.01","-3,230,802.76","-5,456,297.26","-462,593.94","-1,704,675.94","-2,675,821.22","-2,136,324.82","-1,662,712.95","-2,229,892.14","-2,225,927.00","-2,311,721.04","-330,106.75","134,068.47","376,243.80","640,924.99","450,289.55","1,731,253.17","3,199,892.44","4,937,568.23","1,629,917.79","86,544.33","-5,375,013.00","-1,787,604.92","272,575.00"
四、净利润,"45,106,325.74","74,096,822.33","107,022,375.66","27,016,161.10","40,919,474.55","58,937,170.87","87,675,709.00","36,749,437.24","64,704,668.77","92,008,278.48","101,153,258.44","26,099,329.34","41,442,393.70","68,990,750.26","71,738,075.99","44,343,051.52","56,570,106.18","71,423,705.80","89,260,534.23","25,938,289.16","57,229,941.06","84,066,622.31","119,077,934.20","33,125,736.87","77,268,402.05","107,240,315.30","114,826,927.04","36,775,156.56","80,216,252.37","93,993,445.54","95,193,823.13","26,947,236.23","89,223,793.85","111,621,833.03","144,752,829.49","41,652,054.06","103,221,975.41","145,531,945.93","223,518,274.88","61,804,262.43","158,163,214.95","242,707,529.03","438,652,523.05","130,456,728.57","289,459,337.00","460,124,435.01","651,464,757.00","91,890,171.17"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,"-89,345.52",,"-1,796,230.91",,"-2,602,741.13","-966,261.73","114,956.00",,"281,107.95","-678,387.96","-1,810,590.18","-1,917,588.85","-2,142,206.25","-1,087,271.63","-3,431,712.15","-3,670,736.97","-5,969,302.72","-462,593.94","-1,106,196.45","-1,855,971.90","-2,179,475.50","-1,662,712.95",,"-2,225,927.00","-2,311,721.04","-330,106.75","134,068.47","376,243.80","640,924.99","377,248.45","1,658,212.07","3,126,851.34","4,937,568.23","1,629,917.79","1,685,930.59","2,530,533.49","5,196,013.03",
归属于母公司所有者的净利润,"45,106,325.74","74,096,822.33","107,022,375.66","27,016,161.10","40,919,474.55","58,937,170.87","87,675,709.00","36,749,437.24","64,704,668.77","92,008,278.48","101,153,258.44","26,099,329.34","41,442,393.70","68,990,750.26","71,738,075.99","39,219,374.71","47,832,035.50","58,569,327.08","69,621,908.77","19,452,460.23","44,814,773.86","70,031,176.52","87,621,131.60","29,885,532.20","69,382,744.88","97,936,280.40","104,088,602.21","33,953,710.86","72,528,376.79","87,961,658.63","92,412,057.32","29,519,917.30","88,552,538.13","111,133,183.18","138,453,579.30","39,569,663.69","97,974,958.82","134,937,774.46","208,347,320.80","58,216,138.77","149,356,660.13","228,924,703.14","401,967,285.28","115,606,905.86","260,647,398.93","418,707,581.13","577,810,917.87","72,245,409.40"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,"5,123,676.81","8,738,070.68","12,854,378.72","19,638,625.46","6,485,828.93","12,415,167.20","14,035,445.79","31,456,802.60","3,240,204.67","7,885,657.17","9,304,034.90","10,738,324.83","2,821,445.70","7,687,875.58","6,031,786.91","2,781,765.81","-2,572,681.07","671,255.72","488,649.85","6,299,250.19","2,082,390.37","5,247,016.59","10,594,171.47","15,170,954.08","3,588,123.66","8,806,554.82","13,782,825.89","36,685,237.77","14,849,822.71","28,811,938.07","41,416,853.88","73,653,839.13","19,644,761.77"
