科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"110,176,703.23","188,334,038.40","304,019,433.87","116,737,590.16","202,092,387.30","300,810,258.67","403,999,580.83","140,025,966.81","244,215,035.32","328,232,946.75","394,209,552.11","155,296,530.80","265,679,441.21","361,653,867.25","445,312,819.33","245,765,739.33","438,114,987.00","651,188,724.99","936,008,387.76","271,538,933.42","605,685,859.68","873,691,623.30","1,278,092,628.17","343,848,150.01","763,978,984.82","1,084,935,335.79","1,440,423,046.77","370,100,580.20","728,491,142.80","1,019,033,184.28","1,317,389,551.39","321,501,525.44","808,688,215.26","1,096,927,299.53","1,489,071,485.32","470,037,658.25","918,192,147.88","1,404,634,846.13","1,982,302,598.97","525,513,687.60","1,218,885,047.41","1,943,434,093.83","3,083,547,891.99","904,849,549.85","1,821,616,354.13","2,773,416,559.18","4,027,069,339.69","1,017,783,095.28"
二、营业利润,"46,513,299.26","75,516,112.64","105,452,369.08","29,134,808.44","44,381,555.12","63,610,845.40","86,618,475.31","40,849,432.42","71,103,489.15","100,952,159.57","107,823,400.65","25,937,298.99","42,995,583.05","70,465,578.18","69,906,651.21","28,659,141.16","43,334,273.66","60,959,628.28","72,279,717.85","26,197,116.37","68,017,487.74","102,056,519.85","139,623,273.79","39,652,258.25","94,059,518.54","132,937,236.27","142,902,542.61","43,819,924.95","84,553,116.44","100,235,726.32","110,048,992.44","31,456,150.37","101,384,333.62","123,704,596.07","155,231,979.25","47,282,807.45","121,812,714.50","172,363,199.31","244,280,721.03","72,465,755.85","190,267,592.27","291,062,338.71","524,842,943.03","154,009,852.62","343,086,494.56","557,291,521.03","767,240,631.74","107,221,799.31"
减:营业成本,"55,128,859.69","96,301,243.77","159,597,604.57","70,103,064.89","127,318,110.47","192,900,575.24","259,500,526.38","86,173,151.79","146,397,142.44","196,288,604.27","237,518,665.41","109,257,367.18","185,010,047.05","247,932,141.41","314,295,483.35","186,852,007.43","336,585,891.32","506,877,278.30","731,446,446.21","214,397,486.62","469,979,946.19","672,180,729.89","986,415,615.06","264,963,459.66","587,678,688.76","836,406,706.15","1,119,651,005.54","291,772,101.31","570,913,199.83","800,869,694.02","1,027,514,421.78","248,119,341.35","611,449,268.39","837,356,648.53","1,129,811,084.40","362,561,602.85","681,366,927.40","1,057,503,252.50","1,502,099,451.05","383,350,154.74","892,613,448.49","1,438,694,443.14","2,197,373,420.68","628,059,964.13","1,237,339,836.23","1,843,887,236.95","2,695,450,965.91","714,173,502.48"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,"2,448.34","2,997.43","1,460.93","6,044.13","6,396.55","13,823.22",516.24,"1,506.93","2,315.99","3,102.35",671.27,"1,347.34","2,085.88","3,509.61","72,631.18","441,067.53","741,169.57","1,041,683.17","19,384.63","435,863.52","974,295.88","1,152,952.10","18,179.79","261,475.40","284,191.12","327,073.95","14,480.35","38,404.16","45,813.77","62,866.09","20,792.99","58,991.77","71,135.32","175,601.43","21,159.15","249,589.97","255,736.45","8,169,702.25","678,976.05","4,269,537.77","5,227,408.11","9,611,862.68","1,989,884.76","7,514,404.15","10,141,218.84","15,085,783.88","2,530,984.29"
营业外收入,"5,100.00","1,078,442.10","5,371,348.15","390,903.52","417,089.27","1,139,363.13","1,914,433.32","4,504.01","389,072.55","670,386.22","2,976,641.34","3,077,791.25","3,101,489.17","5,277,915.17","7,051,868.08","20,170,913.48","20,763,030.76","20,885,798.49","31,042,830.87","5,533,850.42","5,782,585.85","7,233,806.51","24,071,081.67","665,974.46","3,640,837.90","10,241,284.44","17,736,434.34","4,912,729.00","14,460,387.23","16,006,831.47","21,070,204.73","2,008,484.92","4,319,458.15","8,788,741.62","19,634,081.21","3,554,931.98","5,468,690.78","8,119,559.40","25,377,066.30","2,086,433.54","652,554.17","7,481,653.77","1,208,607.00","1,329,333.89","780,526.98","3,646,513.91","12,487,944.36","902,131.55"
销售费用,"2,026,630.67","4,925,279.83","8,210,734.48","2,919,852.35","5,196,850.01","7,442,715.68","10,227,640.04","1,697,549.34","5,261,195.97","8,746,684.21","13,511,531.01","6,932,357.56","12,304,882.55","16,604,743.92","17,003,475.00","6,401,107.08","13,912,204.17","20,080,608.98","31,554,699.23","8,705,217.42","17,646,730.59","27,043,730.53","44,296,615.14","7,180,665.10","17,726,038.53","26,996,714.19","40,112,338.76","9,726,265.95","19,792,974.67","30,869,594.51","47,133,413.43","11,667,634.79","30,529,326.18","42,805,523.95","61,981,651.24","18,485,606.26","35,355,706.27","52,137,310.05","71,326,200.56","17,126,528.85","40,487,801.62","60,133,597.00","89,207,858.46","25,111,166.86","60,844,806.38","90,972,528.02","116,685,763.03","31,842,309.24"
减:营业外支出,"7,046.83","204,612.82","732,824.34","256,927.25","405,082.83","804,672.11","939,574.82","1,083,745.09","1,283,084.35","1,822,481.58","2,452,701.93","417,513.88","503,028.30","599,052.84","1,435,254.77","142,542.08","689,942.51","889,117.65","4,000,369.63","1,047,069.95","5,114,744.57","9,079,711.23","26,006,464.22","1,003,710.83","6,283,904.93","16,924,696.42","26,367,942.55","3,893,841.23","4,290,514.35","5,581,591.64","17,538,656.18","516,524.20","293,879.61","680,634.31","6,665,310.43","310,958.77","4,105,363.87","7,261,710.05","11,273,653.43","343,788.49","1,902,413.97","7,136,144.64","14,654,985.98","617,575.69","5,703,721.26","20,039,450.45","35,951,050.42","696,581.86"
管理费用,"4,779,822.86","8,584,761.37","23,613,140.60","10,461,678.02","17,431,975.45","28,376,713.43","38,044,838.14","11,224,212.27","20,829,132.85","29,592,968.05","43,569,358.44","12,844,987.26","23,668,592.76","39,018,282.05","57,140,993.67","22,305,963.45","40,901,545.47","58,705,520.20","93,212,093.89","24,349,484.08","49,761,438.52","74,768,976.91","106,649,222.66","28,854,396.42","52,838,497.56","74,651,924.97","105,493,743.13","23,232,882.76","51,785,898.43","80,995,170.62","115,337,571.59","28,724,922.58","58,580,065.17","87,594,151.69","128,496,965.03","37,675,759.32","77,485,174.52","118,158,316.73","153,117,022.19","50,607,143.75","89,113,905.54","141,376,539.82","251,254,197.41","74,301,633.77","163,756,716.82","162,387,142.31","245,137,532.68","57,118,569.42"
其中:非流动资产处置净损失,,,"539,900.41",,,,"558,983.61",,,,"999,817.99",,"203,640.28",,"470,926.20",,,,"2,813,423.76",,,"6,815,712.90","24,886,690.34","508,848.40","5,181,225.69","15,619,262.00","24,262,958.97","3,585,333.99","3,553,965.25","4,649,586.01","8,031,551.26","213,348.01","554,711.09","720,160.35","5,660,968.45","247,150.68","3,716,339.72","3,130,927.41","10,025,057.17","327,745.99","1,702,217.77","6,944,149.03",,,,,,
