科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
存货,"93,648,550.58","142,002,497.85","103,103,094.32","130,258,084.91","109,883,567.66","100,755,763.64","104,724,060.06","132,937,560.48","103,523,271.84","96,824,897.43","86,814,179.71","95,082,632.62","121,986,434.04","85,983,158.35","85,883,807.96","91,520,683.81","98,576,715.41","100,082,853.91","80,921,078.40","91,353,979.33","109,542,864.42","98,368,422.13","90,926,990.07","104,803,732.40","138,529,010.59","111,799,849.04"
其他应付款,"7,828,505.46","25,425,230.25","25,878,393.68","24,485,918.81","19,976,673.47","23,286,937.16","18,486,632.48","11,991,494.09","9,606,690.47","9,829,646.56","3,501,937.40","1,833,983.07","2,497,658.28","12,600,345.84","10,267,938.95","11,478,308.72","7,083,044.54","9,093,398.71","9,269,871.55","10,494,517.49","6,179,587.74","5,196,779.16","5,758,853.82","6,812,654.35","16,301,726.05","5,162,091.36"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"55,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,"3,917,061.79","3,917,061.79","3,917,061.79","3,917,061.79","3,917,061.79","3,917,061.79","395,739.34","266,903.50","81,988,219.56","80,045,392.76","45,392.76","492,926.45","58,140.51","45,722.79","45,722.79","45,722.79",
其他流动负债,,,,,,"300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00",,,,,,,,,,,,,,,,,
流动资产合计,"707,867,099.23","1,060,037,894.99","1,137,679,611.32","1,603,493,628.69","1,380,737,762.78","1,662,732,553.13","1,556,985,694.22","1,535,198,382.58","1,468,518,047.17","1,193,390,261.55","1,049,723,047.11","1,042,939,872.69","991,206,633.85","865,528,155.47","882,297,688.50","919,676,194.40","937,144,374.27","961,145,679.81","940,269,935.85","949,930,799.11","933,355,879.53","914,380,011.23","909,826,877.80","962,385,454.97","1,079,927,102.01","1,098,402,324.00"
流动负债合计,"475,418,548.27","742,148,164.62","729,566,713.06","713,210,400.83","489,651,494.65","805,641,198.50","725,955,970.87","720,493,654.13","672,564,484.08","419,331,773.74","299,347,045.77","304,650,507.74","266,894,875.70","184,157,472.59","194,228,887.69","215,144,734.92","200,690,705.37","225,173,118.51","196,407,099.07","211,574,665.80","197,169,109.53","217,190,440.59","197,486,519.29","236,903,189.52","330,388,221.04","343,662,098.86"
可供出售金融资产,,,,,,,,,,,,,"21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00"
长期借款,"85,000,000.00","130,000,000.00","195,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"5,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","21,000,000.00","22,500,000.00","22,500,000.00","22,500,000.00","21,000,000.00","21,000,000.00","21,000,000.00",,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,"13,525,000.84","13,319,104.09","15,055,676.99","14,812,869.14","14,570,831.01","14,330,881.68","14,090,932.35","13,850,983.02","13,611,033.69","15,585,707.80","15,302,792.71","15,019,877.62","14,736,962.53","14,454,047.44","14,171,132.35"
预计负债,,,,,,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,
固定资产,"222,773,853.24","224,204,451.43","213,608,158.09","283,590,412.05","278,282,131.85","311,034,435.22","304,309,465.79","350,186,442.16","345,029,231.70","335,716,097.87","326,463,193.47","303,130,059.37","294,213,402.89","646,328,343.60","634,074,918.55","621,585,699.05","609,154,132.20","592,319,999.89","581,574,493.91","570,305,626.91","556,471,339.82","564,167,819.35","552,189,593.31","548,107,814.72","536,417,694.21","532,644,621.78"
递延所得税负债,,,,,,,,,,,"11,619.70","3,978.76",,,,,,,,,,,,,,
在建工程,"26,481,560.40","90,939,361.66","234,517,425.74","316,641,598.56","353,994,138.10","352,878,496.82","384,836,576.20","355,415,422.17","374,869,198.60","391,926,101.09","407,661,440.17","422,123,299.32","427,865,189.58","84,985,950.62","88,529,398.06","88,529,891.95","83,154,944.62","89,411,750.32","90,739,158.52","91,230,573.50","91,526,988.71","72,108,633.57","72,747,241.57","70,058,635.38","71,436,713.77","64,615,995.87"
其他非流动负债,,"19,468,845.00","42,474,845.00","44,837,845.00","56,470,448.74","56,293,052.47","56,108,691.89","56,389,935.08","56,205,574.52","56,021,214.00","55,836,853.41","55,652,492.82","55,468,132.23",,,,,,,,,,,,,
工程物资,,,"104,323.00","10,261.00","16,804.42","10,411.00","23,690.75","237,112.49","805,699.29","83,411.85","139,308.81","82,329.00","82,329.00","41,454.00","42,984.00","42,984.00","42,984.00","42,984.00","42,984.00","42,984.00","42,984.00","42,984.00","42,984.00","42,984.00","45,040.25","17,315.25"
非流动负债合计,"85,000,000.00","149,468,845.00","237,474,845.00","74,837,845.00","86,470,448.74","56,293,052.47","56,108,691.89","56,389,935.08","56,205,574.52","56,021,214.00","55,848,473.11","55,656,471.58","55,468,132.23","56,283,771.68","55,573,661.09","54,863,550.50","53,153,439.91","52,443,329.32","51,733,218.73","51,023,108.14","50,312,997.55","49,602,887.07","48,892,776.48","48,182,665.89","47,472,555.30","46,762,444.82"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"560,418,548.27","891,617,009.62","967,041,558.06","788,048,245.83","576,121,943.39","861,934,250.97","782,064,662.76","776,883,589.21","728,770,058.60","475,352,987.74","355,195,518.88","360,306,979.32","322,363,007.93","240,441,244.27","249,802,548.78","270,008,285.42","253,844,145.28","277,616,447.83","248,140,317.80","262,597,773.94","247,482,107.08","266,793,327.66","246,379,295.77","285,085,855.41","377,860,776.34","390,424,543.68"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"200,000,000.00","260,000,000.00","260,000,000.00","346,670,000.00","346,670,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00","520,005,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"98,268,528.11","152,864,881.71","152,864,881.71","828,122,771.71","828,122,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71","654,787,771.71"
无形资产,"27,007,954.06","76,115,196.59","74,015,554.70","73,468,237.33","73,308,060.27","72,769,084.03","72,255,640.93","71,743,064.29","71,827,224.60","71,299,921.07","70,788,217.59","70,288,032.30","69,809,122.62","69,339,379.41","68,869,636.20","68,399,892.99","67,930,149.59","67,494,796.61","67,059,443.63","66,624,090.65","66,188,737.67","65,753,384.69","65,318,031.71","64,882,678.73","64,453,736.22","64,347,315.69"
盈余公积,"12,827,435.41","18,654,686.72","31,150,430.88","31,150,430.88","31,150,430.88","38,567,575.14","38,567,575.14","38,567,575.14","38,567,575.14","39,243,024.12","39,243,024.12","39,243,024.12","39,243,024.12","39,243,024.12","39,243,024.12","39,243,024.12","39,243,024.12","40,015,310.57","40,015,310.57","40,015,310.57","40,015,310.57","40,015,310.57","40,015,310.57","40,015,310.57","40,015,310.57","40,370,823.66"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"124,655,392.44","157,610,019.78","277,935,613.58","313,578,951.83","334,830,088.06","353,575,652.82","354,644,477.09","356,038,380.21","352,863,403.11","334,407,550.83","319,493,846.77","310,339,582.39","294,930,295.35","263,163,429.71","259,743,229.03","263,925,500.76","276,127,472.15","265,693,912.92","263,919,730.45","247,822,879.76","235,145,850.05","188,101,220.50","191,994,544.56","198,506,535.00","210,636,738.68","204,628,883.22"
长期待摊费用,"2,513,676.27","2,209,234.97","1,017,693.77","594,988.23","390,952.08","325,929.06","644,711.53","673,295.25","617,483.64","705,860.03","630,131.75","554,403.47","478,675.19","303,576.11","284,083.25","69,999.80","123,527.57","117,444.23","111,360.89","105,277.55","99,194.21","300,391.66","308,191.98","257,739.87","207,287.76","156,835.65"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"4,525,761.03","6,240,458.19","7,049,717.61","8,771,274.39","9,165,384.54","8,119,341.38","8,513,707.28","10,328,597.33","10,826,923.56","9,674,680.94","12,319,822.58","11,039,360.55","13,354,641.89","15,057,933.61","13,669,995.94","14,094,088.81","11,126,419.33","12,494,855.82","12,219,770.71","12,378,350.57","13,165,207.67","16,646,613.23","17,039,623.93","17,257,663.10","15,947,393.89","14,319,954.44"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,"556,800.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"288,302,805.00","420,708,702.84","551,312,872.91","704,076,771.56","736,157,471.26","766,137,697.51","793,083,792.48","811,083,933.69","826,475,761.39","830,406,072.85","839,002,114.37","841,742,484.85","840,122,465.26","852,112,314.34","841,283,885.14","828,293,387.61","806,863,038.99","796,972,763.22","786,598,194.68","775,297,936.87","764,080,159.88","755,322,619.21","743,665,544.12","736,344,478.33","723,961,913.54","711,829,971.03"
所有者权益(或股东权益)合计,"435,751,355.96","589,129,588.21","721,950,926.17","1,519,522,154.42","1,540,773,290.65","1,566,935,999.67","1,568,004,823.94","1,569,398,727.06","1,566,223,749.96","1,548,443,346.66","1,533,529,642.60","1,524,375,378.22","1,508,966,091.18","1,477,199,225.54","1,473,779,024.86","1,477,961,296.59","1,490,163,267.98","1,480,501,995.20","1,478,727,812.73","1,462,630,962.04","1,449,953,932.33","1,402,909,302.78","1,407,113,126.15","1,413,644,077.89","1,426,028,239.21","1,419,807,751.35"
资产总计,"996,169,904.23","1,480,746,597.83","1,688,992,484.23","2,307,570,400.25","2,116,895,234.04","2,428,870,250.64","2,350,069,486.70","2,346,282,316.27","2,294,993,808.56","2,023,796,334.40","1,888,725,161.48","1,884,682,357.54","1,831,329,099.11","1,717,640,469.81","1,723,581,573.64","1,747,969,582.01","1,744,007,413.26","1,758,118,443.03","1,726,868,130.53","1,725,228,735.98","1,697,436,039.41","1,669,702,630.44","1,653,492,421.92","1,698,729,933.30","1,803,889,015.55","1,810,232,295.03"
负债和所有者(或股东权益)合计,"996,169,904.23","1,480,746,597.83","1,688,992,484.23","2,307,570,400.25","2,116,895,234.04","2,428,870,250.64","2,350,069,486.70","2,346,282,316.27","2,294,993,808.56","2,023,796,334.40","1,888,725,161.48","1,884,682,357.54","1,831,329,099.11","1,717,640,469.81","1,723,581,573.64","1,747,969,582.01","1,744,007,413.26","1,758,118,443.03","1,726,868,130.53","1,725,228,735.98","1,697,436,039.41","1,669,702,630.44","1,653,492,421.92","1,698,729,933.30","1,803,889,015.55","1,810,232,295.03"
