科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"80,239,069.76","132,095,125.13","143,305,974.33","103,785,324.26","57,706,966.99","60,140,009.43","67,184,484.02","116,687,620.71","138,372,849.88","197,241,540.82","163,105,701.31","166,139,441.50","144,680,879.24","155,618,647.63","77,632,766.72","70,318,942.88","89,029,407.66","115,221,747.11","94,584,831.51","91,714,889.21","94,264,363.44","72,345,348.14","128,242,217.71","155,279,623.61","126,565,058.38","99,361,654.96","107,527,966.87","63,198,475.28","69,646,611.31","80,190,316.81","107,914,388.60","10,560,126,409.05","11,139,414,093.75","9,374,925,037.08","3,103,985,302.41","1,501,140,164.87","2,899,292,170.24","1,707,353,901.77","1,840,426,970.06","1,672,664,892.48","811,311,169.37","439,282,937.27","1,332,008,714.57","1,867,498,840.99","1,676,032,506.64"
短期借款,"550,842,899.69","549,624,899.69","538,846,899.69","503,041,259.25","438,841,259.25","422,446,959.98","361,027,000.00","370,117,541.40","342,170,000.01","396,000,000.00","309,000,000.00","272,000,000.00","246,000,000.00","266,000,000.00","241,728,210.00","132,680,000.00","114,750,000.00","95,000,000.00","99,748,984.03","86,343,329.64","98,000,000.00","177,050,000.00","174,050,000.00","179,000,000.00","164,000,000.00","164,000,000.00","169,000,000.00","164,000,000.00","164,000,000.00","189,000,000.00","237,000,000.00","322,000,000.00","247,000,000.00","197,000,000.00","202,000,000.00","197,000,000.00","197,800,000.00","207,304,469.73","207,304,469.73","182,000,000.00","157,000,000.00","474,591,271.18","935,426,665.10","1,417,014,106.14","1,046,103,322.21"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,554,723.50"
应收票据,"9,294,316.77","6,187,567.51","2,712,000.00","12,087,761.14","11,360,067.30","5,361,809.35","7,722,112.91","11,398,533.80","7,715,210.04","11,658,743.56","9,158,280.99","3,902,703.07","7,564,489.69","7,932,262.72","8,655,555.83","7,664,993.25","15,036,083.68","4,921,189.90","11,462,853.15","9,236,952.10","6,282,605.47","7,426,204.25","4,910,849.48","6,930,992.87","7,934,356.24","10,680,978.02","12,169,386.78","9,913,675.65","9,959,060.17","10,857,301.47","10,652,646.89","35,659,476.12","13,774,915.68","15,769,395.24","17,734,543.47","101,012,374.74","20,779,464.17","108,263,133.96","46,941,058.37","85,762,043.11","58,309,468.19","431,728,764.17","393,701,605.04","58,270,387.60","23,429,346.88"
应付票据,"10,000,000.00","40,000,000.00","30,000,000.00",,,,"10,000,000.00","20,000,000.00","50,000,000.00","60,000,000.00","40,000,000.00","59,000,000.00","69,000,000.00","30,000,000.00","3,781,224.96","2,690,818.99","1,434,138.02","21,054,633.68","20,965,030.01","20,965,030.01","20,000,000.00",,,,,,,,"2,560,000.00","5,000,000.00","4,388,820.34","17,525,684.99","2,310,686,781.05","1,421,209,644.50","998,392,710.18","582,735,007.59","496,580,017.03","146,697,698.49","249,434,837.09","550,509,211.87","324,445,860.70","96,672,134.32","315,638,351.00","630,166,536.63","557,448,854.14"
应收账款,"161,547,470.45","169,057,514.32","171,077,663.18","166,971,425.62","169,486,063.06","192,775,984.23","193,533,586.78","176,818,848.98","174,162,764.47","190,964,961.57","191,738,412.59","165,478,473.70","169,032,460.66","205,487,637.56","270,079,008.20","149,128,800.12","148,193,632.02","177,257,726.79","183,773,491.45","167,600,598.89","162,750,542.22","188,647,872.97","174,464,303.58","154,539,618.68","167,968,088.74","180,352,378.94","197,084,903.58","201,835,001.05","192,968,585.40","219,237,051.05","229,296,758.65","242,594,027.61","196,332,761.93","185,635,415.66","250,343,642.91","487,370,878.58","328,813,254.96","211,340,936.26","226,300,334.03","414,529,983.20","556,671,176.85","645,586,159.97","854,286,119.90","797,976,354.26","588,857,439.09"
应付账款,"103,808,846.32","116,190,875.85","117,467,931.31","115,761,836.27","112,571,890.56","127,213,961.68","139,976,486.64","122,773,318.47","129,274,985.16","145,514,285.07","145,529,132.77","138,003,897.77","119,885,678.13","131,873,772.68","188,996,818.47","154,570,003.61","146,549,748.55","172,582,346.92","153,272,994.61","140,077,011.54","139,701,616.86","183,049,584.39","189,384,637.97","159,168,196.97","172,779,009.45","185,883,561.77","205,744,823.11","224,684,729.08","214,333,759.64","242,859,525.01","232,386,963.66","256,886,516.01","2,612,765,314.83","2,002,789,337.79","1,885,707,860.28","4,643,682,080.00","2,956,137,700.09","3,356,725,316.98","3,536,635,822.75","3,410,375,907.44","2,791,545,068.49","3,156,312,017.14","3,158,450,969.57","2,428,492,279.31","2,030,978,350.89"
预付款项,"6,065,071.52","7,267,495.29","7,414,117.18","4,896,439.31","3,720,745.01","3,717,553.23","11,239,083.14","6,259,963.44","5,423,744.13","3,133,401.81","14,317,933.48","10,161,422.09","35,010,017.34","13,145,617.70","13,956,234.91","2,662,953.57","10,565,365.12","9,123,825.69","9,730,769.62","3,832,548.17","7,564,441.19","18,637,587.62","10,836,474.82","7,081,725.13","5,500,385.77","5,542,785.53","6,918,253.04","2,346,817.64","5,343,220.91","5,866,784.02","4,730,008.29","5,349,978.22","4,685,451,327.93","3,333,659,315.61","2,182,939,367.42","4,250,645.98","208,768,860.47","4,656,150.17","16,588,733.53","19,840,498.63","18,673,401.48","8,170,845.43","18,957,022.42","7,169,840.68","15,328,782.26"
预收款项,"36,865,872.10","32,161,468.67","43,964,686.17","11,825,100.01","7,673,152.16","6,133,279.94","7,156,675.32","4,051,942.49","3,432,969.37","2,328,250.52","2,401,292.81","1,115,972.31","1,824,959.78","5,667,143.79","4,822,645.22","3,051,560.17","5,285,183.73","5,176,122.39","8,144,363.46","4,674,653.99","6,999,354.36","14,476,996.46","9,927,449.97","5,401,244.19","7,973,943.45","3,320,086.80","3,841,277.61","1,735,842.12","1,907,886.13","1,653,237.33","2,803,602.73","2,084,895.03","4,042,711.88","6,353,709.51","6,542,353.53","4,810,563.83","7,488,839.11","87,482,799.23","158,532,706.39","149,448,666.00","84,969,040.58","125,364,121.59","73,262,384.36","72,407,271.31","48,523,663.45"
