科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"71,889,062.36","80,733,113.69","87,406,915.40","52,380,921.12","458,757,452.08","359,565,392.38","325,166,536.07","310,267,528.56","363,752,828.03","251,595,194.29","219,013,376.55","201,035,697.18","320,510,627.38","239,581,822.96","221,447,387.06","419,282,515.39","475,415,737.53","307,951,913.72","262,067,514.10","185,123,717.51","483,403,647.65","447,144,069.39","278,427,290.38","318,914,110.01","405,683,940.24","364,043,553.18","237,497,718.13","1,057,786,996.05","1,232,881,119.71","935,207,507.37","894,537,168.65","1,158,978,120.20","1,071,407,340.52","972,437,765.79","899,524,399.48","859,379,843.38","1,206,397,843.41","828,647,708.09","625,225,533.82","459,825,133.19","679,042,807.14","327,156,292.27"
短期借款,"5,100,000.00","40,000,000.00","20,000,000.00","40,000,000.00",,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00","50,000,000.00","80,000,000.00","78,200,000.00","90,000,000.00","292,000,000.00","258,000,000.00","203,000,000.00","228,600,000.00","227,400,000.00","296,900,000.00","349,460,000.00","342,960,000.00","381,960,000.00","440,960,000.00","441,000,000.00","518,000,000.00","508,000,000.00","460,000,000.00","420,000,000.00","550,000,000.00","570,000,000.00","475,517,440.00","595,722,240.00","734,500,000.00","847,000,000.00","847,000,000.00","977,000,000.00","915,000,000.00","1,200,950,000.00","1,150,950,000.00","1,295,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"322,000.00","74,790.00","24,790.00",,,,,,,,"250,000.00",,"373,854.41",,"373,854.41",,"550,000.00","2,641,057.32","928,324.40","4,024,452.00","2,843,592.00","1,450,000.00","605,500.00","8,985,727.50","7,862,476.00","2,194,926.82","1,005,422.73","4,962,156.05","1,289,294.05","3,643,756.05","5,563,723.42","21,626,384.00","31,589,427.39","37,337,000.03","17,060,000.00","16,050,000.00","17,030,000.00","3,080,000.00","1,150,000.00","11,244,658.81","3,538,000.00"
应付票据,"6,372,373.80","8,505,469.00","7,598,911.86","16,911,040.33","42,392,047.14","43,466,976.88","33,619,210.47","25,747,321.72","40,337,845.24","28,015,021.04","19,790,268.23","45,606,516.13","48,362,424.77","37,240,779.83","33,029,672.20","29,614,900.20","46,209,372.20","49,000,211.50","40,516,917.00","43,689,099.91","72,689,817.38","57,783,056.70","31,148,479.43","27,009,980.88","54,422,775.68","43,549,853.77","30,964,851.34","35,370,375.90","62,661,440.42","77,217,674.02","100,010,423.53","77,996,003.35","71,306,802.71","67,785,163.01","73,914,680.09","78,507,179.00","126,022,484.70","157,162,609.78","91,558,689.89",,"121,789,951.88",
应收账款,"31,414,519.60","57,852,912.27","118,502,521.05","90,898,507.83","173,956,383.79","194,014,583.75","229,074,748.66","202,791,942.70","234,616,472.05","243,016,883.11","242,732,474.63","256,072,498.77","317,413,965.87","313,089,444.96","401,257,359.82","450,946,668.75","461,187,921.35","449,889,688.40","527,037,686.87","480,058,549.21","604,269,180.72","825,740,355.96","964,060,458.36","1,057,554,635.27","1,317,691,012.56","1,266,054,741.62","1,486,730,480.59","1,410,809,543.72","1,257,670,050.80","1,268,309,767.80","1,450,751,093.90","1,466,666,173.44","1,268,832,142.63","1,280,283,056.62","1,445,486,778.02","1,184,939,902.69","1,031,784,339.17","1,113,374,049.16","1,197,073,532.24","1,226,865,683.09","1,323,138,742.09","1,434,668,511.02"
应付账款,"39,113,359.54","81,230,652.01","115,591,123.22","103,414,549.53","143,464,559.35","104,956,424.74","138,617,290.25","156,515,648.47","225,750,479.67","208,892,707.64","202,750,470.66","220,752,644.97","344,846,846.22","296,761,669.13","407,115,119.78","408,395,896.62","465,586,134.53","399,282,748.18","429,508,544.14","368,675,910.49","664,078,013.37","577,441,261.70","821,344,356.57","1,023,358,285.02","1,094,645,091.78","1,234,674,648.47","1,249,417,099.60","1,083,150,977.66","960,139,267.12","858,849,592.90","884,894,883.89","881,538,507.97","919,322,888.65","780,305,411.97","1,034,490,184.58","849,711,882.63","870,951,047.76","832,932,763.04","997,140,868.68",,"876,023,221.48",
预付款项,"12,861,755.97","24,859,393.99","18,222,449.93","39,156,705.00","28,927,515.01","45,543,368.57","47,347,915.59","94,843,603.87","76,885,542.56","117,649,705.64","105,158,586.09","112,842,005.77","136,465,007.78","158,410,656.52","151,465,526.92","178,581,021.21","136,145,763.73","208,446,908.13","150,693,641.07","178,897,816.55","127,233,245.07","167,587,368.72","160,362,912.54","122,651,741.67","117,211,702.60","101,886,599.79","131,887,300.62","106,913,290.42","113,608,281.80","75,469,569.78","112,838,768.25","138,129,295.40","103,514,672.18","105,881,062.40","112,111,143.12","141,706,543.16","216,554,826.91","196,840,060.10","264,804,766.18","241,945,538.41","183,363,889.45","238,703,430.39"
预收款项,"48,210,061.41","54,467,993.27","51,257,026.45","98,138,129.32","76,162,372.19","131,035,490.43","124,223,058.87","121,147,228.39","221,205,546.39","211,026,034.14","178,477,514.27","163,621,571.28","190,229,467.32","262,222,667.14","245,967,657.80","294,103,033.80","344,782,642.71","326,503,022.03","296,760,419.29","245,177,590.99","294,034,066.05","338,498,371.73","383,582,707.91","350,111,985.14","284,838,525.46","208,435,444.19","288,396,076.29","272,329,132.42","161,598,999.56","140,284,047.12","185,028,007.33","154,769,956.90","148,733,588.32","120,929,996.19","144,251,090.81","135,689,011.92","154,345,937.70","97,210,048.03","124,887,150.54","137,482,846.58","165,498,034.72","13,541,303.46"
其他应收款,"52,654,859.17","58,248,762.94","54,567,347.22","77,542,892.41","71,834,660.72","88,956,832.92","105,036,928.89","115,271,071.43","125,539,937.63","122,078,117.31","130,609,105.84","141,528,051.10","153,579,808.85","189,615,603.85","164,685,892.55","180,450,450.77","226,336,841.26","249,096,668.44","216,683,284.29","306,537,254.71","205,279,629.37","267,756,801.01","333,858,302.66","298,292,179.07","263,461,618.06","225,552,946.86","324,197,893.33","352,253,639.60","318,196,012.70","309,594,636.31","454,461,744.55","395,048,096.00","367,711,773.17","403,692,700.18","374,977,666.04","478,668,501.07","384,332,879.41","393,863,754.74","579,396,508.11","496,425,602.05","261,318,822.39","273,457,296.52"
应付职工薪酬,"4,227,063.04","478,405.12","422,784.15","599,145.30","679,351.91","190,413.87","494,127.14","736,563.88","2,455,656.52","350,625.45","231,544.35","227,507.44","2,969,664.84","564,023.72","1,235,443.77","1,767,199.45","8,599,786.03","1,195,176.76","1,280,763.24","1,686,548.91","12,929,547.42","8,890,673.18","7,817,388.91","6,858,353.30","16,412,574.72","5,969,779.83","5,898,150.81","5,357,194.06","22,744,078.08","4,303,598.43","8,689,398.02","7,497,489.63","18,921,507.23","15,087,881.99","9,678,456.95","7,974,157.38","23,314,419.13","11,232,850.97","8,764,157.80","6,521,372.62","24,838,628.66","14,665,291.88"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"10,678,175.97","14,906,607.81","11,956,257.33","9,466,812.75","17,190,317.04","16,674,591.39","14,647,825.40","12,769,312.17","22,954,502.35","24,781,740.66","21,067,129.90","20,573,690.07","35,434,609.20","36,280,765.67","30,744,633.54","36,949,106.52","41,370,489.95","36,043,223.98","46,507,964.66","50,686,690.16","66,193,805.97","79,767,269.80","85,872,060.95","96,587,398.96","128,188,351.47","111,037,267.16","126,089,877.66","136,075,216.82","171,578,215.98","139,453,593.25","155,303,371.97","159,477,503.51","161,044,009.63","144,494,253.02","147,436,436.29","81,127,404.37","145,016,260.00","147,382,542.85","132,586,587.33","120,710,557.41","235,015,691.54","222,117,683.43"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"67,911.61","67,911.61","67,911.61","32,547.95",,,,"15,487.50","15,487.50",,,"164,449.32",,,,"538,975.22","538,975.22","359,004.67","359,004.67","569,100.82","569,100.82","535,000.01","673,250.01","809,177.77","702,343.07","687,933.92","725,668.37","935,527.41","383,482.49","850,981.08","856,017.84","1,055,773.37","1,723,519.90","892,211.65","921,474.34","1,190,044.88","1,383,898.55","1,252,776.81",,"1,717,650.25","1,157,688.09"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,6.24,,,,"1,265,265.50","1,265,265.50","1,265,265.50","1,265,265.50","4,192,037.50","4,192,037.50","2,926,772.00","2,926,772.00","3,084,556.35","3,084,556.35","3,084,556.35","3,084,556.35","3,084,556.35",,"2,954,772.00","2,954,772.00"
存货,"63,427,329.95","138,719,933.38","133,722,911.70","216,444,950.47","176,663,007.95","203,977,655.06","221,715,174.41","223,760,330.20","411,384,457.29","413,010,563.09","434,962,750.89","486,984,031.25","502,799,372.89","560,316,314.49","622,968,096.55","622,179,993.07","691,116,307.50","736,409,761.03","825,432,837.33","737,389,192.37","875,968,056.30","954,871,274.11","1,208,648,756.90","1,273,701,129.18","1,183,363,324.02","1,380,133,567.15","1,430,549,329.69","1,252,170,520.43","1,043,715,630.99","1,143,008,384.31","1,209,102,966.94","1,164,045,723.83","1,166,657,213.56","1,076,414,052.90","1,387,570,696.24","1,477,103,156.26","1,559,772,276.77","1,746,090,551.04","1,924,570,233.24","1,848,969,474.17","1,688,730,482.70","1,866,288,619.87"
其他应付款,"29,738,746.55","36,430,618.35","53,825,621.41","52,286,516.25","75,587,848.59","51,615,328.07","76,404,731.97","72,756,164.50","118,024,473.84","92,021,933.48","100,864,004.57","107,683,375.25","112,124,547.58","113,187,449.09","114,407,400.35","125,863,761.28","187,532,868.97","191,501,845.61","161,460,685.73","150,861,585.32","130,021,483.27","159,138,939.91","133,454,755.89","115,499,500.45","158,627,733.91","150,612,004.89","193,645,897.44","112,944,427.01","133,481,385.69","169,927,206.44","220,353,830.91","170,696,815.74","218,419,486.65","197,389,762.79","247,524,914.27","152,985,562.47","196,950,088.68","184,561,882.89","152,628,675.56","186,061,344.37","215,574,523.23","220,627,786.89"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"706,787.22",,"396,286.74","396,286.74","1,309,857.94","120,930.98","762,168.71","648,191.61","1,153,430.87","637,351.56","258,997.23",,"1,985,409.20","1,073,519.28","533,050.26","514,819.44","2,038,806.65","556,377.89"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"402,888,273.97","407,124,821.93","411,247,561.66","415,416,109.60","303,424,931.50","307,886,301.36","312,250,684.92","316,663,561.63",,,
流动资产合计,"232,247,527.05","360,736,116.27","412,496,935.30","476,448,766.83","910,139,019.55","892,057,832.68","928,341,303.62","946,934,476.76","1,212,179,237.56","1,147,350,463.44","1,132,476,294.00","1,198,712,284.07","1,430,768,782.77","1,461,387,697.19","1,561,824,262.90","1,851,814,503.60","1,990,202,571.37","1,952,344,939.72","1,984,556,020.98","1,888,934,854.75","2,300,178,211.11","2,665,943,461.19","2,946,807,720.84","3,071,719,295.20","3,297,104,112.20","3,345,533,884.60","3,613,453,935.92","4,181,335,699.69","3,972,343,109.99","3,733,000,090.60","4,126,097,667.05","4,329,079,323.90","4,000,902,956.93","3,870,935,416.84","4,257,266,680.16","4,158,857,946.56","4,416,877,574.87","4,296,919,642.41","4,594,683,623.85","4,275,696,250.35","4,148,878,209.23","4,144,368,527.96"
流动负债合计,"143,439,780.31","236,087,657.17","260,719,636.03","320,884,105.09","355,509,044.17","347,939,225.38","398,006,244.10","399,672,239.13","640,743,991.51","575,103,549.91","553,180,931.98","608,465,305.14","814,132,009.25","824,457,354.58","922,499,927.44","1,188,693,897.87","1,352,620,269.61","1,207,065,203.28","1,204,994,298.73","1,088,536,430.45","1,537,415,834.28","1,571,548,673.84","1,806,714,755.91","2,002,058,753.76","2,178,904,230.79","2,195,981,341.38","2,414,365,152.56","2,155,218,257.74","1,974,404,179.76","1,811,684,460.15","2,109,322,934.23","2,429,912,606.41","2,424,373,090.49","2,337,612,562.53","2,811,188,640.59","2,460,426,159.96","2,675,761,140.56","2,724,201,837.38","2,743,567,024.59","2,750,851,915.79","2,789,690,051.51","2,748,827,998.18"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"10,015,000.00","18,515,000.00","10,141,980.00","141,141,980.00","141,141,980.00","141,141,980.00","328,659,243.32","461,332,210.56","429,361,305.95","416,369,345.48","496,625,850.35","496,625,850.35","457,190,362.64","545,078,052.15","494,262,092.52","406,259,116.44","423,132,293.76","445,819,664.47"
