科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"200,969,629.90","404,325,396.23","590,679,015.86","800,850,506.99","105,579,068.19","361,157,873.28","498,459,767.30","649,549,671.26","122,312,225.88","319,469,982.77","432,061,158.77","635,997,334.96","106,165,775.94","287,008,322.20","460,507,372.23","597,022,223.55","167,339,689.09","436,583,711.20","589,921,475.71","760,362,685.76","236,637,045.55","531,031,573.75","734,801,347.08","914,916,083.31","191,815,233.25","447,321,840.79","599,417,103.74","792,106,191.84","122,341,132.97","248,314,614.21","384,388,354.22","555,288,426.40","132,450,336.65","311,688,421.04","493,440,785.07","622,898,214.30","133,194,146.16","283,333,673.39","370,739,947.12","398,327,702.48","61,986,917.69","159,482,675.96","207,854,829.87","220,881,635.31","58,610,702.46","158,315,553.46","216,431,019.43","231,109,272.85","24,691,165.08"
二、营业利润,"4,379,565.79","7,855,052.20","11,828,071.78","23,426,948.00","-5,495,787.94","1,815,674.66","5,468,258.91","-125,319,310.13","-38,364,333.84","-33,079,797.13","-50,930,087.95","-140,946,106.77","1,134,608.71","-12,740,843.86","-23,464,362.55","-59,348,725.28","2,173,384.36","5,789,964.03","6,705,779.28","-14,797,435.71","6,443,662.51","8,911,378.87","15,353,966.04","-50,124,903.36","2,777,404.58","-22,600,824.03","-85,554,315.34","23,735,617.57","-37,005,777.76","-109,840,170.45","42,309,150.84","21,617,119.60","-18,041,431.01","-30,030,945.36","-64,646,989.75","-111,071,034.04","22,493,684.81","-43,519,812.09","-100,752,663.24","-136,618,954.68","-13,433,822.66","-41,066,804.24","-66,277,390.25","-40,065,361.70","-39,226,659.29","-70,789,071.84","-97,723,879.44","-271,711,982.07","-16,387,829.62"
减:营业成本,"177,821,889.60","363,814,893.64","530,036,402.19","727,828,167.25","102,427,626.59","349,063,890.81","471,277,225.60","688,587,028.88","137,141,135.53","316,200,118.88","436,547,644.70","702,329,769.10","92,733,853.27","274,889,389.52","442,829,852.31","587,708,520.64","151,294,643.18","401,460,696.04","540,565,265.71","701,139,149.57","218,377,864.42","499,448,606.21","680,853,924.19","881,741,089.18","173,921,642.37","435,581,802.86","619,788,286.83","874,913,169.90","136,582,012.06","316,632,861.68","517,951,865.16","755,723,063.16","135,592,139.57","308,878,846.01","499,599,822.51","626,116,640.47","144,241,112.70","332,636,545.21","439,195,937.83","457,821,030.50","61,648,335.07","164,085,626.17","212,298,846.69","225,164,890.59","71,798,511.09","192,757,737.59","251,176,704.39","266,834,189.37","23,751,079.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"69,338.73","114,936.96","273,662.76","336,324.38","3,165.32","91,688.24","139,225.07","191,947.02","29,477.96","56,900.16","59,669.54","117,463.59",715.91,"1,087.33","44,043.72","123,733.72","24,872.82","123,232.43","150,460.07","391,251.88","43,215.62","52,755.66","56,075.87","138,975.44","70,350.96","120,943.43","168,700.03","1,855,597.30","143,719.29","265,618.64","407,451.34","597,847.30","122,189.57","289,587.11","523,463.69","652,921.12","134,506.14","284,645.67","368,352.65","451,904.08","114,477.79","348,547.51","585,525.04","727,888.49","80,049.24","194,364.89","211,042.99","454,849.81","6,050.65"
营业外收入,"18,024.15","20,574.15","111,524.16","143,349.16","31,109.00","33,539.00","53,639.00","5,254,239.00","4,230,000.00","4,269,600.00","4,271,435.29","13,590,587.05","4,820.00","17,981.44","6,353,886.69","65,286,969.69","2,784.00","19,331.00","36,731.50","4,489,431.79","1,319,460.00","5,891,926.00","6,489,330.00","37,635,010.00","1,822,134.96","7,218,910.93","7,241,830.91","7,495,205.83","617,400.00","1,939,123.00","2,041,672.78","3,098,775.92","927,111.20","962,601.54","1,671,463.81","4,200,487.24","617,305.00","923,857.79","1,056,086.08","2,037,447.06","14,755,220.06","65,821,499.35","67,046,163.95","71,688,991.39","37,292.06","114,246.43","629,749.90","652,431.87","10,000.00"
销售费用,"1,043,408.09","2,146,729.73","4,563,755.67","6,809,094.19","1,437,762.58","3,301,248.63","4,555,420.32","7,886,619.84","1,681,862.06","4,087,840.10","5,961,480.45","7,577,529.89","2,493,803.54","4,228,603.32","5,979,412.28","7,566,571.93","1,320,585.78","2,422,278.72","3,990,427.77","6,516,509.85","1,524,298.82","2,603,439.14","4,045,950.74","5,398,869.88","830,790.88","2,391,379.07","4,214,216.63","7,055,615.62","1,642,257.91","2,967,089.24","4,079,879.16","5,865,770.29","836,998.85","2,892,556.43","4,413,251.64","6,222,032.44","2,149,312.36","3,647,572.45","5,274,914.96","6,637,722.33","1,211,222.87","2,398,425.52","3,443,581.31","4,585,282.46","504,423.61","1,816,250.54","2,289,663.78","2,687,691.53","449,762.33"
减:营业外支出,"129,116.84","222,423.96","386,932.45","652,504.56","72,704.78","73,397.49","598,830.92","2,549,742.70","40,476.20","207,330.88","279,577.83","4,660,937.39",,"123,975.40","379,468.02","478,141.62","76,472.23","88,168.58","173,003.47","9,187,230.66","89,467.00","119,467.00","329,571.80","3,297,662.89","316,765.30","421,270.79","482,752.55","1,274,575.35",,"123,951.85","127,607.85","6,881,602.22","105,200.00","119,595.00","119,595.00","142,937.55","4,542.93","20,754.30","1,380,248.64","7,179,137.15","10,763.50","10,763.50","10,763.50","847,661.81","10,000.00","10,000.00","240,000.00","2,511,967.90",
管理费用,"10,766,237.44","18,205,673.58","25,593,578.39","33,923,812.93","5,085,419.20","8,150,705.25","14,221,833.66","40,695,811.13","16,495,909.40","21,191,826.40","26,644,381.49","36,800,376.75","4,697,474.64","7,211,171.42","11,503,812.19","21,806,105.90","3,356,612.82","8,444,885.12","12,995,785.26","19,545,437.34","3,118,982.78","6,802,417.61","9,700,642.33","18,563,145.41","2,829,579.47","7,906,446.94","10,990,588.59","21,906,025.14","4,258,288.39","7,696,780.20","15,764,977.97","25,019,351.57","5,043,297.15","9,623,341.36","15,790,183.73","26,334,742.65","6,577,741.92","14,726,312.75","37,620,076.69","74,931,520.73","4,959,386.44","10,422,543.97","32,656,133.27","57,896,032.76","7,702,316.06","19,858,114.73","40,226,160.49","64,920,673.32","10,988,794.25"
其中:非流动资产处置净损失,,,,"245,224.98",,,,"620,272.97",,"97,607.88","97,607.88","4,169,000.51",,,,,,,,"3,318,821.75",,,,,,,,"957,677.88",,,,"6,878,602.22",,"14,350.00","14,350.00","18,084.72","4,482.93","4,482.93","934,047.27","3,232,935.78",763.50,763.50,763.50,,,,,,
