科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"146,817,979.73","229,154,442.64","224,659,980.24",,"92,628,960.63","158,164,621.55","341,796,202.62","86,072,654.63","256,646,473.74","411,882,173.89","683,563,371.92","198,336,914.77","407,791,127.64","682,865,283.16","1,147,613,867.56","358,317,852.43"
取得子公司及其他营业单位支付的现金净额,,,,,,,"29,541,866.78",,,,"7,900,000.00",,"130,139,164.26",,"144,639,164.26","2,900,000.00"
收到的税费返还,"4,764,241.47","4,300,233.72","7,431,187.70",,"7,553,986.87","7,565,510.75","11,608,896.80","211,162.22","3,765,026.01","6,195,152.92","9,897,935.92","2,213,915.90","8,685,948.18","20,109,207.21","24,776,220.37","5,887,047.41"
支付其他与投资活动有关的现金,,,"2,194,043.96",,,"154,096.00","17,335,000.00",,,,,"511,075.48","65,260,000.00","80,260,000.00","48,990,000.00","73,720,000.00"
收到其他与经营活动有关的现金,"934,716.12","10,786,590.93","2,644,332.94",,"3,708,870.30","9,219,654.25","12,005,556.97","8,699,428.71","29,748,935.41","33,562,996.51","9,021,946.74","6,696,349.09","17,742,738.05","38,773,427.67","65,525,176.02","13,029,359.74"
投资活动现金流出小计,"23,045,794.60","69,150,080.62","112,977,547.49",,"30,692,578.10","142,237,998.10","233,945,537.00","20,947,198.30","53,471,578.24","59,734,919.06","45,798,767.24","97,953,457.86","214,374,061.00","229,500,230.37","323,247,146.72","110,784,332.39"
经营活动现金流入小计,"152,516,937.32","244,241,267.29","234,735,500.88",,"103,891,817.80","174,949,786.55","365,410,656.39","94,983,245.56","290,160,435.16","451,640,323.32","702,483,254.58","207,247,179.76","434,219,813.87","741,747,918.04","1,237,915,263.95","377,234,259.58"
投资活动产生的现金流量净额,"-23,045,794.60","-69,150,080.62","-112,977,547.49","-8,354,200.00","-30,692,578.10","-140,123,678.10","-233,853,537.00","-20,947,198.30","-53,471,578.24","-59,723,119.06","-45,786,967.24","-97,953,457.86","-214,364,026.00","-204,417,814.37","-197,908,156.05","-30,460,513.52"
购买商品、接受劳务支付的现金,"57,703,232.65","124,592,188.81","133,187,615.61",,"82,567,445.75","114,767,247.07","230,851,252.78","47,115,018.37","142,982,967.21","244,700,406.44","443,853,601.89","197,580,783.01","414,418,481.90","609,244,065.49","858,512,092.18","174,204,589.27"
吸收投资收到的现金,,,,,"215,595,000.00","215,595,000.00","215,595,000.00",,"2,500,000.00","2,632,024.00","2,632,690.00","132,688,000.00","132,688,000.00","132,688,000.00","216,173,304.25",
支付给职工以及为职工支付的现金,"24,239,362.45","28,204,457.49","33,346,480.60",,"19,173,645.05","32,324,124.46","45,565,387.74","17,732,549.62","46,559,233.23","74,276,247.21","102,954,951.80","25,404,260.71","65,562,313.17","112,528,988.32","162,057,577.65","53,539,102.18"
取得借款收到的现金,,"30,000,000.00","108,770,000.00",,"33,000,000.00","33,000,000.00","84,650,000.00","86,900,000.00","114,000,000.00","144,000,000.00","184,000,000.00","77,588,833.33","284,150,000.00","494,150,000.00","661,840,000.00","150,000,000.00"
支付的各项税费,"21,727,649.14","20,121,672.26","25,845,103.63",,"16,755,227.10","30,174,100.11","41,915,899.91","8,145,189.17","21,899,078.12","45,379,929.45","69,750,056.23","19,731,273.85","56,238,889.35","98,389,755.40","138,390,861.03","37,303,803.80"
收到其他与筹资活动有关的现金,"10,000,000.00",,"23,880,815.16",,"8,750,000.00","8,750,085.56","8,750,000.00",,"17,475,675.98","25,196,722.67","18,960,000.00","51,651,227.72","37,057,803.76","59,113,684.91","37,776,246.69","57,640,000.00"
支付其他与经营活动有关的现金,"10,939,006.57","12,470,932.36","11,701,665.46",,"6,900,026.56","18,995,918.88","29,310,925.21","18,985,252.29","38,576,290.20","55,079,562.55","57,461,721.24","21,357,400.84","50,086,460.42","116,803,518.77","126,162,146.74","130,171,541.48"
筹资活动现金流入小计,"10,000,000.00","30,000,000.00","132,650,815.16",,"257,345,000.00","257,345,085.56","308,995,000.00","86,900,000.00","133,975,675.98","171,828,746.67","205,592,690.00","261,928,061.05","453,895,803.76","685,951,684.91","915,789,550.94","207,640,000.00"
经营活动现金流出小计,"114,609,250.81","185,389,250.92","204,080,865.30",,"125,396,344.46","196,261,390.52","347,643,465.64","91,978,009.45","250,017,568.76","419,436,145.65","674,020,331.16","264,073,718.41","586,306,144.84","936,966,327.98","1,285,122,677.60","395,219,036.73"
偿还债务支付的现金,"23,800,000.00","1,000,000.00","30,000,000.00",,"22,953,875.00","45,910,722.22","48,864,597.22","25,953,875.00","95,485,641.48","101,387,536.71","128,205,087.50","20,548,433.33","41,385,800.00","109,626,200.00","208,516,600.00","47,993,600.00"
经营活动产生的现金流量净额,"37,907,686.51","58,852,016.37","30,654,635.58","-8,251,400.00","-21,504,526.66","-21,311,603.97","17,767,190.75","3,005,236.11","40,142,866.40","32,204,177.67","28,462,923.42","-56,826,538.65","-152,086,330.97","-195,218,409.94","-47,207,413.65","-17,984,777.15"
分配股利、利润或偿还利息支付的现金,"535,041.91","1,412,250.00","4,459,254.24",,"4,229,502.51","5,946,626.65","7,331,287.95","1,611,737.45","14,028,309.91","16,148,432.07","19,275,362.96","2,629,279.33","44,485,554.09","48,715,054.02","62,794,769.48","6,465,939.41"
收回投资收到的现金,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"5,731,116.35","13,164,747.57","2,140,000.00",,"7,627,331.92","8,077,331.92","11,851,619.30",,"21,371,648.61","41,127,852.40","66,893,510.75","23,578,477.04","966,023.14","33,298,003.60","60,306,090.62","65,324,790.32"
取得投资收益收到的现金,,,,,,,,,,,,,"10,035.00","59,610.00","59,610.00","269,589.04"
筹资活动现金流出小计,"30,066,158.26","15,576,997.57","36,599,254.24",,"34,810,709.43","59,934,680.79","68,047,504.47","27,565,612.45","130,885,600.00","158,663,821.18","214,373,961.21","46,756,189.70","86,837,377.23","191,639,257.62","331,617,460.10","119,784,329.73"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,"50,000.00","92,000.00",,,"11,800.00","11,800.00",,,"22,806.00","22,806.00","55,000.00"
筹资活动产生的现金流量净额,"-20,066,158.26","14,423,002.43","96,051,560.92","-10,574,400.00","222,534,290.57","197,410,404.77","240,947,495.53","59,334,387.55","3,090,075.98","13,164,925.49","-8,781,271.21","215,171,871.35","367,058,426.53","494,312,427.29","584,172,090.84","87,855,670.27"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,"91,256,574.67","19,999,229.83"
四、汇率变动对现金的影响,,,,,,,,,,"-2,664.00",,,,"31,081.83",,
收到其他与投资活动有关的现金,,,,,,"2,064,320.00",,,,,,,,"25,000,000.00","34,000,000.00","60,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,"2,114,320.00","92,000.00",,,"11,800.00","11,800.00",,"10,035.00","25,082,416.00","125,338,990.67","80,323,818.87"
五、现金及现金等价物净增加额,"-5,204,266.35","4,124,938.18","13,728,649.01","-27,180,000.00","170,337,185.81","35,975,122.70","24,861,149.28","41,392,425.36","-10,238,635.86","-14,356,679.90","-26,105,315.03","60,391,874.84","608,069.56","94,707,284.81","339,056,521.14","39,410,379.60"
购建固定资产、无形资产和其他长期资产支付的现金,"23,045,794.60","69,150,080.62","110,783,503.53",,"30,692,578.10","142,083,902.10","187,068,670.22","20,947,198.30","53,471,578.24","59,734,919.06","37,898,767.24","5,462,382.38","18,974,896.74","19,101,066.11","129,617,982.46","34,164,332.39"
期初现金及现金等价物余额,"32,064,294.04","26,860,027.69","30,984,965.87",,"44,713,614.88","44,713,614.88","44,713,614.88","69,574,764.16","69,574,764.16","69,574,764.16","69,574,764.16","51,125,620.86","43,469,449.13","43,469,449.13","43,469,449.13","382,525,970.27"
投资支付的现金,,,,,,,,,,,,"91,980,000.00",,"130,139,164.26",,
期末现金及现金等价物余额,"26,860,027.69","30,984,965.87","44,713,614.88",,"215,050,800.69","80,688,737.58","69,574,764.16","110,967,189.52","59,336,128.30","55,218,084.26","43,469,449.13","111,517,495.70","44,077,518.69","138,176,733.94","382,525,970.27","421,936,349.87"
