科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"217,188,902.91","156,951,874.48","127,465,302.65","166,590,371.06",,"775,861,946.97","441,890,332.87","109,700,028.85","278,465,784.58","390,842,181.86","327,559,940.08","454,180,291.04","200,155,022.33","335,606,458.44","413,321,864.09"
短期借款,"417,581,400.00","463,000,000.00","384,000,000.00","430,000,000.00",,"422,000,000.00","250,242,361.79","42,242,361.79","149,242,361.79","215,255,472.96","555,039,237.60","627,782,280.04","673,560,292.16","832,669,630.97","974,928,586.57"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"50,490,500.00","59,381,909.49","51,472,873.94","59,557,851.00",,"101,400,700.00","111,547,004.84","107,078,920.28","108,299,705.16","107,913,197.05","83,562,280.13","89,958,697.59","50,574,882.33","103,783,622.53","200,315,844.45"
应付票据,"45,735,090.84","48,760,429.00","34,746,754.03","36,660,421.07",,"63,879,698.55","93,499,481.95","83,283,986.43","74,118,621.07","100,940,192.59","114,617,359.08","105,866,688.62",,"178,769,656.19",
应收账款,"220,736,129.52","265,896,488.45","290,369,474.50","368,167,372.13",,"475,722,028.68","409,019,350.94","354,141,238.71","348,386,399.87","419,541,881.47","460,844,395.90","390,971,860.00","417,868,738.69","422,899,710.84","348,326,349.75"
应付账款,"112,822,703.86","152,786,436.93","160,522,976.66","244,035,229.71",,"398,456,542.81","325,455,618.21","274,359,766.09","281,164,110.61","304,243,211.72","260,052,325.00","285,308,491.71",,"329,577,649.83",
预付款项,"15,551,886.59","18,729,887.20","21,717,309.27","25,126,073.34",,"28,099,818.12","33,695,772.60","28,942,526.00","33,959,614.28","31,495,963.00","37,956,960.86","27,580,594.97","33,497,216.91","20,083,531.55","44,948,667.96"
预收款项,"45,387,751.93","17,498,575.38","38,354,626.31","25,396,035.50",,"27,594,630.03","45,486,773.04","66,095,427.13","99,124,467.38","66,031,463.94","111,282,686.85","128,278,413.36","154,124,100.03","127,481,783.68","153,654,437.78"
其他应收款,"49,811,831.69","36,509,883.40","7,880,279.12","4,083,890.29",,"15,210,442.49","5,845,173.18","3,048,657.95","4,149,565.59","7,810,441.76","5,431,764.47","11,369,055.65","30,997,291.21","33,343,157.91","341,999,485.31"
应付职工薪酬,"11,166,102.51","9,901,402.03","9,799,075.97","16,080,717.30",,"12,150,202.94","13,995,405.16","15,862,088.60","17,425,912.13","12,511,721.38","16,447,523.00","21,257,117.60","21,632,902.32","13,438,771.00","23,391,303.12"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"15,798,532.55","9,327,387.09","14,112,699.13","14,420,867.22",,"25,074,918.52","14,733,149.73","12,500,713.42","4,993,594.23","22,449,870.50","12,078,495.20","4,344,680.81","8,945,957.82","6,367,554.26","-945,271.42"
应收利息,,,,,,,,,,,,,,,
应付利息,"847,621.14","844,958.89","486,497.50","481,432.92",,"513,336.25","307,703.82","44,079.50","183,913.30","282,113.61","722,306.53","1,205,169.33","1,135,679.01","1,601,804.36","1,968,956.99"
应收股利,,,,,,,,,,,,,,,
应付股利,"50,000,000.00",,"49,980,000.00","69,300,000.00",,,,"2,088,303.52","2,088,303.52",,,"68,880,000.00",,,
存货,"131,005,642.95","139,570,779.51","130,916,456.72","145,817,611.38",,"158,686,766.71","179,933,807.49","191,617,018.95","229,527,072.75","206,274,592.60","224,749,542.59","250,771,812.63","294,295,820.18","297,151,045.61","335,955,158.59"
