科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"314,531,639.41","439,745,358.44","563,818,298.50","542,154,589.55","981,055,866.00","972,015,208.43","887,378,221.23","811,551,665.97","885,651,081.73","889,373,719.11","909,464,851.92","596,503,107.86","635,231,321.55","606,381,834.21","646,763,276.67","587,151,690.91"
短期借款,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,"398,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,,,,"507,487.00","700,000.00",,,"400,000.00",,,,,,,"1,651,588.00"
应付票据,"9,864,950.00","9,422,312.00","7,098,273.00","6,456,881.00","3,519,120.00","6,986,836.40","7,434,803.00","5,966,150.00","6,020,023.00","10,276,592.00","20,841,450.00","14,526,602.00","6,611,466.00",,"9,819,868.00",
应收账款,"179,522,126.92","245,867,874.97","256,702,696.03","286,118,589.61","303,836,227.33","336,305,790.94","341,786,627.87","335,808,138.35","322,080,694.35","314,631,333.08","331,671,574.30","317,036,560.56","315,440,035.22","305,801,468.66","279,255,486.99","290,776,400.08"
应付账款,"97,352,882.38","87,249,716.36","95,390,147.82","86,059,109.77","119,529,767.90","117,891,308.29","134,073,280.35","129,628,545.74","158,372,601.34","153,471,583.98","162,693,615.56","158,006,752.10","135,271,055.90",,"127,113,815.85",
预付款项,"35,783,652.14","10,735,836.60","9,668,238.57","17,361,581.64","12,698,769.61","10,715,524.64","6,724,865.98","16,201,807.70","9,879,481.07","10,321,859.59","10,996,192.26","16,925,437.63","13,985,930.49","25,084,859.20","6,350,900.45","12,072,468.94"
预收款项,"633,654,739.66","693,227,630.23","576,488,586.78","482,378,727.76","415,337,961.80","354,111,562.94","318,170,109.19","279,707,103.86","240,766,239.71","355,651,291.79","410,902,440.73","366,064,518.39","350,879,347.63","340,716,091.99","346,400,747.84","300,976,600.38"
其他应收款,"12,369,779.41","12,249,713.28","14,072,281.90","16,247,243.38","14,066,241.25","16,300,881.06","14,259,145.50","14,195,987.21","12,587,767.90","15,251,621.67","19,359,246.46","21,702,936.03","19,310,937.57","19,843,664.27","15,618,142.22","17,646,355.70"
应付职工薪酬,"16,989,426.17","20,385,179.55","22,998,738.77","15,421,991.30","22,012,914.22","21,553,491.04","29,257,591.80","19,522,917.04","22,127,770.80","20,432,495.08","34,487,773.39","23,353,004.57","30,019,215.32","36,926,951.44","36,161,326.00","23,968,303.53"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"16,273,606.52","26,985,459.08","35,364,376.84","37,020,685.88","25,184,139.34","30,139,722.97","33,013,178.66","16,910,889.37","14,682,286.84","11,861,521.15","8,029,229.08","13,216,476.85","11,851,368.75","11,527,849.28","18,241,973.06","17,916,627.34"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"385,648,359.47","395,164,459.65","358,242,172.30","317,404,318.87","315,584,440.91","300,320,091.91","286,087,504.18","305,456,141.27","321,041,405.17","325,909,743.94","383,007,820.56","382,937,582.53","379,460,537.89","383,710,950.89","381,531,857.08","353,220,380.77"
其他应付款,"638,355.92","3,127,075.61","3,591,948.66","4,079,911.41","3,577,392.64","3,830,959.39","4,424,414.03","5,805,168.37","8,563,054.36","11,185,988.86","19,452,447.51","17,826,121.12","46,570,826.81","52,661,992.90","46,200,727.25","47,411,366.58"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"1,294,034.64","1,569,546.21","1,504,862.14","2,301,416.80","1,499,363.05","1,345,601.13","141,760,139.99","141,965,645.50","2,345,879.98","101,670,472.46","101,571,842.64","379,365,813.35","342,638,248.38","361,941,904.30","353,532,862.44","5,595,695.97"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"929,149,591.99","1,105,332,789.15","1,204,008,549.44","1,181,587,739.85","1,629,248,395.15","1,637,703,098.11","1,677,996,504.75","1,625,179,386.00","1,553,986,310.20","1,657,158,749.85","1,756,071,528.14","1,714,471,437.96","1,706,067,011.10","1,702,764,681.53","1,683,052,525.85","1,666,114,580.37"
流动负债合计,"774,773,960.65","840,397,372.83","740,932,071.87","631,417,307.12","589,161,295.90","534,513,881.03","526,373,377.03","457,540,774.38","450,531,976.05","562,879,472.86","656,406,956.27","592,993,475.03","581,203,280.41","581,639,254.36","583,938,458.00","528,583,135.94"
可供出售金融资产,"5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","5,183,234.67","2,783,234.67",
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"7,322,065.63","17,234,074.33","20,714,788.39","20,556,662.07","50,425,508.82","49,991,491.13","48,909,266.57"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,"6,525,009.29","9,519,311.69","10,550,017.88","10,931,236.26","11,687,890.66","11,172,553.09","12,031,494.01","10,360,358.78","9,851,170.69","8,676,607.98","7,348,802.14","7,775,308.91","7,669,852.98","7,799,247.04","7,988,125.92","8,129,646.63"
固定资产,"119,121,276.29","124,590,620.17","126,443,413.11","126,636,230.53","132,211,223.09","132,722,469.30","146,627,349.45","143,869,646.21","139,324,551.05","149,969,111.63","148,725,729.24","151,670,605.06","152,926,596.96","152,924,263.75","156,237,999.14","159,772,007.21"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"172,830.19","1,195,388.65","4,731,307.01","11,624,826.29","14,793,189.76","15,692,854.42","28,080,528.06","33,662,602.07","42,478,161.17","47,702,366.86","50,411,155.83","63,279,546.17","71,363,913.46","76,541,013.26","99,973,071.17","103,637,897.84"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"6,658,342.62","15,519,311.69","16,550,017.88","16,931,236.26","17,687,890.66","17,172,553.09","18,031,494.01","16,360,358.78","15,851,170.69","14,676,607.98","13,348,802.14","13,775,308.91","13,669,852.98","13,799,247.04","19,438,125.92","19,579,646.63"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"781,432,303.27","855,916,684.52","757,482,089.75","648,348,543.38","606,849,186.56","551,686,434.12","544,404,871.04","473,901,133.16","466,383,146.74","577,556,080.84","669,755,758.41","606,768,783.94","594,873,133.39","595,438,501.40","603,376,583.92","548,162,782.57"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"155,000,000.00","155,000,000.00","155,000,000.00","155,000,000.00","206,680,000.00","206,680,000.00","206,680,000.00","206,680,000.00","620,040,000.00","620,040,000.00","620,040,000.00","620,040,000.00","627,090,000.00","627,090,000.00","627,090,000.00","626,895,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"3,765,217.89","3,873,443.70","3,970,098.91","3,970,098.91","372,081,098.91","372,081,098.91","372,081,098.91","372,081,098.91","165,401,098.91","165,401,098.91","165,401,098.91","165,401,098.91","191,421,798.91","192,963,269.59","195,355,438.56","197,358,030.50"
无形资产,"9,695,157.74","30,999,377.05","30,712,356.12","30,517,376.28","30,809,668.52","30,763,808.54","30,577,014.65","30,331,632.14","30,642,296.63","30,674,456.82","30,589,382.84","30,317,811.77","30,198,079.79","29,986,322.49","30,144,936.69","29,895,653.44"
盈余公积,"23,544,051.61","50,104,450.57","80,744,133.17","80,744,133.17","80,744,133.17","80,744,133.17","111,933,685.47","111,933,685.47","111,933,685.47","111,933,685.47","123,318,327.36","123,318,327.36","123,318,327.36","123,318,327.36","137,114,323.06","137,114,323.06"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"31,231,500.00","31,231,500.00","31,231,500.00","30,367,650.00"
商誉,,,,,,,,,,,,,,,,
未分配利润,"109,027,866.25","215,237,746.64","395,860,485.46","487,111,989.87","567,328,283.75","640,432,034.12","673,469,171.64","693,373,849.56","429,266,817.24","447,507,098.83","453,995,164.01","491,710,465.04","499,551,305.94","530,255,032.79","544,187,445.53","586,830,978.37"
长期待摊费用,"5,878,976.18","5,201,406.67","4,347,684.28","4,024,083.25","4,834,482.22","4,440,922.13","3,290,767.47","2,880,722.86","2,347,461.07","3,948,624.24","3,311,864.55","3,406,800.88","3,622,811.03","4,079,564.00","3,019,437.50","2,596,001.75"
少数股东权益,"2,873,971.09","2,252,411.45","1,735,714.00","1,698,828.27","1,647,386.92","1,603,819.27","1,441,117.45","1,085,038.87","698,900.41","265,387.59","3,493,468.70","8,251,753.94","12,552,274.19","13,181,447.31","26,110,038.88","25,688,649.93"
递延所得税资产,"6,442,343.05","9,881,920.52","13,001,189.66","13,585,467.73","14,535,260.90","15,549,843.42","18,254,545.46","17,947,582.02","19,761,633.98","20,744,741.94","24,476,847.79","26,446,204.29","27,657,030.71","29,110,489.93","31,548,160.83","32,759,009.13"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,"6,364,787.00","3,714,635.00","3,714,635.00","11,171,289.00",,,,,,,,,"45,251,472.97","45,214,463.45"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"146,493,818.12","177,051,947.73","190,783,971.85","195,285,853.75","206,081,694.16","215,524,421.48","232,013,439.76","233,875,419.97","239,737,338.57","265,544,601.79","279,932,289.25","301,018,991.23","311,508,328.69","348,250,396.92","418,949,804.10","425,567,534.06"
所有者权益(或股东权益)合计,"294,211,106.84","426,468,052.36","637,310,431.54","728,525,050.22","1,228,480,902.75","1,301,541,085.47","1,365,605,073.47","1,385,153,672.81","1,327,340,502.03","1,345,147,270.80","1,366,248,058.98","1,408,721,645.25","1,422,702,206.40","1,455,576,577.05","1,498,625,746.03","1,543,519,331.86"
资产总计,"1,075,643,410.11","1,282,384,736.88","1,394,792,521.29","1,376,873,593.60","1,835,330,089.31","1,853,227,519.59","1,910,009,944.51","1,859,054,805.97","1,793,723,648.77","1,922,703,351.64","2,036,003,817.39","2,015,490,429.19","2,017,575,339.79","2,051,015,078.45","2,102,002,329.95","2,091,682,114.43"
负债和所有者(或股东权益)合计,"1,075,643,410.11","1,282,384,736.88","1,394,792,521.29","1,376,873,593.60","1,835,330,089.31","1,853,227,519.59","1,910,009,944.51","1,859,054,805.97","1,793,723,648.77","1,922,703,351.64","2,036,003,817.39","2,015,490,429.19","2,017,575,339.79","2,051,015,078.45","2,102,002,329.95","2,091,682,114.43"
