科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"378,084,280.75","321,829,191.48","320,492,219.93","390,637,195.72","316,054,965.25","388,593,644.63","401,160,293.23","338,230,921.44","334,786,543.38","375,654,701.24","278,463,740.15","747,572,445.88","562,798,843.16","503,480,177.19","660,352,658.70","1,986,440,504.29","1,529,362,514.46","1,479,457,104.15","1,181,828,365.90","1,401,674,679.41","1,222,990,767.65","1,166,845,074.91","1,269,380,719.76","1,701,307,578.13","1,571,887,003.98","1,956,450,071.91","1,969,068,663.35","2,266,192,804.16","2,612,305,796.18","2,745,918,675.40","2,229,987,221.64","2,665,219,013.80","2,789,974,703.24","2,797,826,595.72","3,077,869,134.08","2,067,338,795.61","3,007,374,476.31","4,136,998,121.62","6,321,718,018.27","4,058,869,234.63","4,387,264,191.76","4,918,185,647.77","4,469,883,597.36","5,283,081,788.04"
短期借款,"419,107,469.86","403,408,789.51","347,932,273.10","444,282,198.47","437,715,921.71","397,050,715.95","426,481,055.37","336,427,193.11","381,882,409.24","408,795,307.70","358,000,000.00","184,000,000.00","150,000,000.00","218,590,000.00","333,360,000.00","238,923,801.11","196,860,000.00","197,953,361.30","146,000,000.00","144,000,000.00","142,509,065.89","243,089,994.43","59,840,828.33","45,456,805.14","36,658,004.61","459,268,050.00","477,356,066.29","66,433,079.86","733,729,091.83","858,594,659.12","360,766,913.32","407,508,739.07","784,563,968.16","356,634,892.65","289,453,164.57","58,680,093.19","339,440,767.02","718,762,164.03","724,439,071.88","288,343,724.73","564,267,373.25","1,432,622,701.07","1,553,345,758.64","1,631,206,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"519,200.00",,"13,400.00","3,572,100.00",,,,"2,340,308.20","2,281,687.20","12,060,213.30","13,876,249.03","10,813,272.50","8,967,491.37","15,646,731.48"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,170.00","12,800.00",,"1,287,600.00",,,"3,618,878.41","145,060.00","559,249.58","308,452.50","9,671,394.08","12,942,210.83","16,034,000.00"
应收票据,"212,092,404.96","402,419,896.75","352,607,434.07","241,290,060.33","382,132,047.59","416,855,417.99","259,475,836.14","176,893,815.75","425,495,425.84","880,425,109.69","1,356,636,606.02","892,748,372.08","1,383,271,826.20","1,991,166,609.04","1,859,262,891.90","1,194,506,906.44","1,755,085,769.69","2,367,756,301.73","2,239,112,344.88","1,523,729,827.01","1,791,475,573.00","2,557,190,766.71","2,345,868,085.10","1,738,725,417.01","1,986,419,185.38","2,490,026,671.99","2,412,532,533.18","1,722,039,923.01","1,843,608,669.44","2,158,306,530.04","2,026,108,961.42","1,223,468,044.05","1,717,083,832.88","1,786,165,001.95","1,847,225,465.87","1,260,219,949.82","1,469,342,400.75","1,631,636,037.26","1,491,421,568.75","1,421,429,723.73","1,846,882,354.71","2,511,715,429.41","3,048,120,777.27","2,074,648,484.36"
应付票据,"156,000,000.00","306,000,000.00","364,000,000.00","426,000,000.00","424,130,000.00","583,998,120.00","489,748,803.70","584,560,526.09","556,581,718.59","467,867,153.15","459,403,287.15","404,691,072.19","508,978,056.15","743,537,578.54","936,515,244.27","920,676,239.36","978,796,476.76","1,316,664,851.84","1,417,114,401.14","1,191,929,934.59","1,094,558,422.58","1,292,889,724.51","1,468,278,355.61","1,268,157,043.71","1,242,764,734.19","1,358,793,426.78","1,534,974,205.96","1,520,088,715.18","1,378,927,911.85","1,418,957,732.65","1,683,162,416.08","1,553,110,292.55","1,679,101,287.74","2,638,130,242.78","3,343,949,044.74","2,149,588,488.96","1,961,170,250.32","2,834,242,595.61","3,261,646,892.47","2,635,051,740.30","3,618,196,887.91","4,573,857,981.57","4,288,201,190.58","4,006,765,857.99"
应收账款,"182,459,017.01","166,055,090.84","258,578,269.87","223,847,987.50","356,001,253.96","345,638,701.93","397,820,483.23","282,278,322.28","289,415,113.61","367,211,998.44","285,150,344.78","317,114,097.62","391,538,842.56","590,080,988.03","449,074,079.98","372,563,010.12","503,097,200.48","815,019,898.50","608,149,051.59","571,218,022.80","727,652,758.97","1,001,666,184.42","896,406,779.28","753,762,080.84","880,153,387.28","1,150,796,995.41","963,510,650.63","855,264,087.13","1,144,807,173.21","1,516,249,176.95","1,147,193,509.04","1,160,192,277.00","1,463,087,559.80","1,993,308,900.76","1,377,818,251.01","1,335,857,544.39","1,473,335,295.44","1,950,050,884.81","1,380,721,508.86","1,118,960,552.49","1,366,799,283.25","2,048,332,541.11","1,571,813,566.63","1,780,416,509.02"
应付账款,"734,557,412.59","904,102,625.11","861,938,342.01","779,729,287.58","850,407,861.64","952,369,416.39","831,714,667.64","636,288,350.79","716,224,814.33","955,913,550.53","1,091,562,571.56","1,157,326,858.96","1,371,075,784.44","1,716,535,832.24","1,501,064,273.21","1,421,456,784.36","1,757,651,791.21","1,961,393,556.89","1,479,984,700.12","1,598,851,420.62","1,658,860,189.23","2,005,315,350.75","1,576,579,386.49","1,462,293,958.34","1,776,654,307.85","2,339,285,831.36","1,682,466,752.16","1,692,121,242.19","1,841,704,553.10","2,169,302,958.92","1,453,111,307.43","1,681,116,965.38","1,973,663,345.56","1,921,548,794.47","1,505,563,136.85","1,579,743,968.83","2,037,352,117.03","2,340,133,319.01","1,919,118,454.38","2,331,899,310.82","3,119,782,224.32","3,168,053,679.32","3,020,021,671.33","2,869,886,049.19"
预付款项,"74,253,663.07","135,246,474.84","54,684,525.35","77,441,395.59","120,788,717.34","70,005,165.17","50,741,336.08","134,938,234.66","107,851,733.46","86,663,986.85","78,316,298.56","109,721,377.94","115,268,054.99","204,748,953.43","139,627,195.62","187,026,777.59","159,093,836.86","165,901,527.14","193,703,736.43","237,494,745.03","193,001,561.90","163,665,256.51","172,568,838.32","49,414,835.51","83,081,258.99","160,540,856.24","61,567,160.19","73,636,908.88","70,784,821.02","68,531,970.66","75,532,422.66","92,501,704.06","114,564,518.77","102,516,378.74","58,342,982.07","67,669,446.22","77,871,853.12","80,966,663.59","93,792,888.51","134,706,488.38","192,418,144.94","289,836,060.91","300,776,799.70","200,106,216.59"
预收款项,"134,657,757.64","172,332,864.66","133,214,797.49","212,514,494.14","422,865,606.96","355,804,996.76","293,094,048.76","319,411,065.64","328,181,557.46","307,908,863.68","433,774,612.63","718,021,736.69","810,153,917.10","806,709,974.79","617,852,748.72","922,047,156.39","1,012,945,735.21","625,567,258.99","617,933,814.09","703,404,091.67","654,388,145.43","434,002,521.83","429,525,697.16","459,974,402.43","551,127,083.63","387,915,609.50","353,662,537.70","363,233,745.71","396,165,243.59","350,099,797.07","319,687,256.95","296,641,377.09","362,224,782.00","250,150,216.76","244,004,037.06","291,650,166.00","348,432,938.56","305,437,199.80","276,614,334.71","390,935,440.46","436,542,611.75","472,573,801.58","471,826,277.65","438,386,810.72"
