科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"23,193,316.38","48,086,898.85","97,806,099.78","32,105,335.67","56,965,275.70","85,424,335.66","122,027,669.75","34,518,609.41","64,549,557.28","91,734,829.85","124,749,325.77","45,107,207.93","74,936,953.98","106,567,564.16","144,442,364.64","53,956,317.20","88,987,962.39","134,031,350.31","165,280,001.63","66,985,504.52","108,133,377.01","151,487,100.91","204,992,896.66","67,295,437.48","116,396,939.83","168,481,832.10","224,594,849.80","82,144,878.27","137,606,188.16","195,315,159.56","260,013,234.64","142,114,755.06","201,465,444.11","264,525,056.15","326,505,350.23","103,813,879.00","160,066,601.79","221,007,340.17","286,595,823.54","131,918,304.44","190,038,186.56","249,693,586.74"
取得借款收到的现金,"130,000,000.00","469,450,000.00","583,000,000.00","539,850,000.00","659,850,000.00","959,850,000.00","1,264,850,000.00","393,150,000.00","753,150,000.00","1,521,150,000.00","1,601,150,000.00","445,000,000.00","795,000,000.00","1,155,000,000.00","1,245,000,000.00","210,000,000.00","410,000,000.00","500,000,000.00","575,000,000.00","370,000,000.00","420,000,000.00","520,000,000.00","520,000,000.00","320,000,000.00","520,000,000.00","575,000,000.00","575,000,000.00","215,000,000.00","455,000,000.00","455,000,000.00","455,000,000.00","55,000,000.00","300,000,000.00","475,000,000.00","525,000,000.00","104,000,000.00","349,000,000.00","600,000,000.00","720,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00"
支付的各项税费,"40,777,393.94","84,493,674.78","201,247,256.70","53,972,695.51","138,920,028.63","192,359,076.72","255,527,337.93","74,074,697.26","194,615,586.01","252,825,477.77","348,356,969.86","73,762,985.99","170,301,138.45","242,948,838.48","349,389,005.21","108,056,994.66","289,386,086.29","402,153,370.37","562,909,654.73","154,035,945.83","250,624,630.58","328,103,786.20","493,021,466.10","115,624,206.02","228,786,473.01","341,469,546.22","479,106,109.62","181,938,580.21","400,882,092.10","536,565,158.14","693,161,769.41","124,177,790.00","265,632,886.87","354,074,617.05","494,883,966.27","114,751,254.30","211,557,874.06","296,843,492.77","435,316,963.26","144,148,816.47","321,852,482.29","447,717,023.45"
收到其他与筹资活动有关的现金,"53,000,000.00",,"42,000,000.00","40,000,000.00","80,000,000.00","120,000,000.00","290,000,000.00","210,000,000.00","360,000,000.00","540,000,000.00","655,000,000.00","83,906,000.00","198,906,000.00","245,000,000.00","285,000,000.00",,,,,,,,,,,,,,,,"10,000,000.00",,,,"63,843,939.00",,"2,780,000.00","3,006,256.00","4,505,027.00","50,000.00","100,000.00","100,000.00"
支付其他与经营活动有关的现金,"19,062,601.11","49,261,106.33","43,043,789.50","20,969,279.18","32,455,197.43","52,285,411.24","72,852,052.63","29,803,529.43","62,721,183.56","90,374,145.99","125,944,947.72","24,428,551.75","74,384,804.61","111,802,493.44","200,886,423.09","32,073,140.92","64,020,982.26","97,600,903.69","125,330,720.12","31,737,603.93","66,798,833.90","87,131,268.44","115,954,420.33","31,692,920.81","61,660,929.03","83,882,755.04","92,317,688.11","26,826,283.31","50,401,653.96","77,006,670.97","95,018,856.31","19,960,468.85","36,798,686.25","56,683,593.89","79,465,130.65","24,691,429.13","43,923,125.28","63,527,418.79","95,579,969.72","32,751,383.64","53,724,073.96","78,035,978.89"
筹资活动现金流入小计,"183,000,000.00","469,450,000.00","625,000,000.00","579,850,000.00","1,716,290,000.00","2,056,290,000.00","2,531,290,000.00","603,150,000.00","1,113,150,000.00","2,061,150,000.00","2,256,150,000.00","531,356,000.00","993,906,000.00","2,010,596,600.00","2,140,596,600.00","210,000,000.00","410,000,000.00","500,000,000.00","584,000,000.00","371,000,000.00","432,000,000.00","533,500,000.00","541,750,000.00","332,550,000.00","533,050,000.00","590,250,000.00","593,500,000.00","215,600,000.00","460,100,000.00","460,100,000.00","472,570,000.00","55,000,000.00","300,000,000.00","475,000,000.00","588,843,939.00","104,000,000.00","351,780,000.00","603,006,256.00","724,505,027.00","140,050,000.00","140,100,000.00","3,107,099,993.83"
经营活动现金流出小计,"325,168,618.66","713,921,580.62","1,602,857,438.82","482,285,979.53","994,044,636.20","1,620,855,757.79","2,319,307,497.39","470,281,915.37","1,066,027,705.52","1,710,343,134.38","2,430,386,952.05","597,068,500.54","1,301,193,876.44","2,018,839,766.48","2,955,433,892.82","719,674,137.17","1,685,017,262.27","2,702,515,664.97","3,809,564,252.08","835,743,343.75","1,698,403,760.86","2,526,338,487.66","3,522,438,981.67","781,913,715.68","1,618,483,211.29","2,433,391,040.42","3,424,914,811.92","909,530,759.74","1,841,336,516.71","2,964,135,475.02","4,205,214,186.82","942,918,209.65","1,784,785,832.53","2,617,718,499.99","3,571,592,511.26","863,841,207.37","1,570,770,234.58","2,391,208,136.00","3,338,414,208.24","1,037,973,416.03","2,097,381,744.82","3,184,069,411.06"
偿还债务支付的现金,"110,000,000.00","267,450,000.00","421,000,000.00","192,000,000.00","1,033,000,000.00","1,083,000,000.00","1,253,000,000.00","179,850,000.00","449,850,000.00","1,170,245,440.00","1,290,245,440.00","320,000,000.00","725,480,000.00","1,007,960,000.00","1,383,150,000.00","250,000,441.44","672,321,995.37","842,321,995.37","947,321,995.37","287,000,000.00","534,000,000.00","624,000,000.00","736,000,000.00","370,000,000.00","482,000,000.00","582,000,000.00","744,000,000.00","250,000,000.00","610,000,000.00","807,000,000.00","919,000,000.00","55,000,000.00","200,000,000.00","200,000,000.00","230,000,000.00","55,000,000.00","300,000,000.00","475,000,000.00","510,000,000.00","204,000,000.00","235,000,000.00","315,000,000.00"
经营活动产生的现金流量净额,"58,010,260.22","192,394,771.55","412,207,170.87","98,431,735.38","50,984,685.65","66,790,946.90","242,344,888.17","91,379,279.23","182,973,950.71","298,335,671.48","536,180,731.21","196,564,686.42","295,653,399.49","486,805,542.72","817,325,365.39","228,071,641.65","533,650,698.38","604,558,438.47","872,657,623.18","42,681,211.11","172,111,371.42","290,389,350.08","531,918,712.42","180,166,662.14","145,824,670.45","333,620,254.32","653,958,379.29","194,269,902.22","537,209,013.26","818,011,433.80","1,152,205,535.87","84,217,603.11","399,768,187.87","702,540,905.61","1,048,589,079.29","-129,777,578.72","130,206,561.12","419,744,991.31","971,056,965.68","-45,739,693.04","115,860,476.69","360,369,047.27"
分配股利、利润或偿还利息支付的现金,"18,224,604.73","36,945,336.97","89,985,256.56","22,936,739.48","53,835,981.98","72,408,431.23","101,858,364.11","68,655,196.90","99,099,399.08","124,431,229.64","181,044,326.61","41,837,173.33","65,505,542.71","87,905,973.31","109,799,687.11","19,223,800.86","75,337,205.81","93,279,560.34","110,591,950.12","16,602,252.00","231,888,225.22","247,450,944.69","262,767,216.92","12,740,163.89","97,057,874.70","110,169,202.42","120,986,052.44","10,244,283.29","180,147,766.00","186,072,024.33","190,443,215.94","2,974,805.52","256,268,215.00","260,620,577.49","266,596,977.13","5,552,255.05","172,001,460.99","178,268,808.78","209,386,314.85","6,830,032.62","201,911,568.66","208,688,354.76"
收回投资收到的现金,"20,800,000.00","22,301,625.52","22,301,625.52","2,000,000.00","4,000,270.00","4,001,270.00","4,001,270.00",,,,,,"1,310,000.00","1,310,000.00","1,310,000.00",,,,,,,,,"2,450,000.00","2,450,000.00","2,450,000.00","2,450,000.00","270,000.00","42,470,000.00","57,470,000.00","187,470,000.00","404,900,000.00","1,326,194,500.00","2,847,496,871.19","6,523,454,727.74","3,352,858,638.95","6,511,279,836.58","10,667,938,791.35","14,382,031,800.64","3,166,751,257.49","9,060,982,035.27","15,405,200,071.13"
支付其他与筹资活动有关的现金,,"104,106.06","900,250.49",,"51,988,825.59","91,988,825.59","241,513,825.59","170,000,000.00","356,203,000.00","516,203,000.00","655,253,000.00","160,000,000.00","276,177,075.49","325,660,000.00","426,680,000.00",,,,,,,,,,,,"2,000,000.00",,,,,"8,500,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,"636,000.00","636,000.00","636,000.00",,,"2,586,000.00"
取得投资收益收到的现金,,,,,30.00,477.50,480.50,,,,"155,000.00",,"455,111.00","557,411.00","910,222.00",,"455,111.00","455,111.00","2,045,482.00","102,300.00","1,176,191.00","1,176,191.00","2,535,881.62","183,750.00","2,064,865.96","5,062,480.74","10,692,390.78","951,947.38","4,781,602.22","6,580,600.42","12,877,007.78","6,053,199.21","12,092,093.49","16,260,504.02","29,865,491.97","5,682,733.15","12,400,256.44","18,080,128.67","35,492,494.74","8,311,145.40","21,487,927.64","30,619,860.70"
筹资活动现金流出小计,"128,224,604.73","304,499,443.03","511,885,507.05","214,936,739.48","1,138,824,807.57","1,247,397,256.82","1,596,372,189.70","418,505,196.90","905,152,399.08","1,810,879,669.64","2,126,542,766.61","521,837,173.33","1,067,162,618.20","1,421,525,973.31","1,919,629,687.11","269,224,242.30","747,659,201.18","935,601,555.71","1,057,913,945.49","303,602,252.00","765,888,225.22","871,450,944.69","998,767,216.92","382,740,163.89","579,057,874.70","692,169,202.42","866,986,052.44","260,244,283.29","790,147,766.00","993,072,024.33","1,109,443,215.94","66,474,805.52","466,268,215.00","470,620,577.49","506,596,977.13","60,552,255.05","472,637,460.99","653,904,808.78","720,022,314.85","210,830,032.62","436,911,568.66","526,274,354.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"40,216.36","267,558.58","1,921,308.80",,"109,733.76","1,896,569.50","1,898,569.50",,"49,230.77","49,230.77","824,468.38","1,240,134.20","1,300,394.60","2,039,398.76","10,034,295.31","86,250.00","86,250.00","155,050.00","5,333,014.22","16,906,322.40","16,465,927.60","21,595,556.60","21,641,306.90","28,180.00","7,075,790.83","10,401,598.95","12,080,508.03","513,972.74","855,002.79","2,082,669.94","3,178,893.27","28,350.00","278,880.00","442,430.00","2,386,943.66",,"25,720.00","103,261.12"
筹资活动产生的现金流量净额,"54,775,395.27","164,950,556.97","113,114,492.95","364,913,260.52","577,465,192.43","808,892,743.18","934,917,810.30","184,644,803.10","207,997,600.92","250,270,330.36","129,607,233.39","9,518,826.67","-73,256,618.20","589,070,626.69","220,966,912.89","-59,224,242.30","-337,659,201.18","-435,601,555.71","-473,913,945.49","67,397,748.00","-333,888,225.22","-337,950,944.69","-457,017,216.92","-50,190,163.89","-46,007,874.70","-101,919,202.42","-273,486,052.44","-44,644,283.29","-330,047,766.00","-532,972,024.33","-636,873,215.94","-11,474,805.52","-166,268,215.00","4,379,422.51","82,246,961.87","43,447,744.95","-120,857,460.99","-50,898,552.78","4,482,712.15","-70,780,032.62","-296,811,568.66","2,580,825,639.07"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,552,043.07","10,552,043.07","10,552,043.07","7,000,000.00","7,000,000.00","14,000,000.00","37,806,574.90","7,020,000.00","14,027,739.11","14,027,739.11","14,027,739.11","4,915,525.42","7,000,000.00","7,000,000.00"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"494,000.15","494,000.15","494,000.15","994,000.15",,,"50,000.00","50,000.00","750,000.00","750,000.00","750,000.00","750,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"20,800,000.00","22,301,625.52","22,301,625.52","2,000,000.00","4,040,516.36","4,269,306.08","5,923,059.30",,"109,733.76","1,896,569.50","2,053,569.50",,"1,814,341.77","1,916,641.77","3,044,690.38","1,240,134.20","1,755,505.60","2,494,509.76","12,079,777.31","188,550.00","1,262,441.00","1,331,241.00","7,868,895.84","19,540,072.40","20,980,793.56","29,108,037.34","34,783,697.68","1,744,127.53","65,373,436.27","85,498,242.59","223,973,559.03","418,467,171.95","1,346,141,596.28","2,879,890,045.15","6,594,355,687.88","3,366,339,722.10","6,538,736,712.13","10,701,239,089.13","14,434,688,978.15","3,179,977,928.31","9,089,495,682.91","15,442,923,192.95"
五、现金及现金等价物净增加额,"69,101,168.02","134,628,016.38","52,673,217.83","229,979,474.92","217,660,395.02","217,426,764.94","227,594,383.92","-39,104,974.31","-44,848,753.97","13,284,927.11","-50,501,538.12","69,562,131.17","-62,315,917.60","608,007,274.73","453,032,940.29","74,484,148.21","49,032,022.99","-59,283,871.20","107,016,557.17","33,629,041.62","-329,662,703.48","-324,383,583.11","-273,553,770.51","59,477,212.25","-50,823,995.75","-48,718,210.90","-36,227,735.25","82,804,337.26","64,122,062.17","20,556,800.33","38,281,341.64","-173,883,992.22","23,911,797.54","-104,745,943.45","-203,476,395.78","-39,457,772.59","152,667,830.99","174,248,336.87","308,539,584.30","-190,551,009.30","-356,849,360.84","2,735,559,417.53"
购建固定资产、无形资产和其他长期资产支付的现金,"64,484,487.47","222,818,593.30","418,871,246.16","195,569,770.68","363,934,249.12","611,630,480.92","891,033,123.55","213,107,843.23","333,908,825.95","434,919,085.82","589,684,513.81","107,082,188.48","221,545,928.89","385,936,405.78","481,031,712.17","77,365,275.18","107,936,869.65","178,457,507.08","242,269,141.19","72,138,467.49","134,675,290.68","221,700,229.50","271,910,981.52","86,419,790.67","157,523,817.33","295,429,532.41","415,323,391.90","68,065,409.20","135,649,621.36","202,317,851.73","293,361,537.32","30,093,961.76","250,729,771.61","280,533,464.54","403,510,470.28","100,558,823.02","202,254,973.96","369,692,738.74","658,744,368.41","160,097,963.56","288,717,438.62","441,438,861.73"
期初现金及现金等价物余额,"22,523,753.42","22,523,753.42","22,523,753.42","75,196,971.25","75,196,971.25","75,196,971.25","75,196,971.25","320,040,796.68","316,203,876.58","316,203,876.58","316,203,876.58","265,700,724.96","265,702,338.46","265,702,338.46","265,702,338.46","718,735,278.75","718,735,278.75","718,735,278.75","718,735,278.75","825,751,835.92","825,751,835.92","825,751,835.92","825,751,835.92","552,198,065.41","552,198,065.41","552,198,065.41","552,198,065.41","515,970,330.16","515,970,330.16","515,970,330.16","515,970,330.16","554,251,671.80","554,251,671.80","554,251,671.80","554,251,671.80","350,775,276.02","350,775,276.02","350,775,276.02","350,775,276.02","659,314,860.32","659,314,860.32","659,314,860.32"
投资支付的现金,,"20,800,000.00","74,678,480.99","39,795,750.30","50,895,750.30","50,895,750.30","62,008,250.30","101,521,213.41","101,521,213.41","101,521,213.41","51,447,613.41","29,439,193.44","64,981,111.77","83,571,785.67","106,994,971.20","18,238,110.16","40,778,110.16","52,000,411.64","61,260,411.64","4,500,000.00","24,225,000.00","46,205,000.00","74,165,180.33","3,619,567.73","9,639,567.73","9,639,567.73","23,429,567.73",,"72,263,000.00","147,163,000.00","407,163,000.00","635,000,000.00","1,305,000,000.00","3,410,972,852.18","7,524,357,654.54","3,218,908,837.90","6,193,163,007.31","10,526,144,452.05","14,442,364,703.27","3,093,911,248.39","8,973,644,865.16","15,204,087,952.03"
期末现金及现金等价物余额,"91,624,921.44","157,151,769.80","75,196,971.25","305,176,446.17","292,857,366.27","292,623,736.19","302,791,355.17","280,935,822.37","271,355,122.61","329,488,803.69","265,702,338.46","335,262,856.13","203,386,420.86","873,709,613.19","718,735,278.75","793,219,426.96","767,767,301.74","659,451,407.55","825,751,835.92","859,380,877.54","496,089,132.44","501,368,252.81","552,198,065.41","611,675,277.66","501,374,069.66","503,479,854.51","515,970,330.16","598,774,667.42","580,092,392.33","536,527,130.49","554,251,671.80","380,367,679.58","578,163,469.34","449,505,728.35","350,775,276.02","311,317,503.43","503,443,107.01","525,023,612.89","659,314,860.32","468,763,851.02","302,465,499.48","3,394,874,277.85"
