科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"373,989,293.04","894,824,366.86","1,969,099,743.49","573,602,215.09","1,034,448,381.08","1,662,479,609.09","2,529,210,525.46","551,004,769.23","1,235,278,067.65","1,987,032,120.77","2,923,718,269.45","784,133,844.46","1,579,667,159.23","2,484,895,210.72","3,752,683,834.28","938,496,632.11","2,199,619,062.92","3,284,416,085.62","4,655,989,566.67","866,935,066.65","1,851,111,765.81","2,796,470,026.92","4,018,868,769.62","948,510,226.54","1,744,868,723.56","2,741,760,562.70","4,041,938,021.15","1,092,071,250.30","2,350,690,135.89","3,747,962,833.97","5,319,685,531.04","1,000,724,643.26","2,132,259,009.93","3,235,177,032.84","4,540,134,449.28","719,514,301.43","1,685,900,119.23","2,794,331,880.70","4,285,888,042.37","980,639,797.41","2,196,530,310.31","3,517,851,456.02"
取得子公司及其他营业单位支付的现金净额,,"1,400,344.36","1,400,344.36",,,,,,,,"76,433,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,"177,485.22","519,497.59","519,497.59","519,497.59","519,497.59",,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,"2,550,000.00","500,000.00","500,000.00","777,345.00","777,345.00",,,"277,345.00","277,345.00",,,"277,345.00","277,345.00",,"10,248,000.00","10,248,000.00","10,248,000.00",,"4,458,200.00","4,458,200.00","12,730,800.15","500,000.00","500,000.00","500,000.00","500,000.00",,,"50,000.00","800,000.00",,,,"580,000.00",,"3,031,648.00","3,031,648.00"
收到其他与经营活动有关的现金,"9,189,585.84","11,491,985.31","45,964,866.20","7,115,499.82","10,580,940.77","25,167,095.60","32,441,860.10","10,656,425.37","13,723,588.58","21,646,685.09","42,849,413.81","9,499,342.50","17,180,116.70","20,750,098.48","19,897,938.71","8,729,649.12","18,529,400.14","22,138,520.23","25,712,811.00","11,489,488.21","19,403,366.47","20,257,810.82","35,488,924.47","13,570,151.28","19,439,158.18","25,250,732.04","36,935,170.06","11,729,411.66","27,855,394.08","34,184,074.85","37,734,191.65","26,411,169.50","52,295,010.47","85,082,372.76","80,047,141.27","14,549,327.22","15,076,676.47","16,621,246.61","23,583,131.55","11,593,925.58","16,711,911.20","26,587,002.31"
投资活动现金流出小计,"64,484,487.47","245,018,937.66","494,950,071.51","235,365,520.98","414,829,999.42","662,526,231.22","955,591,373.85","315,129,056.64","435,930,039.36","537,217,644.23","718,343,072.22","136,521,381.92","286,527,040.66","469,785,536.45","588,304,028.37","95,603,385.34","148,714,979.81","230,735,263.72","303,806,897.83","76,638,467.49","169,148,290.68","278,153,229.50","356,324,161.85","90,039,358.40","171,621,585.06","309,527,300.14","451,483,759.78","68,565,409.20","208,412,621.36","349,980,851.73","701,024,537.32","665,093,961.76","1,555,729,771.61","3,691,556,316.72","7,928,668,124.82","3,319,467,660.92","6,395,417,981.27","10,895,837,190.79","15,101,689,071.68","3,254,009,211.95","9,265,393,951.78","15,648,558,461.76"
经营活动现金流入小计,"383,178,878.88","906,316,352.17","2,015,064,609.69","580,717,714.91","1,045,029,321.85","1,687,646,704.69","2,561,652,385.56","561,661,194.60","1,249,001,656.23","2,008,678,805.86","2,966,567,683.26","793,633,186.96","1,596,847,275.93","2,505,645,309.20","3,772,759,258.21","947,745,778.82","2,218,667,960.65","3,307,074,103.44","4,682,221,875.26","878,424,554.86","1,870,515,132.28","2,816,727,837.74","4,054,357,694.09","962,080,377.82","1,764,307,881.74","2,767,011,294.74","4,078,873,191.21","1,103,800,661.96","2,378,545,529.97","3,782,146,908.82","5,357,419,722.69","1,027,135,812.76","2,184,554,020.40","3,320,259,405.60","4,620,181,590.55","734,063,628.65","1,700,976,795.70","2,810,953,127.31","4,309,471,173.92","992,233,722.99","2,213,242,221.51","3,544,438,458.33"
投资活动产生的现金流量净额,"-43,684,487.47","-222,717,312.14","-472,648,445.99","-233,365,520.98","-410,789,483.06","-658,256,925.14","-949,668,314.55","-315,129,056.64","-435,820,305.60","-535,321,074.73","-716,289,502.72","-136,521,381.92","-284,712,698.89","-467,868,894.68","-585,259,337.99","-94,363,251.14","-146,959,474.21","-228,240,753.96","-291,727,120.52","-76,449,917.49","-167,885,849.68","-276,821,988.50","-348,455,266.01","-70,499,286.00","-150,640,791.50","-280,419,262.80","-416,700,062.10","-66,821,281.67","-143,039,185.09","-264,482,609.14","-477,050,978.29","-246,626,789.81","-209,588,175.33","-811,666,271.57","-1,334,312,436.94","46,872,061.18","143,318,730.86","-194,598,101.66","-667,000,093.53","-74,031,283.64","-175,898,268.87","-205,635,268.81"
购买商品、接受劳务支付的现金,"242,135,307.23","532,079,900.66","1,260,760,292.84","375,238,669.17","765,704,134.44","1,290,786,934.17","1,868,900,437.08","331,885,079.27","744,141,378.67","1,275,408,680.77","1,831,335,708.70","453,769,754.87","981,570,979.40","1,557,520,870.40","2,260,716,099.88","525,587,684.39","1,242,622,231.33","2,068,730,040.60","2,956,043,875.60","582,984,289.47","1,272,846,919.37","1,959,616,332.11","2,708,470,198.58","567,301,151.37","1,211,638,869.42","1,839,556,907.06","2,628,896,164.39","618,621,017.95","1,252,446,582.49","2,155,248,486.35","3,157,020,326.46","656,665,195.74","1,280,888,815.30","1,942,435,232.90","2,670,738,064.11","620,584,644.94","1,155,222,633.45","1,809,829,884.27","2,520,921,451.72","729,154,911.48","1,531,767,002.01","2,408,622,821.98"
吸收投资收到的现金,,,,,"976,440,000.00","976,440,000.00","976,440,000.00",,,,,"2,450,000.00",,,,,,,"9,000,000.00","1,000,000.00","12,000,000.00","13,500,000.00","21,750,000.00","12,550,000.00","13,050,000.00","15,250,000.00","18,500,000.00","600,000.00","5,100,000.00","5,100,000.00","7,570,000.00",,,,,,,,,,,"2,966,999,993.83"
